quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
0	1.0	1	1	0	0	3/4	2	2	1/4		1/4	1		-1	53	F3	3	8
0	1.0	1	1	0	0	3/4	2	1	1/4		1/4	1		0	60	C4	4	6
0	1.0	1	1	0	0	3/4	1	2	1/4		1/4	1		-1	65	F4	4	4
0	1.0	1	1	0	0	3/4	1	2	1/4		1/4	1		3	69	A4	4	4
0	0.75	1	1	0	0	3/4	1	1	3/16		1/8	3/2		0	72	C5	5	0
3/4	0.125	1	1	3/16	3/16	3/4	1	1	1/32		1/32	1		-3	75	Eb5	5	1
7/8	0.125	1	1	7/32	7/32	3/4	1	1	1/32		1/32	1		2	74	D5	5	2
1	2.0	1	1	1/4	1/4	3/4	2	2	1/2		1/2	1		-1	53	F3	3	9
1	2.0	1	1	1/4	1/4	3/4	2	1	1/2		1/2	1		0	60	C4	4	7
1	2.0	1	1	1/4	1/4	3/4	1	2	1/2		1/2	1		-1	65	F4	4	5
1	2.0	1	1	1/4	1/4	3/4	1	2	1/2		1/2	1		3	69	A4	4	5
1	2.0	1	1	1/4	1/4	3/4	1	1	1/2		1/2	1		-3	75	Eb5	5	3
3	1.0	2	2	0	0	3/4	2	2	1/4		1/4	1		-2	46	Bb2	2	18
3	1.0	2	2	0	0	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	16
3	0.5	2	2	0	0	3/4	1	2	1/8		1/8	1		-1	65	F4	4	13
3	0.5	2	2	0	0	3/4	1	2	1/8		1/8	1		-2	70	Bb4	4	13
3	0.5	2	2	0	0	3/4	1	1	1/8		1/8	1		2	74	D5	5	10
7/2	0.5	2	2	1/8	1/8	3/4	1	2	1/8		1/8	1		-3	63	Eb4	4	14
7/2	0.5	2	2	1/8	1/8	3/4	1	2	1/8		1/8	1		3	69	A4	4	14
7/2	0.5	2	2	1/8	1/8	3/4	1	1	1/8		1/8	1		0	72	C5	5	11
4	2.0	2	2	1/4	1/4	3/4	2	2	1/2		1/2	1		-2	46	Bb2	2	19
4	2.0	2	2	1/4	1/4	3/4	2	1	1/2		1/2	1		-2	58	Bb3	3	17
4	2.0	2	2	1/4	1/4	3/4	1	2	1/2		1/2	1		-1	65	F4	4	15
4	2.0	2	2	1/4	1/4	3/4	1	2	1/2		1/2	1		-2	70	Bb4	4	15
4	2.0	2	2	1/4	1/4	3/4	1	1	1/2		1/2	1		2	74	D5	5	12
6	1.0	3	3	0	0	3/4	2	2	1/4		1/4	1		-2	58	Bb3	3	32
6	1.0	3	3	0	0	3/4	2	1	1/4		1/4	1		0	60	C4	4	29
6	1.0	3	3	0	0	3/4	1	2	1/4		1/4	1		4	64	E4	4	26
6	0.5	3	3	0	0	3/4	1	1	1/8		1/8	1		1	67	G4	4	20
13/2	0.5	3	3	1/8	1/8	3/4	1	1	1/8		1/8	1		3	69	A4	4	21
7	1.0	3	3	1/4	1/4	3/4	2	2	1/4		1/4	1		3	57	A3	3	33
7	1.0	3	3	1/4	1/4	3/4	2	1	1/4		1/4	1		0	60	C4	4	30
7	1.0	3	3	1/4	1/4	3/4	1	2	1/4		1/4	1		-1	65	F4	4	27
7	0.5	3	3	1/4	1/4	3/4	1	1	1/8		1/8	1		3	69	A4	4	22
15/2	0.5	3	3	3/8	3/8	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	23
8	1.0	3	3	1/2	1/2	3/4	2	2	1/4		1/4	1		1	55	G3	3	34
8	1.0	3	3	1/2	1/2	3/4	2	1	1/4		1/4	1		0	60	C4	4	31
8	1.0	3	3	1/2	1/2	3/4	1	2	1/4		1/4	1		4	64	E4	4	28
8	0.5	3	3	1/2	1/2	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	24
17/2	0.5	3	3	5/8	5/8	3/4	1	1	1/8		1/8	1		0	72	C5	5	25
9	1.0	4	4	0	0	3/4	2	2	1/4		1/4	1		-1	53	F3	3	45
