mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0.5	0	11/8	3/2	1	1	1/8	1/8	1		3	69	A4	4	0
2	1	1/2	6.0	0	0	3/2	2	2	3/2	1	3/2	1	2	50	D3	3	17
2	1	1/2	1.5	0	0	3/2	1	1	3/8	1/4	3/2		3	69	A4	4	1
2	1	3/2	1.0	1/4	1/4	3/2	2	1	1/4	1/4	1		-1	53	F3	3	13
2	1	2	0.5	3/8	3/8	3/2	1	1	1/8	1/8	1		1	67	G4	4	2
2	1	5/2	2.0	1/2	1/2	3/2	2	1	1/2	1/2	1	1	3	57	A3	3	14
2	1	5/2	0.5	1/2	1/2	3/2	1	1	1/8	1/8	1		-1	65	F4	4	3
2	1	3	0.5	5/8	5/8	3/2	1	1	1/8	1/8	1		4	64	E4	4	4
2	1	7/2	0.5	3/4	3/4	3/2	1	1	1/8	1/8	1		-1	65	F4	4	5
2	1	4	0.5	7/8	7/8	3/2	1	1	1/8	1/8	1		2	62	D4	4	6
2	1	9/2	1.0	1	1	3/2	2	1	1/4	1/4	1	-1	3	57	A3	3	15
2	1	9/2	1.5	1	1	3/2	1	1	3/8	1/4	3/2		-2	70	Bb4	4	7
2	1	5	0.5	9/8	9/8	3/2	1	2	1/8	1/8	1		1	67	G4	4	9
2	1	5	1.5	9/8	9/8	3/2	1	3	3/8	1/4	3/2	1	1	67	G4	4	12
2	1	11/2	1.0	5/4	5/4	3/2	2	1	1/4	1/4	1		1	55	G3	3	16
2	1	11/2	0.5	5/4	5/4	3/2	1	2	1/8	1/8	1		4	64	E4	4	10
2	1	6	0.5	11/8	11/8	3/2	1	2	1/8	1/8	1		7	61	C#4	4	11
2	1	6	0.5	11/8	11/8	3/2	1	1	1/8	1/8	1		-2	70	Bb4	4	8
3	2	13/2	2.0	0	0	3/2	2	2	1/2	1/2	1	-1	2	50	D3	3	38
3	2	13/2	1.5	0	0	3/2	2	1	3/8	1/4	3/2		3	57	A3	3	32
3	2	13/2	3.0	0	0	3/2	1	2	3/4	1/2	3/2		2	62	D4	4	24
3	2	13/2	0.5	0	0	3/2	1	3	1/8	1/8	1	-1	1	67	G4	4	27
3	2	13/2	3.0	0	0	3/2	1	1	3/4	1/2	3/2		3	69	A4	4	18
3	2	7	0.5	1/8	1/8	3/2	1	3	1/8	1/8	1		4	64	E4	4	28
3	2	15/2	2.0	1/4	1/4	3/2	1	3	1/2	1/2	1		-1	65	F4	4	29
3	2	8	0.5	3/8	3/8	3/2	2	1	1/8	1/8	1		1	55	G3	3	33
3	2	17/2	0.5	1/2	1/2	3/2	2	1	1/8	1/8	1		-1	53	F3	3	34
3	2	9	0.5	5/8	5/8	3/2	2	1	1/8	1/8	1		4	52	E3	3	35
3	2	19/2	0.5	3/4	3/4	3/2	2	1	1/8	1/8	1		-1	53	F3	3	36
3	2	19/2	1.0	3/4	3/4	3/2	1	2	1/4	1/4	1		2	62	D4	4	25
3	2	19/2	1.0	3/4	3/4	3/2	1	3	1/4	1/4	1		-1	65	F4	4	30
3	2	19/2	1.0	3/4	3/4	3/2	1	1	1/4	1/4	1		3	69	A4	4	19
3	2	10	0.5	7/8	7/8	3/2	2	1	1/8	1/8	1		2	50	D3	3	37
3	2	21/2	1.5	1	1	3/2	2	2	3/8	1/4	3/2		-2	58	Bb3	3	39
3	2	21/2	2.0	1	1	3/2	1	2	1/2	1/2	1		2	62	D4	4	26
3	2	21/2	2.0	1	1	3/2	1	3	1/2	1/2	1		1	67	G4	4	31
3	2	21/2	0.5	1	1	3/2	1	1	1/8	1/8	1		2	74	D5	5	20
3	2	11	0.5	9/8	9/8	3/2	1	1	1/8	1/8	1		7	73	C#5	5	21
3	2	23/2	0.5	5/4	5/4	3/2	1	1	1/8	1/8	1		2	74	D5	5	22
3	2	12	0.5	11/8	11/8	3/2	2	2	1/8	1/8	1		-2	58	Bb3	3	40
3	2	12	0.5	11/8	11/8	3/2	1	1	1/8	1/8	1		4	76	E5	5	23
4	3	25/2	3.0	0	0	3/2	2	2	3/4	1/2	3/2		3	57	A3	3	59
4	3	25/2	1.0	0	0	3/2	1	2	1/4	1/4	1		4	64	E4	4	50
4	3	25/2	2.0	0	0	3/2	1	3	1/2	1/2	1		3	69	A4	4	56
4	3	25/2	1.0	0	0	3/2	1	1	1/4	1/4	1		7	73	C#5	5	41
4	3	27/2	1.0	1/4	1/4	3/2	1	2	1/4	1/4	1	1	2	62	D4	4	51
4	3	27/2	0.5	1/4	1/4	3/2	1	1	1/8	1/8	1		5	71	B4	4	42
4	3	14	0.5	3/8	3/8	3/2	1	1	1/8	1/8	1		3	69	A4	4	43
4	3	29/2	1.0	1/2	1/2	3/2	1	2	1/4	1/4	1	-1	2	62	D4	4	52
4	3	29/2	2.0	1/2	1/2	3/2	1	3	1/2	1/2	1		4	76	E5	5	57
4	3	29/2	0.5	1/2	1/2	3/2	1	1	1/8	1/8	1		1	79	G5	5	44
4	3	15	0.5	5/8	5/8	3/2	1	1	1/8	1/8	1		-1	77	F5	5	45
4	3	31/2	1.0	3/4	3/4	3/2	2	2	1/4	1/4	1		3	57	A3	3	60
