mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	1.0	0	0	3/4	2	2	1/4		1/4	1		3	57	A3	3	13
1	1	0	0	1.0	0	0	3/4	1	2	1/4		1/4	1		4	64	E4	4	5
1	1	0	0	1.0	0	0	3/4	1	3	1/4		1/4	1		3	69	A4	4	10
1	1	0	0	1.0	0	0	3/4	1	1	1/4		1/4	1		0	72	C5	5	0
1	1	1	1	1.0	1/4	1/4	3/4	2	2	1/4		1/4	1		2	50	D3	3	14
1	1	1	1	0.5	1/4	1/4	3/4	1	2	1/8		1/8	1		4	64	E4	4	6
1	1	1	1	1.0	1/4	1/4	3/4	1	3	1/4		1/4	1		-1	65	F4	4	11
1	1	1	1	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		0	72	C5	5	1
1	1	3/2	3/2	0.5	3/8	3/8	3/4	1	2	1/8		1/8	1		2	62	D4	4	7
1	1	3/2	3/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		5	71	B4	4	2
1	1	2	2	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		4	52	E3	3	15
1	1	2	2	0.5	1/2	1/2	3/4	1	2	1/8		1/8	1		0	60	C4	4	8
1	1	2	2	1.0	1/2	1/2	3/4	1	3	1/4		1/4	1		4	64	E4	4	12
1	1	2	2	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		3	69	A4	4	3
1	1	5/2	5/2	0.5	5/8	5/8	3/4	1	2	1/8		1/8	1		5	59	B3	3	9
1	1	5/2	5/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		8	68	G#4	4	4
2	2	3	3	1.0	0	0	3/4	2	2	1/4		1/4	1		-1	53	F3	3	25
2	2	3	3	1.0	0	0	3/4	2	1	1/4		1/4	1		3	57	A3	3	23
2	2	3	3	1.0	0	0	3/4	1	2	1/4		1/4	1		0	60	C4	4	21
2	2	3	3	0.25	0	0	3/4	1	1	1/16		1/16	1		3	69	A4	4	16
2	2	13/4	13/4	0.25	1/16	1/16	3/4	1	1	1/16		1/16	1		8	68	G#4	4	17
2	2	7/2	7/2	0.25	1/8	1/8	3/4	1	1	1/16		1/16	1		5	71	B4	4	18
2	2	15/4	15/4	0.25	3/16	3/16	3/4	1	1	1/16		1/16	1		3	69	A4	4	19
2	2	4	4	0.5	1/4	1/4	3/4	2	2	1/8		1/8	1		4	52	E3	3	26
2	2	4	4	2.0	1/4	1/4	3/4	2	1	1/2		1/2	1		3	57	A3	3	24
2	2	4	4	2.0	1/4	1/4	3/4	1	2	1/2		1/2	1		0	60	C4	4	22
2	2	4	4	2.0	1/4	1/4	3/4	1	1	1/2		1/2	1		3	69	A4	4	20
2	2	9/2	9/2	0.5	3/8	3/8	3/4	2	2	1/8		1/8	1		2	50	D3	3	27
2	2	5	5	0.5	1/2	1/2	3/4	2	2	1/8		1/8	1		0	48	C3	3	28
2	2	11/2	11/2	0.5	5/8	5/8	3/4	2	2	1/8		1/8	1		5	47	B2	2	29
3	3	6	6	1.0	0	0	3/4	2	2	1/4		1/4	1		0	48	C3	3	45
3	3	6	6	1.0	0	0	3/4	2	4	1/4		1/4	1		4	52	E3	3	50
3	3	6	6	1.0	0	0	3/4	2	3	1/4		1/4	1		3	57	A3	3	48
3	3	6	6	1.0	0	0	3/4	2	1	1/4		1/4	1		4	64	E4	4	42
3	3	6	6	1.0	0	0	3/4	1	2	1/4		1/4	1		3	69	A4	4	36
3	3	6	6	1.0	0	0	3/4	1	3	1/4		1/4	1		0	72	C5	5	41
3	3	6	6	1.0	0	0	3/4	1	1	1/4		1/4	1		4	76	E5	5	30
3	3	7	7	1.0	1/4	1/4	3/4	2	2	1/4		1/4	1		2	50	D3	3	46
3	3	7	7	1.0	1/4	1/4	3/4	2	3	1/4		1/4	1		3	57	A3	3	49
3	3	7	7	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		-1	65	F4	4	43
3	3	7	7	0.5	1/4	1/4	3/4	1	2	1/8		1/8	1		0	72	C5	5	37
3	3	7	7	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		4	76	E5	5	31
3	3	15/2	15/2	0.5	3/8	3/8	3/4	1	2	1/8		1/8	1		5	71	B4	4	38
3	3	15/2	15/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		2	74	D5	5	32
3	3	8	8	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		4	52	E3	3	47
3	3	8	8	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		4	64	E4	4	44
3	3	8	8	0.5	1/2	1/2	3/4	1	2	1/8		1/8	1		3	69	A4	4	39
3	3	8	8	0.25	1/2	1/2	3/4	1	1	1/16		1/16	1		0	72	C5	5	33
3	3	33/4	33/4	0.25	9/16	9/16	3/4	1	1	1/16		1/16	1		2	74	D5	5	34
3	3	17/2	17/2	0.5	5/8	5/8	3/4	1	2	1/8		1/8	1		8	68	G#4	4	40
3	3	17/2	17/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		5	71	B4	4	35
4	4	9	9	1.0	0	0	3/4	2	2	1/4		1/4	1		3	45	A2	2	62
4	4	9	9	1.5	0	0	3/4	2	1	3/8		1/4	3/2		4	64	E4	4	58
4	4	9	9	1.0	0	0	3/4	1	2	1/4		1/4	1		8	68	G#4	4	55
4	4	9	9	1.0	0	0	3/4	1	1	1/4		1/4	1		5	71	B4	4	51
4	4	10	10	1.0	1/4	1/4	3/4	2	2	1/4		1/4	1		0	48	C3	3	63
4	4	10	10	1.0	1/4	1/4	3/4	1	2	1/4		1/4	1		3	69	A4	4	56
4	4	10	10	0.75	1/4	1/4	3/4	1	1	3/16		1/8	3/2		0	72	C5	5	52
4	4	21/2	21/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		2	62	D4	4	59
4	4	43/4	43/4	0.25	7/16	7/16	3/4	1	1	1/16		1/16	1		5	71	B4	4	53
4	4	11	11	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		4	52	E3	3	64
4	4	11	11	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		0	60	C4	4	60
4	4	11	11	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1		4	64	E4	4	57
4	4	11	11	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		3	69	A4	4	54
4	4	23/2	23/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		5	59	B3	3	61
5	5	12	12	1.0	0	0	3/4	2	2	1/4		1/4	1		3	57	A3	3	77
5	5	12	12	0.5	0	0	3/4	1	1	1/8		1/8	1		0	72	C5	5	65
5	5	25/2	25/2	0.25	1/8	1/8	3/4	1	1	1/16		1/16	1		-2	70	Bb4	4	66
5	5	51/4	51/4	0.25	3/16	3/16	3/4	1	1	1/16		1/16	1		3	69	A4	4	67
5	5	13	13	1.0	1/4	1/4	3/4	2	2	1/4		1/4	1		3	45	A2	2	78
5	5	13	13	0.25	1/4	1/4	3/4	1	1	1/16		1/16	1		1	67	G4	4	68
5	5	53/4	53/4	0.5	5/16	5/16	3/4	1	1	1/8		1/8	1		-1	65	F4	4	69
5	5	55/4	55/4	0.125	7/16	7/16	3/4	1	1	1/32		1/32	1		1	67	G4	4	70
5	5	111/8	111/8	0.125	15/32	15/32	3/4	1	1	1/32		1/32	1		4	64	E4	4	71
