quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
0	2.0	1	1	0	0	3/2	2	2	1/2	1/2	1		2	50	D3	3	7
0	2.0	1	1	0	0	3/2	2	1	1/2	1/2	1		2	62	D4	4	5
0	2.0	1	1	0	0	3/2	1	2	1/2	1/2	1		3	69	A4	4	3
0	2.0	1	1	0	0	3/2	1	2	1/2	1/2	1		2	74	D5	5	3
0	2.0	1	1	0	0	3/2	1	1	1/2	1/2	1		-1	77	F5	5	0
2	4.0	1	1	1/2	1/2	3/2	2	1	1	1	1		2	62	D4	4	6
2	4.0	1	1	1/2	1/2	3/2	1	2	1	1	1		1	67	G4	4	4
2	4.0	1	1	1/2	1/2	3/2	1	2	1	1	1		-2	70	Bb4	4	4
2	3.0	1	1	1/2	1/2	3/2	1	1	3/4	1/2	3/2		4	76	E5	5	1
5	1.0	1	1	5/4	5/4	3/2	1	1	1/4	1/4	1		-1	77	F5	5	2
6	2.0	2	2	0	0	3/2	2	2	1/2	1/2	1		7	61	C#4	4	16
6	2.0	2	2	0	0	3/2	2	1	1/2	1/2	1		4	64	E4	4	14
6	2.0	2	2	0	0	3/2	1	2	1/2	1/2	1		3	69	A4	4	12
6	1.5	2	2	0	0	3/2	1	1	3/8	1/4	3/2		1	79	G5	5	8
15/2	0.5	2	2	3/8	3/8	3/2	1	1	1/8	1/8	1		3	81	A5	5	9
8	4.0	2	2	1/2	1/2	3/2	2	2	1	1	1		0	60	C4	4	17
8	4.0	2	2	1/2	1/2	3/2	2	1	1	1	1		2	62	D4	4	15
8	4.0	2	2	1/2	1/2	3/2	1	2	1	1	1		3	69	A4	4	13
8	3.0	2	2	1/2	1/2	3/2	1	1	3/4	1/2	3/2		6	78	F#5	5	10
11	1.0	2	2	5/4	5/4	3/2	1	1	1/4	1/4	1		6	78	F#5	5	11
12	2.0	3	3	0	0	3/2	2	2	1/2	1/2	1		-2	58	Bb3	3	27
12	2.0	3	3	0	0	3/2	2	1	1/2	1/2	1		2	62	D4	4	26
12	2.0	3	3	0	0	3/2	1	2	1/2	1/2	1		1	67	G4	4	23
12	2.0	3	3	0	0	3/2	1	2	1/2	1/2	1		2	74	D5	5	23
12	2.0	3	3	0	0	3/2	1	1	1/2	1/2	1		1	79	G5	5	18
14	2.0	3	3	1/2	1/2	3/2	2	2	1/2	1/2	1		1	55	G3	3	28
14	2.0	3	3	1/2	1/2	3/2	1	2	1/2	1/2	1		1	67	G4	4	24
14	2.0	3	3	1/2	1/2	3/2	1	2	1/2	1/2	1		-2	70	Bb4	4	24
14	2.0	3	3	1/2	1/2	3/2	1	1	1/2	1/2	1		4	76	E5	5	19
16	2.0	3	3	1	1	3/2	2	2	1/2	1/2	1		8	56	G#3	3	29
