mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0	0.5		0	1/2	2/2	2	1	1/8	1/8	1		3	69	A4	4	2
1	0	0	0	1.0		0	1/2	2/2	1	1	1/4	1/4	1		6	78	F#5	5	0
1	0	1/2	1/2	0.5		1/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	3
1	0	1	1	0.5		1/4	3/4	2/2	2	1	1/8	1/8	1		6	66	F#4	4	4
1	0	1	1	1.0		1/4	3/4	2/2	1	1	1/4	1/4	1		6	78	F#5	5	1
1	0	3/2	3/2	0.5		3/8	7/8	2/2	2	1	1/8	1/8	1		3	69	A4	4	5
2	1	2	2	0.5		0	0	2/2	2	1	1/8	1/8	1		2	74	D5	5	11
2	1	2	2	1.5		0	0	2/2	1	1	3/8	1/4	3/2		6	78	F#5	5	6
2	1	5/2	5/2	0.5		1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	12
2	1	3	3	0.5		1/4	1/4	2/2	2	1	1/8	1/8	1		0	72	C5	5	13
2	1	7/2	7/2	0.5		3/8	3/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	14
2	1	7/2	7/2	0.25		3/8	3/8	2/2	1	1	1/16	1/16	1		4	76	E5	5	7
2	1	15/4	15/4	0.25		7/16	7/16	2/2	1	1	1/16	1/16	1		6	78	F#5	5	8
2	1	4	4	0.5		1/2	1/2	2/2	2	1	1/8	1/8	1		5	71	B4	4	15
2	1	4	4	1.0		1/2	1/2	2/2	1	1	1/4	1/4	1		1	79	G5	5	9
2	1	9/2	9/2	0.5		5/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	16
2	1	5	5	0.5		3/4	3/4	2/2	2	1	1/8	1/8	1		3	69	A4	4	17
2	1	5	5	1.0		3/4	3/4	2/2	1	1	1/4	1/4	1		6	78	F#5	5	10
2	1	11/2	11/2	0.5		7/8	7/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	18
3	2	6	6	0.5		0	0	2/2	2	1	1/8	1/8	1		1	67	G4	4	22
3	2	6	6	2.0		0	0	2/2	1	1	1/2	1/2	1		4	76	E5	5	19
3	2	13/2	13/2	0.5		1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	23
3	2	7	7	0.5		1/4	1/4	2/2	2	1	1/8	1/8	1		6	66	F#4	4	24
3	2	15/2	15/2	0.5		3/8	3/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	25
3	2	8	8	0.5		1/2	1/2	2/2	2	1	1/8	1/8	1		1	67	G4	4	26
3	2	8	8	1.0		1/2	1/2	2/2	1	1	1/4	1/4	1		4	76	E5	5	20
3	2	17/2	17/2	0.5		5/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	27
3	2	9	9	0.5		3/4	3/4	2/2	2	1	1/8	1/8	1		4	64	E4	4	28
3	2	9	9	1.0		3/4	3/4	2/2	1	1	1/4	1/4	1		4	76	E5	5	21
3	2	19/2	19/2	0.5		7/8	7/8	2/2	2	1	1/8	1/8	1		1	67	G4	4	29
4	3	10	10	0.5		0	0	2/2	2	1	1/8	1/8	1		7	73	C#5	5	37
4	3	10	10	1.5		0	0	2/2	1	1	3/8	1/4	3/2		4	76	E5	5	30
4	3	21/2	21/2	0.5		1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	38
4	3	11	11	0.5		1/4	1/4	2/2	2	1	1/8	1/8	1		5	71	B4	4	39
4	3	23/2	23/2	0.5		3/8	3/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	40
4	3	23/2	23/2	0.25		3/8	3/8	2/2	1	1	1/16	1/16	1		2	74	D5	5	31
4	3	47/4	47/4	0.25		7/16	7/16	2/2	1	1	1/16	1/16	1		4	76	E5	5	32
4	3	12	12	0.5		1/2	1/2	2/2	2	1	1/8	1/8	1		3	69	A4	4	41
4	3	12	12	0.5		1/2	1/2	2/2	1	1	1/8	1/8	1		6	78	F#5	5	33
4	3	25/2	25/2	0.5		5/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	42
4	3	25/2	25/2	0.5		5/8	5/8	2/2	1	1	1/8	1/8	1		2	74	D5	5	34
4	3	13	13	0.5		3/4	3/4	2/2	2	1	1/8	1/8	1		1	67	G4	4	43
4	3	13	13	0.5		3/4	3/4	2/2	1	1	1/8	1/8	1		4	76	E5	5	35
4	3	27/2	27/2	0.5		7/8	7/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	44
4	3	27/2	27/2	0.5		7/8	7/8	2/2	1	1	1/8	1/8	1		7	73	C#5	5	36
5	4	14	14	0.5		0	0	2/2	2	1	1/8	1/8	1		6	66	F#4	4	49
5	4	14	14	1.0		0	0	2/2	1	1	1/4	1/4	1		2	74	D5	5	45
5	4	29/2	29/2	0.5		1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	50
5	4	15	15	0.5		1/4	1/4	2/2	2	1	1/8	1/8	1		6	66	F#4	4	51
5	4	15	15	1.0		1/4	1/4	2/2	1	1	1/4	1/4	1		3	69	A4	4	46
5	4	31/2	31/2	0.5		3/8	3/8	2/2	2	1	1/8	1/8	1		1	67	G4	4	52
5	4	16	16	0.5		1/2	1/2	2/2	2	1	1/8	1/8	1		3	69	A4	4	53
5	4	16	16	1.0		1/2	1/2	2/2	1	1	1/4	1/4	1		6	78	F#5	5	47
5	4	33/2	33/2	0.5		5/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	54
5	4	17	17	0.5		3/4	3/4	2/2	2	1	1/8	1/8	1		6	66	F#4	4	55
5	4	17	17	1.0		3/4	3/4	2/2	1	1	1/4	1/4	1		6	78	F#5	5	48
5	4	35/2	35/2	0.5		7/8	7/8	2/2	2	1	1/8	1/8	1		3	69	A4	4	56
6	5	18	18	0.5		0	0	2/2	2	1	1/8	1/8	1		2	74	D5	5	62
6	5	18	18	1.5		0	0	2/2	1	1	3/8	1/4	3/2		6	78	F#5	5	57
6	5	37/2	37/2	0.5		1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	63
6	5	19	19	0.5		1/4	1/4	2/2	2	1	1/8	1/8	1		0	72	C5	5	64
6	5	39/2	39/2	0.5		3/8	3/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	65
6	5	39/2	39/2	0.25		3/8	3/8	2/2	1	1	1/16	1/16	1		4	76	E5	5	58
6	5	79/4	79/4	0.25		7/16	7/16	2/2	1	1	1/16	1/16	1		6	78	F#5	5	59
6	5	20	20	0.5		1/2	1/2	2/2	2	1	1/8	1/8	1		5	71	B4	4	66
6	5	20	20	1.0		1/2	1/2	2/2	1	1	1/4	1/4	1		1	79	G5	5	60
6	5	41/2	41/2	0.5		5/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	67
6	5	21	21	0.5		3/4	3/4	2/2	2	1	1/8	1/8	1		3	69	A4	4	68
6	5	21	21	1.0		3/4	3/4	2/2	1	1	1/4	1/4	1		6	78	F#5	5	61
6	5	43/2	43/2	0.5		7/8	7/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	69
7	6	22	22	0.5		0	0	2/2	2	1	1/8	1/8	1		1	67	G4	4	77
7	6	22	22	1.0		0	0	2/2	1	1	1/4	1/4	1		4	76	E5	5	70
7	6	45/2	45/2	0.5		1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	78
7	6	23	23	0.5		1/4	1/4	2/2	2	1	1/8	1/8	1		6	66	F#4	4	79
7	6	23	23	0.5		1/4	1/4	2/2	1	1	1/8	1/8	1		5	83	B5	5	71
7	6	47/2	47/2	0.5		3/8	3/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	80
7	6	47/2	47/2	0.5		3/8	3/8	2/2	1	1	1/8	1/8	1		3	81	A5	5	72
7	6	24	24	0.5		1/2	1/2	2/2	2	1	1/8	1/8	1		4	64	E4	4	81
7	6	24	24	0.5		1/2	1/2	2/2	1	1	1/8	1/8	1		1	79	G5	5	73
7	6	49/2	49/2	0.5		5/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	82
7	6	49/2	49/2	0.5		5/8	5/8	2/2	1	1	1/8	1/8	1		6	78	F#5	5	74
7	6	25	25	0.5		3/4	3/4	2/2	2	1	1/8	1/8	1		6	66	F#4	4	83
7	6	25	25	0.5		3/4	3/4	2/2	1	1	1/8	1/8	1		4	76	E5	5	75
7	6	51/2	51/2	0.5		7/8	7/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	84
7	6	51/2	51/2	0.5		7/8	7/8	2/2	1	1	1/8	1/8	1		2	74	D5	5	76
8	7	26	26	0.5		0	0	2/2	2	1	1/8	1/8	1		1	67	G4	4	93
8	7	26	26	0.5		0	0	2/2	1	1	1/8	1/8	1		7	73	C#5	5	85
8	7	53/2	53/2	0.5		1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	94
8	7	53/2	53/2	0.5		1/8	1/8	2/2	1	1	1/8	1/8	1		5	71	B4	4	86
8	7	27	27	0.5		1/4	1/4	2/2	2	1	1/8	1/8	1		6	66	F#4	4	95
8	7	27	27	0.5		1/4	1/4	2/2	1	1	1/8	1/8	1		3	69	A4	4	87
8	7	55/2	55/2	0.5		3/8	3/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	96
8	7	55/2	55/2	0.5		3/8	3/8	2/2	1	1	1/8	1/8	1		5	71	B4	4	88
8	7	28	28	0.5		1/2	1/2	2/2	2	1	1/8	1/8	1		4	64	E4	4	97
8	7	28	28	0.5		1/2	1/2	2/2	1	1	1/8	1/8	1		7	73	C#5	5	89
8	7	57/2	57/2	0.5		5/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	98
8	7	57/2	57/2	0.5		5/8	5/8	2/2	1	1	1/8	1/8	1		2	74	D5	5	90
8	7	29	29	0.5		3/4	3/4	2/2	2	1	1/8	1/8	1		1	67	G4	4	99
8	7	29	29	0.5		3/4	3/4	2/2	1	1	1/8	1/8	1		4	76	E5	5	91
8	7	59/2	59/2	0.5		7/8	7/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	100
8	7	59/2	59/2	0.5		7/8	7/8	2/2	1	1	1/8	1/8	1		7	73	C#5	5	92
9	8		30	0.5	1	0	0	2/2	2	1	1/8	1/8	1		6	66	F#4	4	102
9	8		30	2.0	1	0	0	2/2	1	1	1/2	1/2	1		2	74	D5	5	101
9	8		61/2	0.5	1	1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	103
9	8		31	0.5	1	1/4	1/4	2/2	2	1	1/8	1/8	1		6	66	F#4	4	104
9	8		63/2	0.5	1	3/8	3/8	2/2	2	1	1/8	1/8	1		1	67	G4	4	105
10	8	30	32	0.5	2	0	0	2/2	2	1	1/8	1/8	1		6	66	F#4	4	107
10	8	30	32	2.0	2	0	0	2/2	1	1	1/2	1/2	1		2	74	D5	5	106
10	8	61/2	65/2	0.5	2	1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	108
10	8	31	33	0.5	2	1/4	1/4	2/2	2	1	1/8	1/8	1		4	64	E4	4	109
10	8	63/2	67/2	0.5	2	3/8	3/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	110
11	8	32	34	0.5		0	1/2	2/2	2	1	1/8	1/8	1		6	66	F#4	4	113
11	8	32	34	1.0		0	1/2	2/2	1	1	1/4	1/4	1		3	81	A5	5	111
11	8	65/2	69/2	0.5		1/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	114
11	8	33	35	0.5		1/4	3/4	2/2	2	1	1/8	1/8	1		6	66	F#4	4	115
11	8	33	35	1.0		1/4	3/4	2/2	1	1	1/4	1/4	1		3	81	A5	5	112
11	8	67/2	71/2	0.5		3/8	7/8	2/2	2	1	1/8	1/8	1		3	69	A4	4	116
12	9	34	36	0.5		0	0	2/2	2	1	1/8	1/8	1		2	74	D5	5	124
12	9	34	36	1.5		0	0	2/2	1	1	3/8	1/4	3/2		3	81	A5	5	117
12	9	69/2	73/2	0.5		1/8	1/8	2/2	2	1	1/8	1/8	1		3	69	A4	4	125
12	9	35	37	0.5		1/4	1/4	2/2	2	1	1/8	1/8	1		6	66	F#4	4	126
12	9	71/2	75/2	0.5		3/8	3/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	127
12	9	71/2	75/2	0.25		3/8	3/8	2/2	1	1	1/16	1/16	1		1	79	G5	5	118
12	9	143/4	151/4	0.25		7/16	7/16	2/2	1	1	1/16	1/16	1		3	81	A5	5	119
12	9	36	38	0.5		1/2	1/2	2/2	2	1	1/8	1/8	1		1	67	G4	4	128
12	9	36	38	0.5		1/2	1/2	2/2	1	1	1/8	1/8	1		5	83	B5	5	120
12	9	73/2	77/2	0.5		5/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	129
12	9	73/2	77/2	0.5		5/8	5/8	2/2	1	1	1/8	1/8	1		3	81	A5	5	121
12	9	37	39	0.5		3/4	3/4	2/2	2	1	1/8	1/8	1		3	69	A4	4	130
12	9	37	39	0.5		3/4	3/4	2/2	1	1	1/8	1/8	1		1	79	G5	5	122
12	9	75/2	79/2	0.5		7/8	7/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	131
12	9	75/2	79/2	0.5		7/8	7/8	2/2	1	1	1/8	1/8	1		6	78	F#5	5	123
13	10	38	40	0.5		0	0	2/2	2	1	1/8	1/8	1		5	71	B4	4	136
13	10	38	40	1.0		0	0	2/2	1	1	1/4	1/4	1		1	79	G5	5	132
13	10	77/2	81/2	0.5		1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	137
13	10	39	41	0.5		1/4	1/4	2/2	2	1	1/8	1/8	1		0	72	C5	5	138
13	10	39	41	1.0		1/4	1/4	2/2	1	1	1/4	1/4	1		2	74	D5	5	133
13	10	79/2	83/2	0.5		3/8	3/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	139
13	10	40	42	0.5		1/2	1/2	2/2	2	1	1/8	1/8	1		5	71	B4	4	140
13	10	40	42	1.0		1/2	1/2	2/2	1	1	1/4	1/4	1		1	79	G5	5	134
13	10	81/2	85/2	0.5		5/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	141
13	10	41	43	0.5		3/4	3/4	2/2	2	1	1/8	1/8	1		3	69	A4	4	142
13	10	41	43	1.0		3/4	3/4	2/2	1	1	1/4	1/4	1		3	81	A5	5	135
13	10	83/2	87/2	0.5		7/8	7/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	143
14	11	42	44	0.5		0	0	2/2	2	1	1/8	1/8	1		1	67	G4	4	152
14	11	42	44	0.5		0	0	2/2	1	1	1/8	1/8	1		5	83	B5	5	144
14	11	85/2	89/2	0.5		1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	153
14	11	85/2	89/2	0.5		1/8	1/8	2/2	1	1	1/8	1/8	1		0	84	C6	6	145
14	11	43	45	0.5		1/4	1/4	2/2	2	1	1/8	1/8	1		3	69	A4	4	154
14	11	43	45	0.5		1/4	1/4	2/2	1	1	1/8	1/8	1		5	83	B5	5	146
14	11	87/2	91/2	0.5		3/8	3/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	155
14	11	87/2	91/2	0.5		3/8	3/8	2/2	1	1	1/8	1/8	1		3	81	A5	5	147
14	11	44	46	0.5		1/2	1/2	2/2	2	1	1/8	1/8	1		5	71	B4	4	156
14	11	44	46	0.5		1/2	1/2	2/2	1	1	1/8	1/8	1		1	79	G5	5	148
14	11	89/2	93/2	0.5		5/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	157
14	11	89/2	93/2	0.5		5/8	5/8	2/2	1	1	1/8	1/8	1		6	78	F#5	5	149
14	11	45	47	0.5		3/4	3/4	2/2	2	1	1/8	1/8	1		0	72	C5	5	158
14	11	45	47	0.5		3/4	3/4	2/2	1	1	1/8	1/8	1		4	76	E5	5	150
14	11	91/2	95/2	0.5		7/8	7/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	159
14	11	91/2	95/2	0.5		7/8	7/8	2/2	1	1	1/8	1/8	1		2	74	D5	5	151
15	12	46	48	0.5		0	0	2/2	2	1	1/8	1/8	1		5	71	B4	4	163
15	12	46	48	2.0		0	0	2/2	1	1	1/2	1/2	1		1	79	G5	5	160
15	12	93/2	97/2	0.5		1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	164
15	12	47	49	0.5		1/4	1/4	2/2	2	1	1/8	1/8	1		3	69	A4	4	165
15	12	95/2	99/2	0.5		3/8	3/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	166
15	12	48	50	0.5		1/2	1/2	2/2	2	1	1/8	1/8	1		1	67	G4	4	167
15	12	48	50	1.0		1/2	1/2	2/2	1	1	1/4	1/4	1		4	76	E5	5	161
15	12	97/2	101/2	0.5		5/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	168
15	12	49	51	0.5		3/4	3/4	2/2	2	1	1/8	1/8	1		6	66	F#4	4	169
15	12	49	51	1.0		3/4	3/4	2/2	1	1	1/4	1/4	1		4	76	E5	5	162
15	12	99/2	103/2	0.5		7/8	7/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	170
16	13	50	52	0.5		0	0	2/2	2	1	1/8	1/8	1		1	67	G4	4	177
16	13	50	52	1.5		0	0	2/2	1	1	3/8	1/4	3/2		4	76	E5	5	171
16	13	101/2	105/2	0.5		1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	178
16	13	51	53	0.5		1/4	1/4	2/2	2	1	1/8	1/8	1		3	69	A4	4	179
16	13	103/2	107/2	0.5		3/8	3/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	180
16	13	103/2	107/2	0.5		3/8	3/8	2/2	1	1	1/8	1/8	1		6	78	F#5	5	172
16	13	52	54	0.5		1/2	1/2	2/2	2	1	1/8	1/8	1		5	71	B4	4	181
16	13	52	54	0.5		1/2	1/2	2/2	1	1	1/8	1/8	1		1	79	G5	5	173
16	13	105/2	109/2	0.5		5/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	182
16	13	105/2	109/2	0.5		5/8	5/8	2/2	1	1	1/8	1/8	1		3	81	A5	5	174
16	13	53	55	0.5		3/4	3/4	2/2	2	1	1/8	1/8	1		3	69	A4	4	183
16	13	53	55	0.5		3/4	3/4	2/2	1	1	1/8	1/8	1		1	79	G5	5	175
16	13	107/2	111/2	0.5		7/8	7/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	184
16	13	107/2	111/2	0.5		7/8	7/8	2/2	1	1	1/8	1/8	1		6	78	F#5	5	176
17	14	54	56	0.5		0	0	2/2	2	1	1/8	1/8	1		1	67	G4	4	193
17	14	54	56	0.5		0	0	2/2	1	1	1/8	1/8	1		4	76	E5	5	185
17	14	109/2	113/2	0.5		1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	194
17	14	109/2	113/2	0.5		1/8	1/8	2/2	1	1	1/8	1/8	1		2	74	D5	5	186
17	14	55	57	0.5		1/4	1/4	2/2	2	1	1/8	1/8	1		5	71	B4	4	195
17	14	55	57	0.5		1/4	1/4	2/2	1	1	1/8	1/8	1		7	73	C#5	5	187
17	14	111/2	115/2	0.5		3/8	3/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	196
17	14	111/2	115/2	0.5		3/8	3/8	2/2	1	1	1/8	1/8	1		2	74	D5	5	188
17	14	56	58	0.5		1/2	1/2	2/2	2	1	1/8	1/8	1		3	69	A4	4	197
17	14	56	58	0.5		1/2	1/2	2/2	1	1	1/8	1/8	1		4	76	E5	5	189
17	14	113/2	117/2	0.5		5/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	198
17	14	113/2	117/2	0.5		5/8	5/8	2/2	1	1	1/8	1/8	1		6	78	F#5	5	190
17	14	57	59	0.5		3/4	3/4	2/2	2	1	1/8	1/8	1		1	67	G4	4	199
17	14	57	59	0.5		3/4	3/4	2/2	1	1	1/8	1/8	1		1	79	G5	5	191
17	14	115/2	119/2	0.5		7/8	7/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	200
17	14	115/2	119/2	0.5		7/8	7/8	2/2	1	1	1/8	1/8	1		5	83	B5	5	192
18	15	58	60	0.5		0	0	2/2	2	1	1/8	1/8	1		6	66	F#4	4	213
18	15	58	60	0.5		0	0	2/2	1	1	1/8	1/8	1		3	81	A5	5	201
18	15	117/2	121/2	0.5		1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	214
18	15	117/2	121/2	0.5		1/8	1/8	2/2	1	1	1/8	1/8	1		1	79	G5	5	202
18	15	59	61	0.5		1/4	1/4	2/2	2	1	1/8	1/8	1		1	67	G4	4	215
18	15	59	61	0.5		1/4	1/4	2/2	1	1	1/8	1/8	1		6	78	F#5	5	203
18	15	119/2	123/2	0.5		3/8	3/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	216
18	15	119/2	123/2	0.5		3/8	3/8	2/2	1	1	1/8	1/8	1		4	76	E5	5	204
18	15	60	62	0.5		1/2	1/2	2/2	2	1	1/8	1/8	1		3	69	A4	4	217
18	15	60	62	0.25		1/2	1/2	2/2	1	1	1/16	1/16	1		6	78	F#5	5	205
18	15	241/4	249/4	0.25		9/16	9/16	2/2	1	1	1/16	1/16	1		3	81	A5	5	206
18	15	121/2	125/2	0.5		5/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	218
18	15	121/2	125/2	0.25		5/8	5/8	2/2	1	1	1/16	1/16	1		6	78	F#5	5	207
18	15	243/4	251/4	0.25		11/16	11/16	2/2	1	1	1/16	1/16	1		3	81	A5	5	208
18	15	61	63	0.5		3/4	3/4	2/2	2	1	1/8	1/8	1		5	71	B4	4	219
18	15	61	63	0.25		3/4	3/4	2/2	1	1	1/16	1/16	1		6	78	F#5	5	209
18	15	245/4	253/4	0.25		13/16	13/16	2/2	1	1	1/16	1/16	1		3	81	A5	5	210
18	15	123/2	127/2	0.5		7/8	7/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	220
18	15	123/2	127/2	0.25		7/8	7/8	2/2	1	1	1/16	1/16	1		6	78	F#5	5	211
18	15	247/4	255/4	0.25		15/16	15/16	2/2	1	1	1/16	1/16	1		3	81	A5	5	212
19	16	62	64	0.5		0	0	2/2	2	1	1/8	1/8	1		7	73	C#5	5	224
19	16	62	64	2.0		0	0	2/2	1	1	1/2	1/2	1		4	76	E5	5	221
19	16	125/2	129/2	0.5		1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	225
19	16	63	65	0.5		1/4	1/4	2/2	2	1	1/8	1/8	1		1	67	G4	4	226
19	16	127/2	131/2	0.5		3/8	3/8	2/2	2	1	1/8	1/8	1		7	73	C#5	5	227
19	16	64	66	0.5		1/2	1/2	2/2	2	1	1/8	1/8	1		2	74	D5	5	228
19	16	64	66	1.0		1/2	1/2	2/2	1	1	1/4	1/4	1		6	78	F#5	5	222
19	16	129/2	133/2	0.5		5/8	5/8	2/2	2	1	1/8	1/8	1		3	69	A4	4	229
19	16	65	67	0.5		3/4	3/4	2/2	2	1	1/8	1/8	1		2	62	D4	4	230
19	16	65	67	1.0		3/4	3/4	2/2	1	1	1/4	1/4	1		6	78	F#5	5	223
19	16	131/2	135/2	0.5		7/8	7/8	2/2	2	1	1/8	1/8	1		3	69	A4	4	231
20	17	66	68	0.5		0	0	2/2	2	1	1/8	1/8	1		2	74	D5	5	237
20	17	66	68	1.5		0	0	2/2	1	1	3/8	1/4	3/2		6	78	F#5	5	232
20	17	133/2	137/2	0.5		1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	238
20	17	67	69	0.5		1/4	1/4	2/2	2	1	1/8	1/8	1		0	72	C5	5	239
20	17	135/2	139/2	0.5		3/8	3/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	240
20	17	135/2	139/2	0.25		3/8	3/8	2/2	1	1	1/16	1/16	1		4	76	E5	5	233
20	17	271/4	279/4	0.25		7/16	7/16	2/2	1	1	1/16	1/16	1		6	78	F#5	5	234
20	17	68	70	0.5		1/2	1/2	2/2	2	1	1/8	1/8	1		5	71	B4	4	241
20	17	68	70	1.0		1/2	1/2	2/2	1	1	1/4	1/4	1		1	79	G5	5	235
20	17	137/2	141/2	0.5		5/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	242
20	17	69	71	0.5		3/4	3/4	2/2	2	1	1/8	1/8	1		3	69	A4	4	243
20	17	69	71	1.0		3/4	3/4	2/2	1	1	1/4	1/4	1		6	78	F#5	5	236
20	17	139/2	143/2	0.5		7/8	7/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	244
21	18	70	72	0.5		0	0	2/2	2	1	1/8	1/8	1		1	67	G4	4	248
21	18	70	72	2.0		0	0	2/2	1	1	1/2	1/2	1		4	76	E5	5	245
21	18	141/2	145/2	0.5		1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	249
21	18	71	73	0.5		1/4	1/4	2/2	2	1	1/8	1/8	1		6	66	F#4	4	250
21	18	143/2	147/2	0.5		3/8	3/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	251
21	18	72	74	0.5		1/2	1/2	2/2	2	1	1/8	1/8	1		1	67	G4	4	252
21	18	72	74	1.0		1/2	1/2	2/2	1	1	1/4	1/4	1		4	76	E5	5	246
21	18	145/2	149/2	0.5		5/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	253
21	18	73	75	0.5		3/4	3/4	2/2	2	1	1/8	1/8	1		4	64	E4	4	254
21	18	73	75	1.0		3/4	3/4	2/2	1	1	1/4	1/4	1		4	76	E5	5	247
21	18	147/2	151/2	0.5		7/8	7/8	2/2	2	1	1/8	1/8	1		1	67	G4	4	255
22	19	74	76	0.5		0	0	2/2	2	1	1/8	1/8	1		7	73	C#5	5	263
22	19	74	76	1.5		0	0	2/2	1	1	3/8	1/4	3/2		4	76	E5	5	256
22	19	149/2	153/2	0.5		1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	264
22	19	75	77	0.5		1/4	1/4	2/2	2	1	1/8	1/8	1		5	71	B4	4	265
22	19	151/2	155/2	0.5		3/8	3/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	266
22	19	151/2	155/2	0.25		3/8	3/8	2/2	1	1	1/16	1/16	1		2	74	D5	5	257
22	19	303/4	311/4	0.25		7/16	7/16	2/2	1	1	1/16	1/16	1		4	76	E5	5	258
22	19	76	78	0.5		1/2	1/2	2/2	2	1	1/8	1/8	1		3	69	A4	4	267
22	19	76	78	0.5		1/2	1/2	2/2	1	1	1/8	1/8	1		6	78	F#5	5	259
22	19	153/2	157/2	0.5		5/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	268
22	19	153/2	157/2	0.5		5/8	5/8	2/2	1	1	1/8	1/8	1		2	74	D5	5	260
22	19	77	79	0.5		3/4	3/4	2/2	2	1	1/8	1/8	1		1	67	G4	4	269
