mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	3.0		0	0	3/4	2	1	3/4	1/2	3/2	1	2	62	D4	4	9
1	1	0	0	1.0		0	0	3/4	1	2	1/4	1/4	1		-1	65	F4	4	6
1	1	0	0	0.5		0	0	3/4	1	1	1/8	1/8	1		2	74	D5	5	0
1	1	1/2	1/2	0.5		1/8	1/8	3/4	1	1	1/8	1/8	1		-1	77	F5	5	1
1	1	1	1	1.0		1/4	1/4	3/4	1	2	1/4	1/4	1		1	67	G4	4	7
1	1	1	1	0.5		1/4	1/4	3/4	1	1	1/8	1/8	1		-2	82	Bb5	5	2
1	1	3/2	3/2	0.5		3/8	3/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	3
1	1	2	2	1.0		1/2	1/2	3/4	1	2	1/4	1/4	1		3	69	A4	4	8
1	1	2	2	0.5		1/2	1/2	3/4	1	1	1/8	1/8	1		-1	77	F5	5	4
1	1	5/2	5/2	0.5		5/8	5/8	3/4	1	1	1/8	1/8	1		3	81	A5	5	5
2	2	3	3	3.0		0	0	3/4	2	1	3/4	1/2	3/2	-1	2	62	D4	4	20
2	2	3	3	1.0		0	0	3/4	1	2	1/4	1/4	1		1	67	G4	4	16
2	2	3	3	0.5		0	0	3/4	1	1	1/8	1/8	1		-2	70	Bb4	4	10
2	2	7/2	7/2	0.5		1/8	1/8	3/4	1	1	1/8	1/8	1		2	74	D5	5	11
2	2	4	4	0.5		1/4	1/4	3/4	1	2	1/8	1/8	1		-1	65	F4	4	17
2	2	4	4	0.5		1/4	1/4	3/4	1	1	1/8	1/8	1		1	79	G5	5	12
2	2	9/2	9/2	0.5		3/8	3/8	3/4	1	2	1/8	1/8	1		4	64	E4	4	18
2	2	9/2	9/2	0.5		3/8	3/8	3/4	1	1	1/8	1/8	1		7	73	C#5	5	13
2	2	5	5	1.0		1/2	1/2	3/4	1	2	1/4	1/4	1	1	-1	65	F4	4	19
2	2	5	5	0.5		1/2	1/2	3/4	1	1	1/8	1/8	1		2	74	D5	5	14
2	2	11/2	11/2	0.5		5/8	5/8	3/4	1	1	1/8	1/8	1		-1	77	F5	5	15
3	3	6	6	3.0		0	0	3/4	2	1	3/4	1/2	3/2		-2	58	Bb3	3	31
3	3	6	6	0.5		0	0	3/4	1	2	1/8	1/8	1	-1	-1	65	F4	4	25
3	3	6	6	1.0		0	0	3/4	1	1	1/4	1/4	1		1	67	G4	4	21
3	3	13/2	13/2	0.5		1/8	1/8	3/4	1	2	1/8	1/8	1		4	64	E4	4	26
3	3	7	7	0.5		1/4	1/4	3/4	1	2	1/8	1/8	1		2	62	D4	4	27
3	3	7	7	1.5		1/4	1/4	3/4	1	1	3/8	1/4	3/2		1	67	G4	4	22
3	3	15/2	15/2	0.5		3/8	3/8	3/4	1	2	1/8	1/8	1		7	61	C#4	4	28
3	3	8	8	0.5		1/2	1/2	3/4	1	2	1/8	1/8	1		2	62	D4	4	29
3	3	17/2	17/2	0.5		5/8	5/8	3/4	1	2	1/8	1/8	1		4	64	E4	4	30
3	3	17/2	17/2	0.25		5/8	5/8	3/4	1	1	1/16	1/16	1		-1	65	F4	4	23
3	3	35/4	35/4	0.25		11/16	11/16	3/4	1	1	1/16	1/16	1		1	67	G4	4	24
4	4	9	9	2.0		0	0	3/4	2	1	1/2	1/2	1	1	3	57	A3	3	38
4	4	9	9	0.5		0	0	3/4	1	2	1/8	1/8	1		2	62	D4	4	33
4	4	9	9	3.0		0	0	3/4	1	1	3/4	1/2	3/2	1	3	69	A4	4	32
4	4	19/2	19/2	0.5		1/8	1/8	3/4	1	2	1/8	1/8	1		7	61	C#4	4	34
4	4	10	10	0.5		1/4	1/4	3/4	1	2	1/8	1/8	1		5	59	B3	3	35
4	4	21/2	21/2	0.5		3/8	3/8	3/4	1	2	1/8	1/8	1		7	61	C#4	4	36
4	4	11	11	0.5		1/2	1/2	3/4	2	1	1/8	1/8	1	-1	3	57	A3	3	39
4	4	11	11	1.0		1/2	1/2	3/4	1	2	1/4	1/4	1		3	57	A3	3	37
4	4	23/2	23/2	0.5		5/8	5/8	3/4	2	1	1/8	1/8	1		1	55	G3	3	40
5	5	12	12	3.0		0	0	3/4	2	2	3/4	1/2	3/2	1	-1	53	F3	3	52
5	5	12	12	1.0		0	0	3/4	1	2	1/4	1/4	1		2	62	D4	4	47
5	5	12	12	0.5		0	0	3/4	1	1	1/8	1/8	1	-1	3	69	A4	4	41
5	5	25/2	25/2	0.5		1/8	1/8	3/4	1	1	1/8	1/8	1		-1	77	F5	5	42
5	5	13	13	0.5		1/4	1/4	3/4	2	1	1/8	1/8	1		0	60	C4	4	48
5	5	13	13	0.5		1/4	1/4	3/4	1	1	1/8	1/8	1		4	76	E5	5	43
5	5	27/2	27/2	0.5		3/8	3/8	3/4	2	1	1/8	1/8	1		5	59	B3	3	49
5	5	27/2	27/2	0.5		3/8	3/8	3/4	1	1	1/8	1/8	1		2	74	D5	5	44
5	5	14	14	0.5		1/2	1/2	3/4	2	1	1/8	1/8	1		0	60	C4	4	50
5	5	14	14	0.5		1/2	1/2	3/4	1	1	1/8	1/8	1		4	76	E5	5	45
5	5	29/2	29/2	0.5		5/8	5/8	3/4	2	1	1/8	1/8	1		3	57	A3	3	51
5	5	29/2	29/2	0.5		5/8	5/8	3/4	1	1	1/8	1/8	1		3	81	A5	5	46
6	6	15	15	1.0		0	0	3/4	2	2	1/4	1/4	1	-1	-1	53	F3	3	62
6	6	15	15	1.0		0	0	3/4	2	1	1/4	1/4	1		8	56	G#3	3	59
6	6	15	15	0.5		0	0	3/4	1	1	1/8	1/8	1		2	74	D5	5	53
6	6	31/2	31/2	0.5		1/8	1/8	3/4	1	1	1/8	1/8	1		3	81	A5	5	54
6	6	16	16	1.0		1/4	1/4	3/4	2	2	1/4	1/4	1		4	52	E3	3	63
6	6	16	16	1.0		1/4	1/4	3/4	2	1	1/4	1/4	1		3	57	A3	3	60
6	6	16	16	0.5		1/4	1/4	3/4	1	1	1/8	1/8	1		8	80	G#5	5	55
6	6	33/2	33/2	0.5		3/8	3/8	3/4	1	1	1/8	1/8	1		6	78	F#5	5	56
6	6	17	17	1.0		1/2	1/2	3/4	2	2	1/4	1/4	1		2	50	D3	3	64
6	6	17	17	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		5	59	B3	3	61
6	6	17	17	0.5		1/2	1/2	3/4	1	1	1/8	1/8	1		8	80	G#5	5	57
6	6	35/2	35/2	0.5		5/8	5/8	3/4	1	1	1/8	1/8	1		5	83	B5	5	58
7	7	18	18	1.0		0	0	3/4	2	2	1/4	1/4	1		0	48	C3	3	74
7	7	18	18	1.0		0	0	3/4	2	1	1/4	1/4	1		4	52	E3	3	71
7	7	18	18	0.5		0	0	3/4	1	1	1/8	1/8	1		3	81	A5	5	65
7	7	37/2	37/2	0.5		1/8	1/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	66
7	7	19	19	1.0		1/4	1/4	3/4	2	2	1/4	1/4	1		2	50	D3	3	75
