quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
11	0.25	4	4	1/2	1/2	3/4	2	2	1/16	1/16	1		6	54	F#3	3	41
45/4	0.25	4	4	9/16	9/16	3/4	2	2	1/16	1/16	1		8	56	G#3	3	42
23/2	0.25	4	4	5/8	5/8	3/4	2	2	1/16	1/16	1		3	57	A3	3	43
47/4	0.25	4	4	11/16	11/16	3/4	2	2	1/16	1/16	1		6	54	F#3	3	44
12	1.0	5	5	0	0	3/4	2	2	1/4	1/4	1		8	56	G#3	3	53
12	1.0	5	5	0	0	3/4	2	1	1/4	1/4	1		5	59	B3	3	51
12	1.0	5	5	0	0	3/4	1	2	1/4	1/4	1		9	63	D#4	4	49
12	0.75	5	5	0	0	3/4	1	1	3/16	1/8	3/2		5	71	B4	4	45
51/4	0.25	5	5	3/16	3/16	3/4	1	1	1/16	1/16	1		7	73	C#5	5	46
13	1.0	5	5	1/4	1/4	3/4	2	2	1/4	1/4	1		7	61	C#4	4	54
13	2.0	5	5	1/4	1/4	3/4	2	1	1/2	1/2	1		7	61	C#4	4	52
13	2.0	5	5	1/4	1/4	3/4	1	2	1/2	1/2	1		4	64	E4	4	50
13	1.5	5	5	1/4	1/4	3/4	1	1	3/8	1/4	3/2		3	69	A4	4	47
14	1.0	5	5	1/2	1/2	3/4	2	2	1/4	1/4	1		5	59	B3	3	55
29/2	0.5	5	5	5/8	5/8	3/4	1	1	1/8	1/8	1		8	68	G#4	4	48
15	1.0	6	6	0	0	3/4	2	2	1/4	1/4	1	1	10	58	A#3	3	63
15	1.0	6	6	0	0	3/4	2	1	1/4	1/4	1		7	61	C#4	4	62
15	1.0	6	6	0	0	3/4	1	2	1/4	1/4	1		6	66	F#4	4	61
15	0.5	6	6	0	0	3/4	1	1	1/8	1/8	1		7	73	C#5	5	56
31/2	0.25	6	6	1/8	1/8	3/4	1	1	1/16	1/16	1		9	75	D#5	5	57
63/4	0.25	6	6	3/16	3/16	3/4	1	1	1/16	1/16	1		4	76	E5	5	58
16	0.5	6	6	1/4	1/4	3/4	2	2	1/8	1/8	1	-1	10	58	A#3	3	64
16	1.5	6	6	1/4	1/4	3/4	1	1	3/8	1/4	3/2		6	66	F#4	4	59
16	1.5	6	6	1/4	1/4	3/4	1	1	3/8	1/4	3/2		7	73	C#5	5	59
16	1.5	6	6	1/4	1/4	3/4	1	1	3/8	1/4	3/2		4	76	E5	5	59
33/2	0.25	6	6	3/8	3/8	3/4	2	2	1/16	1/16	1		8	56	G#3	3	65
67/4	0.25	6	6	7/16	7/16	3/4	2	2	1/16	1/16	1		6	54	F#3	3	66
17	1.0	6	6	1/2	1/2	3/4	2	2	1/4	1/4	1		5	59	B3	3	67
35/2	0.5	6	6	5/8	5/8	3/4	1	1	1/8	1/8	1		6	66	F#4	4	60
35/2	0.5	6	6	5/8	5/8	3/4	1	1	1/8	1/8	1		5	71	B4	4	60
35/2	0.5	6	6	5/8	5/8	3/4	1	1	1/8	1/8	1		9	75	D#5	5	60
18	0.5	7	7	0	0	3/4	2	2	1/8	1/8	1		8	56	G#3	3	79
18	0.5	7	7	0	0	3/4	1	2	1/8	1/8	1		4	64	E4	4	73
18	0.25	7	7	0	0	3/4	1	1	1/16	1/16	1		7	73	C#5	5	68
73/4	0.25	7	7	1/16	1/16	3/4	1	1	1/16	1/16	1		10	70	A#4	4	69
37/2	0.5	7	7	1/8	1/8	3/4	2	2	1/8	1/8	1		4	52	E3	3	80
37/2	0.5	7	7	1/8	1/8	3/4	1	2	1/8	1/8	1		9	63	D#4	4	74
37/2	0.5	7	7	1/8	1/8	3/4	1	1	1/8	1/8	1		5	71	B4	4	70
19	1.0	7	7	1/4	1/4	3/4	2	2	1/4	1/4	1		6	54	F#3	3	81
19	2.0	7	7	1/4	1/4	3/4	2	1	1/2	1/2	1	1	6	54	F#3	3	78
19	0.5	7	7	1/4	1/4	3/4	1	2	1/8	1/8	1		7	61	C#4	4	75
19	1.5	7	7	1/4	1/4	3/4	1	1	3/8	1/4	3/2		10	70	A#4	4	71
39/2	0.5	7	7	3/8	3/8	3/4	1	2	1/8	1/8	1		9	63	D#4	4	76
20	1.0	7	7	1/2	1/2	3/4	2	2	1/4	1/4	1		6	42	F#2	2	82
20	1.0	7	7	1/2	1/2	3/4	1	2	1/4	1/4	1	1	4	64	E4	4	77
41/2	0.5	7	7	5/8	5/8	3/4	1	1	1/8	1/8	1		5	71	B4	4	72
21	1.0	8	8	0	0	3/4	2	2	1/4	1/4	1		5	47	B2	2	89
21	1.0	8	8	0	0	3/4	2	1	1/4	1/4	1	-1	6	54	F#3	3	87
21	0.5	8	8	0	0	3/4	1	2	1/8	1/8	1	-1	4	64	E4	4	85
21	1.0	8	8	0	0	3/4	1	1	1/4	1/4	1		5	71	B4	4	83
43/2	0.5	8	8	1/8	1/8	3/4	1	2	1/8	1/8	1		7	61	C#4	4	86
22	2.0	8	8	1/4	1/4	3/4	2	2	1/2	1/2	1		5	47	B2	2	90
22	2.0	8	8	1/4	1/4	3/4	2	1	1/2	1/2	1		6	54	F#3	3	88
22	2.0	8	8	1/4	1/4	3/4	1	1	1/2	1/2	1		9	63	D#4	4	84
22	2.0	8	8	1/4	1/4	3/4	1	1	1/2	1/2	1		6	66	F#4	4	84
22	2.0	8	8	1/4	1/4	3/4	1	1	1/2	1/2	1		5	71	B4	4	84
24	1.0	9	9	0	0	3/4	2	2	1/4	1/4	1		5	59	B3	3	98
24	1.0	9	9	0	0	3/4	1	2	1/4	1/4	1		6	66	F#4	4	95
24	1.0	9	9	0	0	3/4	1	2	1/4	1/4	1		5	71	B4	4	95
24	0.75	9	9	0	0	3/4	1	1	3/16	1/8	3/2		9	75	D#5	5	91
99/4	0.25	9	9	3/16	3/16	3/4	1	1	1/16	1/16	1		4	76	E5	5	92
25	2.0	9	9	1/4	1/4	3/4	2	2	1/2	1/2	1		3	57	A3	3	99
25	2.0	9	9	1/4	1/4	3/4	2	1	1/2	1/2	1		7	61	C#4	4	97
25	2.0	9	9	1/4	1/4	3/4	1	2	1/2	1/2	1		6	66	F#4	4	96
25	1.5	9	9	1/4	1/4	3/4	1	1	3/8	1/4	3/2		7	73	C#5	5	93
53/2	0.5	9	9	5/8	5/8	3/4	1	1	1/8	1/8	1		12	72	B#4	4	94
27	1.0	10	10	0	0	3/4	2	2	1/4	1/4	1	1	8	56	G#3	3	103
27	1.0	10	10	0	0	3/4	2	1	1/4	1/4	1		9	63	D#4	4	102
27	1.0	10	10	0	0	3/4	1	2	1/4	1/4	1		8	68	G#4	4	100
27	1.0	10	10	0	0	3/4	1	2	1/4	1/4	1		12	72	B#4	4	100
28	0.25	10	10	1/4	1/4	3/4	2	2	1/16	1/16	1	-1	8	56	G#3	3	104
28	2.0	10	10	1/4	1/4	3/4	1	2	1/2	1/2	1		12	72	B#4	4	101
28	2.0	10	10	1/4	1/4	3/4	1	2	1/2	1/2	1		9	75	D#5	5	101
28	2.0	10	10	1/4	1/4	3/4	1	2	1/2	1/2	1		6	78	F#5	5	101
28	2.0	10	10	1/4	1/4	3/4	1	2	1/2	1/2	1		3	81	A5	5	101
113/4	0.25	10	10	5/16	5/16	3/4	2	2	1/16	1/16	1		6	54	F#3	3	105
57/2	0.25	10	10	3/8	3/8	3/4	2	2	1/16	1/16	1		3	57	A3	3	106
115/4	0.25	10	10	7/16	7/16	3/4	2	2	1/16	1/16	1		8	56	G#3	3	107
29	0.25	10	10	1/2	1/2	3/4	2	2	1/16	1/16	1		6	54	F#3	3	108
117/4	0.25	10	10	9/16	9/16	3/4	2	2	1/16	1/16	1		4	52	E3	3	109
59/2	0.25	10	10	5/8	5/8	3/4	2	2	1/16	1/16	1		6	54	F#3	3	110
119/4	0.25	10	10	11/16	11/16	3/4	2	2	1/16	1/16	1		9	51	D#3	3	111
30	2.0	11	11	0	0	3/4	2	2	1/2	1/2	1		4	52	E3	3	122
30	1.0	11	11	0	0	3/4	2	1	1/4	1/4	1		8	56	G#3	3	118
30	2.0	11	11	0	0	3/4	1	2	1/2	1/2	1		7	73	C#5	5	116
30	0.75	11	11	0	0	3/4	1	1	3/16	1/8	3/2		8	80	G#5	5	112
123/4	0.25	11	11	3/16	3/16	3/4	1	1	1/16	1/16	1		3	81	A5	5	113
31	1.0	11	11	1/4	1/4	3/4	2	1	1/4	1/4	1		3	57	A3	3	119
31	1.5	11	11	1/4	1/4	3/4	1	1	3/8	1/4	3/2		6	78	F#5	5	114
32	1.0	11	11	1/2	1/2	3/4	2	2	1/4	1/4	1		2	50	D3	3	123
32	0.5	11	11	1/2	1/2	3/4	2	1	1/8	1/8	1		8	56	G#3	3	120
32	1.0	11	11	1/2	1/2	3/4	1	2	1/4	1/4	1		5	71	B4	4	117
65/2	0.5	11	11	5/8	5/8	3/4	2	1	1/8	1/8	1		6	54	F#3	3	121
65/2	0.5	11	11	5/8	5/8	3/4	1	1	1/8	1/8	1		11	77	E#5	5	115
33	1.0	12	12	0	0	3/4	2	2	1/4	1/4	1	1	7	49	C#3	3	127
33	1.0	12	12	0	0	3/4	2	1	1/4	1/4	1		8	56	G#3	3	126
33	1.0	12	12	0	0	3/4	1	2	1/4	1/4	1		7	73	C#5	5	124
33	1.0	12	12	0	0	3/4	1	2	1/4	1/4	1		11	77	E#5	5	124
34	0.25	12	12	1/4	1/4	3/4	2	2	1/16	1/16	1	-1	7	49	C#3	3	128
34	2.0	12	12	1/4	1/4	3/4	1	2	1/2	1/2	1		7	73	C#5	5	125
34	2.0	12	12	1/4	1/4	3/4	1	2	1/2	1/2	1		11	77	E#5	5	125
34	2.0	12	12	1/4	1/4	3/4	1	2	1/2	1/2	1		8	80	G#5	5	125
34	2.0	12	12	1/4	1/4	3/4	1	2	1/2	1/2	1		5	83	B5	5	125
137/4	0.25	12	12	5/16	5/16	3/4	2	2	1/16	1/16	1		2	50	D3	3	129
69/2	0.25	12	12	3/8	3/8	3/4	2	2	1/16	1/16	1		7	49	C#3	3	130
139/4	0.25	12	12	7/16	7/16	3/4	2	2	1/16	1/16	1		5	47	B2	2	131
35	0.25	12	12	1/2	1/2	3/4	2	2	1/16	1/16	1		3	45	A2	2	132
141/4	0.25	12	12	9/16	9/16	3/4	2	2	1/16	1/16	1		8	44	G#2	2	133
71/2	0.25	12	12	5/8	5/8	3/4	2	2	1/16	1/16	1		6	42	F#2	2	134
143/4	0.125	12	12	11/16	11/16	3/4	2	2	1/32	1/32	1		8	44	G#2	2	135
287/8	0.125	12	12	23/32	23/32	3/4	2	2	1/32	1/32	1		11	41	E#2	2	136
36	1.0	13	13	0	0	3/4	2	1	1/4	1/4	1		6	42	F#2	2	144
36	1.0	13	13	0	0	3/4	1	2	1/4	1/4	1		7	73	C#5	5	141
36	1.0	13	13	0	0	3/4	1	2	1/4	1/4	1		6	78	F#5	5	141
36	0.75	13	13	0	0	3/4	1	1	3/16	1/8	3/2		3	81	A5	5	137
147/4	0.25	13	13	3/16	3/16	3/4	1	1	1/16	1/16	1		5	83	B5	5	138
37	1.0	13	13	1/4	1/4	3/4	2	1	1/4	1/4	1		5	47	B2	2	145
37	1.0	13	13	1/4	1/4	3/4	1	2	1/4	1/4	1		2	74	D5	5	142
37	1.0	13	13	1/4	1/4	3/4	1	2	1/4	1/4	1		6	78	F#5	5	142
37	1.5	13	13	1/4	1/4	3/4	1	1	3/8	1/4	3/2		8	80	G#5	5	139
38	1.0	13	13	1/2	1/2	3/4	2	1	1/4	1/4	1		7	49	C#3	3	146
38	1.0	13	13	1/2	1/2	3/4	1	2	1/4	1/4	1		7	73	C#5	5	143
38	1.0	13	13	1/2	1/2	3/4	1	2	1/4	1/4	1		11	77	E#5	5	143
77/2	0.5	13	13	5/8	5/8	3/4	1	1	1/8	1/8	1		3	81	A5	5	140
39	1.5	14	14	0	0	3/4	2	1	3/8	1/4	3/2		2	50	D3	3	153
39	1.0	14	14	0	0	3/4	1	2	1/4	1/4	1		5	71	B4	4	151
39	1.0	14	14	0	0	3/4	1	2	1/4	1/4	1		6	78	F#5	5	151
39	0.75	14	14	0	0	3/4	1	1	3/16	1/8	3/2		5	83	B5	5	147
159/4	0.25	14	14	3/16	3/16	3/4	1	1	1/16	1/16	1		8	80	G#5	5	148
40	2.0	14	14	1/4	1/4	3/4	1	2	1/2	1/2	1		8	68	G#4	4	152
40	2.0	14	14	1/4	1/4	3/4	1	2	1/2	1/2	1		5	71	B4	4	152
40	1.5	14	14	1/4	1/4	3/4	1	1	3/8	1/4	3/2		11	77	E#5	5	149
81/2	0.5	14	14	3/8	3/8	3/4	2	1	1/8	1/8	1		2	50	D3	3	154
41	0.5	14	14	1/2	1/2	3/4	2	1	1/8	1/8	1		7	49	C#3	3	155
83/2	0.5	14	14	5/8	5/8	3/4	2	1	1/8	1/8	1		5	47	B2	2	156
83/2	0.5	14	14	5/8	5/8	3/4	1	1	1/8	1/8	1		6	78	F#5	5	150
42	0.5	15	15	0	0	3/4	2	1	1/8	1/8	1		3	45	A2	2	166
42	0.5	15	15	0	0	3/4	1	1	1/8	1/8	1		7	73	C#5	5	157
85/2	0.5	15	15	1/8	1/8	3/4	2	1	1/8	1/8	1		6	42	F#2	2	167
85/2	0.5	15	15	1/8	1/8	3/4	1	2	1/8	1/8	1		7	73	C#5	5	164
85/2	0.5	15	15	1/8	1/8	3/4	1	1	1/8	1/8	1		3	81	A5	5	158
43	1.0	15	15	1/4	1/4	3/4	2	1	1/4	1/4	1		7	49	C#3	3	168
43	2.0	15	15	1/4	1/4	3/4	1	2	1/2	1/2	1	1	5	71	B4	4	165
43	0.5	15	15	1/4	1/4	3/4	1	1	1/8	1/8	1		3	81	A5	5	159
87/2	0.5	15	15	3/8	3/8	3/4	1	1	1/8	1/8	1		8	80	G#5	5	160
44	1.0	15	15	1/2	1/2	3/4	2	1	1/4	1/4	1		7	37	C#2	2	169
44	0.5	15	15	1/2	1/2	3/4	1	1	1/8	1/8	1		6	78	F#5	5	161
89/2	0.25	15	15	5/8	5/8	3/4	1	1	1/16	1/16	1		8	80	G#5	5	162
179/4	0.25	15	15	11/16	11/16	3/4	1	1	1/16	1/16	1		11	77	E#5	5	163
45	1.5	16	16	0	0	3/4	2	1	3/8	1/4	3/2		6	42	F#2	2	175
45	0.5	16	16	0	0	3/4	1	2	1/8	1/8	1	-1	5	71	B4	4	172
45	1.0	16	16	0	0	3/4	1	1	1/4	1/4	1		6	78	F#5	5	170
91/2	0.5	16	16	1/8	1/8	3/4	1	2	1/8	1/8	1		8	68	G#4	4	173
46	2.0	16	16	1/4	1/4	3/4	1	2	1/2	1/2	1		3	69	A4	4	174
46	2.0	16	16	1/4	1/4	3/4	1	2	1/2	1/2	1		7	73	C#5	5	174
46	2.0	16	16	1/4	1/4	3/4	1	1	1/2	1/2	1		6	78	F#5	5	171
93/2	0.5	16	16	3/8	3/8	3/4	2	1	1/8	1/8	1		6	42	F#2	2	176
47	0.5	16	16	1/2	1/2	3/4	2	1	1/8	1/8	1		3	45	A2	2	177
95/2	0.5	16	16	5/8	5/8	3/4	2	1	1/8	1/8	1		7	49	C#3	3	178
48	1.0	17	17	0	0	3/4	2	2	1/4	1/4	1		6	54	F#3	3	186
48	1.0	17	17	0	0	3/4	1	2	1/4	1/4	1		3	69	A4	4	184
48	0.75	17	17	0	0	3/4	1	1	3/16	1/8	3/2		7	73	C#5	5	179
195/4	0.25	17	17	3/16	3/16	3/4	1	1	1/16	1/16	1		9	75	D#5	5	180
49	1.0	17	17	1/4	1/4	3/4	2	2	1/4	1/4	1		6	42	F#2	2	187
49	2.0	17	17	1/4	1/4	3/4	1	2	1/2	1/2	1		3	69	A4	4	185
49	1.5	17	17	1/4	1/4	3/4	1	1	3/8	1/4	3/2		9	75	D#5	5	181
50	1.0	17	17	1/2	1/2	3/4	2	2	1/4	1/4	1		6	54	F#3	3	188
101/2	0.25	17	17	5/8	5/8	3/4	1	1	1/16	1/16	1		7	73	C#5	5	182
203/4	0.25	17	17	11/16	11/16	3/4	1	1	1/16	1/16	1		9	75	D#5	5	183
51	0.75	18	18	0	0	3/4	2	2	3/16	1/8	3/2		8	56	G#3	3	192
51	1.0	18	18	0	0	3/4	1	2	1/4	1/4	1		5	71	B4	4	190
51	1.0	18	18	0	0	3/4	1	1	1/4	1/4	1		4	76	E5	5	189
207/4	0.25	18	18	3/16	3/16	3/4	2	2	1/16	1/16	1		10	58	A#3	3	193
52	1.5	18	18	1/4	1/4	3/4	2	2	3/8	1/4	3/2		10	58	A#3	3	194
52	2.0	18	18	1/4	1/4	3/4	1	2	1/2	1/2	1		7	73	C#5	5	191
52	2.0	18	18	1/4	1/4	3/4	1	2	1/2	1/2	1		4	76	E5	5	191
52	2.0	18	18	1/4	1/4	3/4	1	2	1/2	1/2	1		8	80	G#5	5	191
107/2	0.25	18	18	5/8	5/8	3/4	2	2	1/16	1/16	1		8	56	G#3	3	195
215/4	0.25	18	18	11/16	11/16	3/4	2	2	1/16	1/16	1		10	58	A#3	3	196
54	1.0	19	19	0	0	3/4	2	2	1/4	1/4	1		5	59	B3	3	206
54	1.0	19	19	0	0	3/4	1	2	1/4	1/4	1		9	75	D#5	5	202
54	1.0	19	19	0	0	3/4	1	1	1/4	1/4	1		6	78	F#5	5	197
55	1.0	19	19	1/4	1/4	3/4	2	2	1/4	1/4	1		4	52	E3	3	207
55	0.5	19	19	1/4	1/4	3/4	1	2	1/8	1/8	1		7	73	C#5	5	203
55	0.5	19	19	1/4	1/4	3/4	1	1	1/8	1/8	1		4	76	E5	5	198
111/2	0.5	19	19	3/8	3/8	3/4	1	2	1/8	1/8	1		5	71	B4	4	204
111/2	0.5	19	19	3/8	3/8	3/4	1	1	1/8	1/8	1		9	75	D#5	5	199
56	1.0	19	19	1/2	1/2	3/4	2	2	1/4	1/4	1		6	54	F#3	3	208
56	1.0	19	19	1/2	1/2	3/4	1	2	1/4	1/4	1		10	70	A#4	4	205
56	0.5	19	19	1/2	1/2	3/4	1	1	1/8	1/8	1		4	76	E5	5	200
113/2	0.5	19	19	5/8	5/8	3/4	1	1	1/8	1/8	1		7	73	C#5	5	201
57	0.75	20	20	0	0	3/4	2	1	3/16	1/8	3/2		5	47	B2	2	213
57	2.0	20	20	0	0	3/4	1	2	1/2	1/2	1		5	71	B4	4	212
57	1.5	20	20	0	0	3/4	1	1	3/8	1/4	3/2		9	75	D#5	5	209
231/4	0.25	20	20	3/16	3/16	3/4	2	1	1/16	1/16	1		7	49	C#3	3	214
58	1.5	20	20	1/4	1/4	3/4	2	1	3/8	1/4	3/2		7	49	C#3	3	215
117/2	0.5	20	20	3/8	3/8	3/4	1	1	1/8	1/8	1		7	73	C#5	5	210
59	1.0	20	20	1/2	1/2	3/4	1	1	1/4	1/4	1		5	71	B4	4	211
119/2	0.25	20	20	5/8	5/8	3/4	2	1	1/16	1/16	1		5	47	B2	2	216
239/4	0.25	20	20	11/16	11/16	3/4	2	1	1/16	1/16	1		7	49	C#3	3	217
60	1.0	21	21	0	0	3/4	2	1	1/4	1/4	1		2	50	D3	3	225
60	1.0	21	21	0	0	3/4	1	2	1/4	1/4	1		5	71	B4	4	223
60	1.0	21	21	0	0	3/4	1	2	1/4	1/4	1		4	76	E5	5	223
60	0.75	21	21	0	0	3/4	1	1	3/16	1/8	3/2		8	80	G#5	5	218
243/4	0.25	21	21	3/16	3/16	3/4	1	1	1/16	1/16	1		3	81	A5	5	219
61	2.0	21	21	1/4	1/4	3/4	2	1	1/2	1/2	1		7	49	C#3	3	226
61	2.0	21	21	1/4	1/4	3/4	1	2	1/2	1/2	1		4	76	E5	5	224
61	1.5	21	21	1/4	1/4	3/4	1	1	3/8	1/4	3/2		3	81	A5	5	220
125/2	0.25	21	21	5/8	5/8	3/4	1	1	1/16	1/16	1		8	80	G#5	5	221
251/4	0.25	21	21	11/16	11/16	3/4	1	1	1/16	1/16	1		3	81	A5	5	222
63	0.75	22	22	0	0	3/4	2	2	3/16	1/8	3/2		8	44	G#2	2	237
63	1.0	22	22	0	0	3/4	1	2	1/4	1/4	1		5	71	B4	4	234
63	1.0	22	22	0	0	3/4	1	2	1/4	1/4	1		4	76	E5	5	234
63	1.5	22	22	0	0	3/4	1	1	3/8	1/4	3/2		5	83	B5	5	227
255/4	0.25	22	22	3/16	3/16	3/4	2	2	1/16	1/16	1		3	45	A2	2	238
64	1.0	22	22	1/4	1/4	3/4	2	2	1/4	1/4	1	1	3	45	A2	2	239
64	1.0	22	22	1/4	1/4	3/4	1	2	1/4	1/4	1	1	7	73	C#5	5	235
129/2	0.25	22	22	3/8	3/8	3/4	1	1	1/16	1/16	1		3	81	A5	5	228
259/4	0.25	22	22	7/16	7/16	3/4	1	1	1/16	1/16	1		8	80	G#5	5	229
65	0.25	22	22	1/2	1/2	3/4	2	2	1/16	1/16	1	-1	3	45	A2	2	240
65	0.5	22	22	1/2	1/2	3/4	1	2	1/8	1/8	1	-1	7	73	C#5	5	236
65	0.25	22	22	1/2	1/2	3/4	1	1	1/16	1/16	1		6	78	F#5	5	230
261/4	0.25	22	22	9/16	9/16	3/4	2	2	1/16	1/16	1		8	44	G#2	2	241
261/4	0.25	22	22	9/16	9/16	3/4	1	1	1/16	1/16	1		4	76	E5	5	231
131/2	0.25	22	22	5/8	5/8	3/4	2	2	1/16	1/16	1		3	45	A2	2	242
131/2	0.25	22	22	5/8	5/8	3/4	1	1	1/16	1/16	1		9	75	D#5	5	232
263/4	0.25	22	22	11/16	11/16	3/4	2	2	1/16	1/16	1		6	42	F#2	2	243
263/4	0.25	22	22	11/16	11/16	3/4	1	1	1/16	1/16	1		7	73	C#5	5	233
66	0.5	23	23	0	0	3/4	2	1	1/8	1/8	1		9	39	D#2	2	253
66	0.25	23	23	0	0	3/4	1	1	1/16	1/16	1		5	71	B4	4	244
66	1.0	23	23	0	0	3/4	1	2	1/4	1/4	1		5	71	B4	4	251
265/4	0.25	23	23	1/16	1/16	3/4	1	1	1/16	1/16	1		3	81	A5	5	245
133/2	0.5	23	23	1/8	1/8	3/4	2	1	1/8	1/8	1		4	40	E2	2	254
133/2	0.25	23	23	1/8	1/8	3/4	1	1	1/16	1/16	1		8	80	G#5	5	246
267/4	0.25	23	23	3/16	3/16	3/4	1	1	1/16	1/16	1		6	78	F#5	5	247
67	2.0	23	23	1/4	1/4	3/4	2	2	1/2	1/2	1		5	47	B2	2	258
67	2.0	23	23	1/4	1/4	3/4	1	2	1/2	1/2	1	1	5	71	B4	4	252
67	1.0	23	23	1/4	1/4	3/4	1	1	1/4	1/4	1		4	76	E5	5	248
