mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0	0.25		0	15/16	4/4	1	1	1/16	1/16	1		4	76	E5	5	0
2	1	1/4	1/4	0.5		0	0	4/4	2	1	1/8	1/8	1		4	52	E3	3	16
2	1	1/4	1/4	0.75		0	0	4/4	1	2	3/16	1/8	3/2		1	67	G4	4	7
2	1	1/4	1/4	0.75		0	0	4/4	1	2	3/16	1/8	3/2		5	71	B4	4	7
2	1	1/4	1/4	0.75		0	0	4/4	1	1	3/16	1/8	3/2		4	76	E5	5	1
2	1	3/4	3/4	0.5		1/8	1/8	4/4	2	1	1/8	1/8	1		4	40	E2	2	17
2	1	1	1	0.25		3/16	3/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	2
2	1	5/4	5/4	0.25		1/4	1/4	4/4	1	1	1/16	1/16	1		0	72	C5	5	3
2	1	3/2	3/2	0.25		5/16	5/16	4/4	2	2	1/16	1/16	1		4	52	E3	3	18
2	1	3/2	3/2	0.25		5/16	5/16	4/4	1	1	1/16	1/16	1		5	71	B4	4	4
2	1	7/4	7/4	0.25		3/8	3/8	4/4	2	2	1/16	1/16	1		6	54	F#3	3	19
2	1	7/4	7/4	0.25		3/8	3/8	4/4	1	1	1/16	1/16	1		3	69	A4	4	5
2	1	2	2	0.25		7/16	7/16	4/4	2	2	1/16	1/16	1		1	55	G3	3	20
2	1	2	2	0.25		7/16	7/16	4/4	1	1	1/16	1/16	1		1	67	G4	4	6
2	1	9/4	9/4	0.5		1/2	1/2	4/4	2	2	1/8	1/8	1		3	57	A3	3	21
2	1	9/4	9/4	0.25		1/2	1/2	4/4	1	2	1/16	1/16	1		6	66	F#4	4	8
2	1	5/2	5/2	0.25		9/16	9/16	4/4	1	2	1/16	1/16	1		4	76	E5	5	9
2	1	11/4	11/4	0.5		5/8	5/8	4/4	2	2	1/8	1/8	1		6	54	F#3	3	22
2	1	11/4	11/4	0.25		5/8	5/8	4/4	1	2	1/16	1/16	1		9	75	D#5	5	10
2	1	3	3	0.25		11/16	11/16	4/4	1	2	1/16	1/16	1		3	81	A5	5	11
2	1	13/4	13/4	0.5		3/4	3/4	4/4	2	2	1/8	1/8	1		5	59	B3	3	23
2	1	13/4	13/4	0.25		3/4	3/4	4/4	1	2	1/16	1/16	1		3	81	A5	5	12
2	1	7/2	7/2	0.25		13/16	13/16	4/4	1	2	1/16	1/16	1		1	79	G5	5	13
2	1	15/4	15/4	0.5		7/8	7/8	4/4	2	2	1/8	1/8	1		5	47	B2	2	24
2	1	15/4	15/4	0.25		7/8	7/8	4/4	1	2	1/16	1/16	1		3	81	A5	5	14
2	1	4	4	0.25		15/16	15/16	4/4	1	2	1/16	1/16	1		6	78	F#5	5	15
3	2	17/4	17/4	0.75		0	0	4/4	2	2	3/16	1/8	3/2		4	52	E3	3	40
3	2	17/4	17/4	0.75		0	0	4/4	2	2	3/16	1/8	3/2		1	55	G3	3	40
3	2	17/4	17/4	0.75		0	0	4/4	2	2	3/16	1/8	3/2		5	59	B3	3	40
3	2	17/4	17/4	0.75		0	0	4/4	2	1	3/16	1/8	3/2		4	64	E4	4	38
3	2	17/4	17/4	0.25		0	0	4/4	1	2	1/16	1/16	1		1	79	G5	5	25
3	2	9/2	9/2	0.25		1/16	1/16	4/4	1	2	1/16	1/16	1		6	78	F#5	5	26
3	2	19/4	19/4	0.5		1/8	1/8	4/4	1	2	1/8	1/8	1		4	76	E5	5	27
3	2	5	5	0.25		3/16	3/16	4/4	2	1	1/16	1/16	1		2	62	D4	4	39
3	2	21/4	21/4	0.25		1/4	1/4	4/4	2	2	1/16	1/16	1		0	60	C4	4	41
3	2	11/2	11/2	0.25		5/16	5/16	4/4	2	2	1/16	1/16	1		5	59	B3	3	42
3	2	11/2	11/2	0.25		5/16	5/16	4/4	1	2	1/16	1/16	1		4	76	E5	5	28
3	2	23/4	23/4	0.25		3/8	3/8	4/4	2	2	1/16	1/16	1		3	57	A3	3	43
3	2	23/4	23/4	0.25		3/8	3/8	4/4	1	2	1/16	1/16	1		6	78	F#5	5	29
3	2	6	6	0.25		7/16	7/16	4/4	2	2	1/16	1/16	1		1	55	G3	3	44
3	2	6	6	0.25		7/16	7/16	4/4	1	2	1/16	1/16	1		1	79	G5	5	30
3	2	25/4	25/4	0.25		1/2	1/2	4/4	2	2	1/16	1/16	1		6	54	F#3	3	45
3	2	25/4	25/4	0.25		1/2	1/2	4/4	1	2	1/16	1/16	1		3	81	A5	5	31
3	2	13/2	13/2	0.25		9/16	9/16	4/4	2	2	1/16	1/16	1		4	64	E4	4	46
3	2	13/2	13/2	0.125		9/16	9/16	4/4	1	2	1/32	1/32	1		5	83	B5	5	32
3	2	53/8	53/8	0.125		19/32	19/32	4/4	1	2	1/32	1/32	1		0	84	C6	6	33
3	2	27/4	27/4	0.25		5/8	5/8	4/4	2	2	1/16	1/16	1		9	63	D#4	4	47
3	2	27/4	27/4	0.25		5/8	5/8	4/4	1	2	1/16	1/16	1		5	83	B5	5	34
3	2	7	7	0.25		11/16	11/16	4/4	2	2	1/16	1/16	1		3	69	A4	4	48
3	2	7	7	0.25		11/16	11/16	4/4	1	2	1/16	1/16	1		4	76	E5	5	35
3	2	29/4	29/4	0.25		3/4	3/4	4/4	2	2	1/16	1/16	1		3	69	A4	4	49
3	2	29/4	29/4	0.75		3/4	3/4	4/4	1	2	3/16	1/8	3/2		9	75	D#5	5	36
3	2	15/2	15/2	0.25		13/16	13/16	4/4	2	2	1/16	1/16	1		1	67	G4	4	50
3	2	31/4	31/4	0.25		7/8	7/8	4/4	2	2	1/16	1/16	1		3	69	A4	4	51
3	2	8	8	0.25		15/16	15/16	4/4	2	2	1/16	1/16	1		6	66	F#4	4	52
3	2	8	8	0.25		15/16	15/16	4/4	1	2	1/16	1/16	1		4	76	E5	5	37
4	3	33/4	33/4	0.25		0	0	4/4	2	1	1/16	1/16	1		1	67	G4	4	67
4	3	33/4	33/4	0.75		0	0	4/4	1	2	3/16	1/8	3/2		4	76	E5	5	53
4	3	17/2	17/2	0.25		1/16	1/16	4/4	2	1	1/16	1/16	1		6	66	F#4	4	68
4	3	35/4	35/4	0.5		1/8	1/8	4/4	2	1	1/8	1/8	1		4	64	E4	4	69
4	3	9	9	0.25		3/16	3/16	4/4	1	2	1/16	1/16	1		0	84	C6	6	54
4	3	37/4	37/4	0.5		1/4	1/4	4/4	2	1	1/8	1/8	1		6	66	F#4	4	70
4	3	37/4	37/4	0.25		1/4	1/4	4/4	1	2	1/16	1/16	1		2	74	D5	5	55
4	3	19/2	19/2	0.25		5/16	5/16	4/4	1	2	1/16	1/16	1		0	84	C6	6	56
4	3	39/4	39/4	0.5		3/8	3/8	4/4	2	1	1/8	1/8	1		8	68	G#4	4	71
4	3	39/4	39/4	0.25		3/8	3/8	4/4	1	2	1/16	1/16	1		2	74	D5	5	57
4	3	10	10	0.25		7/16	7/16	4/4	1	2	1/16	1/16	1		5	83	B5	5	58
