quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
0	2.0	1	1	0	0	3/4	2	2	1/2		1/2	1		0	60	C4	4	9
0	0.5	1	1	0	0	3/4	1	1	1/8		1/8	1		-3	75	Eb5	5	0
1/2	0.25	1	1	1/8	1/8	3/4	1	1	1/16		1/16	1		-1	77	F5	5	1
3/4	0.25	1	1	3/16	3/16	3/4	1	1	1/16		1/16	1		-3	75	Eb5	5	2
1	1.0	1	1	1/4	1/4	3/4	2	1	1/4		1/4	1		-3	63	Eb4	4	7
1	0.25	1	1	1/4	1/4	3/4	1	1	1/16		1/16	1		2	74	D5	5	3
5/4	0.25	1	1	5/16	5/16	3/4	1	1	1/16		1/16	1		-3	75	Eb5	5	4
3/2	0.5	1	1	3/8	3/8	3/4	1	1	1/8		1/8	1		0	72	C5	5	5
2	1.0	1	1	1/2	1/2	3/4	2	2	1/4		1/4	1		-2	58	Bb3	3	10
2	1.0	1	1	1/2	1/2	3/4	2	1	1/4		1/4	1		2	62	D4	4	8
2	1.0	1	1	1/2	1/2	3/4	1	1	1/4		1/4	1	1	1	79	G5	5	6
3	1.5	2	2	0	0	3/4	2	2	3/8		1/4	3/2		-4	56	Ab3	3	20
3	1.5	2	2	0	0	3/4	2	1	3/8		1/4	3/2		0	60	C4	4	16
3	0.25	2	2	0	0	3/4	1	1	1/16		1/16	1	-1	1	79	G5	5	11
13/4	0.25	2	2	1/16	1/16	3/4	1	1	1/16		1/16	1		0	84	C6	6	12
7/2	0.25	2	2	1/8	1/8	3/4	1	1	1/16		1/16	1		-4	80	Ab5	5	13
15/4	0.25	2	2	3/16	3/16	3/4	1	1	1/16		1/16	1		4	76	E5	5	14
4	2.0	2	2	1/4	1/4	3/4	1	1	1/2		1/2	1	1	-1	77	F5	5	15
9/2	0.5	2	2	3/8	3/8	3/4	2	2	1/8		1/8	1		-4	56	Ab3	3	21
9/2	0.5	2	2	3/8	3/8	3/4	2	1	1/8		1/8	1		5	59	B3	3	17
5	0.5	2	2	1/2	1/2	3/4	2	2	1/8		1/8	1		1	55	G3	3	22
5	0.5	2	2	1/2	1/2	3/4	2	1	1/8		1/8	1		0	60	C4	4	18
11/2	0.5	2	2	5/8	5/8	3/4	2	2	1/8		1/8	1		-1	53	F3	3	23
11/2	0.5	2	2	5/8	5/8	3/4	2	1	1/8		1/8	1		2	62	D4	4	19
6	1.0	3	3	0	0	3/4	2	2	1/4		1/4	1		1	55	G3	3	39
6	1.0	3	3	0	0	3/4	2	1	1/4		1/4	1		5	59	B3	3	36
6	0.25	3	3	0	0	3/4	1	1	1/16		1/16	1	-1	-1	77	F5	5	24
25/4	0.25	3	3	1/16	1/16	3/4	1	1	1/16		1/16	1		-4	80	Ab5	5	25
13/2	0.25	3	3	1/8	1/8	3/4	1	1	1/16		1/16	1		1	79	G5	5	26
27/4	0.25	3	3	3/16	3/16	3/4	1	1	1/16		1/16	1		2	74	D5	5	27
7	1.0	3	3	1/4	1/4	3/4	2	1	1/4		1/4	1		0	60	C4	4	37
7	1.0	3	3	1/4	1/4	3/4	2	2	1/4		1/4	1		0	60	C4	4	40
7	0.25	3	3	1/4	1/4	3/4	1	1	1/16		1/16	1		-3	75	Eb5	5	28
29/4	0.25	3	3	5/16	5/16	3/4	1	1	1/16		1/16	1		1	79	G5	5	29
15/2	0.25	3	3	3/8	3/8	3/4	1	1	1/16		1/16	1		-1	77	F5	5	30
31/4	0.25	3	3	7/16	7/16	3/4	1	1	1/16		1/16	1		0	72	C5	5	31
8	1.0	3	3	1/2	1/2	3/4	2	2	1/4		1/4	1		-1	53	F3	3	41
8	1.0	3	3	1/2	1/2	3/4	2	1	1/4		1/4	1		-4	56	Ab3	3	38
8	0.25	3	3	1/2	1/2	3/4	1	1	1/16		1/16	1		2	74	D5	5	32
33/4	0.25	3	3	9/16	9/16	3/4	1	1	1/16		1/16	1		-1	77	F5	5	33
17/2	0.25	3	3	5/8	5/8	3/4	1	1	1/16		1/16	1		-3	75	Eb5	5	34
35/4	0.25	3	3	11/16	11/16	3/4	1	1	1/16		1/16	1		5	71	B4	4	35
9	1.0	4	4	0	0	3/4	2	2	1/4		1/4	1		6	54	F#3	3	55
9	1.0	4	4	0	0	3/4	2	1	1/4		1/4	1		3	57	A3	3	53
9	0.25	4	4	0	0	3/4	1	1	1/16		1/16	1		0	72	C5	5	42
37/4	0.25	4	4	1/16	1/16	3/4	1	1	1/16		1/16	1		-3	75	Eb5	5	43
19/2	0.25	4	4	1/8	1/8	3/4	1	1	1/16		1/16	1		2	74	D5	5	44
39/4	0.25	4	4	3/16	3/16	3/4	1	1	1/16		1/16	1		3	69	A4	4	45
10	2.0	4	4	1/4	1/4	3/4	2	1	1/2		1/2	1	1	1	55	G3	3	54
10	0.75	4	4	1/4	1/4	3/4	1	1	3/16		1/8	3/2		5	71	B4	4	46
21/2	0.5	4	4	3/8	3/8	3/4	2	2	1/8		1/8	1		1	43	G2	2	56
43/4	0.125	4	4	7/16	7/16	3/4	1	1	1/32		1/32	1		0	72	C5	5	47
87/8	0.125	4	4	15/32	15/32	3/4	1	1	1/32		1/32	1		2	74	D5	5	48
11	0.5	4	4	1/2	1/2	3/4	2	2	1/8		1/8	1		3	45	A2	2	57
11	0.25	4	4	1/2	1/2	3/4	1	1	1/16		1/16	1		0	72	C5	5	49
45/4	0.25	4	4	9/16	9/16	3/4	1	1	1/16		1/16	1		5	71	B4	4	50
23/2	0.5	4	4	5/8	5/8	3/4	2	2	1/8		1/8	1		5	47	B2	2	58
23/2	0.25	4	4	5/8	5/8	3/4	1	1	1/16		1/16	1		3	69	A4	4	51
47/4	0.25	4	4	11/16	11/16	3/4	1	1	1/16		1/16	1		1	67	G4	4	52
12	1.0	5	5	0	0	3/4	2	2	1/4		1/4	1		0	48	C3	3	72
12	0.5	5	5	0	0	3/4	2	1	1/8		1/8	1	-1	1	55	G3	3	66
12	0.5	5	5	0	0	3/4	1	1	1/8		1/8	1		-3	75	Eb5	5	59
25/2	0.5	5	5	1/8	1/8	3/4	2	1	1/8		1/8	1		1	55	G3	3	67
25/2	0.25	5	5	1/8	1/8	3/4	1	1	1/16		1/16	1		-1	77	F5	5	60
51/4	0.25	5	5	3/16	3/16	3/4	1	1	1/16		1/16	1		-3	75	Eb5	5	61
13	0.5	5	5	1/4	1/4	3/4	2	1	1/8		1/8	1		-1	53	F3	3	68
13	0.25	5	5	1/4	1/4	3/4	1	1	1/16		1/16	1		2	74	D5	5	62
53/4	0.25	5	5	5/16	5/16	3/4	1	1	1/16		1/16	1		-3	75	Eb5	5	63
27/2	0.5	5	5	3/8	3/8	3/4	2	2	1/8		1/8	1		0	48	C3	3	73
27/2	0.5	5	5	3/8	3/8	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	69
27/2	0.5	5	5	3/8	3/8	3/4	1	1	1/8		1/8	1		0	72	C5	5	64
14	0.5	5	5	1/2	1/2	3/4	2	2	1/8		1/8	1		2	50	D3	3	74
14	0.5	5	5	1/2	1/2	3/4	2	1	1/8		1/8	1		-1	53	F3	3	70
14	1.0	5	5	1/2	1/2	3/4	1	1	1/4		1/4	1		-2	82	Bb5	5	65
29/2	0.5	5	5	5/8	5/8	3/4	2	2	1/8		1/8	1		4	52	E3	3	75
29/2	0.5	5	5	5/8	5/8	3/4	2	1	1/8		1/8	1		1	55	G3	3	71
15	0.5	6	6	0	0	3/4	2	2	1/8		1/8	1		-1	53	F3	3	87
15	1.5	6	6	0	0	3/4	2	1	3/8		1/4	3/2		-1	53	F3	3	83
15	0.25	6	6	0	0	3/4	1	1	1/16		1/16	1		-2	82	Bb5	5	76
61/4	0.25	6	6	1/16	1/16	3/4	1	1	1/16		1/16	1		1	79	G5	5	77
31/2	0.5	6	6	1/8	1/8	3/4	2	2	1/8		1/8	1		-1	41	F2	2	88
31/2	0.25	6	6	1/8	1/8	3/4	1	1	1/16		1/16	1		4	76	E5	5	78
63/4	0.25	6	6	3/16	3/16	3/4	1	1	1/16		1/16	1		0	72	C5	5	79
16	1.0	6	6	1/4	1/4	3/4	2	2	1/4		1/4	1	1	-1	53	F3	3	89
16	0.75	6	6	1/4	1/4	3/4	1	1	3/16		1/8	3/2		-4	80	Ab5	5	80
33/2	0.5	6	6	3/8	3/8	3/4	2	1	1/8		1/8	1		1	55	G3	3	84
67/4	0.25	6	6	7/16	7/16	3/4	1	1	1/16		1/16	1		0	72	C5	5	81
