quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
0	0.5	1	0	0	11/8	3/2	1	1	1/8		1/8	1		5	71	B4	4	0
1/2	1.0	2	1	0	0	3/2	2	1	1/4		1/4	1		4	52	E3	3	12
1/2	1.5	2	1	0	0	3/2	1	2	3/8		1/4	3/2		4	64	E4	4	10
1/2	1.5	2	1	0	0	3/2	1	2	3/8		1/4	3/2		1	67	G4	4	10
1/2	1.5	2	1	0	0	3/2	1	1	3/8		1/4	3/2		5	71	B4	4	1
3/2	1.0	2	1	1/4	1/4	3/2	2	1	1/4		1/4	1		4	40	E2	2	13
2	0.5	2	1	3/8	3/8	3/2	1	1	1/8		1/8	1		0	72	C5	5	2
5/2	0.5	2	1	1/2	1/2	3/2	1	1	1/8		1/8	1		5	71	B4	4	3
3	0.5	2	1	5/8	5/8	3/2	1	1	1/8		1/8	1		3	69	A4	4	4
7/2	0.5	2	1	3/4	3/4	3/2	1	1	1/8		1/8	1		1	67	G4	4	5
4	0.5	2	1	7/8	7/8	3/2	1	1	1/8		1/8	1		6	66	F#4	4	6
9/2	0.5	2	1	1	1	3/2	1	1	1/8		1/8	1		4	64	E4	4	7
5	0.5	2	1	9/8	9/8	3/2	1	1	1/8		1/8	1		9	63	D#4	4	8
11/2	1.0	2	1	5/4	5/4	3/2	1	2	1/4		1/4	1		9	63	D#4	4	11
11/2	1.0	2	1	5/4	5/4	3/2	1	1	1/4		1/4	1		3	69	A4	4	9
11/2	1.0	2	1	5/4	5/4	3/2	1	1	1/4		1/4	1		0	72	C5	5	9
13/2	1.5	3	2	0	0	3/2	1	2	3/8		1/4	3/2		4	64	E4	4	23
13/2	1.5	3	2	0	0	3/2	1	2	3/8		1/4	3/2		1	67	G4	4	23
13/2	1.5	3	2	0	0	3/2	1	1	3/8		1/4	3/2		5	71	B4	4	14
7	0.5	3	2	1/8	1/8	3/2	2	1	1/8		1/8	1		4	52	E3	3	24
15/2	0.5	3	2	1/4	1/4	3/2	2	1	1/8		1/8	1		6	54	F#3	3	25
8	0.5	3	2	3/8	3/8	3/2	2	1	1/8		1/8	1		1	55	G3	3	26
8	0.5	3	2	3/8	3/8	3/2	1	1	1/8		1/8	1		1	79	G5	5	15
17/2	0.5	3	2	1/2	1/2	3/2	2	1	1/8		1/8	1		3	57	A3	3	27
17/2	0.5	3	2	1/2	1/2	3/2	1	1	1/8		1/8	1		6	78	F#5	5	16
9	0.5	3	2	5/8	5/8	3/2	2	1	1/8		1/8	1		5	59	B3	3	28
9	0.5	3	2	5/8	5/8	3/2	1	1	1/8		1/8	1		4	76	E5	5	17
19/2	0.5	3	2	3/4	3/4	3/2	2	1	1/8		1/8	1		0	60	C4	4	29
19/2	0.5	3	2	3/4	3/4	3/2	1	1	1/8		1/8	1		9	75	D#5	5	18
10	0.5	3	2	7/8	7/8	3/2	2	1	1/8		1/8	1		5	59	B3	3	30
10	0.5	3	2	7/8	7/8	3/2	1	1	1/8		1/8	1		4	76	E5	5	19
21/2	0.5	3	2	1	1	3/2	2	1	1/8		1/8	1		3	57	A3	3	31
21/2	1.5	3	2	1	1	3/2	1	1	3/8		1/4	3/2		4	76	E5	5	20
11	0.5	3	2	9/8	9/8	3/2	2	1	1/8		1/8	1		1	55	G3	3	32
23/2	0.5	3	2	5/4	5/4	3/2	2	1	1/8		1/8	1		6	54	F#3	3	33
12	0.5	3	2	11/8	11/8	3/2	2	1	1/8		1/8	1		4	52	E3	3	34
12	0.25	3	2	11/8	11/8	3/2	1	1	1/16		1/16	1		9	75	D#5	5	21
49/4	0.25	3	2	23/16	23/16	3/2	1	1	1/16		1/16	1		4	76	E5	5	22
25/2	1.5	4	3	0	0	3/2	2	2	3/8		1/4	3/2		5	59	B3	3	44
25/2	1.0	4	3	0	0	3/2	1	2	1/4		1/4	1		6	78	F#5	5	36
27/2	1.0	4	3	1/4	1/4	3/2	1	2	1/4		1/4	1		5	71	B4	4	37
14	0.5	4	3	3/8	3/8	3/2	2	2	1/8		1/8	1		0	60	C4	4	45
29/2	0.5	4	3	1/2	1/2	3/2	2	2	1/8		1/8	1		5	59	B3	3	46
29/2	1.5	4	3	1/2	1/2	3/2	1	2	3/8		1/4	3/2		1	67	G4	4	38
29/2	1.5	4	3	1/2	1/2	3/2	1	2	3/8		1/4	3/2		5	71	B4	4	38
29/2	1.5	4	3	1/2	1/2	3/2	1	1	3/8		1/4	3/2		4	76	E5	5	35
15	0.5	4	3	5/8	5/8	3/2	2	2	1/8		1/8	1		3	57	A3	3	47
