quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
0	0.25	1	0	0	13/16	4/4	1	1	1/16	1/16	1		6	66	F#4	4	0
1/4	0.25	1	0	1/16	7/8	4/4	1	1	1/16	1/16	1		5	71	B4	4	1
1/2	0.25	1	0	1/8	15/16	4/4	1	1	1/16	1/16	1		10	70	A#4	4	2
3/4	0.75	2	1	0	0	4/4	1	1	3/16	1/8	3/2		5	71	B4	4	3
1	0.25	2	1	1/16	1/16	4/4	2	1	1/16	1/16	1		6	54	F#3	3	15
5/4	0.25	2	1	1/8	1/8	4/4	2	1	1/16	1/16	1		5	59	B3	3	16
3/2	0.25	2	1	3/16	3/16	4/4	2	1	1/16	1/16	1		10	58	A#3	3	17
3/2	0.25	2	1	3/16	3/16	4/4	1	1	1/16	1/16	1		7	73	C#5	5	4
7/4	0.5	2	1	1/4	1/4	4/4	2	1	1/8	1/8	1		5	59	B3	3	18
7/4	0.25	2	1	1/4	1/4	4/4	1	1	1/16	1/16	1		2	74	D5	5	5
2	0.25	2	1	5/16	5/16	4/4	1	1	1/16	1/16	1		5	71	B4	4	6
9/4	0.5	2	1	3/8	3/8	4/4	2	1	1/8	1/8	1		7	61	C#4	4	19
9/4	0.25	2	1	3/8	3/8	4/4	1	1	1/16	1/16	1		4	76	E5	5	7
5/2	0.25	2	1	7/16	7/16	4/4	1	1	1/16	1/16	1		5	71	B4	4	8
11/4	0.25	2	1	1/2	1/2	4/4	2	1	1/16	1/16	1		2	62	D4	4	20
11/4	0.5	2	1	1/2	1/2	4/4	1	1	1/8	1/8	1		6	78	F#5	5	9
3	0.25	2	1	9/16	9/16	4/4	2	1	1/16	1/16	1		5	59	B3	3	21
13/4	0.25	2	1	5/8	5/8	4/4	2	1	1/16	1/16	1		1	67	G4	4	22
13/4	0.5	2	1	5/8	5/8	4/4	1	1	1/8	1/8	1	1	5	71	B4	4	10
7/2	0.25	2	1	11/16	11/16	4/4	2	1	1/16	1/16	1		6	66	F#4	4	23
15/4	0.75	2	1	3/4	3/4	4/4	2	1	3/16	1/8	3/2		1	67	G4	4	24
15/4	0.25	2	1	3/4	3/4	4/4	1	1	1/16	1/16	1	-1	5	71	B4	4	11
4	0.25	2	1	13/16	13/16	4/4	1	1	1/16	1/16	1		5	71	B4	4	12
17/4	0.25	2	1	7/8	7/8	4/4	1	1	1/16	1/16	1		4	76	E5	5	13
9/2	0.25	2	1	15/16	15/16	4/4	2	1	1/16	1/16	1		6	66	F#4	4	25
9/2	0.25	2	1	15/16	15/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	14
19/4	0.5	3	2	0	0	4/4	2	1	1/8	1/8	1		4	64	E4	4	42
19/4	0.25	3	2	0	0	4/4	1	1	1/16	1/16	1		1	79	G5	5	26
5	0.25	3	2	1/16	1/16	4/4	1	1	1/16	1/16	1		4	76	E5	5	27
21/4	0.5	3	2	1/8	1/8	4/4	2	1	1/8	1/8	1		7	61	C#4	4	43
21/4	0.25	3	2	1/8	1/8	4/4	1	1	1/16	1/16	1		10	82	A#5	5	28
11/2	0.25	3	2	3/16	3/16	4/4	1	1	1/16	1/16	1		5	83	B5	5	29
23/4	0.5	3	2	1/4	1/4	4/4	2	1	1/8	1/8	1		6	66	F#4	4	44
23/4	0.25	3	2	1/4	1/4	4/4	1	1	1/16	1/16	1		7	73	C#5	5	30
6	0.25	3	2	5/16	5/16	4/4	1	1	1/16	1/16	1		1	79	G5	5	31
25/4	0.5	3	2	3/8	3/8	4/4	2	1	1/8	1/8	1		6	54	F#3	3	45
25/4	0.25	3	2	3/8	3/8	4/4	1	1	1/16	1/16	1		6	78	F#5	5	32
13/2	0.25	3	2	7/16	7/16	4/4	1	1	1/16	1/16	1		4	76	E5	5	33
27/4	0.5	3	2	1/2	1/2	4/4	2	1	1/8	1/8	1		5	59	B3	3	46
27/4	0.25	3	2	1/2	1/2	4/4	1	1	1/16	1/16	1		2	74	D5	5	34
7	0.25	3	2	9/16	9/16	4/4	1	1	1/16	1/16	1		6	78	F#5	5	35
