mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0	1.0		0	1/2	4/4	2	1	1/4	1/4	1		-3	39	Eb2	2	8
1	0	0	0	0.25		0	1/2	4/4	1	1	1/16	1/16	1		-2	70	Bb4	4	0
1	0	1/4	1/4	0.25		1/16	9/16	4/4	1	1	1/16	1/16	1		-3	75	Eb5	5	1
1	0	1/2	1/2	0.25		1/8	5/8	4/4	1	1	1/16	1/16	1		2	74	D5	5	2
1	0	3/4	3/4	0.25		3/16	11/16	4/4	1	1	1/16	1/16	1		0	72	C5	5	3
1	0	1	1	0.25		1/4	3/4	4/4	1	1	1/16	1/16	1		-2	70	Bb4	4	4
1	0	5/4	5/4	0.25		5/16	13/16	4/4	1	1	1/16	1/16	1		-4	68	Ab4	4	5
1	0	3/2	3/2	0.25		3/8	7/8	4/4	1	1	1/16	1/16	1		1	67	G4	4	6
1	0	7/4	7/4	0.25		7/16	15/16	4/4	1	1	1/16	1/16	1		-1	65	F4	4	7
2	1	2	2	1.0		0	0	4/4	1	1	1/4	1/4	1		-3	63	Eb4	4	9
2	1	9/4	9/4	0.25		1/16	1/16	4/4	2	1	1/16	1/16	1		-3	51	Eb3	3	19
2	1	5/2	5/2	0.25		1/8	1/8	4/4	2	1	1/16	1/16	1		2	62	D4	4	20
2	1	11/4	11/4	0.25		3/16	3/16	4/4	2	1	1/16	1/16	1		0	60	C4	4	21
2	1	3	3	0.25		1/4	1/4	4/4	2	1	1/16	1/16	1		-2	58	Bb3	3	22
2	1	13/4	13/4	0.25		5/16	5/16	4/4	2	1	1/16	1/16	1		-4	56	Ab3	3	23
2	1	7/2	7/2	0.25		3/8	3/8	4/4	2	1	1/16	1/16	1		1	55	G3	3	24
2	1	7/2	7/2	0.5		3/8	3/8	4/4	1	1	1/8	1/8	1		-1	65	F4	4	10
2	1	15/4	15/4	0.25		7/16	7/16	4/4	2	1	1/16	1/16	1		-1	53	F3	3	25
2	1	4	4	0.5		1/2	1/2	4/4	2	1	1/8	1/8	1		-3	51	Eb3	3	26
2	1	4	4	0.25		1/2	1/2	4/4	1	1	1/16	1/16	1		1	67	G4	4	11
2	1	17/4	17/4	0.25		9/16	9/16	4/4	1	1	1/16	1/16	1		-3	63	Eb4	4	12
2	1	9/2	9/2	0.5		5/8	5/8	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	27
2	1	9/2	9/2	0.25		5/8	5/8	4/4	1	1	1/16	1/16	1		2	62	D4	4	13
2	1	19/4	19/4	0.25		11/16	11/16	4/4	1	1	1/16	1/16	1		-3	63	Eb4	4	14
2	1	5	5	0.5		3/4	3/4	4/4	2	1	1/8	1/8	1		2	50	D3	3	28
2	1	5	5	0.25		3/4	3/4	4/4	1	1	1/16	1/16	1		-2	70	Bb4	4	15
2	1	21/4	21/4	0.25		13/16	13/16	4/4	1	1	1/16	1/16	1		-1	65	F4	4	16
2	1	11/2	11/2	0.5		7/8	7/8	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	29
2	1	11/2	11/2	0.25		7/8	7/8	4/4	1	1	1/16	1/16	1		-3	63	Eb4	4	17
2	1	23/4	23/4	0.25		15/16	15/16	4/4	1	1	1/16	1/16	1		-1	65	F4	4	18
3	2	6	6	0.5		0	0	4/4	2	1	1/8	1/8	1		-3	51	Eb3	3	46
3	2	6	6	0.25		0	0	4/4	1	1	1/16	1/16	1		1	67	G4	4	30
3	2	25/4	25/4	0.25		1/16	1/16	4/4	1	1	1/16	1/16	1		-4	68	Ab4	4	31
3	2	13/2	13/2	0.5		1/8	1/8	4/4	2	1	1/8	1/8	1		-2	46	Bb2	2	47
3	2	13/2	13/2	0.25		1/8	1/8	4/4	1	1	1/16	1/16	1		1	67	G4	4	32
3	2	27/4	27/4	0.25		3/16	3/16	4/4	1	1	1/16	1/16	1		-1	65	F4	4	33
3	2	7	7	0.5		1/4	1/4	4/4	2	1	1/8	1/8	1		1	43	G2	2	48
3	2	7	7	0.25		1/4	1/4	4/4	1	1	1/16	1/16	1		-3	63	Eb4	4	34
3	2	29/4	29/4	0.25		5/16	5/16	4/4	1	1	1/16	1/16	1		1	67	G4	4	35
3	2	15/2	15/2	0.5		3/8	3/8	4/4	2	1	1/8	1/8	1		-2	46	Bb2	2	49
3	2	15/2	15/2	0.25		3/8	3/8	4/4	1	1	1/16	1/16	1		-1	65	F4	4	36
3	2	31/4	31/4	0.25		7/16	7/16	4/4	1	1	1/16	1/16	1		-4	68	Ab4	4	37
