quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
0	1.0	1	0	0	1/2	2/2	2	1	1/4	1/4	1		4	52	E3	3	4
0	1.0	1	0	0	1/2	2/2	1	2	1/4	1/4	1		8	68	G#4	4	2
0	1.0	1	0	0	1/2	2/2	1	1	1/4	1/4	1		5	71	B4	4	0
1	1.0	1	0	1/4	3/4	2/2	1	2	1/4	1/4	1		3	69	A4	4	3
1	1.0	1	0	1/4	3/4	2/2	1	1	1/4	1/4	1		7	73	C#5	5	1
2	1.0	2	1	0	0	2/2	2	1	1/4	1/4	1		4	40	E2	2	15
2	1.0	2	1	0	0	2/2	1	2	1/4	1/4	1		3	69	A4	4	10
2	1.0	2	1	0	0	2/2	1	1	1/4	1/4	1		7	73	C#5	5	5
3	1.0	2	1	1/4	1/4	2/2	1	2	1/4	1/4	1		6	66	F#4	4	11
3	1.0	2	1	1/4	1/4	2/2	1	1	1/4	1/4	1		9	75	D#5	5	6
4	1.0	2	1	1/2	1/2	2/2	2	1	1/4	1/4	1		4	52	E3	3	16
4	0.5	2	1	1/2	1/2	2/2	1	2	1/8	1/8	1		6	66	F#4	4	12
4	0.5	2	1	1/2	1/2	2/2	1	1	1/8	1/8	1		9	75	D#5	5	7
9/2	0.5	2	1	5/8	5/8	2/2	1	2	1/8	1/8	1		8	68	G#4	4	13
9/2	0.5	2	1	5/8	5/8	2/2	1	1	1/8	1/8	1		4	76	E5	5	8
5	1.0	2	1	3/4	3/4	2/2	1	2	1/4	1/4	1		3	69	A4	4	14
5	1.0	2	1	3/4	3/4	2/2	1	1	1/4	1/4	1		6	78	F#5	5	9
6	1.0	3	2	0	0	2/2	2	1	1/4	1/4	1		4	40	E2	2	26
6	1.0	3	2	0	0	2/2	1	2	1/4	1/4	1		3	69	A4	4	23
6	1.0	3	2	0	0	2/2	1	1	1/4	1/4	1		6	78	F#5	5	17
7	1.0	3	2	1/4	1/4	2/2	1	2	1/4	1/4	1		8	68	G#4	4	24
7	1.0	3	2	1/4	1/4	2/2	1	1	1/4	1/4	1		4	76	E5	5	18
8	1.0	3	2	1/2	1/2	2/2	2	1	1/4	1/4	1		4	52	E3	3	27
8	2.0	3	2	1/2	1/2	2/2	1	2	1/2	1/2	1	1	5	71	B4	4	25
8	1.0	3	2	1/2	1/2	2/2	1	1	1/4	1/4	1		8	80	G#5	5	19
9	1.0	3	2	3/4	3/4	2/2	2	1	1/4	1/4	1		9	51	D#3	3	28
9	0.5	3	2	3/4	3/4	2/2	1	1	1/8	1/8	1		6	78	F#5	5	20
19/2	0.25	3	2	7/8	7/8	2/2	1	1	1/16	1/16	1		8	80	G#5	5	21
39/4	0.25	3	2	15/16	15/16	2/2	1	1	1/16	1/16	1		3	81	A5	5	22
10	1.0	4	3	0	0	2/2	2	1	1/4	1/4	1		4	52	E3	3	39
10	3.0	4	3	0	0	2/2	1	2	3/4	1/2	3/2	-1	5	71	B4	4	37
10	1.0	4	3	0	0	2/2	1	1	1/4	1/4	1		8	80	G#5	5	29
11	1.0	4	3	1/4	1/4	2/2	2	1	1/4	1/4	1		6	54	F#3	3	40
11	0.5	4	3	1/4	1/4	2/2	1	1	1/8	1/8	1		9	75	D#5	5	30
23/2	0.25	4	3	3/8	3/8	2/2	1	1	1/16	1/16	1		4	76	E5	5	31
47/4	0.25	4	3	7/16	7/16	2/2	1	1	1/16	1/16	1		6	78	F#5	5	32
12	1.0	4	3	1/2	1/2	2/2	2	1	1/4	1/4	1		8	56	G#3	3	41
12	1.0	4	3	1/2	1/2	2/2	1	1	1/4	1/4	1		4	76	E5	5	33
13	1.0	4	3	3/4	3/4	2/2	2	1	1/4	1/4	1		3	57	A3	3	42
13	1.0	4	3	3/4	3/4	2/2	1	2	1/4	1/4	1		7	73	C#5	5	38
13	0.5	4	3	3/4	3/4	2/2	1	1	1/8	1/8	1		6	78	F#5	5	34
