quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
0	0.25	1	0	0	15/16	4/4	1	1	1/16	1/16	1		3	81	A5	5	0
1/4	1.0	2	1	0	0	4/4	1	1	1/4	1/4	1		3	81	A5	5	1
1/2	0.25	2	1	1/16	1/16	4/4	1	2	1/16	1/16	1		3	57	A3	3	13
1/2	0.75	2	1	1/16	1/16	4/4	2	2	3/16	1/8	3/2	1	3	57	A3	3	22
3/4	0.25	2	1	1/8	1/8	4/4	1	2	1/16	1/16	1		7	61	C#4	4	14
3/4	0.5	2	1	1/8	1/8	4/4	2	1	1/8	1/8	1	1	7	61	C#4	4	20
1	0.25	2	1	3/16	3/16	4/4	1	2	1/16	1/16	1	1	4	64	E4	4	15
5/4	1.0	2	1	1/4	1/4	4/4	2	2	1/4	1/4	1	0	3	57	A3	3	23
5/4	1.0	2	1	1/4	1/4	4/4	2	1	1/4	1/4	1	-1	7	61	C#4	4	21
5/4	1.0	2	1	1/4	1/4	4/4	1	2	1/4	1/4	1	-1	4	64	E4	4	16
5/4	1.0	2	1	1/4	1/4	4/4	1	3	1/4	1/4	1		3	69	A4	4	18
3/2	0.25	2	1	5/16	5/16	4/4	1	1	1/16	1/16	1		7	73	C#5	5	2
7/4	0.25	2	1	3/8	3/8	4/4	1	1	1/16	1/16	1		4	76	E5	5	3
2	0.25	2	1	7/16	7/16	4/4	1	1	1/16	1/16	1	1	3	81	A5	5	4
9/4	2.0	2	1	1/2	1/2	4/4	2	2	1/2	1/2	1	0	3	57	A3	3	24
9/4	2.0	2	1	1/2	1/2	4/4	1	2	1/2	1/2	1		2	62	D4	4	17
9/4	2.0	2	1	1/2	1/2	4/4	1	3	1/2	1/2	1		5	71	B4	4	19
9/4	0.25	2	1	1/2	1/2	4/4	1	1	1/16	1/16	1	-1	3	81	A5	5	5
5/2	0.25	2	1	9/16	9/16	4/4	1	1	1/16	1/16	1		3	81	A5	5	6
11/4	0.25	2	1	5/8	5/8	4/4	1	1	1/16	1/16	1		8	80	G#5	5	7
3	0.25	2	1	11/16	11/16	4/4	1	1	1/16	1/16	1		6	78	F#5	5	8
13/4	0.25	2	1	3/4	3/4	4/4	1	1	1/16	1/16	1		8	80	G#5	5	9
7/2	0.25	2	1	13/16	13/16	4/4	1	1	1/16	1/16	1		5	83	B5	5	10
15/4	0.25	2	1	7/8	7/8	4/4	1	1	1/16	1/16	1		4	76	E5	5	11
4	0.25	2	1	15/16	15/16	4/4	1	1	1/16	1/16	1		6	78	F#5	5	12
17/4	4.0	3	2	0	0	4/4	2	2	1	1	1	-1	3	57	A3	3	51
17/4	1.0	3	2	0	0	4/4	2	1	1/4	1/4	1		4	64	E4	4	43
17/4	1.5	3	2	0	0	4/4	1	1	3/8	1/4	3/2		1	79	G5	5	25
9/2	0.25	3	2	1/16	1/16	4/4	1	3	1/16	1/16	1		4	76	E5	5	36
9/2	0.75	3	2	1/16	1/16	4/4	1	2	3/16	1/8	3/2	1	4	76	E5	5	28
19/4	0.25	3	2	1/8	1/8	4/4	1	3	1/16	1/16	1		7	73	C#5	5	37
19/4	0.5	3	2	1/8	1/8	4/4	1	4	1/8	1/8	1	1	7	73	C#5	5	41
5	0.25	3	2	3/16	3/16	4/4	1	3	1/16	1/16	1	1	3	69	A4	4	38
21/4	0.75	3	2	1/4	1/4	4/4	2	1	3/16	1/8	3/2		6	66	F#4	4	44
21/4	0.25	3	2	1/4	1/4	4/4	1	3	1/16	1/16	1	0	3	69	A4	4	39
21/4	0.5	3	2	1/4	1/4	4/4	1	4	1/8	1/8	1	-1	7	73	C#5	5	42
21/4	0.5	3	2	1/4	1/4	4/4	1	2	1/8	1/8	1	-1	4	76	E5	5	29
11/2	0.75	3	2	5/16	5/16	4/4	1	3	3/16	1/8	3/2	-1	3	69	A4	4	40
23/4	0.5	3	2	3/8	3/8	4/4	1	2	1/8	1/8	1	1	2	74	D5	5	30
23/4	0.5	3	2	3/8	3/8	4/4	1	1	1/8	1/8	1		6	78	F#5	5	26
6	0.25	3	2	7/16	7/16	4/4	2	1	1/16	1/16	1		8	68	G#4	4	45
25/4	1.0	3	2	1/2	1/2	4/4	2	1	1/4	1/4	1	1	3	69	A4	4	46
25/4	0.25	3	2	1/2	1/2	4/4	1	2	1/16	1/16	1	-1	2	74	D5	5	31
25/4	2.0	3	2	1/2	1/2	4/4	1	1	1/2	1/2	1	1	4	76	E5	5	27
13/2	0.25	3	2	9/16	9/16	4/4	1	2	1/16	1/16	1		2	74	D5	5	32
27/4	0.25	3	2	5/8	5/8	4/4	1	2	1/16	1/16	1		7	73	C#5	5	33
7	0.25	3	2	11/16	11/16	4/4	1	2	1/16	1/16	1		5	71	B4	4	34
29/4	0.25	3	2	3/4	3/4	4/4	2	1	1/16	1/16	1	-1	3	69	A4	4	47
29/4	1.0	3	2	3/4	3/4	4/4	1	2	1/4	1/4	1	1	7	73	C#5	5	35
15/2	0.25	3	2	13/16	13/16	4/4	2	1	1/16	1/16	1		5	71	B4	4	48
31/4	0.25	3	2	7/8	7/8	4/4	2	1	1/16	1/16	1		4	64	E4	4	49
8	0.25	3	2	15/16	15/16	4/4	2	1	1/16	1/16	1		6	66	F#4	4	50
33/4	0.75	4	3	0	0	4/4	2	1	3/16	1/8	3/2		3	57	A3	3	70
33/4	0.25	4	3	0	0	4/4	2	2	1/16	1/16	1		1	67	G4	4	78
33/4	1.0	4	3	0	0	4/4	1	3	1/4	1/4	1		1	67	G4	4	65
33/4	1.0	4	3	0	0	4/4	1	2	1/4	1/4	1	0	7	73	C#5	5	59
33/4	1.5	4	3	0	0	4/4	1	1	3/8	1/4	3/2	-1	4	76	E5	5	52
17/2	0.25	4	3	1/16	1/16	4/4	2	2	1/16	1/16	1		4	64	E4	4	79
35/4	0.5	4	3	1/8	1/8	4/4	2	2	1/8	1/8	1		7	61	C#4	4	80
9	0.25	4	3	3/16	3/16	4/4	2	1	1/16	1/16	1	1	3	57	A3	3	71
37/4	1.0	4	3	1/4	1/4	4/4	2	1	1/4	1/4	1	0	3	57	A3	3	72
37/4	0.5	4	3	1/4	1/4	4/4	1	3	1/8	1/8	1		6	66	F#4	4	66
37/4	0.25	4	3	1/4	1/4	4/4	1	2	1/16	1/16	1	-1	7	73	C#5	5	60
19/2	0.5	4	3	5/16	5/16	4/4	1	2	1/8	1/8	1		3	69	A4	4	61
39/4	0.5	4	3	3/8	3/8	4/4	1	3	1/8	1/8	1		-1	65	F4	4	67
39/4	0.5	4	3	3/8	3/8	4/4	1	1	1/8	1/8	1	1	2	74	D5	5	53
10	0.25	4	3	7/16	7/16	4/4	1	2	1/16	1/16	1		8	68	G#4	4	62
41/4	1.0	4	3	1/2	1/2	4/4	2	1	1/4	1/4	1	0	3	57	A3	3	73
41/4	1.0	4	3	1/2	1/2	4/4	1	3	1/4	1/4	1		4	64	E4	4	68
41/4	1.0	4	3	1/2	1/2	4/4	1	2	1/4	1/4	1		3	69	A4	4	63
41/4	0.25	4	3	1/2	1/2	4/4	1	1	1/16	1/16	1	-1	2	74	D5	5	54
21/2	0.25	4	3	9/16	9/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	55
43/4	0.25	4	3	5/8	5/8	4/4	1	1	1/16	1/16	1		7	73	C#5	5	56
11	0.25	4	3	11/16	11/16	4/4	1	1	1/16	1/16	1		5	71	B4	4	57
45/4	0.25	4	3	3/4	3/4	4/4	2	1	1/16	1/16	1	-1	3	57	A3	3	74
45/4	1.0	4	3	3/4	3/4	4/4	1	3	1/4	1/4	1		4	64	E4	4	69
45/4	1.0	4	3	3/4	3/4	4/4	1	2	1/4	1/4	1		3	69	A4	4	64
45/4	1.0	4	3	3/4	3/4	4/4	1	1	1/4	1/4	1		7	73	C#5	5	58
23/2	0.25	4	3	13/16	13/16	4/4	2	1	1/16	1/16	1		7	61	C#4	4	75
47/4	0.25	4	3	7/8	7/8	4/4	2	1	1/16	1/16	1		6	54	F#3	3	76
12	0.25	4	3	15/16	15/16	4/4	2	1	1/16	1/16	1		8	56	G#3	3	77
49/4	0.25	5	4	0	0	4/4	2	2	1/16	1/16	1		3	57	A3	3	102
49/4	1.0	5	4	0	0	4/4	2	1	1/4	1/4	1		3	57	A3	3	96
49/4	1.0	5	4	0	0	4/4	1	3	1/4	1/4	1		9	63	D#4	4	90
49/4	1.0	5	4	0	0	4/4	1	2	1/4	1/4	1		6	66	F#4	4	89
