mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	0	0	1/2	4/4	2	1	1/4	1/4	1		-3	39		8
1	0	0	1/2	4/4	1	1	1/16	1/16	1		-2	70		0
1	0	1/16	9/16	4/4	1	1	1/16	1/16	1		-3	75		1
1	0	1/8	5/8	4/4	1	1	1/16	1/16	1		2	74		2
1	0	3/16	11/16	4/4	1	1	1/16	1/16	1		0	72		3
1	0	1/4	3/4	4/4	1	1	1/16	1/16	1		-2	70		4
1	0	5/16	13/16	4/4	1	1	1/16	1/16	1		-4	68		5
1	0	3/8	7/8	4/4	1	1	1/16	1/16	1		1	67		6
1	0	7/16	15/16	4/4	1	1	1/16	1/16	1		-1	65		7
2	1	0	0	4/4	1	1	1/4	1/4	1		-3	63		9
2	1	1/16	1/16	4/4	2	1	1/16	1/16	1		-3	51		19
2	1	1/8	1/8	4/4	2	1	1/16	1/16	1		2	62		20
2	1	3/16	3/16	4/4	2	1	1/16	1/16	1		0	60		21
2	1	1/4	1/4	4/4	2	1	1/16	1/16	1		-2	58		22
2	1	5/16	5/16	4/4	2	1	1/16	1/16	1		-4	56		23
2	1	3/8	3/8	4/4	2	1	1/16	1/16	1		1	55		24
2	1	3/8	3/8	4/4	1	1	1/8	1/8	1		-1	65		10
2	1	7/16	7/16	4/4	2	1	1/16	1/16	1		-1	53		25
2	1	1/2	1/2	4/4	2	1	1/8	1/8	1		-3	51		26
2	1	1/2	1/2	4/4	1	1	1/16	1/16	1		1	67		11
2	1	9/16	9/16	4/4	1	1	1/16	1/16	1		-3	63		12
2	1	5/8	5/8	4/4	2	1	1/8	1/8	1		-2	58		27
2	1	5/8	5/8	4/4	1	1	1/16	1/16	1		2	62		13
2	1	11/16	11/16	4/4	1	1	1/16	1/16	1		-3	63		14
2	1	3/4	3/4	4/4	2	1	1/8	1/8	1		2	50		28
2	1	3/4	3/4	4/4	1	1	1/16	1/16	1		-2	70		15
2	1	13/16	13/16	4/4	1	1	1/16	1/16	1		-1	65		16
2	1	7/8	7/8	4/4	2	1	1/8	1/8	1		-2	58		29
2	1	7/8	7/8	4/4	1	1	1/16	1/16	1		-3	63		17
2	1	15/16	15/16	4/4	1	1	1/16	1/16	1		-1	65		18
3	2	0	0	4/4	2	1	1/8	1/8	1		-3	51		46
3	2	0	0	4/4	1	1	1/16	1/16	1		1	67		30
3	2	1/16	1/16	4/4	1	1	1/16	1/16	1		-4	68		31
3	2	1/8	1/8	4/4	2	1	1/8	1/8	1		-2	46		47
3	2	1/8	1/8	4/4	1	1	1/16	1/16	1		1	67		32
3	2	3/16	3/16	4/4	1	1	1/16	1/16	1		-1	65		33
3	2	1/4	1/4	4/4	2	1	1/8	1/8	1		1	43		48
3	2	1/4	1/4	4/4	1	1	1/16	1/16	1		-3	63		34
3	2	5/16	5/16	4/4	1	1	1/16	1/16	1		1	67		35
3	2	3/8	3/8	4/4	2	1	1/8	1/8	1		-2	46		49
3	2	3/8	3/8	4/4	1	1	1/16	1/16	1		-1	65		36
3	2	7/16	7/16	4/4	1	1	1/16	1/16	1		-4	68		37
3	2	1/2	1/2	4/4	2	1	1/8	1/8	1		-3	39		50
3	2	1/2	1/2	4/4	1	1	1/16	1/16	1		1	67		38
3	2	9/16	9/16	4/4	1	1	1/16	1/16	1		0	72		39
3	2	5/8	5/8	4/4	2	1	1/8	1/8	1		-3	51		51
3	2	5/8	5/8	4/4	1	1	1/16	1/16	1		5	71		40
3	2	11/16	11/16	4/4	1	1	1/16	1/16	1		0	72		41
3	2	3/4	3/4	4/4	2	1	1/8	1/8	1		0	48		52
3	2	3/4	3/4	4/4	1	1	1/16	1/16	1		-3	75		42
3	2	13/16	13/16	4/4	1	1	1/16	1/16	1		2	74		43
3	2	7/8	7/8	4/4	2	1	1/8	1/8	1		-3	51		53
3	2	7/8	7/8	4/4	1	1	1/16	1/16	1		0	72		44
3	2	15/16	15/16	4/4	1	1	1/16	1/16	1		-2	70		45
4	3	0	0	4/4	2	1	1/4	1/4	1		-1	41		70
4	3	0	0	4/4	1	1	1/16	1/16	1		3	69		54
4	3	1/16	1/16	4/4	1	1	1/16	1/16	1		-2	70		55
4	3	1/8	1/8	4/4	1	1	1/16	1/16	1		3	69		56
4	3	3/16	3/16	4/4	1	1	1/16	1/16	1		1	67		57
4	3	1/4	1/4	4/4	1	1	1/16	1/16	1		-1	65		58
4	3	5/16	5/16	4/4	1	1	1/16	1/16	1		3	69		59
4	3	3/8	3/8	4/4	1	1	1/16	1/16	1		1	67		60
