quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
0	0.25	1	0	0	15/16	4/4	1	2	1/16	1/16	1		2	74	D5	5	0
1/4	4.0	2	1	0	0	4/4	2	2	1	1	1	1	2	50	D3	3	19
1/4	0.25	2	1	0	0	4/4	1	2	1/16	1/16	1		2	74	D5	5	8
1/2	0.25	2	1	1/16	1/16	4/4	1	2	1/16	1/16	1		3	69	A4	4	9
3/4	0.25	2	1	1/8	1/8	4/4	1	2	1/16	1/16	1		-2	70	Bb4	4	10
1	0.25	2	1	3/16	3/16	4/4	1	2	1/16	1/16	1		1	67	G4	4	11
5/4	0.25	2	1	1/4	1/4	4/4	1	2	1/16	1/16	1		3	69	A4	4	12
3/2	0.25	2	1	5/16	5/16	4/4	1	2	1/16	1/16	1		-1	65	F4	4	13
7/4	0.25	2	1	3/8	3/8	4/4	1	2	1/16	1/16	1		4	64	E4	4	14
2	0.25	2	1	7/16	7/16	4/4	1	2	1/16	1/16	1		2	62	D4	4	15
9/4	2.0	2	1	1/2	1/2	4/4	2	1	1/2	1/2	1		7	61	C#4	4	18
5/2	0.25	2	1	9/16	9/16	4/4	1	1	1/16	1/16	1		-2	70	Bb4	4	1
5/2	0.75	2	1	9/16	9/16	4/4	1	2	3/16	1/8	3/2		-2	70	Bb4	4	16
11/4	0.25	2	1	5/8	5/8	4/4	1	1	1/16	1/16	1		4	76	E5	5	2
3	0.25	2	1	11/16	11/16	4/4	1	1	1/16	1/16	1	1	1	79	G5	5	3
13/4	1.0	2	1	3/4	3/4	4/4	1	2	1/4	1/4	1	1	3	69	A4	4	17
13/4	0.25	2	1	3/4	3/4	4/4	1	1	1/16	1/16	1	-1	1	79	G5	5	4
7/2	0.25	2	1	13/16	13/16	4/4	1	1	1/16	1/16	1		1	79	G5	5	5
15/4	0.25	2	1	7/8	7/8	4/4	1	1	1/16	1/16	1		-1	77	F5	5	6
4	0.25	2	1	15/16	15/16	4/4	1	1	1/16	1/16	1		4	76	E5	5	7
17/4	0.5	3	2	0	0	4/4	2	2	1/8	1/8	1	-1	2	50	D3	3	40
17/4	0.5	3	2	0	0	4/4	2	1	1/8	1/8	1		2	62	D4	4	39
17/4	1.0	3	2	0	0	4/4	1	2	1/4	1/4	1	-1	3	69	A4	4	31
17/4	0.25	3	2	0	0	4/4	1	1	1/16	1/16	1		1	79	G5	5	20
9/2	0.25	3	2	1/16	1/16	4/4	1	1	1/16	1/16	1		-1	77	F5	5	21
19/4	0.5	3	2	1/8	1/8	4/4	2	2	1/8	1/8	1		3	57	A3	3	41
19/4	0.25	3	2	1/8	1/8	4/4	1	1	1/16	1/16	1		4	76	E5	5	22
5	0.25	3	2	3/16	3/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	23
21/4	1.0	3	2	1/4	1/4	4/4	2	2	1/4	1/4	1	1	2	62	D4	4	42
21/4	1.0	3	2	1/4	1/4	4/4	1	1	1/4	1/4	1		-1	77	F5	5	24
11/2	0.25	3	2	5/16	5/16	4/4	1	2	1/16	1/16	1		3	69	A4	4	32
23/4	0.25	3	2	3/8	3/8	4/4	1	2	1/16	1/16	1		-2	70	Bb4	4	33
6	0.25	3	2	7/16	7/16	4/4	1	2	1/16	1/16	1		-1	65	F4	4	34
25/4	0.25	3	2	1/2	1/2	4/4	2	2	1/16	1/16	1	-1	2	62	D4	4	43
25/4	0.75	3	2	1/2	1/2	4/4	1	2	3/16	1/8	3/2		1	67	G4	4	35
25/4	0.75	3	2	1/2	1/2	4/4	1	3	3/16	1/8	3/2		-2	70	Bb4	4	38
25/4	0.75	3	2	1/2	1/2	4/4	1	1	3/16	1/8	3/2		4	76	E5	5	25
13/2	0.25	3	2	9/16	9/16	4/4	2	2	1/16	1/16	1		2	62	D4	4	44
27/4	0.25	3	2	5/8	5/8	4/4	2	2	1/16	1/16	1		0	60	C4	4	45
7	0.25	3	2	11/16	11/16	4/4	2	2	1/16	1/16	1		-2	58	Bb3	3	46
7	0.25	3	2	11/16	11/16	4/4	1	1	1/16	1/16	1		4	76	E5	5	26
29/4	0.5	3	2	3/4	3/4	4/4	1	2	1/8	1/8	1		0	60	C4	4	36
29/4	0.5	3	2	3/4	3/4	4/4	2	2	1/8	1/8	1		0	60	C4	4	47
29/4	0.25	3	2	3/4	3/4	4/4	1	1	1/16	1/16	1		3	81	A5	5	27
15/2	0.25	3	2	13/16	13/16	4/4	1	1	1/16	1/16	1		4	76	E5	5	28
31/4	0.5	3	2	7/8	7/8	4/4	2	2	1/8	1/8	1		3	57	A3	3	48
31/4	0.5	3	2	7/8	7/8	4/4	1	2	1/8	1/8	1	1	3	69	A4	4	37
31/4	0.25	3	2	7/8	7/8	4/4	1	1	1/16	1/16	1		-1	77	F5	5	29
8	0.25	3	2	15/16	15/16	4/4	1	1	1/16	1/16	1		7	73	C#5	5	30
33/4	0.5	4	3	0	0	4/4	2	2	1/8	1/8	1		-2	58	Bb3	3	67
33/4	0.25	4	3	0	0	4/4	1	2	1/16	1/16	1	-1	3	69	A4	4	59
33/4	1.0	4	3	0	0	4/4	1	1	1/4	1/4	1	1	2	74	D5	5	49
17/2	0.25	4	3	1/16	1/16	4/4	1	2	1/16	1/16	1		3	69	A4	4	60
35/4	0.5	4	3	1/8	1/8	4/4	2	2	1/8	1/8	1		3	57	A3	3	68
35/4	0.25	4	3	1/8	1/8	4/4	1	2	1/16	1/16	1		-2	70	Bb4	4	61
9	0.25	4	3	3/16	3/16	4/4	1	2	1/16	1/16	1		-1	65	F4	4	62
37/4	0.5	4	3	1/4	1/4	4/4	2	2	1/8	1/8	1		-2	58	Bb3	3	69
37/4	2.0	4	3	1/4	1/4	4/4	1	2	1/2	1/2	1		1	67	G4	4	63
37/4	0.25	4	3	1/4	1/4	4/4	1	1	1/16	1/16	1	-1	2	74	D5	5	50
19/2	0.25	4	3	5/16	5/16	4/4	1	1	1/16	1/16	1		-1	77	F5	5	51
39/4	0.5	4	3	3/8	3/8	4/4	2	2	1/8	1/8	1		1	55	G3	3	70
39/4	0.25	4	3	3/8	3/8	4/4	1	1	1/16	1/16	1		4	76	E5	5	52
10	0.25	4	3	7/16	7/16	4/4	1	1	1/16	1/16	1		1	79	G5	5	53
41/4	0.5	4	3	1/2	1/2	4/4	2	2	1/8	1/8	1		3	57	A3	3	71
41/4	0.25	4	3	1/2	1/2	4/4	1	1	1/16	1/16	1		2	74	D5	5	54
21/2	0.25	4	3	9/16	9/16	4/4	1	1	1/16	1/16	1		7	73	C#5	5	55
43/4	0.5	4	3	5/8	5/8	4/4	2	2	1/8	1/8	1		1	55	G3	3	72
43/4	0.25	4	3	5/8	5/8	4/4	1	1	1/16	1/16	1		5	71	B4	4	56
11	0.25	4	3	11/16	11/16	4/4	1	1	1/16	1/16	1		3	69	A4	4	57
45/4	0.5	4	3	3/4	3/4	4/4	2	2	1/8	1/8	1		6	54	F#3	3	73
45/4	1.0	4	3	3/4	3/4	4/4	1	1	1/4	1/4	1	1	0	72	C5	5	58
23/2	0.25	4	3	13/16	13/16	4/4	1	2	1/16	1/16	1		1	67	G4	4	64
47/4	0.5	4	3	7/8	7/8	4/4	2	2	1/8	1/8	1		2	50	D3	3	74
47/4	0.25	4	3	7/8	7/8	4/4	1	2	1/16	1/16	1		3	69	A4	4	65
12	0.25	4	3	15/16	15/16	4/4	1	2	1/16	1/16	1		6	66	F#4	4	66
49/4	0.5	5	4	0	0	4/4	2	2	1/8	1/8	1		1	55	G3	3	93
49/4	0.5	5	4	0	0	4/4	1	2	1/8	1/8	1		1	67	G4	4	83
49/4	0.25	5	4	0	0	4/4	1	1	1/16	1/16	1	-1	0	72	C5	5	75
25/2	0.75	5	4	1/16	1/16	4/4	1	1	3/16	1/8	3/2	1	-2	70	Bb4	4	76
51/4	0.5	5	4	1/8	1/8	4/4	2	2	1/8	1/8	1		1	43	G2	2	94
51/4	0.25	5	4	1/8	1/8	4/4	1	2	1/16	1/16	1		2	62	D4	4	84
13	0.25	5	4	3/16	3/16	4/4	1	2	1/16	1/16	1		-1	65	F4	4	85
53/4	0.75	5	4	1/4	1/4	4/4	2	2	3/16	1/8	3/2		1	55	G3	3	95
53/4	0.25	5	4	1/4	1/4	4/4	1	2	1/16	1/16	1		-3	63	Eb4	4	86
53/4	1.0	5	4	1/4	1/4	4/4	1	1	1/4	1/4	1	0	-2	70	Bb4	4	77
27/2	0.25	5	4	5/16	5/16	4/4	1	2	1/16	1/16	1		1	67	G4	4	87
55/4	0.25	5	4	3/8	3/8	4/4	1	2	1/16	1/16	1		7	61	C#4	4	88
14	0.25	5	4	7/16	7/16	4/4	2	2	1/16	1/16	1		1	55	G3	3	96
14	0.25	5	4	7/16	7/16	4/4	1	2	1/16	1/16	1		2	62	D4	4	89
57/4	0.75	5	4	1/2	1/2	4/4	2	2	3/16	1/8	3/2		1	55	G3	3	97
57/4	1.0	5	4	1/2	1/2	4/4	1	2	1/4	1/4	1		7	61	C#4	4	90
57/4	0.25	5	4	1/2	1/2	4/4	1	1	1/16	1/16	1	-1	-2	70	Bb4	4	78
29/2	0.25	5	4	9/16	9/16	4/4	1	1	1/16	1/16	1		4	64	E4	4	79
59/4	0.5	5	4	5/8	5/8	4/4	1	1	1/8	1/8	1	1	3	69	A4	4	80
15	0.125	5	4	11/16	11/16	4/4	2	2	1/32	1/32	1		-1	53	F3	3	98
121/8	0.125	5	4	23/32	23/32	4/4	2	2	1/32	1/32	1		4	52	E3	3	99
61/4	1.0	5	4	3/4	3/4	4/4	2	2	1/4	1/4	1	1	-1	53	F3	3	100
61/4	0.75	5	4	3/4	3/4	4/4	1	1	3/16	1/8	3/2	-1	3	69	A4	4	81
31/2	0.25	5	4	13/16	13/16	4/4	1	2	1/16	1/16	1		3	57	A3	3	91
63/4	0.5	5	4	7/8	7/8	4/4	1	2	1/8	1/8	1		2	62	D4	4	92
16	0.25	5	4	15/16	15/16	4/4	1	1	1/16	1/16	1		-2	70	Bb4	4	82
65/4	0.75	6	5	0	0	4/4	2	2	3/16	1/8	3/2	-1	-1	53	F3	3	116
65/4	1.0	6	5	0	0	4/4	1	1	1/4	1/4	1	1	1	67	G4	4	101
33/2	0.25	6	5	1/16	1/16	4/4	1	2	1/16	1/16	1		2	62	D4	4	112
67/4	0.25	6	5	1/8	1/8	4/4	1	2	1/16	1/16	1		4	64	E4	4	113
17	0.125	6	5	3/16	3/16	4/4	2	2	1/32	1/32	1		1	55	G3	3	117
17	0.25	6	5	3/16	3/16	4/4	1	2	1/16	1/16	1		5	59	B3	3	114
137/8	0.125	6	5	7/32	7/32	4/4	2	2	1/32	1/32	1		-1	53	F3	3	118
69/4	0.5	6	5	1/4	1/4	4/4	2	2	1/8	1/8	1		4	52	E3	3	119
69/4	1.0	6	5	1/4	1/4	4/4	1	2	1/4	1/4	1		7	61	C#4	4	115
69/4	0.25	6	5	1/4	1/4	4/4	1	1	1/16	1/16	1	-1	1	67	G4	4	102
35/2	0.25	6	5	5/16	5/16	4/4	1	1	1/16	1/16	1		-1	65	F4	4	103
71/4	0.5	6	5	3/8	3/8	4/4	2	2	1/8	1/8	1		3	57	A3	3	120
71/4	0.25	6	5	3/8	3/8	4/4	1	1	1/16	1/16	1		4	64	E4	4	104
18	0.25	6	5	7/16	7/16	4/4	1	1	1/16	1/16	1		-1	65	F4	4	105
73/4	1.0	6	5	1/2	1/2	4/4	2	2	1/4	1/4	1		2	50	D3	3	121
73/4	0.25	6	5	1/2	1/2	4/4	1	1	1/16	1/16	1		1	67	G4	4	106
37/2	0.25	6	5	9/16	9/16	4/4	1	1	1/16	1/16	1		-1	65	F4	4	107
75/4	0.25	6	5	5/8	5/8	4/4	1	1	1/16	1/16	1		4	64	E4	4	108
19	0.25	6	5	11/16	11/16	4/4	1	1	1/16	1/16	1		2	62	D4	4	109
77/4	0.75	6	5	3/4	3/4	4/4	1	1	3/16	1/8	3/2		-2	70	Bb4	4	110
39/2	0.25	6	5	13/16	13/16	4/4	2	2	1/16	1/16	1		2	62	D4	4	122
79/4	0.25	6	5	7/8	7/8	4/4	2	2	1/16	1/16	1		0	60	C4	4	123
20	0.25	6	5	15/16	15/16	4/4	2	2	1/16	1/16	1		-2	58	Bb3	3	124
20	0.25	6	5	15/16	15/16	4/4	1	1	1/16	1/16	1		-2	70	Bb4	4	111
81/4	0.5	7	6	0	0	4/4	2	2	1/8	1/8	1		0	60	C4	4	142
81/4	0.25	7	6	0	0	4/4	1	1	1/16	1/16	1		-2	70	Bb4	4	125
41/2	0.25	7	6	1/16	1/16	4/4	1	1	1/16	1/16	1		1	67	G4	4	126
83/4	0.5	7	6	1/8	1/8	4/4	2	2	1/8	1/8	1		-2	58	Bb3	3	143
83/4	0.25	7	6	1/8	1/8	4/4	1	1	1/16	1/16	1		3	69	A4	4	127
21	0.25	7	6	3/16	3/16	4/4	1	1	1/16	1/16	1		0	72	C5	5	128
85/4	0.5	7	6	1/4	1/4	4/4	2	2	1/8	1/8	1		3	57	A3	3	144
85/4	1.0	7	6	1/4	1/4	4/4	1	1	1/4	1/4	1	1	-3	75	Eb5	5	129
43/2	0.25	7	6	5/16	5/16	4/4	1	2	1/16	1/16	1		0	72	C5	5	135
87/4	0.5	7	6	3/8	3/8	4/4	2	2	1/8	1/8	1		-1	53	F3	3	145
87/4	0.25	7	6	3/8	3/8	4/4	1	2	1/16	1/16	1		3	69	A4	4	136
22	0.25	7	6	7/16	7/16	4/4	1	2	1/16	1/16	1	1	-1	65	F4	4	137
