quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
0	1.0	1	1	0	0	3/4	2	2	1/4	1/4	1		2	50	D3	3	11
0	1.0	1	1	0	0	3/4	2	1	1/4	1/4	1		2	62	D4	4	8
0	1.0	1	1	0	0	3/4	1	2	1/4	1/4	1		-1	65	F4	4	5
0	1.0	1	1	0	0	3/4	1	1	1/4	1/4	1		3	69	A4	4	0
1	1.0	1	1	1/4	1/4	3/4	2	2	1/4	1/4	1		2	50	D3	3	12
1	1.0	1	1	1/4	1/4	3/4	2	1	1/4	1/4	1		2	62	D4	4	9
1	1.0	1	1	1/4	1/4	3/4	1	2	1/4	1/4	1		1	67	G4	4	6
1	0.5	1	1	1/4	1/4	3/4	1	1	1/8	1/8	1		-2	70	Bb4	4	1
3/2	0.5	1	1	3/8	3/8	3/4	1	1	1/8	1/8	1		3	69	A4	4	2
2	1.0	1	1	1/2	1/2	3/4	2	2	1/4	1/4	1		2	50	D3	3	13
2	1.0	1	1	1/2	1/2	3/4	2	1	1/4	1/4	1		2	62	D4	4	10
2	1.0	1	1	1/2	1/2	3/4	1	2	1/4	1/4	1		-1	65	F4	4	7
2	0.5	1	1	1/2	1/2	3/4	1	1	1/8	1/8	1		7	73	C#5	5	3
5/2	0.5	1	1	5/8	5/8	3/4	1	1	1/8	1/8	1		2	74	D5	5	4
3	1.5	2	2	0	0	3/4	2	2	3/8	1/4	3/2		2	50	D3	3	22
3	0.5	2	2	0	0	3/4	2	1	1/8	1/8	1		-2	58	Bb3	3	19
3	1.0	2	2	0	0	3/4	1	2	1/4	1/4	1		4	64	E4	4	17
3	0.5	2	2	0	0	3/4	1	1	1/8	1/8	1		1	67	G4	4	14
7/2	0.5	2	2	1/8	1/8	3/4	2	1	1/8	1/8	1		3	57	A3	3	20
7/2	0.5	2	2	1/8	1/8	3/4	1	1	1/8	1/8	1		3	69	A4	4	15
4	2.0	2	2	1/4	1/4	3/4	2	1	1/2	1/2	1	1	1	55	G3	3	21
4	2.0	2	2	1/4	1/4	3/4	1	2	1/2	1/2	1	1	4	64	E4	4	18
4	2.0	2	2	1/4	1/4	3/4	1	1	1/2	1/2	1	1	-2	70	Bb4	4	16
9/2	0.5	2	2	3/8	3/8	3/4	2	2	1/8	1/8	1		-1	53	F3	3	23
5	0.5	2	2	1/2	1/2	3/4	2	2	1/8	1/8	1		4	52	E3	3	24
11/2	0.5	2	2	5/8	5/8	3/4	2	2	1/8	1/8	1		2	50	D3	3	25
6	1.0	3	3	0	0	3/4	2	2	1/4	1/4	1		7	49	C#3	3	39
6	0.5	3	3	0	0	3/4	2	1	1/8	1/8	1	-1	1	55	G3	3	35
6	1.0	3	3	0	0	3/4	1	2	1/4	1/4	1	-1	4	64	E4	4	32
6	0.5	3	3	0	0	3/4	1	1	1/8	1/8	1	-1	-2	70	Bb4	4	26
13/2	0.5	3	3	1/8	1/8	3/4	2	1	1/8	1/8	1		4	52	E3	3	36
13/2	0.5	3	3	1/8	1/8	3/4	1	1	1/8	1/8	1		3	69	A4	4	27
7	1.0	3	3	1/4	1/4	3/4	2	2	1/4	1/4	1		7	49	C#3	3	40
7	1.0	3	3	1/4	1/4	3/4	2	1	1/4	1/4	1		3	57	A3	3	37
7	1.0	3	3	1/4	1/4	3/4	1	2	1/4	1/4	1		4	64	E4	4	33
7	0.5	3	3	1/4	1/4	3/4	1	1	1/8	1/8	1		1	67	G4	4	28
15/2	0.5	3	3	3/8	3/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	29
8	1.0	3	3	1/2	1/2	3/4	2	2	1/4	1/4	1		7	49	C#3	3	41
8	1.0	3	3	1/2	1/2	3/4	2	1	1/4	1/4	1		3	57	A3	3	38
8	1.0	3	3	1/2	1/2	3/4	1	2	1/4	1/4	1		4	64	E4	4	34
8	0.5	3	3	1/2	1/2	3/4	1	1	1/8	1/8	1		3	69	A4	4	30
17/2	0.5	3	3	5/8	5/8	3/4	1	1	1/8	1/8	1		1	67	G4	4	31
9	1.5	4	4	0	0	3/4	2	2	3/8	1/4	3/2		0	48	C3	3	50
9	0.5	4	4	0	0	3/4	2	1	1/8	1/8	1		3	57	A3	3	47
9	1.0	4	4	0	0	3/4	1	2	1/4	1/4	1		2	62	D4	4	45
9	0.5	4	4	0	0	3/4	1	1	1/8	1/8	1		6	66	F#4	4	42
19/2	0.5	4	4	1/8	1/8	3/4	2	1	1/8	1/8	1		1	55	G3	3	48
19/2	0.5	4	4	1/8	1/8	3/4	1	1	1/8	1/8	1		1	67	G4	4	43
10	2.0	4	4	1/4	1/4	3/4	2	1	1/2	1/2	1	1	6	54	F#3	3	49
10	2.0	4	4	1/4	1/4	3/4	1	2	1/2	1/2	1	1	2	62	D4	4	46
10	2.0	4	4	1/4	1/4	3/4	1	1	1/2	1/2	1	1	3	69	A4	4	44
21/2	0.5	4	4	3/8	3/8	3/4	2	2	1/8	1/8	1		-3	51	Eb3	3	51
11	0.5	4	4	1/2	1/2	3/4	2	2	1/8	1/8	1		2	50	D3	3	52
23/2	0.5	4	4	5/8	5/8	3/4	2	2	1/8	1/8	1		0	48	C3	3	53
12	1.0	5	5	0	0	3/4	2	2	1/4	1/4	1		-2	46	Bb2	2	66
12	1.0	5	5	0	0	3/4	2	1	1/4	1/4	1	-1	6	54	F#3	3	63
12	1.0	5	5	0	0	3/4	1	2	1/4	1/4	1	-1	2	62	D4	4	60
12	0.5	5	5	0	0	3/4	1	1	1/8	1/8	1	-1	3	69	A4	4	54
25/2	0.5	5	5	1/8	1/8	3/4	1	1	1/8	1/8	1		2	74	D5	5	55
13	1.0	5	5	1/4	1/4	3/4	2	2	1/4	1/4	1		-2	46	Bb2	2	67
13	1.0	5	5	1/4	1/4	3/4	2	1	1/4	1/4	1		1	55	G3	3	64
13	1.0	5	5	1/4	1/4	3/4	1	2	1/4	1/4	1		2	62	D4	4	61
13	0.5	5	5	1/4	1/4	3/4	1	1	1/8	1/8	1		-2	70	Bb4	4	56
27/2	0.5	5	5	3/8	3/8	3/4	1	1	1/8	1/8	1		3	69	A4	4	57
14	1.0	5	5	1/2	1/2	3/4	2	2	1/4	1/4	1		-2	46	Bb2	2	68
14	1.0	5	5	1/2	1/2	3/4	2	1	1/4	1/4	1		1	55	G3	3	65
14	1.0	5	5	1/2	1/2	3/4	1	2	1/4	1/4	1		2	62	D4	4	62
14	0.5	5	5	1/2	1/2	3/4	1	1	1/8	1/8	1		1	67	G4	4	58
29/2	0.5	5	5	5/8	5/8	3/4	1	1	1/8	1/8	1		6	66	F#4	4	59
15	1.0	6	6	0	0	3/4	2	2	1/4	1/4	1		3	45	A2	2	82
15	1.0	6	6	0	0	3/4	2	1	1/4	1/4	1		3	57	A3	3	78
15	1.0	6	6	0	0	3/4	1	2	1/4	1/4	1		7	61	C#4	4	75
15	0.5	6	6	0	0	3/4	1	1	1/8	1/8	1		1	67	G4	4	69
31/2	0.5	6	6	1/8	1/8	3/4	1	1	1/8	1/8	1		-2	70	Bb4	4	70
16	1.0	6	6	1/4	1/4	3/4	2	2	1/4	1/4	1		3	45	A2	2	83
16	1.0	6	6	1/4	1/4	3/4	2	1	1/4	1/4	1		4	52	E3	3	79
16	1.0	6	6	1/4	1/4	3/4	1	2	1/4	1/4	1		7	61	C#4	4	76
16	0.5	6	6	1/4	1/4	3/4	1	1	1/8	1/8	1		3	69	A4	4	71
33/2	0.5	6	6	3/8	3/8	3/4	1	1	1/8	1/8	1		1	67	G4	4	72
17	1.0	6	6	1/2	1/2	3/4	2	2	1/4	1/4	1		3	45	A2	2	84
17	0.5	6	6	1/2	1/2	3/4	2	1	1/8	1/8	1		3	57	A3	3	80
17	1.0	6	6	1/2	1/2	3/4	1	2	1/4	1/4	1		7	61	C#4	4	77
17	0.5	6	6	1/2	1/2	3/4	1	1	1/8	1/8	1		-1	65	F4	4	73
35/2	0.5	6	6	5/8	5/8	3/4	2	1	1/8	1/8	1		1	55	G3	3	81
35/2	0.5	6	6	5/8	5/8	3/4	1	1	1/8	1/8	1		4	64	E4	4	74
18	1.0	7	7	0	0	3/4	2	2	1/4	1/4	1		3	45	A2	2	97
18	1.0	7	7	0	0	3/4	2	1	1/4	1/4	1		-1	53	F3	3	93
18	0.5	7	7	0	0	3/4	1	1	1/8	1/8	1		2	62	D4	4	85
