quarterbeats	duration_qb	mc	mn	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
90	0.5	33	31		0	0	3/4	2	1	1/8	1/8	1		-2	46	Bb2	2	296
90	1.0	33	31		0	0	3/4	1	1	1/4	1/4	1		2	74	D5	5	290
181/2	0.5	33	31		1/8	1/8	3/4	2	1	1/8	1/8	1		3	45	A2	2	297
91	1.0	33	31		1/4	1/4	3/4	2	1	1/4	1/4	1		1	43	G2	2	298
91	0.25	33	31		1/4	1/4	3/4	1	1	1/16	1/16	1		4	76	E5	5	291
365/4	0.25	33	31		5/16	5/16	3/4	1	1	1/16	1/16	1		-1	77	F5	5	292
183/2	0.5	33	31		3/8	3/8	3/4	1	1	1/8	1/8	1		1	79	G5	5	293
92	1.0	33	31		1/2	1/2	3/4	2	1	1/4	1/4	1		0	48	C3	3	299
92	0.5	33	31		1/2	1/2	3/4	1	1	1/8	1/8	1		-1	77	F5	5	294
185/2	0.5	33	31		5/8	5/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	295
	0.5	34	32	1	0	0	3/4	2	1	1/8	1/8	1		-1	41	F2	2	301
	3.0	34	32	1	0	0	3/4	1	1	3/4	1/2	3/2		-1	77	F5	5	300
	0.5	34	32	1	1/8	1/8	3/4	2	1	1/8	1/8	1		0	48	C3	3	302
	0.5	34	32	1	1/4	1/4	3/4	2	1	1/8	1/8	1		-1	53	F3	3	303
	0.5	34	32	1	3/8	3/8	3/4	2	1	1/8	1/8	1		1	55	G3	3	304
	0.5	34	32	1	1/2	1/2	3/4	2	1	1/8	1/8	1		3	57	A3	3	305
	0.5	34	32	1	5/8	5/8	3/4	2	1	1/8	1/8	1		-2	58	Bb3	3	306
93	3.0	35	32	2	0	0	3/4	2	1	3/4	1/2	3/2		-1	41	F2	2	308
93	3.0	35	32	2	0	0	3/4	1	1	3/4	1/2	3/2		-1	77	F5	5	307
