quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
31/4	0.125	3	3	7/16	7/16	3/4	1	1	1/32		1/32	1		0	60	C4	4	36
63/8	0.125	3	3	15/32	15/32	3/4	1	1	1/32		1/32	1		2	62	D4	4	37
8	0.75	3	3	1/2	1/2	3/4	1	1	3/16		1/8	3/2		2	62	D4	4	38
35/4	0.125	3	3	11/16	11/16	3/4	1	1	1/32		1/32	1		-3	63	Eb4	4	39
71/8	0.125	3	3	23/32	23/32	3/4	1	1	1/32		1/32	1		0	60	C4	4	40
9	3.0	4	4	0	0	3/4	2	3	3/4		1/2	3/2	0	1	43	G2	2	54
9	3.0	4	4	0	0	3/4	2	2	3/4		1/2	3/2	1	2	50	D3	3	53
9	3.0	4	4	0	0	3/4	2	1	3/4		1/2	3/2	1	1	55	G3	3	52
9	1.5	4	4	0	0	3/4	1	1	3/8		1/4	3/2		-2	58	Bb3	3	48
21/2	0.5	4	4	3/8	3/8	3/4	1	1	1/8		1/8	1		3	57	A3	3	49
11	0.0	4	4	1/2	1/2	3/4	1	1	0	appoggiatura	1/8	1		3	57	A3	3	50
11	1.0	4	4	1/2	1/2	3/4	1	1	1/4		1/4	1		1	55	G3	3	51
12	3.0	5	5	0	0	3/4	2	3	3/4		1/2	3/2	0	1	43	G2	2	67
12	1.0	5	5	0	0	3/4	2	2	1/4		1/4	1	-1	2	50	D3	3	65
12	1.0	5	5	0	0	3/4	2	1	1/4		1/4	1	-1	1	55	G3	3	63
12	1.0	5	5	0	0	3/4	1	2	1/4		1/4	1		-2	58	Bb3	3	61
12	0.5	5	5	0	0	3/4	1	1	1/8		1/8	1		2	62	D4	4	55
25/2	0.25	5	5	1/8	1/8	3/4	1	1	1/16		1/16	1		-1	65	F4	4	56
51/4	0.25	5	5	3/16	3/16	3/4	1	1	1/16		1/16	1		4	64	E4	4	57
13	0.0	5	5	1/4	1/4	3/4	1	1	0	appoggiatura	1/8	1		4	64	E4	4	58
13	2.0	5	5	1/4	1/4	3/4	2	2	1/2		1/2	1		2	50	D3	3	66
13	2.0	5	5	1/4	1/4	3/4	2	1	1/2		1/2	1	1	1	55	G3	3	64
13	2.0	5	5	1/4	1/4	3/4	1	2	1/2		1/2	1		5	59	B3	3	62
13	1.5	5	5	1/4	1/4	3/4	1	1	3/8		1/4	3/2		-1	65	F4	4	59
29/2	0.5	5	5	5/8	5/8	3/4	1	1	1/8		1/8	1		2	62	D4	4	60
15	3.0	6	6	0	0	3/4	2	3	3/4		1/2	3/2	0	1	43	G2	2	82
15	0.5	6	6	0	0	3/4	2	2	1/8		1/8	1		0	48	C3	3	79
15	1.0	6	6	0	0	3/4	2	1	1/4		1/4	1	-1	1	55	G3	3	77
15	1.0	6	6	0	0	3/4	1	2	1/4		1/4	1		0	60	C4	4	75
15	0.25	6	6	0	0	3/4	1	1	1/16		1/16	1		-1	65	F4	4	68
61/4	0.25	6	6	1/16	1/16	3/4	1	1	1/16		1/16	1		4	64	E4	4	69
31/2	0.5	6	6	1/8	1/8	3/4	2	2	1/8		1/8	1		2	50	D3	3	80
31/2	0.25	6	6	1/8	1/8	3/4	1	1	1/16		1/16	1		1	67	G4	4	70
63/4	0.25	6	6	3/16	3/16	3/4	1	1	1/16		1/16	1		6	66	F#4	4	71
16	0.0	6	6	1/4	1/4	3/4	1	1	0	appoggiatura	1/8	1		6	66	F#4	4	72
16	2.0	6	6	1/4	1/4	3/4	2	2	1/2		1/2	1	1	-3	51	Eb3	3	81
16	2.0	6	6	1/4	1/4	3/4	2	1	1/2		1/2	1	1	3	57	A3	3	78
16	2.0	6	6	1/4	1/4	3/4	1	2	1/2		1/2	1	1	0	60	C4	4	76
16	1.5	6	6	1/4	1/4	3/4	1	1	3/8		1/4	3/2		1	67	G4	4	73
35/2	0.5	6	6	5/8	5/8	3/4	1	1	1/8		1/8	1		3	69	A4	4	74
18	0.0	7	7	0	0	3/4	1	1	0	appoggiatura	1/8	1		1	67	G4	4	83
18	3.0	7	7	0	0	3/4	2	3	3/4		1/2	3/2	-1	1	43	G2	2	97
18	1.0	7	7	0	0	3/4	2	2	1/4		1/4	1	-1	-3	51	Eb3	3	95
18	1.0	7	7	0	0	3/4	2	1	1/4		1/4	1	-1	3	57	A3	3	93
18	1.0	7	7	0	0	3/4	1	2	1/4		1/4	1	-1	0	60	C4	4	91
18	0.25	7	7	0	0	3/4	1	1	1/16		1/16	1		6	66	F#4	4	84
73/4	0.25	7	7	1/16	1/16	3/4	1	1	1/16		1/16	1		1	67	G4	4	85
37/2	0.25	7	7	1/8	1/8	3/4	1	1	1/16		1/16	1		6	66	F#4	4	86
75/4	0.25	7	7	3/16	3/16	3/4	1	1	1/16		1/16	1		1	67	G4	4	87
19	2.0	7	7	1/4	1/4	3/4	2	2	1/2		1/2	1		4	52	E3	3	96
19	2.0	7	7	1/4	1/4	3/4	2	1	1/2		1/2	1		-2	58	Bb3	3	94
19	2.0	7	7	1/4	1/4	3/4	1	2	1/2		1/2	1		7	61	C#4	4	92
19	1.5	7	7	1/4	1/4	3/4	1	1	3/8		1/4	3/2		1	67	G4	4	88
41/2	0.25	7	7	5/8	5/8	3/4	1	1	1/16		1/16	1		6	66	F#4	4	89
83/4	0.25	7	7	11/16	11/16	3/4	1	1	1/16		1/16	1		1	67	G4	4	90
21	3.0	8	8	0	0	3/4	2	3	3/4		1/2	3/2		2	50	D3	3	106
21	0.25	8	8	0	0	3/4	1	1	1/16		1/16	1		-2	70	Bb4	4	98
85/4	0.75	8	8	1/16	1/16	3/4	1	1	3/16		1/8	3/2		3	69	A4	4	99
43/2	0.5	8	8	1/8	1/8	3/4	2	2	1/8		1/8	1		4	52	E3	3	104
43/2	0.5	8	8	1/8	1/8	3/4	1	2	1/8		1/8	1		7	61	C#4	4	101
22	2.0	8	8	1/4	1/4	3/4	2	2	1/2		1/2	1		6	54	F#3	3	105
22	2.0	8	8	1/4	1/4	3/4	2	1	1/2		1/2	1		3	57	A3	3	103
22	2.0	8	8	1/4	1/4	3/4	1	2	1/2		1/2	1		2	62	D4	4	102
22	2.0	8	8	1/4	1/4	3/4	1	1	1/2		1/2	1		3	69	A4	4	100
24	3.0	9	9	0	0	3/4	2	3	3/4		1/2	3/2	1	2	50	D3	3	126
24	3.0	9	9	0	0	3/4	2	2	3/4		1/2	3/2	1	-1	53	F3	3	125
24	3.0	9	9	0	0	3/4	2	1	3/4		1/2	3/2	1	-2	58	Bb3	3	124
24	1.0	9	9	0	0	3/4	1	2	1/4		1/4	1		-1	65	F4	4	120
24	0.5	9	9	0	0	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	107
49/2	0.5	9	9	1/8	1/8	3/4	1	1	1/8		1/8	1		2	74	D5	5	108
25	1.0	9	9	1/4	1/4	3/4	1	2	1/4		1/4	1		-1	65	F4	4	121
25	1.0	9	9	1/4	1/4	3/4	1	4	1/4		1/4	1		-2	70	Bb4	4	123
25	1.0	9	9	1/4	1/4	3/4	1	3	1/4		1/4	1		2	74	D5	5	122
25	1.0	9	9	1/4	1/4	3/4	1	1	1/4		1/4	1		-1	77	F5	5	109
26	0.125	9	9	1/2	1/2	3/4	1	1	1/32		1/32	1		-1	77	F5	5	110
209/8	0.125	9	9	17/32	17/32	3/4	1	1	1/32		1/32	1		1	79	G5	5	111
105/4	0.125	9	9	9/16	9/16	3/4	1	1	1/32		1/32	1		-1	77	F5	5	112
211/8	0.125	9	9	19/32	19/32	3/4	1	1	1/32		1/32	1		-3	75	Eb5	5	113
53/2	0.125	9	9	5/8	5/8	3/4	1	1	1/32		1/32	1		2	74	D5	5	114
213/8	0.125	9	9	21/32	21/32	3/4	1	1	1/32		1/32	1		0	72	C5	5	115
107/4	0.0625	9	9	11/16	11/16	3/4	1	1	1/64		1/64	1		-2	70	Bb4	4	116
429/16	0.0625	9	9	45/64	45/64	3/4	1	1	1/64		1/64	1		-4	68	Ab4	4	117
215/8	0.0625	9	9	23/32	23/32	3/4	1	1	1/64		1/64	1		-2	70	Bb4	4	118
431/16	0.0625	9	9	47/64	47/64	3/4	1	1	1/64		1/64	1		1	67	G4	4	119
27	1.0	10	10	0	0	3/4	2	3	1/4		1/4	1	-1	2	50	D3	3	138
27	1.0	10	10	0	0	3/4	2	2	1/4		1/4	1	-1	-1	53	F3	3	136
27	1.0	10	10	0	0	3/4	2	1	1/4		1/4	1	-1	-2	58	Bb3	3	134
27	0.25	10	10	0	0	3/4	1	1	1/16		1/16	1		-4	68	Ab4	4	127
109/4	0.25	10	10	1/16	1/16	3/4	1	1	1/16		1/16	1		-1	65	F4	4	128
55/2	0.5	10	10	1/8	1/8	3/4	1	1	1/8		1/8	1		1	67	G4	4	129
28	0.0	10	10	1/4	1/4	3/4	1	1	0	appoggiatura	1/8	1		-4	68	Ab4	4	130
28	2.0	10	10	1/4	1/4	3/4	2	2	1/2		1/2	1	1	5	47	B2	2	137
28	2.0	10	10	1/4	1/4	3/4	2	1	1/2		1/2	1	1	1	55	G3	3	135
28	2.0	10	10	1/4	1/4	3/4	1	2	1/2		1/2	1		2	62	D4	4	132
28	2.0	10	10	1/4	1/4	3/4	1	3	1/2		1/2	1		-1	65	F4	4	133
28	2.0	10	10	1/4	1/4	3/4	1	1	1/2		1/2	1		1	67	G4	4	131
30	3.0	11	11	0	0	3/4	2	2	3/4		1/2	3/2	-1	5	47	B2	2	155
30	1.0	11	11	0	0	3/4	2	1	1/4		1/4	1	-1	1	55	G3	3	151
30	0.25	11	11	0	0	3/4	1	1	1/16		1/16	1		2	74	D5	5	139
121/4	0.25	11	11	1/16	1/16	3/4	1	1	1/16		1/16	1		0	72	C5	5	140
61/2	0.25	11	11	1/8	1/8	3/4	1	1	1/16		1/16	1		5	71	B4	4	141
123/4	0.125	11	11	3/16	3/16	3/4	1	1	1/32		1/32	1		2	74	D5	5	142
247/8	0.125	11	11	7/32	7/32	3/4	1	1	1/32		1/32	1		-1	77	F5	5	143
31	1.0	11	11	1/4	1/4	3/4	2	1	1/4		1/4	1		-1	53	F3	3	152
31	1.0	11	11	1/4	1/4	3/4	1	1	1/4		1/4	1		-4	80	Ab5	5	144
32	0.5	11	11	1/2	1/2	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	153
32	0.5	11	11	1/2	1/2	3/4	1	1	1/8		1/8	1		1	79	G5	5	145
65/2	0.5	11	11	5/8	5/8	3/4	2	1	1/8		1/8	1		2	50	D3	3	154
65/2	0.125	11	11	5/8	5/8	3/4	1	1	1/32		1/32	1		-1	77	F5	5	146
261/8	0.0625	11	11	21/32	21/32	3/4	1	1	1/64		1/64	1		1	79	G5	5	147
523/16	0.0625	11	11	43/64	43/64	3/4	1	1	1/64		1/64	1		-4	80	Ab5	5	148
131/4	0.125	11	11	11/16	11/16	3/4	1	1	1/32		1/32	1		1	79	G5	5	149
263/8	0.125	11	11	23/32	23/32	3/4	1	1	1/32		1/32	1		-1	77	F5	5	150
33	0.0	12	12	0	0	3/4	1	1	0	appoggiatura	1/8	1		-1	77	F5	5	156
33	3.0	12	12	0	0	3/4	2	2	3/4		1/2	3/2		0	48	C3	3	166
33	1.5	12	12	0	0	3/4	1	2	3/8		1/4	3/2		1	67	G4	4	161
33	1.5	12	12	0	0	3/4	1	1	3/8		1/4	3/2		-3	75	Eb5	5	157
34	1.0	12	12	1/4	1/4	3/4	2	1	1/4		1/4	1		1	55	G3	3	164
69/2	0.5	12	12	3/8	3/8	3/4	1	2	1/8		1/8	1		-1	65	F4	4	162
69/2	0.5	12	12	3/8	3/8	3/4	1	1	1/8		1/8	1		2	74	D5	5	158
35	0.0	12	12	1/2	1/2	3/4	1	1	0	grace16	1/16	1		2	74	D5	5	159
35	1.0	12	12	1/2	1/2	3/4	2	1	1/4		1/4	1		0	60	C4	4	165
35	1.0	12	12	1/2	1/2	3/4	1	2	1/4		1/4	1		-3	63	Eb4	4	163
35	1.0	12	12	1/2	1/2	3/4	1	1	1/4		1/4	1		0	72	C5	5	160
36	0.5	13	13	0	0	3/4	2	1	1/8		1/8	1		6	42	F#2	2	172
36	1.0	13	13	0	0	3/4	1	3	1/4		1/4	1		3	69	A4	4	170
36	1.0	13	13	0	0	3/4	1	2	1/4		1/4	1		0	72	C5	5	168
36	3.0	13	13	0	0	3/4	1	1	3/4		1/2	3/2	1	-3	75	Eb5	5	167
73/2	0.5	13	13	1/8	1/8	3/4	2	1	1/8		1/8	1		3	45	A2	2	173
37	0.25	13	13	1/4	1/4	3/4	2	1	1/16		1/16	1		0	48	C3	3	174
37	2.0	13	13	1/4	1/4	3/4	1	3	1/2		1/2	1		6	66	F#4	4	171
37	2.0	13	13	1/4	1/4	3/4	1	2	1/2		1/2	1		3	69	A4	4	169
149/4	0.25	13	13	5/16	5/16	3/4	2	1	1/16		1/16	1		-3	51	Eb3	3	175
75/2	0.25	13	13	3/8	3/8	3/4	2	1	1/16		1/16	1		2	50	D3	3	176
151/4	0.25	13	13	7/16	7/16	3/4	2	1	1/16		1/16	1		0	48	C3	3	177
38	0.25	13	13	1/2	1/2	3/4	2	1	1/16		1/16	1		-2	46	Bb2	2	178
153/4	0.25	13	13	9/16	9/16	3/4	2	1	1/16		1/16	1		3	45	A2	2	179
77/2	0.25	13	13	5/8	5/8	3/4	2	1	1/16		1/16	1		1	43	G2	2	180
155/4	0.125	13	13	11/16	11/16	3/4	2	1	1/32		1/32	1		3	45	A2	2	181
311/8	0.125	13	13	23/32	23/32	3/4	2	1	1/32		1/32	1		6	42	F#2	2	182
39	0.5	14	14	0	0	3/4	2	1	1/8		1/8	1		1	43	G2	2	188
39	1.0	14	14	0	0	3/4	1	3	1/4		1/4	1		-2	70	Bb4	4	186
39	1.0	14	14	0	0	3/4	1	2	1/4		1/4	1		-5	73	Db5	5	184
39	3.0	14	14	0	0	3/4	1	1	3/4		1/2	3/2	0	-3	75	Eb5	5	183
79/2	0.5	14	14	1/8	1/8	3/4	2	1	1/8		1/8	1		-2	46	Bb2	2	189
40	0.25	14	14	1/4	1/4	3/4	2	1	1/16		1/16	1		-5	49	Db3	3	190
40	2.0	14	14	1/4	1/4	3/4	1	3	1/2		1/2	1		1	67	G4	4	187
40	2.0	14	14	1/4	1/4	3/4	1	2	1/2		1/2	1		-2	70	Bb4	4	185
161/4	0.25	14	14	5/16	5/16	3/4	2	1	1/16		1/16	1		0	48	C3	3	191
81/2	0.25	14	14	3/8	3/8	3/4	2	1	1/16		1/16	1		-5	49	Db3	3	192
163/4	0.25	14	14	7/16	7/16	3/4	2	1	1/16		1/16	1		-1	53	F3	3	193
41	0.25	14	14	1/2	1/2	3/4	2	1	1/16		1/16	1		-3	51	Eb3	3	194
165/4	0.25	14	14	9/16	9/16	3/4	2	1	1/16		1/16	1		-5	49	Db3	3	195
83/2	0.125	14	14	5/8	5/8	3/4	2	1	1/32		1/32	1		0	48	C3	3	196
333/8	0.125	14	14	21/32	21/32	3/4	2	1	1/32		1/32	1		-2	46	Bb2	2	197
167/4	0.125	14	14	11/16	11/16	3/4	2	1	1/32		1/32	1		-4	44	Ab2	2	198
335/8	0.0625	14	14	23/32	23/32	3/4	2	1	1/64		1/64	1		-2	46	Bb2	2	199
671/16	0.0625	14	14	47/64	47/64	3/4	2	1	1/64		1/64	1		1	43	G2	2	200
42	0.25	15	15	0	0	3/4	2	1	1/16		1/16	1		-4	44	Ab2	2	208
42	1.0	15	15	0	0	3/4	1	3	1/4		1/4	1		-1	65	F4	4	206
42	1.0	15	15	0	0	3/4	1	2	1/4		1/4	1		-7	71	Cb5	5	202
42	3.0	15	15	0	0	3/4	1	1	3/4		1/2	3/2	0	-3	75	Eb5	5	201
169/4	0.25	15	15	1/16	1/16	3/4	2	1	1/16		1/16	1		-2	46	Bb2	2	209
85/2	0.25	15	15	1/8	1/8	3/4	2	1	1/16		1/16	1		-7	47	Cb3	3	210
171/4	0.25	15	15	3/16	3/16	3/4	2	1	1/16		1/16	1		-4	44	Ab2	2	211
43	0.25	15	15	1/4	1/4	3/4	2	1	1/16		1/16	1		-1	53	F3	3	212
43	2.0	15	15	1/4	1/4	3/4	1	3	1/2		1/2	1	1	-1	65	F4	4	207
43	1.0	15	15	1/4	1/4	3/4	1	2	1/4		1/4	1		-4	68	Ab4	4	203
173/4	0.125	15	15	5/16	5/16	3/4	2	1	1/32		1/32	1		-3	51	Eb3	3	213
347/8	0.125	15	15	11/32	11/32	3/4	2	1	1/32		1/32	1		2	50	D3	3	214
87/2	0.25	15	15	3/8	3/8	3/4	2	1	1/16		1/16	1		-1	53	F3	3	215
175/4	0.25	15	15	7/16	7/16	3/4	2	1	1/16		1/16	1		2	50	D3	3	216
44	0.5	15	15	1/2	1/2	3/4	2	1	1/8		1/8	1		-7	47	Cb3	3	217
44	0.5	15	15	1/2	1/2	3/4	1	2	1/8		1/8	1		-2	70	Bb4	4	204
89/2	0.25	15	15	5/8	5/8	3/4	2	1	1/16		1/16	1		-2	46	Bb2	2	218
89/2	0.5	15	15	5/8	5/8	3/4	1	2	1/8		1/8	1	1	-7	71	Cb5	5	205
179/4	0.125	15	15	11/16	11/16	3/4	2	1	1/32		1/32	1		-7	47	Cb3	3	219
359/8	0.125	15	15	23/32	23/32	3/4	2	1	1/32		1/32	1		-4	44	Ab2	2	220
45	1.0	16	16	0	0	3/4	2	1	1/4		1/4	1		-3	51	Eb3	3	229
45	1.0	16	16	0	0	3/4	1	3	1/4		1/4	1	-1	-1	65	F4	4	227
45	0.5	16	16	0	0	3/4	1	2	1/8		1/8	1	-1	-7	71	Cb5	5	223
45	1.0	16	16	0	0	3/4	1	1	1/4		1/4	1	-1	-3	75	Eb5	5	221
91/2	0.5	16	16	1/8	1/8	3/4	1	2	1/8		1/8	1		-4	68	Ab4	4	224
46	0.0	16	16	1/4	1/4	3/4	1	2	0	appoggiatura	1/8	1		-4	68	Ab4	4	225
46	2.0	16	16	1/4	1/4	3/4	2	1	1/2		1/2	1		-3	39	Eb2	2	230
46	2.0	16	16	1/4	1/4	3/4	1	3	1/2		1/2	1		1	67	G4	4	228
46	2.0	16	16	1/4	1/4	3/4	1	2	1/2		1/2	1		-2	70	Bb4	4	226
46	2.0	16	16	1/4	1/4	3/4	1	1	1/2		1/2	1		-3	75	Eb5	5	222
48	3.0	17	17	0	0	3/4	2	2	3/4		1/2	3/2	1	4	40	E2	2	244
48	0.5	17	17	0	0	3/4	1	1	1/8		1/8	1		-5	73	Db5	5	231
97/2	0.25	17	17	1/8	1/8	3/4	1	1	1/16		1/16	1		-7	71	Cb5	5	232
195/4	0.25	17	17	3/16	3/16	3/4	1	1	1/16		1/16	1	1	-2	70	Bb4	4	233
49	0.0	17	17	1/4	1/4	3/4	1	2	0	appoggiatura	1/8	1		-4	68	Ab4	4	240
49	2.0	17	17	1/4	1/4	3/4	2	1	1/2		1/2	1		4	52	E3	3	243
49	2.0	17	17	1/4	1/4	3/4	1	3	1/2		1/2	1		-5	61	Db4	4	242
49	1.0	17	17	1/4	1/4	3/4	1	2	1/4		1/4	1		1	67	G4	4	241
49	1.0	17	17	1/4	1/4	3/4	1	1	1/4		1/4	1	-1	-2	70	Bb4	4	234
50	0.25	17	17	1/2	1/2	3/4	1	1	1/16		1/16	1		1	67	G4	4	235
201/4	0.25	17	17	9/16	9/16	3/4	1	1	1/16		1/16	1		-4	68	Ab4	4	236
101/2	0.25	17	17	5/8	5/8	3/4	1	1	1/16		1/16	1		-4	68	Ab4	4	237
203/4	0.125	17	17	11/16	11/16	3/4	1	1	1/32		1/32	1		1	67	G4	4	238
407/8	0.125	17	17	23/32	23/32	3/4	1	1	1/32		1/32	1		-4	68	Ab4	4	239
51	3.0	18	18	0	0	3/4	2	2	3/4		1/2	3/2	0	4	40	E2	2	261
51	0.25	18	18	0	0	3/4	1	1	1/16		1/16	1		-2	70	Bb4	4	245
205/4	0.125	18	18	1/16	1/16	3/4	1	1	1/32		1/32	1		-4	68	Ab4	4	246
411/8	0.125	18	18	3/32	3/32	3/4	1	1	1/32		1/32	1		1	67	G4	4	247
103/2	0.25	18	18	1/8	1/8	3/4	1	1	1/16		1/16	1		-4	68	Ab4	4	248
207/4	0.125	18	18	3/16	3/16	3/4	1	1	1/32		1/32	1		1	67	G4	4	249
207/4	0.25	18	18	3/16	3/16	3/4	1	2	1/16		1/16	1	1	1	67	G4	4	257
415/8	0.125	18	18	7/32	7/32	3/4	1	1	1/32		1/32	1		-1	65	F4	4	250
52	0.0	18	18	1/4	1/4	3/4	1	1	0	appoggiatura	1/8	1		-1	65	F4	4	251
52	2.0	18	18	1/4	1/4	3/4	2	1	1/2		1/2	1		4	52	E3	3	260
52	2.0	18	18	1/4	1/4	3/4	1	3	1/2		1/2	1		7	61	C#4	4	259
52	1.0	18	18	1/4	1/4	3/4	1	1	1/4		1/4	1		-3	63	Eb4	4	252
52	1.0	18	18	1/4	1/4	3/4	1	2	1/4		1/4	1	-1	1	67	G4	4	258
53	0.5	18	18	1/2	1/2	3/4	1	1	1/8		1/8	1		1	67	G4	4	253
107/2	0.25	18	18	5/8	5/8	3/4	1	1	1/16		1/16	1		-1	65	F4	4	254
215/4	0.125	18	18	11/16	11/16	3/4	1	1	1/32		1/32	1		3	69	A4	4	255
431/8	0.125	18	18	23/32	23/32	3/4	1	1	1/32		1/32	1		1	67	G4	4	256
54	3.0	19	19	0	0	3/4	2	2	3/4		1/2	3/2	-1	4	40	E2	2	279
54	0.125	19	19	0	0	3/4	1	1	1/32		1/32	1		1	67	G4	4	262
433/8	0.125	19	19	1/32	1/32	3/4	1	1	1/32		1/32	1		3	69	A4	4	263
217/4	0.125	19	19	1/16	1/16	3/4	1	1	1/32		1/32	1		-2	70	Bb4	4	264
435/8	0.125	19	19	3/32	3/32	3/4	1	1	1/32		1/32	1		3	69	A4	4	265
109/2	0.125	19	19	1/8	1/8	3/4	1	1	1/32		1/32	1		1	67	G4	4	266
437/8	0.125	19	19	5/32	5/32	3/4	1	1	1/32		1/32	1		-1	65	F4	4	267
219/4	0.125	19	19	3/16	3/16	3/4	1	1	1/32		1/32	1		4	64	E4	4	268
439/8	0.0625	19	19	7/32	7/32	3/4	1	1	1/64		1/64	1		-1	65	F4	4	269
879/16	0.0625	19	19	15/64	15/64	3/4	1	1	1/64		1/64	1		1	67	G4	4	270
55	0.0	19	19	1/4	1/4	3/4	1	1	0	appoggiatura	1/8	1		2	62	D4	4	271
55	2.0	19	19	1/4	1/4	3/4	2	1	1/2		1/2	1		1	55	G3	3	278
55	1.0	19	19	1/4	1/4	3/4	1	1	1/4		1/4	1	1	7	61	C#4	4	272
56	0.25	19	19	1/2	1/2	3/4	1	1	1/16		1/16	1	-1	7	61	C#4	4	273
225/4	0.25	19	19	9/16	9/16	3/4	1	1	1/16		1/16	1		4	64	E4	4	274
113/2	0.25	19	19	5/8	5/8	3/4	1	1	1/16		1/16	1		1	67	G4	4	275
227/4	0.125	19	19	11/16	11/16	3/4	1	1	1/32		1/32	1		-2	70	Bb4	4	276
455/8	0.125	19	19	23/32	23/32	3/4	1	1	1/32		1/32	1		3	69	A4	4	277
57	3.0	20	20	0	0	3/4	2	2	3/4		1/2	3/2		6	42	F#2	2	297
57	0.25	20	20	0	0	3/4	1	1	1/16		1/16	1		3	69	A4	4	280
229/4	0.125	20	20	1/16	1/16	3/4	1	1	1/32		1/32	1		0	72	C5	5	281
