mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0.5	0	9/8	6/4	1	2	1/8		1/8	1		2	74	D5	5	0
1	0	1/2	1.0	1/8	5/4	6/4	1	2	1/4		1/4	1		5	71	B4	4	1
2	1	3/2	0.0	0	0	6/4	1	2	0	appoggiatura	1/8	1		3	69	A4	4	2
2	1	3/2	3.0	0	0	6/4	1	2	3/4		1/2	3/2	1	1	67	G4	4	3
2	1	3	0.5	3/8	3/8	6/4	2	1	1/8		1/8	1		2	62	D4	4	7
2	1	7/2	1.0	1/2	1/2	6/4	2	1	1/4		1/4	1		5	59	B3	3	8
2	1	9/2	1.5	3/4	3/4	6/4	2	1	3/8		1/4	3/2		1	55	G3	3	9
2	1	9/2	1.5	3/4	3/4	6/4	1	2	3/8		1/4	3/2	-1	1	67	G4	4	4
2	1	6	0.5	9/8	9/8	6/4	2	1	1/8		1/8	1		6	54	F#3	3	10
2	1	6	0.5	9/8	9/8	6/4	1	2	1/8		1/8	1		3	69	A4	4	5
2	1	13/2	0.25	5/4	5/4	6/4	2	1	1/16		1/16	1		1	55	G3	3	11
2	1	13/2	1.0	5/4	5/4	6/4	1	2	1/4		1/4	1		5	71	B4	4	6
2	1	27/4	0.25	21/16	21/16	6/4	2	1	1/16		1/16	1		5	59	B3	3	12
2	1	7	0.25	11/8	11/8	6/4	2	1	1/16		1/16	1		2	62	D4	4	13
2	1	29/4	0.25	23/16	23/16	6/4	2	1	1/16		1/16	1		1	67	G4	4	14
3	2	15/2	3.0	0	0	6/4	1	2	3/4		1/2	3/2	1	6	66	F#4	4	19
3	2	15/2	3.0	0	0	6/4	1	1	3/4		1/2	3/2	1	3	69	A4	4	15
3	2	9	0.5	3/8	3/8	6/4	2	1	1/8		1/8	1		3	45	A2	2	23
3	2	19/2	1.0	1/2	1/2	6/4	2	1	1/4		1/4	1		6	42	F#2	2	24
3	2	21/2	1.5	3/4	3/4	6/4	2	1	3/8		1/4	3/2		2	38	D2	2	25
3	2	21/2	1.5	3/4	3/4	6/4	1	2	3/8		1/4	3/2	-1	6	66	F#4	4	20
3	2	21/2	1.5	3/4	3/4	6/4	1	1	3/8		1/4	3/2	-1	3	69	A4	4	16
3	2	12	0.5	9/8	9/8	6/4	2	1	1/8		1/8	1		2	50	D3	3	26
3	2	12	0.5	9/8	9/8	6/4	1	2	1/8		1/8	1		1	67	G4	4	21
3	2	12	0.5	9/8	9/8	6/4	1	1	1/8		1/8	1		5	71	B4	4	17
3	2	25/2	1.0	5/4	5/4	6/4	2	1	1/4		1/4	1		0	48	C3	3	27
3	2	25/2	1.0	5/4	5/4	6/4	1	2	1/4		1/4	1	1	3	69	A4	4	22
3	2	25/2	1.0	5/4	5/4	6/4	1	1	1/4		1/4	1		0	72	C5	5	18
4	3	27/2	1.0	0	0	6/4	2	2	1/4		1/4	1		5	47	B2	2	40
4	3	27/2	1.0	0	0	6/4	1	2	1/4		1/4	1	-1	3	69	A4	4	36
4	3	27/2	1.5	0	0	6/4	1	1	3/8		1/4	3/2		2	74	D5	5	28
4	3	29/2	1.0	1/4	1/4	6/4	2	2	1/4		1/4	1		4	52	E3	3	41
4	3	29/2	2.0	1/4	1/4	6/4	1	2	1/2		1/2	1	1	1	67	G4	4	37
4	3	15	0.5	3/8	3/8	6/4	1	1	1/8		1/8	1		1	79	G5	5	29
4	3	31/2	1.0	1/2	1/2	6/4	2	2	1/4		1/4	1		0	48	C3	3	42
4	3	31/2	1.0	1/2	1/2	6/4	1	1	1/4		1/4	1		4	76	E5	5	30
4	3	33/2	0.25	3/4	3/4	6/4	2	2	1/16		1/16	1		3	45	A2	2	43
4	3	33/2	1.0	3/4	3/4	6/4	1	2	1/4		1/4	1	-1	1	67	G4	4	38
4	3	33/2	1.5	3/4	3/4	6/4	1	1	3/8		1/4	3/2		0	72	C5	5	31
4	3	67/4	0.25	13/16	13/16	6/4	2	2	1/16		1/16	1		0	48	C3	3	44
4	3	17	0.25	7/8	7/8	6/4	2	2	1/16		1/16	1		5	47	B2	2	45
4	3	69/4	0.25	15/16	15/16	6/4	2	2	1/16		1/16	1		3	45	A2	2	46
4	3	35/2	1.0	1	1	6/4	2	2	1/4		1/4	1		2	50	D3	3	47
4	3	35/2	2.0	1	1	6/4	1	2	1/2		1/2	1		6	66	F#4	4	39
4	3	18	0.5	9/8	9/8	6/4	1	1	1/8		1/8	1		5	71	B4	4	32
4	3	37/2	1.0	5/4	5/4	6/4	2	2	1/4		1/4	1		2	38	D2	2	48
4	3	37/2	0.25	5/4	5/4	6/4	1	1	1/16		1/16	1		0	72	C5	5	33
4	3	75/4	0.25	21/16	21/16	6/4	1	1	1/16		1/16	1		3	69	A4	4	34
4	3	19	0.5	11/8	11/8	6/4	1	1	1/8		1/8	1		5	71	B4	4	35
5	4	39/2	1.0	0	0	6/4	2	2	1/4		1/4	1		1	43	G2	2	57
5	4	39/2	3.0	0	0	6/4	1	2	3/4		1/2	3/2		1	67	G4	4	55
5	4	39/2	1.5	0	0	6/4	1	1	3/8		1/4	3/2		5	71	B4	4	49
5	4	41/2	1.0	1/4	1/4	6/4	2	2	1/4		1/4	1		5	47	B2	2	58
5	4	21	0.5	3/8	3/8	6/4	1	1	1/8		1/8	1		3	69	A4	4	50
5	4	43/2	1.0	1/2	1/2	6/4	2	2	1/4		1/4	1		2	50	D3	3	59
5	4	43/2	1.0	1/2	1/2	6/4	1	1	1/4		1/4	1		1	67	G4	4	51
5	4	45/2	2.0	3/4	3/4	6/4	2	2	1/2		1/2	1		1	55	G3	3	60
5	4	45/2	1.0	3/4	3/4	6/4	1	2	1/4		1/4	1		5	59	B3	3	56
5	4	45/2	1.0	3/4	3/4	6/4	1	2	1/4		1/4	1		2	62	D4	4	56
5	4	45/2	1.5	3/4	3/4	6/4	1	1	3/8		1/4	3/2		1	67	G4	4	52
5	4	24	0.5	9/8	9/8	6/4	1	1	1/8		1/8	1		5	71	B4	4	53
5	4	49/2	1.0	5/4	5/4	6/4	1	1	1/4		1/4	1		2	74	D5	5	54
6	5	51/2	1.5	0	0	6/4	1	1	3/8		1/4	3/2		1	79	G5	5	61
6	5	103/4	0.25	1/16	1/16	6/4	2	1	1/16		1/16	1		1	43	G2	2	68
6	5	26	0.25	1/8	1/8	6/4	2	1	1/16		1/16	1		3	45	A2	2	69
6	5	105/4	0.25	3/16	3/16	6/4	2	1	1/16		1/16	1		5	47	B2	2	70
6	5	53/2	0.25	1/4	1/4	6/4	2	1	1/16		1/16	1		0	48	C3	3	71
6	5	107/4	0.25	5/16	5/16	6/4	2	1	1/16		1/16	1		2	50	D3	3	72
6	5	27	0.25	3/8	3/8	6/4	2	1	1/16		1/16	1		4	52	E3	3	73
6	5	27	0.5	3/8	3/8	6/4	1	1	1/8		1/8	1		3	81	A5	5	62
6	5	109/4	0.25	7/16	7/16	6/4	2	1	1/16		1/16	1		6	54	F#3	3	74
6	5	55/2	0.25	1/2	1/2	6/4	2	1	1/16		1/16	1		1	55	G3	3	75
6	5	55/2	1.0	1/2	1/2	6/4	1	1	1/4		1/4	1		5	83	B5	5	63
6	5	111/4	0.25	9/16	9/16	6/4	2	1	1/16		1/16	1		5	59	B3	3	76
6	5	28	0.25	5/8	5/8	6/4	2	1	1/16		1/16	1		3	57	A3	3	77
6	5	113/4	0.25	11/16	11/16	6/4	2	1	1/16		1/16	1		1	55	G3	3	78
6	5	57/2	1.0	3/4	3/4	6/4	2	1	1/4		1/4	1	1	1	55	G3	3	79
6	5	57/2	2.0	3/4	3/4	6/4	1	2	1/2		1/2	1		4	64	E4	4	67
6	5	57/2	2.0	3/4	3/4	6/4	1	2	1/2		1/2	1		3	69	A4	4	67
6	5	57/2	1.5	3/4	3/4	6/4	1	1	3/8		1/4	3/2		7	73	C#5	5	64
6	5	59/2	0.25	1	1	6/4	2	1	1/16		1/16	1	-1	1	55	G3	3	80
6	5	119/4	0.25	17/16	17/16	6/4	2	1	1/16		1/16	1		5	59	B3	3	81
6	5	30	0.25	9/8	9/8	6/4	2	1	1/16		1/16	1		3	57	A3	3	82
6	5	30	0.5	9/8	9/8	6/4	1	1	1/8		1/8	1		4	76	E5	5	65
6	5	121/4	0.25	19/16	19/16	6/4	2	1	1/16		1/16	1		1	55	G3	3	83
6	5	61/2	0.25	5/4	5/4	6/4	2	1	1/16		1/16	1		6	54	F#3	3	84
6	5	61/2	1.0	5/4	5/4	6/4	1	1	1/4		1/4	1		3	81	A5	5	66
6	5	123/4	0.25	21/16	21/16	6/4	2	1	1/16		1/16	1		1	55	G3	3	85
6	5	31	0.5	11/8	11/8	6/4	2	1	1/8		1/8	1		4	52	E3	3	86
7	6	63/2	1.0	0	0	6/4	2	2	1/4		1/4	1		6	54	F#3	3	101
7	6	63/2	0.25	0	0	6/4	1	2	1/16		1/16	1		9	75	D#5	5	88
7	6	127/4	0.25	1/16	1/16	6/4	1	2	1/16		1/16	1		4	76	E5	5	89
7	6	32	0.25	1/8	1/8	6/4	1	2	1/16		1/16	1		6	78	F#5	5	90
7	6	129/4	0.25	3/16	3/16	6/4	1	2	1/16		1/16	1		1	79	G5	5	91
7	6	65/2	1.0	1/4	1/4	6/4	2	2	1/4		1/4	1		9	51	D#3	3	102
7	6	65/2	0.25	1/4	1/4	6/4	1	2	1/16		1/16	1		3	81	A5	5	92
7	6	131/4	0.25	5/16	5/16	6/4	1	2	1/16		1/16	1		0	84	C6	6	93
7	6	33	0.25	3/8	3/8	6/4	1	2	1/16		1/16	1		5	83	B5	5	94
7	6	133/4	0.25	7/16	7/16	6/4	1	2	1/16		1/16	1		3	81	A5	5	95
7	6	67/2	1.0	1/2	1/2	6/4	2	2	1/4		1/4	1		5	47	B2	2	103
7	6	67/2	0.25	1/2	1/2	6/4	1	2	1/16		1/16	1		1	79	G5	5	96
7	6	135/4	0.25	9/16	9/16	6/4	1	2	1/16		1/16	1		3	81	A5	5	97
7	6	34	0.5	5/8	5/8	6/4	1	2	1/8		1/8	1		6	78	F#5	5	98
7	6	69/2	3.0	3/4	3/4	6/4	1	1	3/4		1/2	3/2	1	1	79	G5	5	87
7	6	139/4	0.25	13/16	13/16	6/4	2	2	1/16		1/16	1		4	52	E3	3	104
7	6	35	0.25	7/8	7/8	6/4	2	2	1/16		1/16	1		1	55	G3	3	105
7	6	141/4	0.25	15/16	15/16	6/4	2	2	1/16		1/16	1		6	54	F#3	3	106
7	6	71/2	0.25	1	1	6/4	2	2	1/16		1/16	1		4	52	E3	3	107
7	6	143/4	0.25	17/16	17/16	6/4	2	2	1/16		1/16	1		2	50	D3	3	108
7	6	36	0.25	9/8	9/8	6/4	2	2	1/16		1/16	1		7	49	C#3	3	109
7	6	36	0.5	9/8	9/8	6/4	1	2	1/8		1/8	1		4	76	E5	5	99
7	6	145/4	0.25	19/16	19/16	6/4	2	2	1/16		1/16	1		2	50	D3	3	110
7	6	73/2	0.25	5/4	5/4	6/4	2	2	1/16		1/16	1		4	52	E3	3	111
7	6	73/2	1.0	5/4	5/4	6/4	1	2	1/4		1/4	1		7	73	C#5	5	100
7	6	147/4	0.25	21/16	21/16	6/4	2	2	1/16		1/16	1		7	49	C#3	3	112
7	6	37	0.25	11/8	11/8	6/4	2	2	1/16		1/16	1		2	50	D3	3	113
7	6	149/4	0.25	23/16	23/16	6/4	2	2	1/16		1/16	1		4	52	E3	3	114
8	7	75/2	0.0	0	0	6/4	1	2	0	grace4	1/4	1		5	71	B4	4	121
8	7	75/2	2.0	0	0	6/4	2	2	1/2		1/2	1		6	42	F#2	2	132
8	7	75/2	3.0	0	0	6/4	1	2	3/4		1/2	3/2		3	69	A4	4	122
8	7	75/2	1.5	0	0	6/4	1	1	3/8		1/4	3/2	-1	1	79	G5	5	115
8	7	38	0.5	1/8	1/8	6/4	2	1	1/8		1/8	1		3	45	A2	2	126
8	7	77/2	0.5	1/4	1/4	6/4	2	1	1/8		1/8	1		5	47	B2	2	127
8	7	39	0.5	3/8	3/8	6/4	2	1	1/8		1/8	1		7	49	C#3	3	128
8	7	39	0.5	3/8	3/8	6/4	1	1	1/8		1/8	1		4	76	E5	5	116
8	7	79/2	0.5	1/2	1/2	6/4	2	1	1/8		1/8	1		2	50	D3	3	129
8	7	79/2	1.0	1/2	1/2	6/4	1	1	1/4		1/4	1		6	78	F#5	5	117
8	7	40	0.5	5/8	5/8	6/4	2	1	1/8		1/8	1		4	52	E3	3	130
8	7	81/2	1.0	3/4	3/4	6/4	2	1	1/4		1/4	1		6	54	F#3	3	131
