quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
0	1.0	1	1	0	0	3/4	2	2	1/4		1/4	1		3	57	A3	3	13
0	1.0	1	1	0	0	3/4	1	2	1/4		1/4	1		4	64	E4	4	5
0	1.0	1	1	0	0	3/4	1	3	1/4		1/4	1		3	69	A4	4	10
0	1.0	1	1	0	0	3/4	1	1	1/4		1/4	1		0	72	C5	5	0
1	1.0	1	1	1/4	1/4	3/4	2	2	1/4		1/4	1		2	50	D3	3	14
1	0.5	1	1	1/4	1/4	3/4	1	2	1/8		1/8	1		4	64	E4	4	6
1	1.0	1	1	1/4	1/4	3/4	1	3	1/4		1/4	1		-1	65	F4	4	11
1	0.5	1	1	1/4	1/4	3/4	1	1	1/8		1/8	1		0	72	C5	5	1
3/2	0.5	1	1	3/8	3/8	3/4	1	2	1/8		1/8	1		2	62	D4	4	7
3/2	0.5	1	1	3/8	3/8	3/4	1	1	1/8		1/8	1		5	71	B4	4	2
2	1.0	1	1	1/2	1/2	3/4	2	2	1/4		1/4	1		4	52	E3	3	15
2	0.5	1	1	1/2	1/2	3/4	1	2	1/8		1/8	1		0	60	C4	4	8
2	1.0	1	1	1/2	1/2	3/4	1	3	1/4		1/4	1		4	64	E4	4	12
2	0.5	1	1	1/2	1/2	3/4	1	1	1/8		1/8	1		3	69	A4	4	3
5/2	0.5	1	1	5/8	5/8	3/4	1	2	1/8		1/8	1		5	59	B3	3	9
5/2	0.5	1	1	5/8	5/8	3/4	1	1	1/8		1/8	1		8	68	G#4	4	4
3	1.0	2	2	0	0	3/4	2	2	1/4		1/4	1		-1	53	F3	3	25
3	1.0	2	2	0	0	3/4	2	1	1/4		1/4	1		3	57	A3	3	23
3	1.0	2	2	0	0	3/4	1	2	1/4		1/4	1		0	60	C4	4	21
3	0.25	2	2	0	0	3/4	1	1	1/16		1/16	1		3	69	A4	4	16
13/4	0.25	2	2	1/16	1/16	3/4	1	1	1/16		1/16	1		8	68	G#4	4	17
7/2	0.25	2	2	1/8	1/8	3/4	1	1	1/16		1/16	1		5	71	B4	4	18
15/4	0.25	2	2	3/16	3/16	3/4	1	1	1/16		1/16	1		3	69	A4	4	19
4	0.5	2	2	1/4	1/4	3/4	2	2	1/8		1/8	1		4	52	E3	3	26
4	2.0	2	2	1/4	1/4	3/4	2	1	1/2		1/2	1		3	57	A3	3	24
4	2.0	2	2	1/4	1/4	3/4	1	2	1/2		1/2	1		0	60	C4	4	22
4	2.0	2	2	1/4	1/4	3/4	1	1	1/2		1/2	1		3	69	A4	4	20
9/2	0.5	2	2	3/8	3/8	3/4	2	2	1/8		1/8	1		2	50	D3	3	27
5	0.5	2	2	1/2	1/2	3/4	2	2	1/8		1/8	1		0	48	C3	3	28
11/2	0.5	2	2	5/8	5/8	3/4	2	2	1/8		1/8	1		5	47	B2	2	29
6	1.0	3	3	0	0	3/4	2	2	1/4		1/4	1		0	48	C3	3	45
6	1.0	3	3	0	0	3/4	2	4	1/4		1/4	1		4	52	E3	3	50
6	1.0	3	3	0	0	3/4	2	3	1/4		1/4	1		3	57	A3	3	48
6	1.0	3	3	0	0	3/4	2	1	1/4		1/4	1		4	64	E4	4	42
6	1.0	3	3	0	0	3/4	1	2	1/4		1/4	1		3	69	A4	4	36
6	1.0	3	3	0	0	3/4	1	3	1/4		1/4	1		0	72	C5	5	41
6	1.0	3	3	0	0	3/4	1	1	1/4		1/4	1		4	76	E5	5	30
7	1.0	3	3	1/4	1/4	3/4	2	2	1/4		1/4	1		2	50	D3	3	46
7	1.0	3	3	1/4	1/4	3/4	2	3	1/4		1/4	1		3	57	A3	3	49
7	1.0	3	3	1/4	1/4	3/4	2	1	1/4		1/4	1		-1	65	F4	4	43
7	0.5	3	3	1/4	1/4	3/4	1	2	1/8		1/8	1		0	72	C5	5	37
7	0.5	3	3	1/4	1/4	3/4	1	1	1/8		1/8	1		4	76	E5	5	31
15/2	0.5	3	3	3/8	3/8	3/4	1	2	1/8		1/8	1		5	71	B4	4	38
15/2	0.5	3	3	3/8	3/8	3/4	1	1	1/8		1/8	1		2	74	D5	5	32
8	1.0	3	3	1/2	1/2	3/4	2	2	1/4		1/4	1		4	52	E3	3	47
8	1.0	3	3	1/2	1/2	3/4	2	1	1/4		1/4	1		4	64	E4	4	44
8	0.5	3	3	1/2	1/2	3/4	1	2	1/8		1/8	1		3	69	A4	4	39
8	0.25	3	3	1/2	1/2	3/4	1	1	1/16		1/16	1		0	72	C5	5	33
33/4	0.25	3	3	9/16	9/16	3/4	1	1	1/16		1/16	1		2	74	D5	5	34
17/2	0.5	3	3	5/8	5/8	3/4	1	2	1/8		1/8	1		8	68	G#4	4	40
17/2	0.5	3	3	5/8	5/8	3/4	1	1	1/8		1/8	1		5	71	B4	4	35
9	1.0	4	4	0	0	3/4	2	2	1/4		1/4	1		3	45	A2	2	62
9	1.5	4	4	0	0	3/4	2	1	3/8		1/4	3/2		4	64	E4	4	58
9	1.0	4	4	0	0	3/4	1	2	1/4		1/4	1		8	68	G#4	4	55
9	1.0	4	4	0	0	3/4	1	1	1/4		1/4	1		5	71	B4	4	51
10	1.0	4	4	1/4	1/4	3/4	2	2	1/4		1/4	1		0	48	C3	3	63
10	1.0	4	4	1/4	1/4	3/4	1	2	1/4		1/4	1		3	69	A4	4	56
