quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
5	0.25	3	2	3/16	3/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	31
21/4	0.25	3	2	1/4	1/4	4/4	2	1	1/16	1/16	1	-1	-2	46	Bb2	2	45
21/4	0.25	3	2	1/4	1/4	4/4	1	1	1/16	1/16	1		1	79	G5	5	32
11/2	0.25	3	2	5/16	5/16	4/4	2	1	1/16	1/16	1		2	50	D3	3	46
11/2	0.25	3	2	5/16	5/16	4/4	1	1	1/16	1/16	1		-2	82	Bb5	5	33
23/4	0.25	3	2	3/8	3/8	4/4	2	1	1/16	1/16	1		0	48	C3	3	47
23/4	0.25	3	2	3/8	3/8	4/4	1	1	1/16	1/16	1		3	81	A5	5	34
6	0.25	3	2	7/16	7/16	4/4	2	1	1/16	1/16	1		-3	51	Eb3	3	48
6	0.25	3	2	7/16	7/16	4/4	1	1	1/16	1/16	1		1	79	G5	5	35
25/4	1.0	3	2	1/2	1/2	4/4	2	1	1/4	1/4	1	1	2	50	D3	3	49
25/4	0.25	3	2	1/2	1/2	4/4	1	1	1/16	1/16	1		6	78	F#5	5	36
13/2	0.25	3	2	9/16	9/16	4/4	1	1	1/16	1/16	1		1	79	G5	5	37
27/4	0.25	3	2	5/8	5/8	4/4	1	1	1/16	1/16	1		3	81	A5	5	38
7	0.25	3	2	11/16	11/16	4/4	1	1	1/16	1/16	1		-3	75	Eb5	5	39
29/4	0.25	3	2	3/4	3/4	4/4	2	1	1/16	1/16	1	-1	2	50	D3	3	50
29/4	0.25	3	2	3/4	3/4	4/4	1	1	1/16	1/16	1		2	74	D5	5	40
15/2	0.25	3	2	13/16	13/16	4/4	2	1	1/16	1/16	1		4	52	E3	3	51
15/2	0.25	3	2	13/16	13/16	4/4	1	1	1/16	1/16	1		0	72	C5	5	41
31/4	0.25	3	2	7/8	7/8	4/4	2	1	1/16	1/16	1		6	54	F#3	3	52
31/4	0.25	3	2	7/8	7/8	4/4	1	1	1/16	1/16	1		-2	70	Bb4	4	42
8	0.25	3	2	15/16	15/16	4/4	2	1	1/16	1/16	1		2	50	D3	3	53
8	0.25	3	2	15/16	15/16	4/4	1	1	1/16	1/16	1		3	69	A4	4	43
33/4	1.5	4	3	0	0	4/4	2	1	3/8	1/4	3/2		1	55	G3	3	73
33/4	1.0	4	3	0	0	4/4	1	1	1/4	1/4	1	1	-2	70	Bb4	4	54
17/2	0.25	4	3	1/16	1/16	4/4	1	2	1/16	1/16	1		1	67	G4	4	64
35/4	0.25	4	3	1/8	1/8	4/4	1	2	1/16	1/16	1		-1	65	F4	4	65
9	0.25	4	3	3/16	3/16	4/4	1	2	1/16	1/16	1		2	62	D4	4	66
37/4	1.0	4	3	1/4	1/4	4/4	1	2	1/4	1/4	1	1	-3	63	Eb4	4	67
37/4	0.25	4	3	1/4	1/4	4/4	1	1	1/16	1/16	1	-1	-2	70	Bb4	4	55
19/2	0.25	4	3	5/16	5/16	4/4	1	1	1/16	1/16	1		-2	70	Bb4	4	56
39/4	0.5	4	3	3/8	3/8	4/4	2	1	1/8	1/8	1		-3	51	Eb3	3	74
39/4	0.25	4	3	3/8	3/8	4/4	1	1	1/16	1/16	1		0	72	C5	5	57
10	0.25	4	3	7/16	7/16	4/4	1	1	1/16	1/16	1		-3	75	Eb5	5	58
41/4	1.5	4	3	1/2	1/2	4/4	2	1	3/8	1/4	3/2		-1	53	F3	3	75
41/4	0.25	4	3	1/2	1/2	4/4	1	2	1/16	1/16	1	-1	-3	63	Eb4	4	68
41/4	1.0	4	3	1/2	1/2	4/4	1	1	1/4	1/4	1	1	3	69	A4	4	59
21/2	0.25	4	3	9/16	9/16	4/4	1	2	1/16	1/16	1		-1	65	F4	4	69
43/4	0.25	4	3	5/8	5/8	4/4	1	2	1/16	1/16	1		-3	63	Eb4	4	70
11	0.25	4	3	11/16	11/16	4/4	1	2	1/16	1/16	1		0	60	C4	4	71
45/4	1.0	4	3	3/4	3/4	4/4	1	2	1/4	1/4	1	1	2	62	D4	4	72
45/4	0.25	4	3	3/4	3/4	4/4	1	1	1/16	1/16	1	-1	3	69	A4	4	60
23/2	0.25	4	3	13/16	13/16	4/4	1	1	1/16	1/16	1		3	69	A4	4	61
47/4	0.5	4	3	7/8	7/8	4/4	2	1	1/8	1/8	1		2	50	D3	3	76
47/4	0.25	4	3	7/8	7/8	4/4	1	1	1/16	1/16	1		-2	70	Bb4	4	62
12	0.25	4	3	15/16	15/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	63
49/4	1.5	5	4	0	0	4/4	2	1	3/8	1/4	3/2		-3	51	Eb3	3	99
49/4	0.25	5	4	0	0	4/4	1	2	1/16	1/16	1	-1	2	62	D4	4	90
49/4	1.0	5	4	0	0	4/4	1	1	1/4	1/4	1	1	1	67	G4	4	77
25/2	0.25	5	4	1/16	1/16	4/4	1	2	1/16	1/16	1		-3	63	Eb4	4	91
51/4	0.25	5	4	1/8	1/8	4/4	1	2	1/16	1/16	1		2	62	D4	4	92
13	0.25	5	4	3/16	3/16	4/4	1	2	1/16	1/16	1		-2	58	Bb3	3	93
53/4	1.0	5	4	1/4	1/4	4/4	1	2	1/4	1/4	1	1	0	60	C4	4	94
53/4	0.25	5	4	1/4	1/4	4/4	1	1	1/16	1/16	1	-1	1	67	G4	4	78
27/2	0.25	5	4	5/16	5/16	4/4	1	1	1/16	1/16	1		1	67	G4	4	79
55/4	0.5	5	4	3/8	3/8	4/4	2	1	1/8	1/8	1		0	48	C3	3	100
55/4	0.25	5	4	3/8	3/8	4/4	1	1	1/16	1/16	1		3	69	A4	4	80
14	0.25	5	4	7/16	7/16	4/4	1	1	1/16	1/16	1		0	72	C5	5	81
57/4	2.0	5	4	1/2	1/2	4/4	2	1	1/2	1/2	1	1	2	50	D3	3	101
57/4	0.5	5	4	1/2	1/2	4/4	1	2	1/8	1/8	1	-1	0	60	C4	4	95
57/4	0.25	5	4	1/2	1/2	4/4	1	1	1/16	1/16	1		6	66	F#4	4	82
29/2	0.25	5	4	9/16	9/16	4/4	1	1	1/16	1/16	1		3	69	A4	4	83
59/4	0.5	5	4	5/8	5/8	4/4	1	2	1/8	1/8	1		3	57	A3	3	96
59/4	0.25	5	4	5/8	5/8	4/4	1	1	1/16	1/16	1		0	72	C5	5	84
15	0.25	5	4	11/16	11/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	85
61/4	0.5	5	4	3/4	3/4	4/4	1	2	1/8	1/8	1		-2	58	Bb3	3	97
61/4	0.25	5	4	3/4	3/4	4/4	1	1	1/16	1/16	1		1	67	G4	4	86
31/2	0.25	5	4	13/16	13/16	4/4	1	1	1/16	1/16	1		-2	70	Bb4	4	87
63/4	0.5	5	4	7/8	7/8	4/4	1	2	1/8	1/8	1		1	55	G3	3	98
63/4	0.25	5	4	7/8	7/8	4/4	1	1	1/16	1/16	1		2	74	D5	5	88
16	0.25	5	4	15/16	15/16	4/4	1	1	1/16	1/16	1		-3	75	Eb5	5	89
65/4	0.5	6	5	0	0	4/4	2	2	1/8	1/8	1	-1	2	50	D3	3	128
65/4	0.5	6	5	0	0	4/4	2	1	1/8	1/8	1		6	54	F#3	3	119
65/4	0.25	6	5	0	0	4/4	1	1	1/16	1/16	1		3	69	A4	4	102
33/2	0.25	6	5	1/16	1/16	4/4	1	1	1/16	1/16	1		0	72	C5	5	103
67/4	0.5	6	5	1/8	1/8	4/4	2	2	1/8	1/8	1		0	48	C3	3	129
67/4	0.5	6	5	1/8	1/8	4/4	2	1	1/8	1/8	1		3	57	A3	3	120
67/4	0.25	6	5	1/8	1/8	4/4	1	1	1/16	1/16	1		2	74	D5	5	104
17	0.25	6	5	3/16	3/16	4/4	1	1	1/16	1/16	1		6	78	F#5	5	105
69/4	0.5	6	5	1/4	1/4	4/4	2	2	1/8	1/8	1		-2	46	Bb2	2	130
69/4	1.0	6	5	1/4	1/4	4/4	2	1	1/4	1/4	1	1	2	50	D3	3	121
69/4	0.25	6	5	1/4	1/4	4/4	1	1	1/16	1/16	1		-2	70	Bb4	4	106
35/2	0.25	6	5	5/16	5/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	107
71/4	0.5	6	5	3/8	3/8	4/4	2	2	1/8	1/8	1		1	43	G2	2	131
71/4	0.25	6	5	3/8	3/8	4/4	1	1	1/16	1/16	1		6	78	F#5	5	108
18	0.25	6	5	7/16	7/16	4/4	1	1	1/16	1/16	1		1	79	G5	5	109
73/4	0.5	6	5	1/2	1/2	4/4	2	2	1/8	1/8	1		2	38	D2	2	132
73/4	0.5	6	5	1/2	1/2	4/4	2	1	1/8	1/8	1	-1	2	50	D3	3	122
73/4	0.25	6	5	1/2	1/2	4/4	1	1	1/16	1/16	1		3	81	A5	5	110
37/2	0.25	6	5	9/16	9/16	4/4	1	1	1/16	1/16	1		1	79	G5	5	111
75/4	0.5	6	5	5/8	5/8	4/4	2	1	1/8	1/8	1	1	2	62	D4	4	123
75/4	0.25	6	5	5/8	5/8	4/4	1	1	1/16	1/16	1		6	78	F#5	5	112
19	0.25	6	5	11/16	11/16	4/4	1	1	1/16	1/16	1		4	76	E5	5	113
77/4	0.25	6	5	3/4	3/4	4/4	2	1	1/16	1/16	1	-1	2	62	D4	4	124
77/4	0.25	6	5	3/4	3/4	4/4	1	1	1/16	1/16	1		2	74	D5	5	114
39/2	0.25	6	5	13/16	13/16	4/4	2	1	1/16	1/16	1		0	60	C4	4	125
39/2	0.25	6	5	13/16	13/16	4/4	1	1	1/16	1/16	1		-3	75	Eb5	5	115
79/4	0.25	6	5	7/8	7/8	4/4	2	1	1/16	1/16	1		5	59	B3	3	126
79/4	0.25	6	5	7/8	7/8	4/4	1	1	1/16	1/16	1		-3	75	Eb5	5	116
20	0.25	6	5	15/16	15/16	4/4	2	1	1/16	1/16	1		3	57	A3	3	127
20	0.125	6	5	15/16	15/16	4/4	1	1	1/32	1/32	1		2	74	D5	5	117
161/8	0.125	6	5	31/32	31/32	4/4	1	1	1/32	1/32	1		-3	75	Eb5	5	118
81/4	0.25	7	6	0	0	4/4	2	1	1/16	1/16	1		1	55	G3	3	150
81/4	1.0	7	6	0	0	4/4	1	2	1/4	1/4	1	1	5	71	B4	4	143
81/4	1.0	7	6	0	0	4/4	1	3	1/4	1/4	1		2	74	D5	5	149
81/4	2.0	7	6	0	0	4/4	1	1	1/2	1/2	1		-1	77	F5	5	133
41/2	0.25	7	6	1/16	1/16	4/4	2	1	1/16	1/16	1		2	50	D3	3	151
83/4	0.25	7	6	1/8	1/8	4/4	2	1	1/16	1/16	1		1	55	G3	3	152
21	0.25	7	6	3/16	3/16	4/4	2	1	1/16	1/16	1		5	59	B3	3	153
85/4	0.25	7	6	1/4	1/4	4/4	2	1	1/16	1/16	1		2	62	D4	4	154
85/4	0.25	7	6	1/4	1/4	4/4	1	2	1/16	1/16	1	-1	5	71	B4	4	144
43/2	0.25	7	6	5/16	5/16	4/4	2	1	1/16	1/16	1		-3	63	Eb4	4	155
43/2	0.25	7	6	5/16	5/16	4/4	1	2	1/16	1/16	1		0	72	C5	5	145
87/4	0.25	7	6	3/8	3/8	4/4	2	1	1/16	1/16	1		2	62	D4	4	156
87/4	0.25	7	6	3/8	3/8	4/4	1	2	1/16	1/16	1		0	72	C5	5	146
22	0.25	7	6	7/16	7/16	4/4	2	1	1/16	1/16	1		0	60	C4	4	157
22	0.125	7	6	7/16	7/16	4/4	1	2	1/32	1/32	1		5	71	B4	4	147
177/8	0.125	7	6	15/32	15/32	4/4	1	2	1/32	1/32	1		0	72	C5	5	148
89/4	0.25	7	6	1/2	1/2	4/4	2	1	1/16	1/16	1		5	59	B3	3	158
89/4	0.25	7	6	1/2	1/2	4/4	1	1	1/16	1/16	1		2	74	D5	5	134
45/2	0.25	7	6	9/16	9/16	4/4	2	1	1/16	1/16	1		0	60	C4	4	159
45/2	0.25	7	6	9/16	9/16	4/4	1	1	1/16	1/16	1		-3	75	Eb5	5	135
91/4	0.25	7	6	5/8	5/8	4/4	2	1	1/16	1/16	1		2	62	D4	4	160
91/4	0.25	7	6	5/8	5/8	4/4	1	1	1/16	1/16	1		-3	75	Eb5	5	136
23	0.25	7	6	11/16	11/16	4/4	2	1	1/16	1/16	1		-4	56	Ab3	3	161
23	0.125	7	6	11/16	11/16	4/4	1	1	1/32	1/32	1		2	74	D5	5	137
185/8	0.125	7	6	23/32	23/32	4/4	1	1	1/32	1/32	1		-3	75	Eb5	5	138
93/4	0.25	7	6	3/4	3/4	4/4	2	1	1/16	1/16	1		1	55	G3	3	162
93/4	0.25	7	6	3/4	3/4	4/4	1	1	1/16	1/16	1		-1	77	F5	5	139
47/2	0.25	7	6	13/16	13/16	4/4	2	1	1/16	1/16	1		-1	53	F3	3	163
47/2	0.25	7	6	13/16	13/16	4/4	1	1	1/16	1/16	1		-4	80	Ab5	5	140
95/4	0.25	7	6	7/8	7/8	4/4	2	1	1/16	1/16	1		-3	51	Eb3	3	164
95/4	0.25	7	6	7/8	7/8	4/4	1	1	1/16	1/16	1		1	79	G5	5	141
24	0.25	7	6	15/16	15/16	4/4	2	1	1/16	1/16	1		2	50	D3	3	165
24	0.25	7	6	15/16	15/16	4/4	1	1	1/16	1/16	1		-1	77	F5	5	142
97/4	1.0	8	7	0	0	4/4	2	1	1/4	1/4	1	1	0	48	C3	3	182
97/4	0.25	8	7	0	0	4/4	1	1	1/16	1/16	1		-3	75	Eb5	5	166
49/2	0.25	8	7	1/16	1/16	4/4	1	1	1/16	1/16	1		0	72	C5	5	167
99/4	0.25	8	7	1/8	1/8	4/4	1	1	1/16	1/16	1		-3	75	Eb5	5	168
25	0.25	8	7	3/16	3/16	4/4	1	1	1/16	1/16	1		1	79	G5	5	169
101/4	0.25	8	7	1/4	1/4	4/4	2	1	1/16	1/16	1	-1	0	48	C3	3	183
101/4	0.25	8	7	1/4	1/4	4/4	1	1	1/16	1/16	1		0	84	C6	6	170
51/2	0.25	8	7	5/16	5/16	4/4	2	1	1/16	1/16	1		0	48	C3	3	184
51/2	0.25	8	7	5/16	5/16	4/4	1	1	1/16	1/16	1		-2	82	Bb5	5	171
103/4	0.25	8	7	3/8	3/8	4/4	2	1	1/16	1/16	1		-3	51	Eb3	3	185
103/4	0.25	8	7	3/8	3/8	4/4	1	1	1/16	1/16	1		3	81	A5	5	172
26	0.25	8	7	7/16	7/16	4/4	2	1	1/16	1/16	1		1	55	G3	3	186
26	0.25	8	7	7/16	7/16	4/4	1	1	1/16	1/16	1		1	79	G5	5	173
105/4	0.5	8	7	1/2	1/2	4/4	2	1	1/8	1/8	1		0	60	C4	4	187
105/4	0.25	8	7	1/2	1/2	4/4	1	1	1/16	1/16	1		6	78	F#5	5	174
53/2	0.25	8	7	9/16	9/16	4/4	1	1	1/16	1/16	1		1	79	G5	5	175
107/4	0.5	8	7	5/8	5/8	4/4	2	2	1/8	1/8	1		0	48	C3	3	191
107/4	0.5	8	7	5/8	5/8	4/4	2	1	1/8	1/8	1		2	50	D3	3	188
107/4	0.25	8	7	5/8	5/8	4/4	1	1	1/16	1/16	1		3	81	A5	5	176
27	0.25	8	7	11/16	11/16	4/4	1	1	1/16	1/16	1		-3	75	Eb5	5	177
109/4	0.5	8	7	3/4	3/4	4/4	2	2	1/8	1/8	1		-2	46	Bb2	2	192
109/4	0.5	8	7	3/4	3/4	4/4	2	1	1/8	1/8	1		4	52	E3	3	189
109/4	0.25	8	7	3/4	3/4	4/4	1	1	1/16	1/16	1		2	74	D5	5	178
55/2	0.25	8	7	13/16	13/16	4/4	1	1	1/16	1/16	1		0	72	C5	5	179
111/4	0.5	8	7	7/8	7/8	4/4	2	2	1/8	1/8	1		3	45	A2	2	193
111/4	0.5	8	7	7/8	7/8	4/4	2	1	1/8	1/8	1		6	54	F#3	3	190
111/4	0.25	8	7	7/8	7/8	4/4	1	1	1/16	1/16	1		-2	70	Bb4	4	180
28	0.25	8	7	15/16	15/16	4/4	1	1	1/16	1/16	1		3	69	A4	4	181
113/4	4.0	9	8	0	0	4/4	2	2	1	1	1		1	43	G2	2	211
113/4	2.0	9	8	0	0	4/4	1	1	1/2	1/2	1		-2	70	Bb4	4	194
57/2	0.25	9	8	1/16	1/16	4/4	2	1	1/16	1/16	1		1	55	G3	3	196
115/4	0.25	9	8	1/8	1/8	4/4	2	1	1/16	1/16	1		-2	58	Bb3	3	197
29	0.25	9	8	3/16	3/16	4/4	2	1	1/16	1/16	1		2	62	D4	4	198
117/4	0.25	9	8	1/4	1/4	4/4	2	1	1/16	1/16	1		1	67	G4	4	199
59/2	0.25	9	8	5/16	5/16	4/4	2	1	1/16	1/16	1		-1	65	F4	4	200
119/4	0.25	9	8	3/8	3/8	4/4	2	1	1/16	1/16	1		-3	63	Eb4	4	201
30	0.25	9	8	7/16	7/16	4/4	2	1	1/16	1/16	1		2	62	D4	4	202
121/4	0.25	9	8	1/2	1/2	4/4	2	1	1/16	1/16	1		7	61	C#4	4	203
121/4	2.0	9	8	1/2	1/2	4/4	1	1	1/2	1/2	1	1	3	69	A4	4	195
61/2	0.25	9	8	9/16	9/16	4/4	2	1	1/16	1/16	1		2	62	D4	4	204
123/4	0.25	9	8	5/8	5/8	4/4	2	1	1/16	1/16	1		4	64	E4	4	205
31	0.25	9	8	11/16	11/16	4/4	2	1	1/16	1/16	1		-2	58	Bb3	3	206
125/4	0.25	9	8	3/4	3/4	4/4	2	1	1/16	1/16	1		3	57	A3	3	207
63/2	0.25	9	8	13/16	13/16	4/4	2	1	1/16	1/16	1		1	55	G3	3	208
127/4	0.25	9	8	7/8	7/8	4/4	2	1	1/16	1/16	1		-1	53	F3	3	209
32	0.25	9	8	15/16	15/16	4/4	2	1	1/16	1/16	1		4	52	E3	3	210
129/4	1.0	10	9	0	0	4/4	2	2	1/4	1/4	1		-1	41	F2	2	232
129/4	1.0	10	9	0	0	4/4	2	1	1/4	1/4	1		2	50	D3	3	228
129/4	0.25	10	9	0	0	4/4	1	1	1/16	1/16	1	-1	3	69	A4	4	212
65/2	0.25	10	9	1/16	1/16	4/4	1	1	1/16	1/16	1		2	62	D4	4	213
131/4	0.25	10	9	1/8	1/8	4/4	1	1	1/16	1/16	1		-1	65	F4	4	214
33	0.25	10	9	3/16	3/16	4/4	1	1	1/16	1/16	1		3	69	A4	4	215
133/4	0.25	10	9	1/4	1/4	4/4	1	1	1/16	1/16	1		2	74	D5	5	216
67/2	0.25	10	9	5/16	5/16	4/4	1	1	1/16	1/16	1		-1	77	F5	5	217
135/4	0.5	10	9	3/8	3/8	4/4	2	2	1/8	1/8	1		-1	53	F3	3	233
135/4	0.5	10	9	3/8	3/8	4/4	2	1	1/8	1/8	1		3	57	A3	3	229
135/4	0.25	10	9	3/8	3/8	4/4	1	1	1/16	1/16	1		4	76	E5	5	218
34	0.25	10	9	7/16	7/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	219
137/4	0.5	10	9	1/2	1/2	4/4	2	2	1/8	1/8	1		4	52	E3	3	234
137/4	1.0	10	9	1/2	1/2	4/4	2	1	1/4	1/4	1		1	55	G3	3	230
137/4	0.25	10	9	1/2	1/2	4/4	1	1	1/16	1/16	1		7	73	C#5	5	220
69/2	0.25	10	9	9/16	9/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	221
139/4	0.5	10	9	5/8	5/8	4/4	2	2	1/8	1/8	1		2	50	D3	3	235
139/4	0.25	10	9	5/8	5/8	4/4	1	1	1/16	1/16	1		4	76	E5	5	222
35	0.25	10	9	11/16	11/16	4/4	1	1	1/16	1/16	1		-2	70	Bb4	4	223
141/4	0.5	10	9	3/4	3/4	4/4	2	2	1/8	1/8	1		7	49	C#3	3	236
141/4	1.0	10	9	3/4	3/4	4/4	2	1	1/4	1/4	1		4	52	E3	3	231
141/4	0.25	10	9	3/4	3/4	4/4	1	1	1/16	1/16	1		3	69	A4	4	224
71/2	0.25	10	9	13/16	13/16	4/4	1	1	1/16	1/16	1		1	67	G4	4	225
143/4	0.5	10	9	7/8	7/8	4/4	2	2	1/8	1/8	1		3	45	A2	2	237
143/4	0.25	10	9	7/8	7/8	4/4	1	1	1/16	1/16	1		-1	65	F4	4	226
36	0.25	10	9	15/16	15/16	4/4	1	1	1/16	1/16	1		4	64	E4	4	227
145/4	0.5	11	10	0	0	4/4	2	1	1/8	1/8	1		2	50	D3	3	250
145/4	0.5	11	10	0	0	4/4	2	2	1/8	1/8	1		2	50	D3	3	255
145/4	0.25	11	10	0	0	4/4	1	1	1/16	1/16	1		6	66	F#4	4	238
73/2	0.25	11	10	1/16	1/16	4/4	1	1	1/16	1/16	1		1	67	G4	4	239
147/4	0.5	11	10	1/8	1/8	4/4	2	2	1/8	1/8	1		0	48	C3	3	256
147/4	0.25	11	10	1/8	1/8	4/4	1	1	1/16	1/16	1		3	69	A4	4	240
37	0.25	11	10	3/16	3/16	4/4	1	1	1/16	1/16	1		-3	63	Eb4	4	241
149/4	0.5	11	10	1/4	1/4	4/4	2	2	1/8	1/8	1		-2	46	Bb2	2	257
149/4	0.25	11	10	1/4	1/4	4/4	1	1	1/16	1/16	1		2	62	D4	4	242
75/2	0.25	11	10	5/16	5/16	4/4	1	1	1/16	1/16	1		0	60	C4	4	243
151/4	0.5	11	10	3/8	3/8	4/4	2	2	1/8	1/8	1		3	45	A2	2	258
151/4	0.25	11	10	3/8	3/8	4/4	1	1	1/16	1/16	1		-2	58	Bb3	3	244
38	0.25	11	10	7/16	7/16	4/4	1	1	1/16	1/16	1		3	57	A3	3	245
153/4	0.5	11	10	1/2	1/2	4/4	2	2	1/8	1/8	1		1	43	G2	2	259
153/4	0.25	11	10	1/2	1/2	4/4	1	1	1/16	1/16	1		-2	58	Bb3	3	246
77/2	0.25	11	10	9/16	9/16	4/4	1	1	1/16	1/16	1		0	60	C4	4	247
155/4	0.5	11	10	5/8	5/8	4/4	2	2	1/8	1/8	1		-1	41	F2	2	260
155/4	0.25	11	10	5/8	5/8	4/4	1	1	1/16	1/16	1		2	62	D4	4	248
39	0.25	11	10	11/16	11/16	4/4	1	1	1/16	1/16	1		-4	56	Ab3	3	249
157/4	0.5	11	10	3/4	3/4	4/4	2	2	1/8	1/8	1		-3	39	Eb2	2	261
157/4	0.25	11	10	3/4	3/4	4/4	2	1	1/16	1/16	1		1	55	G3	3	251
79/2	0.25	11	10	13/16	13/16	4/4	2	1	1/16	1/16	1		-1	53	F3	3	252
159/4	0.5	11	10	7/8	7/8	4/4	2	2	1/8	1/8	1		2	38	D2	2	262
159/4	0.25	11	10	7/8	7/8	4/4	2	1	1/16	1/16	1		-3	51	Eb3	3	253
40	0.25	11	10	15/16	15/16	4/4	2	1	1/16	1/16	1		2	50	D3	3	254
161/4	1.0	12	11	0	0	4/4	2	2	1/4	1/4	1		7	37	C#2	2	284
161/4	0.25	12	11	0	0	4/4	2	1	1/16	1/16	1		7	49	C#3	3	272
81/2	0.25	12	11	1/16	1/16	4/4	2	1	1/16	1/16	1		2	50	D3	3	273
163/4	0.25	12	11	1/8	1/8	4/4	2	1	1/16	1/16	1		4	52	E3	3	274
41	0.25	12	11	3/16	3/16	4/4	2	1	1/16	1/16	1		-2	46	Bb2	2	275
165/4	0.25	12	11	1/4	1/4	4/4	2	1	1/16	1/16	1		3	45	A2	2	276
83/2	0.25	12	11	5/16	5/16	4/4	2	1	1/16	1/16	1		1	43	G2	2	277
167/4	0.25	12	11	3/8	3/8	4/4	2	1	1/16	1/16	1		-1	41	F2	2	278
167/4	0.5	12	11	3/8	3/8	4/4	1	1	1/8	1/8	1		7	73	C#5	5	263
42	0.25	12	11	7/16	7/16	4/4	2	1	1/16	1/16	1		4	40	E2	2	279
169/4	0.5	12	11	1/2	1/2	4/4	2	1	1/8	1/8	1		-1	41	F2	2	280
169/4	0.25	12	11	1/2	1/2	4/4	1	1	1/16	1/16	1		2	74	D5	5	264
169/4	1.0	12	11	1/2	1/2	4/4	1	2	1/4	1/4	1		2	74	D5	5	270
85/2	0.25	12	11	9/16	9/16	4/4	1	1	1/16	1/16	1		4	76	E5	5	265
171/4	0.5	12	11	5/8	5/8	4/4	2	1	1/8	1/8	1		1	43	G2	2	281
171/4	0.25	12	11	5/8	5/8	4/4	1	1	1/16	1/16	1		-1	77	F5	5	266
43	0.25	12	11	11/16	11/16	4/4	1	1	1/16	1/16	1		-2	82	Bb5	5	267
