quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
23/4	0.5	3	2	3/8	3/8	4/4	1	1	1/8		1/8	1	1	3	81	A5	5	32
6	0.25	3	2	7/16	7/16	4/4	1	2	1/16		1/16	1		5	71	B4	4	42
25/4	0.25	3	2	1/2	1/2	4/4	1	2	1/16		1/16	1		2	62	D4	4	43
25/4	2.0	3	2	1/2	1/2	4/4	1	3	1/2		1/2	1		5	71	B4	4	52
25/4	0.25	3	2	1/2	1/2	4/4	1	1	1/16		1/16	1	-1	3	81	A5	5	33
13/2	0.25	3	2	9/16	9/16	4/4	1	2	1/16		1/16	1		-1	65	F4	4	44
13/2	0.25	3	2	9/16	9/16	4/4	1	1	1/16		1/16	1		3	81	A5	5	34
27/4	0.25	3	2	5/8	5/8	4/4	1	2	1/16		1/16	1		4	64	E4	4	45
27/4	0.25	3	2	5/8	5/8	4/4	1	1	1/16		1/16	1		8	80	G#5	5	35
7	0.25	3	2	11/16	11/16	4/4	1	2	1/16		1/16	1	1	-1	65	F4	4	46
7	0.25	3	2	11/16	11/16	4/4	1	1	1/16		1/16	1		3	81	A5	5	36
29/4	1.0	3	2	3/4	3/4	4/4	2	1	1/4		1/4	1		8	56	G#3	3	55
29/4	0.25	3	2	3/4	3/4	4/4	1	2	1/16		1/16	1	-1	-1	65	F4	4	47
29/4	1.0	3	2	3/4	3/4	4/4	1	1	1/4		1/4	1	1	5	83	B5	5	37
15/2	0.25	3	2	13/16	13/16	4/4	1	2	1/16		1/16	1		-1	65	F4	4	48
31/4	0.25	3	2	7/8	7/8	4/4	1	2	1/16		1/16	1		4	64	E4	4	49
8	0.25	3	2	15/16	15/16	4/4	1	2	1/16		1/16	1		2	62	D4	4	50
33/4	0.25	4	3	0	0	4/4	2	1	1/16		1/16	1		0	60	C4	4	69
33/4	0.5	4	3	0	0	4/4	1	2	1/8		1/8	1		4	64	E4	4	68
33/4	0.5	4	3	0	0	4/4	1	1	1/8		1/8	1	-1	5	83	B5	5	56
17/2	0.25	4	3	1/16	1/16	4/4	2	1	1/16		1/16	1		5	59	B3	3	70
35/4	0.25	4	3	1/8	1/8	4/4	2	1	1/16		1/16	1		3	57	A3	3	71
35/4	0.5	4	3	1/8	1/8	4/4	1	1	1/8		1/8	1		4	76	E5	5	57
9	0.25	4	3	3/16	3/16	4/4	2	1	1/16		1/16	1		5	59	B3	3	72
37/4	0.25	4	3	1/4	1/4	4/4	2	1	1/16		1/16	1		7	61	C#4	4	73
37/4	0.75	4	3	1/4	1/4	4/4	1	1	3/16		1/8	3/2		3	81	A5	5	58
19/2	0.25	4	3	5/16	5/16	4/4	2	1	1/16		1/16	1		2	62	D4	4	74
39/4	0.25	4	3	3/8	3/8	4/4	2	1	1/16		1/16	1		4	64	E4	4	75
10	0.25	4	3	7/16	7/16	4/4	2	1	1/16		1/16	1		7	61	C#4	4	76
10	0.25	4	3	7/16	7/16	4/4	1	1	1/16		1/16	1		1	79	G5	5	59
41/4	0.5	4	3	1/2	1/2	4/4	2	1	1/8		1/8	1		2	62	D4	4	77
41/4	0.25	4	3	1/2	1/2	4/4	1	1	1/16		1/16	1		-1	77	F5	5	60
21/2	0.25	4	3	9/16	9/16	4/4	1	1	1/16		1/16	1		4	76	E5	5	61
43/4	0.5	4	3	5/8	5/8	4/4	2	1	1/8		1/8	1		3	57	A3	3	78
43/4	0.25	4	3	5/8	5/8	4/4	1	1	1/16		1/16	1		2	74	D5	5	62
11	0.25	4	3	11/16	11/16	4/4	1	1	1/16		1/16	1		4	76	E5	5	63
45/4	0.75	4	3	3/4	3/4	4/4	2	1	3/16		1/8	3/2		2	62	D4	4	79
45/4	0.25	4	3	3/4	3/4	4/4	1	1	1/16		1/16	1		6	78	F#5	5	64
23/2	0.25	4	3	13/16	13/16	4/4	1	1	1/16		1/16	1		1	79	G5	5	65
47/4	0.25	4	3	7/8	7/8	4/4	1	1	1/16		1/16	1		3	81	A5	5	66
12	0.25	4	3	15/16	15/16	4/4	2	1	1/16		1/16	1		0	60	C4	4	80
12	0.25	4	3	15/16	15/16	4/4	1	1	1/16		1/16	1		6	78	F#5	5	67
49/4	0.25	5	4	0	0	4/4	2	1	1/16		1/16	1		5	59	B3	3	93
49/4	0.5	5	4	0	0	4/4	1	1	1/8		1/8	1		1	79	G5	5	81
25/2	0.25	5	4	1/16	1/16	4/4	2	1	1/16		1/16	1		3	57	A3	3	94
51/4	0.25	5	4	1/8	1/8	4/4	2	1	1/16		1/16	1		1	55	G3	3	95
51/4	0.5	5	4	1/8	1/8	4/4	1	1	1/8		1/8	1		2	74	D5	5	82
13	0.25	5	4	3/16	3/16	4/4	2	1	1/16		1/16	1		3	57	A3	3	96
53/4	0.25	5	4	1/4	1/4	4/4	2	1	1/16		1/16	1		5	59	B3	3	97
53/4	0.75	5	4	1/4	1/4	4/4	1	1	3/16		1/8	3/2		1	79	G5	5	83
27/2	0.25	5	4	5/16	5/16	4/4	2	1	1/16		1/16	1		0	60	C4	4	98
55/4	0.25	5	4	3/8	3/8	4/4	2	1	1/16		1/16	1		2	62	D4	4	99
14	0.25	5	4	7/16	7/16	4/4	2	1	1/16		1/16	1		5	59	B3	3	100
14	0.25	5	4	7/16	7/16	4/4	1	1	1/16		1/16	1		-1	77	F5	5	84
57/4	2.0	5	4	1/2	1/2	4/4	2	1	1/2		1/2	1	1	0	60	C4	4	101
57/4	2.0	5	4	1/2	1/2	4/4	1	1	1/2		1/2	1		4	76	E5	5	85
29/2	0.25	5	4	9/16	9/16	4/4	1	2	1/16		1/16	1		2	74	D5	5	86
59/4	0.25	5	4	5/8	5/8	4/4	1	2	1/16		1/16	1		0	72	C5	5	87
15	0.25	5	4	11/16	11/16	4/4	1	2	1/16		1/16	1		5	71	B4	4	88
61/4	0.25	5	4	3/4	3/4	4/4	1	2	1/16		1/16	1		3	69	A4	4	89
31/2	0.25	5	4	13/16	13/16	4/4	1	2	1/16		1/16	1		0	72	C5	5	90
63/4	0.25	5	4	7/8	7/8	4/4	1	2	1/16		1/16	1		5	71	B4	4	91
16	0.25	5	4	15/16	15/16	4/4	1	2	1/16		1/16	1		0	72	C5	5	92
65/4	0.25	6	5	0	0	4/4	2	1	1/16		1/16	1	-1	0	60	C4	4	111
65/4	0.75	6	5	0	0	4/4	1	2	3/16		1/8	3/2		6	66	F#4	4	103
65/4	4.0	6	5	0	0	4/4	1	1	1		1	1	1	2	74	D5	5	102
33/2	0.25	6	5	1/16	1/16	4/4	2	1	1/16		1/16	1		4	64	E4	4	112
67/4	0.25	6	5	1/8	1/8	4/4	2	1	1/16		1/16	1		2	62	D4	4	113
17	0.25	6	5	3/16	3/16	4/4	2	1	1/16		1/16	1		0	60	C4	4	114
17	0.25	6	5	3/16	3/16	4/4	1	2	1/16		1/16	1		3	69	A4	4	104
69/4	0.25	6	5	1/4	1/4	4/4	2	1	1/16		1/16	1		5	59	B3	3	115
69/4	0.25	6	5	1/4	1/4	4/4	1	2	1/16		1/16	1		8	68	G#4	4	105
35/2	0.25	6	5	5/16	5/16	4/4	2	1	1/16		1/16	1		2	62	D4	4	116
35/2	0.25	6	5	5/16	5/16	4/4	1	2	1/16		1/16	1		3	69	A4	4	106
71/4	0.25	6	5	3/8	3/8	4/4	2	1	1/16		1/16	1		0	60	C4	4	117
71/4	0.25	6	5	3/8	3/8	4/4	1	2	1/16		1/16	1		3	69	A4	4	107
18	0.25	6	5	7/16	7/16	4/4	2	1	1/16		1/16	1		2	62	D4	4	118
18	0.125	6	5	7/16	7/16	4/4	1	2	1/32		1/32	1		8	68	G#4	4	108
145/8	0.125	6	5	15/32	15/32	4/4	1	2	1/32		1/32	1		3	69	A4	4	109
73/4	0.25	6	5	1/2	1/2	4/4	2	1	1/16		1/16	1		8	56	G#3	3	119
73/4	2.0	6	5	1/2	1/2	4/4	1	2	1/2		1/2	1	1	5	71	B4	4	110
37/2	0.25	6	5	9/16	9/16	4/4	2	1	1/16		1/16	1		3	57	A3	3	120
75/4	0.25	6	5	5/8	5/8	4/4	2	1	1/16		1/16	1		5	59	B3	3	121
19	0.25	6	5	11/16	11/16	4/4	2	1	1/16		1/16	1		8	56	G#3	3	122
77/4	0.25	6	5	3/4	3/4	4/4	2	1	1/16		1/16	1		2	50	D3	3	123
39/2	0.25	6	5	13/16	13/16	4/4	2	1	1/16		1/16	1		-1	53	F3	3	124
79/4	0.25	6	5	7/8	7/8	4/4	2	1	1/16		1/16	1		4	52	E3	3	125
20	0.25	6	5	15/16	15/16	4/4	2	1	1/16		1/16	1		2	50	D3	3	126
81/4	1.0	7	6	0	0	4/4	2	1	1/4		1/4	1	1	0	48	C3	3	147
81/4	1.0	7	6	0	0	4/4	1	2	1/4		1/4	1	-1	5	71	B4	4	139
81/4	0.25	7	6	0	0	4/4	1	1	1/16		1/16	1	-1	2	74	D5	5	127
41/2	0.25	7	6	1/16	1/16	4/4	1	1	1/16		1/16	1		-1	77	F5	5	128
83/4	0.25	7	6	1/8	1/8	4/4	1	1	1/16		1/16	1		4	76	E5	5	129
21	0.25	7	6	3/16	3/16	4/4	1	1	1/16		1/16	1		2	74	D5	5	130
85/4	0.25	7	6	1/4	1/4	4/4	2	1	1/16		1/16	1	-1	0	48	C3	3	148
85/4	1.0	7	6	1/4	1/4	4/4	1	2	1/4		1/4	1		3	69	A4	4	140
85/4	0.75	7	6	1/4	1/4	4/4	1	1	3/16		1/8	3/2		0	72	C5	5	131
43/2	0.25	7	6	5/16	5/16	4/4	2	1	1/16		1/16	1		0	48	C3	3	149
87/4	0.25	7	6	3/8	3/8	4/4	2	1	1/16		1/16	1		5	47	B2	2	150
22	0.25	7	6	7/16	7/16	4/4	2	1	1/16		1/16	1		3	45	A2	2	151
22	0.25	7	6	7/16	7/16	4/4	1	1	1/16		1/16	1		5	71	B4	4	132
89/4	0.75	7	6	1/2	1/2	4/4	2	1	3/16		1/8	3/2		4	52	E3	3	152
89/4	0.25	7	6	1/2	1/2	4/4	1	1	1/16		1/16	1		5	71	B4	4	133
45/2	0.25	7	6	9/16	9/16	4/4	1	1	1/16		1/16	1		1	67	G4	4	134
45/2	0.75	7	6	9/16	9/16	4/4	1	3	3/16		1/8	3/2		1	67	G4	4	144
91/4	0.25	7	6	5/8	5/8	4/4	1	1	1/16		1/16	1		5	71	B4	4	135
91/4	0.5	7	6	5/8	5/8	4/4	1	2	1/8		1/8	1	1	5	71	B4	4	141
23	0.25	7	6	11/16	11/16	4/4	2	1	1/16		1/16	1		5	59	B3	3	153
23	0.25	7	6	11/16	11/16	4/4	1	1	1/16		1/16	1		4	76	E5	5	136
93/4	0.25	7	6	3/4	3/4	4/4	2	1	1/16		1/16	1		4	64	E4	4	154
93/4	0.75	7	6	3/4	3/4	4/4	1	2	3/16		1/8	3/2	-1	5	71	B4	4	142
93/4	0.75	7	6	3/4	3/4	4/4	1	3	3/16		1/8	3/2		4	76	E5	5	145
93/4	0.75	7	6	3/4	3/4	4/4	1	1	3/16		1/8	3/2		1	79	G5	5	137
47/2	0.25	7	6	13/16	13/16	4/4	2	1	1/16		1/16	1		9	63	D#4	4	155
95/4	0.25	7	6	7/8	7/8	4/4	2	1	1/16		1/16	1		4	64	E4	4	156
24	0.25	7	6	15/16	15/16	4/4	2	1	1/16		1/16	1		6	66	F#4	4	157
24	0.25	7	6	15/16	15/16	4/4	1	2	1/16		1/16	1		5	71	B4	4	143
24	0.25	7	6	15/16	15/16	4/4	1	3	1/16		1/16	1		4	76	E5	5	146
24	0.25	7	6	15/16	15/16	4/4	1	1	1/16		1/16	1		1	79	G5	5	138
97/4	0.25	8	7	0	0	4/4	2	1	1/16		1/16	1		3	57	A3	3	178
97/4	1.0	8	7	0	0	4/4	1	2	1/4		1/4	1		5	71	B4	4	170
97/4	1.0	8	7	0	0	4/4	1	3	1/4		1/4	1		0	72	C5	5	174
97/4	0.75	8	7	0	0	4/4	1	1	3/16		1/8	3/2		1	79	G5	5	158
49/2	0.25	8	7	1/16	1/16	4/4	2	1	1/16		1/16	1		0	60	C4	4	179
99/4	0.25	8	7	1/8	1/8	4/4	2	1	1/16		1/16	1		5	59	B3	3	180
25	0.25	8	7	3/16	3/16	4/4	2	1	1/16		1/16	1		0	60	C4	4	181
25	0.25	8	7	3/16	3/16	4/4	1	1	1/16		1/16	1		3	81	A5	5	159
101/4	0.25	8	7	1/4	1/4	4/4	2	1	1/16		1/16	1		9	51	D#3	3	182
101/4	1.0	8	7	1/4	1/4	4/4	1	2	1/4		1/4	1		3	69	A4	4	171
101/4	1.0	8	7	1/4	1/4	4/4	1	3	1/4		1/4	1		0	72	C5	5	175
101/4	0.75	8	7	1/4	1/4	4/4	1	1	3/16		1/8	3/2		6	78	F#5	5	160
51/2	0.25	8	7	5/16	5/16	4/4	2	1	1/16		1/16	1		0	60	C4	4	183
103/4	0.25	8	7	3/8	3/8	4/4	2	1	1/16		1/16	1		5	59	B3	3	184
26	0.25	8	7	7/16	7/16	4/4	2	1	1/16		1/16	1		3	57	A3	3	185
26	0.25	8	7	7/16	7/16	4/4	1	1	1/16		1/16	1		6	78	F#5	5	161
105/4	1.0	8	7	1/2	1/2	4/4	2	1	1/4		1/4	1	1	1	55	G3	3	186
105/4	1.0	8	7	1/2	1/2	4/4	1	2	1/4		1/4	1		3	69	A4	4	172
105/4	1.0	8	7	1/2	1/2	4/4	1	3	1/4		1/4	1	1	5	71	B4	4	176
105/4	0.25	8	7	1/2	1/2	4/4	1	1	1/16		1/16	1		6	78	F#5	5	162
53/2	0.25	8	7	9/16	9/16	4/4	1	1	1/16		1/16	1		3	81	A5	5	163
107/4	0.25	8	7	5/8	5/8	4/4	1	1	1/16		1/16	1		1	79	G5	5	164
27	0.25	8	7	11/16	11/16	4/4	1	1	1/16		1/16	1		6	78	F#5	5	165
109/4	0.25	8	7	3/4	3/4	4/4	2	1	1/16		1/16	1	-1	1	55	G3	3	187
109/4	0.25	8	7	3/4	3/4	4/4	1	2	1/16		1/16	1		1	67	G4	4	173
109/4	0.25	8	7	3/4	3/4	4/4	1	3	1/16		1/16	1	-1	5	71	B4	4	177
109/4	0.25	8	7	3/4	3/4	4/4	1	1	1/16		1/16	1		4	76	E5	5	166
55/2	0.25	8	7	13/16	13/16	4/4	2	1	1/16		1/16	1		1	55	G3	3	188
55/2	0.25	8	7	13/16	13/16	4/4	1	1	1/16		1/16	1		9	75	D#5	5	167
111/4	0.25	8	7	7/8	7/8	4/4	2	1	1/16		1/16	1		6	54	F#3	3	189
111/4	0.25	8	7	7/8	7/8	4/4	1	1	1/16		1/16	1		4	76	E5	5	168
28	0.25	8	7	15/16	15/16	4/4	2	1	1/16		1/16	1		4	52	E3	3	190
28	0.25	8	7	15/16	15/16	4/4	1	1	1/16		1/16	1		6	78	F#5	5	169
113/4	0.25	9	8	0	0	4/4	2	1	1/16		1/16	1		6	54	F#3	3	208
113/4	0.25	9	8	0	0	4/4	1	1	1/16		1/16	1		3	69	A4	4	191
57/2	0.25	9	8	1/16	1/16	4/4	2	1	1/16		1/16	1		6	54	F#3	3	209
57/2	0.25	9	8	1/16	1/16	4/4	1	1	1/16		1/16	1		0	72	C5	5	192
115/4	0.25	9	8	1/8	1/8	4/4	2	1	1/16		1/16	1		1	55	G3	3	210
115/4	0.25	9	8	1/8	1/8	4/4	1	1	1/16		1/16	1		5	71	B4	4	193
29	0.25	9	8	3/16	3/16	4/4	2	1	1/16		1/16	1		3	57	A3	3	211
29	0.25	9	8	3/16	3/16	4/4	1	1	1/16		1/16	1		0	72	C5	5	194
117/4	0.5	9	8	1/4	1/4	4/4	2	1	1/8		1/8	1		5	59	B3	3	212
117/4	0.25	9	8	1/4	1/4	4/4	1	1	1/16		1/16	1		2	62	D4	4	195
117/4	1.0	9	8	1/4	1/4	4/4	1	2	1/4		1/4	1		9	63	D#4	4	207
59/2	0.25	9	8	5/16	5/16	4/4	1	1	1/16		1/16	1		0	72	C5	5	196
119/4	0.5	9	8	3/8	3/8	4/4	2	1	1/8		1/8	1		5	47	B2	2	213
119/4	0.25	9	8	3/8	3/8	4/4	1	1	1/16		1/16	1		5	71	B4	4	197
30	0.25	9	8	7/16	7/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	198
121/4	1.0	9	8	1/2	1/2	4/4	2	1	1/4		1/4	1	1	4	52	E3	3	214
121/4	0.25	9	8	1/2	1/2	4/4	1	1	1/16		1/16	1		1	67	G4	4	199
61/2	0.25	9	8	9/16	9/16	4/4	1	1	1/16		1/16	1		6	66	F#4	4	200
123/4	0.25	9	8	5/8	5/8	4/4	1	1	1/16		1/16	1		4	64	E4	4	201
31	0.25	9	8	11/16	11/16	4/4	1	1	1/16		1/16	1		6	66	F#4	4	202
125/4	0.25	9	8	3/4	3/4	4/4	2	1	1/16		1/16	1	-1	4	52	E3	3	215
125/4	0.25	9	8	3/4	3/4	4/4	1	1	1/16		1/16	1		1	67	G4	4	203
63/2	0.25	9	8	13/16	13/16	4/4	2	1	1/16		1/16	1		2	50	D3	3	216
63/2	0.25	9	8	13/16	13/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	204
127/4	0.25	9	8	7/8	7/8	4/4	2	1	1/16		1/16	1		0	48	C3	3	217
127/4	0.25	9	8	7/8	7/8	4/4	1	1	1/16		1/16	1		5	71	B4	4	205
32	0.25	9	8	15/16	15/16	4/4	2	1	1/16		1/16	1		5	47	B2	2	218
32	0.25	9	8	15/16	15/16	4/4	1	1	1/16		1/16	1		1	67	G4	4	206
129/4	0.25	10	9	0	0	4/4	2	2	1/16		1/16	1		3	45	A2	2	237
129/4	0.75	10	9	0	0	4/4	1	1	3/16		1/8	3/2		0	72	C5	5	219
65/2	0.25	10	9	1/16	1/16	4/4	2	2	1/16		1/16	1		1	43	G2	2	238
131/4	0.25	10	9	1/8	1/8	4/4	2	2	1/16		1/16	1		3	45	A2	2	239
33	0.25	10	9	3/16	3/16	4/4	2	2	1/16		1/16	1		5	47	B2	2	240
33	0.25	10	9	3/16	3/16	4/4	1	1	1/16		1/16	1		5	71	B4	4	220
133/4	0.25	10	9	1/4	1/4	4/4	2	2	1/16		1/16	1		0	48	C3	3	241
133/4	1.0	10	9	1/4	1/4	4/4	1	1	1/4		1/4	1	1	3	69	A4	4	221
67/2	0.25	10	9	5/16	5/16	4/4	2	2	1/16		1/16	1		5	47	B2	2	242
67/2	0.25	10	9	5/16	5/16	4/4	1	2	1/16		1/16	1		1	67	G4	4	230
135/4	0.25	10	9	3/8	3/8	4/4	2	2	1/16		1/16	1		0	48	C3	3	243
135/4	0.25	10	9	3/8	3/8	4/4	1	2	1/16		1/16	1		6	66	F#4	4	231
34	0.25	10	9	7/16	7/16	4/4	2	2	1/16		1/16	1		3	45	A2	2	244
34	0.25	10	9	7/16	7/16	4/4	1	2	1/16		1/16	1		4	64	E4	4	232
137/4	2.0	10	9	1/2	1/2	4/4	2	2	1/2		1/2	1	1	5	47	B2	2	245
137/4	0.5	10	9	1/2	1/2	4/4	1	2	1/8		1/8	1		9	63	D#4	4	233
137/4	0.25	10	9	1/2	1/2	4/4	1	1	1/16		1/16	1	-1	3	69	A4	4	222
69/2	0.25	10	9	9/16	9/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	223
139/4	0.5	10	9	5/8	5/8	4/4	2	1	1/8		1/8	1		6	54	F#3	3	234
139/4	0.25	10	9	5/8	5/8	4/4	1	1	1/16		1/16	1		1	67	G4	4	224
35	0.25	10	9	11/16	11/16	4/4	1	1	1/16		1/16	1		6	66	F#4	4	225
141/4	0.5	10	9	3/4	3/4	4/4	2	1	1/8		1/8	1		5	59	B3	3	235
141/4	0.25	10	9	3/4	3/4	4/4	1	1	1/16		1/16	1		1	67	G4	4	226
71/2	0.25	10	9	13/16	13/16	4/4	1	1	1/16		1/16	1		4	64	E4	4	227
143/4	0.5	10	9	7/8	7/8	4/4	2	1	1/8		1/8	1		1	55	G3	3	236
143/4	0.25	10	9	7/8	7/8	4/4	1	1	1/16		1/16	1		6	66	F#4	4	228
36	0.25	10	9	15/16	15/16	4/4	1	1	1/16		1/16	1		1	67	G4	4	229
145/4	2.0	11	10	0	0	4/4	2	2	1/2		1/2	1	-1	5	47	B2	2	263
145/4	0.5	11	10	0	0	4/4	2	1	1/8		1/8	1		4	52	E3	3	259
145/4	0.25	11	10	0	0	4/4	1	1	1/16		1/16	1		7	61	C#4	4	246
73/2	0.25	11	10	1/16	1/16	4/4	1	1	1/16		1/16	1		4	64	E4	4	247
147/4	0.5	11	10	1/8	1/8	4/4	2	1	1/8		1/8	1		1	55	G3	3	260
147/4	0.25	11	10	1/8	1/8	4/4	1	1	1/16		1/16	1		2	62	D4	4	248
37	0.25	11	10	3/16	3/16	4/4	1	1	1/16		1/16	1		4	64	E4	4	249
149/4	0.5	11	10	1/4	1/4	4/4	2	1	1/8		1/8	1		7	49	C#3	3	261
149/4	0.25	11	10	1/4	1/4	4/4	1	1	1/16		1/16	1		10	58	A#3	3	250
75/2	0.25	11	10	5/16	5/16	4/4	1	1	1/16		1/16	1		1	67	G4	4	251
151/4	0.5	11	10	3/8	3/8	4/4	2	1	1/8		1/8	1		10	58	A#3	3	262
151/4	0.25	11	10	3/8	3/8	4/4	1	1	1/16		1/16	1		6	66	F#4	4	252
38	0.25	11	10	7/16	7/16	4/4	1	1	1/16		1/16	1		4	64	E4	4	253
153/4	0.75	11	10	1/2	1/2	4/4	2	2	3/16		1/8	3/2		5	59	B3	3	264
153/4	0.25	11	10	1/2	1/2	4/4	1	1	1/16		1/16	1		9	63	D#4	4	254
77/2	0.25	11	10	9/16	9/16	4/4	1	1	1/16		1/16	1		7	61	C#4	4	255
155/4	0.5	11	10	5/8	5/8	4/4	1	1	1/8		1/8	1		5	59	B3	3	256
39	0.25	11	10	11/16	11/16	4/4	2	2	1/16		1/16	1		3	57	A3	3	265
157/4	0.25	11	10	3/4	3/4	4/4	2	2	1/16		1/16	1		1	55	G3	3	266
157/4	0.75	11	10	3/4	3/4	4/4	1	1	3/16		1/8	3/2		5	71	B4	4	257
79/2	0.25	11	10	13/16	13/16	4/4	2	2	1/16		1/16	1		4	52	E3	3	267
159/4	0.25	11	10	7/8	7/8	4/4	2	2	1/16		1/16	1		6	54	F#3	3	268
40	0.25	11	10	15/16	15/16	4/4	2	2	1/16		1/16	1		1	55	G3	3	269
40	0.25	11	10	15/16	15/16	4/4	1	1	1/16		1/16	1		5	71	B4	4	258
161/4	0.75	12	11	0	0	4/4	2	2	3/16		1/8	3/2		0	48	C3	3	284
161/4	0.25	12	11	0	0	4/4	1	1	1/16		1/16	1		4	76	E5	5	270
81/2	0.25	12	11	1/16	1/16	4/4	1	1	1/16		1/16	1		0	72	C5	5	271
163/4	0.25	12	11	1/8	1/8	4/4	1	1	1/16		1/16	1		5	71	B4	4	272
41	0.25	12	11	3/16	3/16	4/4	2	2	1/16		1/16	1		5	47	B2	2	285
41	0.25	12	11	3/16	3/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	273
165/4	0.25	12	11	1/4	1/4	4/4	2	2	1/16		1/16	1		0	48	C3	3	286
165/4	0.75	12	11	1/4	1/4	4/4	1	1	3/16		1/8	3/2		6	78	F#5	5	274
83/2	0.25	12	11	5/16	5/16	4/4	2	2	1/16		1/16	1		3	45	A2	2	287
167/4	0.25	12	11	3/8	3/8	4/4	2	2	1/16		1/16	1		5	47	B2	2	288
42	0.25	12	11	7/16	7/16	4/4	2	2	1/16		1/16	1		0	48	C3	3	289
42	0.25	12	11	7/16	7/16	4/4	1	1	1/16		1/16	1		6	78	F#5	5	275
169/4	0.5	12	11	1/2	1/2	4/4	2	2	1/8		1/8	1		9	39	D#2	2	290
169/4	0.25	12	11	1/2	1/2	4/4	1	1	1/16		1/16	1		6	78	F#5	5	276
