mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0	0.5	0	11/8	3/2	1	1	1/8		1/8	1		5	71	B4	4	0
2	1	1/2	1/2	1.0	0	0	3/2	2	1	1/4		1/4	1		4	52	E3	3	12
2	1	1/2	1/2	1.5	0	0	3/2	1	2	3/8		1/4	3/2		4	64	E4	4	10
2	1	1/2	1/2	1.5	0	0	3/2	1	2	3/8		1/4	3/2		1	67	G4	4	10
2	1	1/2	1/2	1.5	0	0	3/2	1	1	3/8		1/4	3/2		5	71	B4	4	1
2	1	3/2	3/2	1.0	1/4	1/4	3/2	2	1	1/4		1/4	1		4	40	E2	2	13
2	1	2	2	0.5	3/8	3/8	3/2	1	1	1/8		1/8	1		0	72	C5	5	2
2	1	5/2	5/2	0.5	1/2	1/2	3/2	1	1	1/8		1/8	1		5	71	B4	4	3
2	1	3	3	0.5	5/8	5/8	3/2	1	1	1/8		1/8	1		3	69	A4	4	4
2	1	7/2	7/2	0.5	3/4	3/4	3/2	1	1	1/8		1/8	1		1	67	G4	4	5
2	1	4	4	0.5	7/8	7/8	3/2	1	1	1/8		1/8	1		6	66	F#4	4	6
2	1	9/2	9/2	0.5	1	1	3/2	1	1	1/8		1/8	1		4	64	E4	4	7
2	1	5	5	0.5	9/8	9/8	3/2	1	1	1/8		1/8	1		9	63	D#4	4	8
2	1	11/2	11/2	1.0	5/4	5/4	3/2	1	2	1/4		1/4	1		9	63	D#4	4	11
2	1	11/2	11/2	1.0	5/4	5/4	3/2	1	1	1/4		1/4	1		3	69	A4	4	9
2	1	11/2	11/2	1.0	5/4	5/4	3/2	1	1	1/4		1/4	1		0	72	C5	5	9
3	2	13/2	13/2	1.5	0	0	3/2	1	2	3/8		1/4	3/2		4	64	E4	4	23
3	2	13/2	13/2	1.5	0	0	3/2	1	2	3/8		1/4	3/2		1	67	G4	4	23
3	2	13/2	13/2	1.5	0	0	3/2	1	1	3/8		1/4	3/2		5	71	B4	4	14
3	2	7	7	0.5	1/8	1/8	3/2	2	1	1/8		1/8	1		4	52	E3	3	24
3	2	15/2	15/2	0.5	1/4	1/4	3/2	2	1	1/8		1/8	1		6	54	F#3	3	25
3	2	8	8	0.5	3/8	3/8	3/2	2	1	1/8		1/8	1		1	55	G3	3	26
3	2	8	8	0.5	3/8	3/8	3/2	1	1	1/8		1/8	1		1	79	G5	5	15
3	2	17/2	17/2	0.5	1/2	1/2	3/2	2	1	1/8		1/8	1		3	57	A3	3	27
3	2	17/2	17/2	0.5	1/2	1/2	3/2	1	1	1/8		1/8	1		6	78	F#5	5	16
3	2	9	9	0.5	5/8	5/8	3/2	2	1	1/8		1/8	1		5	59	B3	3	28
3	2	9	9	0.5	5/8	5/8	3/2	1	1	1/8		1/8	1		4	76	E5	5	17
3	2	19/2	19/2	0.5	3/4	3/4	3/2	2	1	1/8		1/8	1		0	60	C4	4	29
3	2	19/2	19/2	0.5	3/4	3/4	3/2	1	1	1/8		1/8	1		9	75	D#5	5	18
3	2	10	10	0.5	7/8	7/8	3/2	2	1	1/8		1/8	1		5	59	B3	3	30
3	2	10	10	0.5	7/8	7/8	3/2	1	1	1/8		1/8	1		4	76	E5	5	19
3	2	21/2	21/2	0.5	1	1	3/2	2	1	1/8		1/8	1		3	57	A3	3	31
3	2	21/2	21/2	1.5	1	1	3/2	1	1	3/8		1/4	3/2		4	76	E5	5	20
3	2	11	11	0.5	9/8	9/8	3/2	2	1	1/8		1/8	1		1	55	G3	3	32
