quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
9	3.0	4	4	0	0	3/4	1	1	3/4		1/2	3/2		3	69	A4	4	27
19/2	0.5	4	4	1/8	1/8	3/4	2	1	1/8		1/8	1		4	52	E3	3	29
10	0.5	4	4	1/4	1/4	3/4	2	1	1/8		1/8	1		6	54	F#3	3	30
21/2	0.5	4	4	3/8	3/8	3/4	2	1	1/8		1/8	1		3	57	A3	3	31
11	1.0	4	4	1/2	1/2	3/4	2	1	1/4		1/4	1		2	62	D4	4	32
23/2	0.5	4	4	5/8	5/8	3/4	2	2	1/8		1/8	1		2	50	D3	3	34
12	2.0	5	5	0	0	3/4	2	2	1/2		1/2	1		0	48	C3	3	40
12	1.5	5	5	0	0	3/4	1	1	3/8		1/4	3/2		6	78	F#5	5	35
13	2.0	5	5	1/4	1/4	3/4	2	1	1/2		1/2	1		3	57	A3	3	39
27/2	0.5	5	5	3/8	3/8	3/4	1	1	1/8		1/8	1		1	79	G5	5	36
14	1.0	5	5	1/2	1/2	3/4	2	2	1/4		1/4	1		0	48	C3	3	41
14	0.75	5	5	1/2	1/2	3/4	1	1	3/16		1/8	3/2		4	76	E5	5	37
59/4	0.25	5	5	11/16	11/16	3/4	1	1	1/16		1/16	1		2	74	D5	5	38
15	1.0	6	6	0	0	3/4	2	2	1/4		1/4	1		5	47	B2	2	48
15	1.0	6	6	0	0	3/4	1	1	1/4		1/4	1		1	79	G5	5	42
31/2	0.5	6	6	1/8	1/8	3/4	2	1	1/8		1/8	1		2	50	D3	3	46
16	1.0	6	6	1/4	1/4	3/4	2	2	1/4		1/4	1		4	52	E3	3	49
16	2.0	6	6	1/4	1/4	3/4	2	1	1/2		1/2	1	1	1	55	G3	3	47
16	1.5	6	6	1/4	1/4	3/4	1	1	3/8		1/4	3/2		0	72	C5	5	43
17	1.0	6	6	1/2	1/2	3/4	2	2	1/4		1/4	1		0	48	C3	3	50
35/2	0.25	6	6	5/8	5/8	3/4	1	1	1/16		1/16	1		2	74	D5	5	44
71/4	0.25	6	6	11/16	11/16	3/4	1	1	1/16		1/16	1		4	76	E5	5	45
18	3.0	7	7	0	0	3/4	2	2	3/4		1/2	3/2		2	50	D3	3	60
18	1.0	7	7	0	0	3/4	2	1	1/4		1/4	1	-1	1	55	G3	3	56
18	1.0	7	7	0	0	3/4	1	1	1/4		1/4	1		3	69	A4	4	51
19	0.5	7	7	1/4	1/4	3/4	2	1	1/8		1/8	1		6	54	F#3	3	57
19	0.75	7	7	1/4	1/4	3/4	1	1	3/16		1/8	3/2		2	74	D5	5	52
39/2	0.5	7	7	3/8	3/8	3/4	2	1	1/8		1/8	1		4	52	E3	3	58
79/4	0.25	7	7	7/16	7/16	3/4	1	1	1/16		1/16	1		0	72	C5	5	53
20	1.0	7	7	1/2	1/2	3/4	2	1	1/4		1/4	1		6	54	F#3	3	59
20	0.75	7	7	1/2	1/2	3/4	1	1	3/16		1/8	3/2		5	71	B4	4	54
83/4	0.25	7	7	11/16	11/16	3/4	1	1	1/16		1/16	1		0	72	C5	5	55
21	3.0	8	8	0	0	3/4	2	1	3/4		1/2	3/2		1	55	G3	3	64
21	1.5	8	8	0	0	3/4	1	1	3/8		1/4	3/2		5	71	B4	4	61
22	1.0	8	8	1/4	1/4	3/4	2	2	1/4		1/4	1		2	50	D3	3	65
45/2	0.5	8	8	3/8	3/8	3/4	1	1	1/8		1/8	1		3	69	A4	4	62
23	1.0	8	8	1/2	1/2	3/4	2	2	1/4		1/4	1		1	43	G2	2	66
23	1.0	8	8	1/2	1/2	3/4	1	1	1/4		1/4	1		1	67	G4	4	63
24	3.0	9	9	0	0	3/4	2	2	3/4		1/2	3/2	1	1	55	G3	3	74
24	1.5	9	9	0	0	3/4	1	1	3/8		1/4	3/2		5	83	B5	5	67
49/2	0.5	9	9	1/8	1/8	3/4	2	1	1/8		1/8	1		5	59	B3	3	71
25	1.0	9	9	1/4	1/4	3/4	2	1	1/4		1/4	1		4	64	E4	4	72
51/2	0.5	9	9	3/8	3/8	3/4	1	1	1/8		1/8	1		1	79	G5	5	68
26	1.0	9	9	1/2	1/2	3/4	2	1	1/4		1/4	1		2	62	D4	4	73
26	0.75	9	9	1/2	1/2	3/4	1	1	3/16		1/8	3/2		6	78	F#5	5	69
107/4	0.25	9	9	11/16	11/16	3/4	1	1	1/16		1/16	1		4	76	E5	5	70
27	0.5	10	10	0	0	3/4	2	2	1/8		1/8	1	-1	1	55	G3	3	81
27	1.0	10	10	0	0	3/4	2	1	1/4		1/4	1		7	61	C#4	4	78
27	1.0	10	10	0	0	3/4	1	1	1/4		1/4	1		3	81	A5	5	75
55/2	0.5	10	10	1/8	1/8	3/4	2	2	1/8		1/8	1		1	55	G3	3	82
28	2.0	10	10	1/4	1/4	3/4	2	2	1/2		1/2	1	1	6	54	F#3	3	83
28	1.5	10	10	1/4	1/4	3/4	1	1	3/8		1/4	3/2		2	74	D5	5	76
57/2	0.5	10	10	3/8	3/8	3/4	2	1	1/8		1/8	1		3	57	A3	3	79
29	1.0	10	10	1/2	1/2	3/4	2	1	1/4		1/4	1		2	62	D4	4	80
59/2	0.5	10	10	5/8	5/8	3/4	1	1	1/8		1/8	1		6	78	F#5	5	77
30	0.5	11	11	0	0	3/4	2	2	1/8		1/8	1	-1	6	54	F#3	3	94
30	3.0	11	11	0	0	3/4	2	1	3/4		1/2	3/2	1	1	55	G3	3	93
30	1.0	11	11	0	0	3/4	1	1	1/4		1/4	1	1	5	71	B4	4	84
61/2	0.5	11	11	1/8	1/8	3/4	2	2	1/8		1/8	1		6	54	F#3	3	95
31	0.5	11	11	1/4	1/4	3/4	2	2	1/8		1/8	1		4	52	E3	3	96
31	0.25	11	11	1/4	1/4	3/4	1	1	1/16		1/16	1	-1	5	71	B4	4	85
125/4	0.25	11	11	5/16	5/16	3/4	1	1	1/16		1/16	1		2	74	D5	5	86
63/2	0.5	11	11	3/8	3/8	3/4	2	2	1/8		1/8	1		2	50	D3	3	97
63/2	0.25	11	11	3/8	3/8	3/4	1	1	1/16		1/16	1		7	73	C#5	5	87
127/4	0.25	11	11	7/16	7/16	3/4	1	1	1/16		1/16	1		5	71	B4	4	88
32	0.5	11	11	1/2	1/2	3/4	2	2	1/8		1/8	1		7	49	C#3	3	98
32	0.25	11	11	1/2	1/2	3/4	1	1	1/16		1/16	1		4	76	E5	5	89
129/4	0.25	11	11	9/16	9/16	3/4	1	1	1/16		1/16	1		1	79	G5	5	90
65/2	0.5	11	11	5/8	5/8	3/4	2	2	1/8		1/8	1		5	47	B2	2	99
65/2	0.25	11	11	5/8	5/8	3/4	1	1	1/16		1/16	1		6	78	F#5	5	91
131/4	0.25	11	11	11/16	11/16	3/4	1	1	1/16		1/16	1		4	76	E5	5	92
33	2.0	12	12	0	0	3/4	2	2	1/2		1/2	1		3	45	A2	2	108
33	0.5	12	12	0	0	3/4	2	1	1/8		1/8	1	-1	1	55	G3	3	103
33	1.5	12	12	0	0	3/4	1	1	3/8		1/4	3/2		7	73	C#5	5	100
67/2	0.5	12	12	1/8	1/8	3/4	2	1	1/8		1/8	1		4	52	E3	3	104
34	0.5	12	12	1/4	1/4	3/4	2	1	1/8		1/8	1		3	57	A3	3	105
69/2	0.5	12	12	3/8	3/8	3/4	2	1	1/8		1/8	1		1	55	G3	3	106
69/2	0.5	12	12	3/8	3/8	3/4	1	1	1/8		1/8	1		5	71	B4	4	101
35	1.0	12	12	1/2	1/2	3/4	2	1	1/4		1/4	1		6	54	F#3	3	107
35	1.0	12	12	1/2	1/2	3/4	1	1	1/4		1/4	1		3	69	A4	4	102
71/2	0.5	12	12	5/8	5/8	3/4	2	2	1/8		1/8	1	1	2	50	D3	3	109
36	0.5	13	13	0	0	3/4	2	2	1/8		1/8	1	-1	2	50	D3	3	119
36	1.5	13	13	0	0	3/4	2	1	3/8		1/4	3/2		4	52	E3	3	116
36	0.25	13	13	0	0	3/4	1	1	1/16		1/16	1		1	67	G4	4	110
145/4	0.25	13	13	1/16	1/16	3/4	1	1	1/16		1/16	1		6	66	F#4	4	111
73/2	0.5	13	13	1/8	1/8	3/4	2	2	1/8		1/8	1		2	50	D3	3	120
73/2	0.5	13	13	1/8	1/8	3/4	1	1	1/8		1/8	1		1	67	G4	4	112
37	1.5	13	13	1/4	1/4	3/4	2	2	3/8		1/4	3/2		7	49	C#3	3	121
37	1.5	13	13	1/4	1/4	3/4	1	1	3/8		1/4	3/2		4	76	E5	5	113
75/2	0.5	13	13	3/8	3/8	3/4	2	1	1/8		1/8	1		4	52	E3	3	117
38	1.0	13	13	1/2	1/2	3/4	2	1	1/4		1/4	1	1	3	57	A3	3	118
77/2	0.5	13	13	5/8	5/8	3/4	2	2	1/8		1/8	1		5	47	B2	2	122
77/2	0.25	13	13	5/8	5/8	3/4	1	1	1/16		1/16	1		2	74	D5	5	114
155/4	0.25	13	13	11/16	11/16	3/4	1	1	1/16		1/16	1		7	73	C#5	5	115
39	1.5	14	14	0	0	3/4	2	2	3/8		1/4	3/2		3	45	A2	2	135
39	0.5	14	14	0	0	3/4	2	1	1/8		1/8	1	-1	3	57	A3	3	130
39	0.5	14	14	0	0	3/4	1	1	1/8		1/8	1		1	79	G5	5	123
79/2	0.5	14	14	1/8	1/8	3/4	2	1	1/8		1/8	1		2	50	D3	3	131
79/2	0.25	14	14	1/8	1/8	3/4	1	1	1/16		1/16	1		6	78	F#5	5	124
159/4	0.25	14	14	3/16	3/16	3/4	1	1	1/16		1/16	1		4	76	E5	5	125
40	1.0	14	14	1/4	1/4	3/4	2	1	1/4		1/4	1		7	49	C#3	3	132
40	0.75	14	14	1/4	1/4	3/4	1	1	3/16		1/8	3/2		3	81	A5	5	126
81/2	0.5	14	14	3/8	3/8	3/4	2	2	1/8		1/8	1		1	43	G2	2	136
163/4	0.25	14	14	7/16	7/16	3/4	1	1	1/16		1/16	1		6	78	F#5	5	127
41	0.0	14	14	1/2	1/2	3/4	1	1	0	appoggiatura	1/8	1		4	76	E5	5	128
41	1.0	14	14	1/2	1/2	3/4	2	2	1/4		1/4	1	1	6	42	F#2	2	137
41	0.5	14	14	1/2	1/2	3/4	2	1	1/8		1/8	1		2	50	D3	3	133
41	1.0	14	14	1/2	1/2	3/4	1	1	1/4		1/4	1	1	2	74	D5	5	129
83/2	0.5	14	14	5/8	5/8	3/4	2	1	1/8		1/8	1		4	52	E3	3	134
42	0.5	15	15	0	0	3/4	2	2	1/8		1/8	1	-1	6	42	F#2	2	146
42	1.0	15	15	0	0	3/4	2	1	1/4		1/4	1		6	54	F#3	3	142
42	0.75	15	15	0	0	3/4	1	1	3/16		1/8	3/2	-1	2	74	D5	5	138
85/2	0.5	15	15	1/8	1/8	3/4	2	2	1/8		1/8	1		1	43	G2	2	147
171/4	0.25	15	15	3/16	3/16	3/4	1	1	1/16		1/16	1		5	71	B4	4	139
43	2.0	15	15	1/4	1/4	3/4	2	2	1/2		1/2	1		3	45	A2	2	148
43	0.5	15	15	1/4	1/4	3/4	2	1	1/8		1/8	1		4	52	E3	3	143
43	1.5	15	15	1/4	1/4	3/4	1	1	3/8		1/4	3/2		7	73	C#5	5	140
87/2	0.5	15	15	3/8	3/8	3/4	2	1	1/8		1/8	1		6	54	F#3	3	144
44	1.0	15	15	1/2	1/2	3/4	2	1	1/4		1/4	1	1	1	55	G3	3	145
89/2	0.5	15	15	5/8	5/8	3/4	1	1	1/8		1/8	1		2	74	D5	5	141
45	1.5	16	16	0	0	3/4	2	2	3/8		1/4	3/2		2	50	D3	3	154
45	0.5	16	16	0	0	3/4	2	1	1/8		1/8	1	-1	1	55	G3	3	150
45	3.0	16	16	0	0	3/4	1	1	3/4		1/2	3/2		2	74	D5	5	149
91/2	0.25	16	16	1/8	1/8	3/4	2	1	1/16		1/16	1		6	54	F#3	3	151
183/4	0.25	16	16	3/16	3/16	3/4	2	1	1/16		1/16	1		4	52	E3	3	152
46	1.0	16	16	1/4	1/4	3/4	2	1	1/4		1/4	1		6	54	F#3	3	153
93/2	0.5	16	16	3/8	3/8	3/4	2	2	1/8		1/8	1		2	50	D3	3	155
47	1.0	16	16	1/2	1/2	3/4	2	2	1/4		1/4	1		2	38	D2	2	156
48	2.0	17	17	0	0	3/4	2	2	1/2		1/2	1		2	50	D3	3	162
48	1.5	17	17	0	0	3/4	1	1	3/8		1/4	3/2		6	78	F#5	5	157
49	2.0	17	17	1/4	1/4	3/4	2	1	1/2		1/2	1	1	2	62	D4	4	161
99/2	0.5	17	17	3/8	3/8	3/4	1	1	1/8		1/8	1		1	79	G5	5	158
50	1.0	17	17	1/2	1/2	3/4	2	2	1/4		1/4	1		0	60	C4	4	163
50	0.75	17	17	1/2	1/2	3/4	1	1	3/16		1/8	3/2		3	81	A5	5	159
203/4	0.25	17	17	11/16	11/16	3/4	1	1	1/16		1/16	1		6	78	F#5	5	160
51	2.0	18	18	0	0	3/4	2	2	1/2		1/2	1		5	59	B3	3	172
51	0.5	18	18	0	0	3/4	2	1	1/8		1/8	1	-1	2	62	D4	4	168
51	1.0	18	18	0	0	3/4	1	1	1/4		1/4	1		2	74	D5	5	164
103/2	0.5	18	18	1/8	1/8	3/4	2	1	1/8		1/8	1		2	62	D4	4	169
52	0.5	18	18	1/4	1/4	3/4	2	1	1/8		1/8	1		0	60	C4	4	170
52	1.5	18	18	1/4	1/4	3/4	1	1	3/8		1/4	3/2		1	79	G5	5	165
105/2	1.5	18	18	3/8	3/8	3/4	2	1	3/8		1/4	3/2		5	59	B3	3	171
53	0.5	18	18	1/2	1/2	3/4	2	2	1/8		1/8	1		3	57	A3	3	173
107/2	0.5	18	18	5/8	5/8	3/4	2	2	1/8		1/8	1		1	55	G3	3	174
107/2	0.25	18	18	5/8	5/8	3/4	1	1	1/16		1/16	1		3	81	A5	5	166
215/4	0.25	18	18	11/16	11/16	3/4	1	1	1/16		1/16	1		5	83	B5	5	167
54	1.5	19	19	0	0	3/4	2	1	3/8		1/4	3/2		0	60	C4	4	179
54	1.5	19	19	0	0	3/4	1	1	3/8		1/4	3/2		4	76	E5	5	175
109/2	0.5	19	19	1/8	1/8	3/4	2	2	1/8		1/8	1		0	48	C3	3	183
55	1.0	19	19	1/4	1/4	3/4	2	2	1/4		1/4	1		2	50	D3	3	184
111/2	0.5	19	19	3/8	3/8	3/4	2	1	1/8		1/8	1		5	59	B3	3	180
111/2	0.5	19	19	3/8	3/8	3/4	1	1	1/8		1/8	1		2	74	D5	5	176
56	1.0	19	19	1/2	1/2	3/4	2	2	1/4		1/4	1		4	52	E3	3	185
56	0.5	19	19	1/2	1/2	3/4	2	1	1/8		1/8	1		3	57	A3	3	181
56	0.75	19	19	1/2	1/2	3/4	1	1	3/16		1/8	3/2		0	72	C5	5	177
113/2	0.5	19	19	5/8	5/8	3/4	2	1	1/8		1/8	1		8	56	G#3	3	182
227/4	0.25	19	19	11/16	11/16	3/4	1	1	1/16		1/16	1		5	71	B4	4	178
57	1.0	20	20	0	0	3/4	2	1	1/4		1/4	1		3	57	A3	3	189
57	1.5	20	20	0	0	3/4	1	1	3/8		1/4	3/2		0	72	C5	5	186
115/2	0.5	20	20	1/8	1/8	3/4	2	2	1/8		1/8	1		4	52	E3	3	190
58	0.5	20	20	1/4	1/4	3/4	2	2	1/8		1/8	1		3	45	A2	2	191
117/2	0.5	20	20	3/8	3/8	3/4	2	2	1/8		1/8	1		5	47	B2	2	192
117/2	0.5	20	20	3/8	3/8	3/4	1	1	1/8		1/8	1		5	71	B4	4	187
59	0.5	20	20	1/2	1/2	3/4	2	2	1/8		1/8	1		0	48	C3	3	193
59	1.0	20	20	1/2	1/2	3/4	1	1	1/4		1/4	1		3	69	A4	4	188
119/2	0.5	20	20	5/8	5/8	3/4	2	2	1/8		1/8	1		4	52	E3	3	194
60	1.5	21	21	0	0	3/4	2	2	3/8		1/4	3/2		3	57	A3	3	203
60	1.5	21	21	0	0	3/4	1	1	3/8		1/4	3/2		0	84	C6	6	195
121/2	0.5	21	21	1/8	1/8	3/4	2	1	1/8		1/8	1		0	60	C4	4	200
61	1.0	21	21	1/4	1/4	3/4	2	1	1/4		1/4	1		6	66	F#4	4	201
123/2	0.5	21	21	3/8	3/8	3/4	2	2	1/8		1/8	1		3	57	A3	3	204
123/2	0.25	21	21	3/8	3/8	3/4	1	1	1/16		1/16	1		5	83	B5	5	196
247/4	0.25	21	21	7/16	7/16	3/4	1	1	1/16		1/16	1		3	81	A5	5	197
62	1.0	21	21	1/2	1/2	3/4	2	2	1/4		1/4	1		1	55	G3	3	205
62	0.75	21	21	1/2	1/2	3/4	1	1	3/16		1/8	3/2		5	83	B5	5	198
125/2	0.5	21	21	5/8	5/8	3/4	2	1	1/8		1/8	1		5	59	B3	3	202
251/4	0.25	21	21	11/16	11/16	3/4	1	1	1/16		1/16	1		4	76	E5	5	199
63	0.0	22	22	0	0	3/4	1	1	0	appoggiatura	1/8	1		4	76	E5	5	206
63	1.5	22	22	0	0	3/4	2	2	3/8		1/4	3/2		6	54	F#3	3	215
63	1.5	22	22	0	0	3/4	1	1	3/8		1/4	3/2		9	75	D#5	5	207
127/2	0.5	22	22	1/8	1/8	3/4	2	1	1/8		1/8	1		3	57	A3	3	212
64	1.0	22	22	1/4	1/4	3/4	2	1	1/4		1/4	1		0	60	C4	4	213
129/2	0.5	22	22	3/8	3/8	3/4	2	2	1/8		1/8	1		4	52	E3	3	216
129/2	0.25	22	22	3/8	3/8	3/4	1	1	1/16		1/16	1		4	76	E5	5	208
259/4	0.25	22	22	7/16	7/16	3/4	1	1	1/16		1/16	1		6	78	F#5	5	209
65	1.0	22	22	1/2	1/2	3/4	2	2	1/4		1/4	1		9	51	D#3	3	217
65	1.0	22	22	1/2	1/2	3/4	2	1	1/4		1/4	1		6	54	F#3	3	214
65	0.75	22	22	1/2	1/2	3/4	1	1	3/16		1/8	3/2		5	71	B4	4	210
263/4	0.25	22	22	11/16	11/16	3/4	1	1	1/16		1/16	1		3	81	A5	5	211
66	0.5	23	23	0	0	3/4	2	1	1/8		1/8	1		4	52	E3	3	222
66	0.5	23	23	0	0	3/4	2	2	1/8		1/8	1		4	52	E3	3	227
66	0.75	23	23	0	0	3/4	1	1	3/16		1/8	3/2		1	79	G5	5	218
133/2	0.5	23	23	1/8	1/8	3/4	2	2	1/8		1/8	1		3	45	A2	2	228
133/2	0.5	23	23	1/8	1/8	3/4	2	1	1/8		1/8	1	1	6	54	F#3	3	223
267/4	0.25	23	23	3/16	3/16	3/4	1	1	1/16		1/16	1		6	78	F#5	5	219
67	2.0	23	23	1/4	1/4	3/4	2	2	1/2		1/2	1		5	47	B2	2	229
67	0.5	23	23	1/4	1/4	3/4	2	1	1/8		1/8	1	-1	6	54	F#3	3	224
67	1.5	23	23	1/4	1/4	3/4	1	1	3/8		1/4	3/2		9	75	D#5	5	220
135/2	0.5	23	23	3/8	3/8	3/4	2	1	1/8		1/8	1		1	55	G3	3	225
68	1.0	23	23	1/2	1/2	3/4	2	1	1/4		1/4	1	1	3	57	A3	3	226
137/2	0.5	23	23	5/8	5/8	3/4	1	1	1/8		1/8	1		4	76	E5	5	221
69	1.5	24	24	0	0	3/4	2	2	3/8		1/4	3/2		4	52	E3	3	235
69	0.5	24	24	0	0	3/4	2	1	1/8		1/8	1	-1	3	57	A3	3	231
69	3.0	24	24	0	0	3/4	1	1	3/4		1/2	3/2		4	76	E5	5	230
139/2	0.25	24	24	1/8	1/8	3/4	2	1	1/16		1/16	1		1	55	G3	3	232
279/4	0.25	24	24	3/16	3/16	3/4	2	1	1/16		1/16	1		6	54	F#3	3	233
70	1.0	24	24	1/4	1/4	3/4	2	1	1/4		1/4	1		1	55	G3	3	234
141/2	0.5	24	24	3/8	3/8	3/4	2	2	1/8		1/8	1		4	52	E3	3	236
71	1.0	24	24	1/2	1/2	3/4	2	2	1/4		1/4	1		4	40	E2	2	237
72	1.0	25	25	0	0	3/4	2	2	1/4		1/4	1		4	52	E3	3	243
72	3.0	25	25	0	0	3/4	2	1	3/4		1/2	3/2	1	1	55	G3	3	242
72	1.5	25	25	0	0	3/4	1	1	3/8		1/4	3/2		5	71	B4	4	238
73	1.0	25	25	1/4	1/4	3/4	2	2	1/4		1/4	1		2	50	D3	3	244
147/2	0.5	25	25	3/8	3/8	3/4	1	1	1/8		1/8	1		0	72	C5	5	239
74	1.0	25	25	1/2	1/2	3/4	2	2	1/4		1/4	1		0	48	C3	3	245
74	0.75	25	25	1/2	1/2	3/4	1	1	3/16		1/8	3/2		3	69	A4	4	240
299/4	0.25	25	25	11/16	11/16	3/4	1	1	1/16		1/16	1		1	67	G4	4	241
75	1.0	26	26	0	0	3/4	2	2	1/4		1/4	1		5	47	B2	2	253
75	1.5	26	26	0	0	3/4	2	1	3/8		1/4	3/2	-1	1	55	G3	3	249
75	1.0	26	26	0	0	3/4	1	1	1/4		1/4	1		-1	77	F5	5	246
76	0.0	26	26	1/4	1/4	3/4	1	1	0	grace4	1/4	1		-1	77	F5	5	247
76	2.0	26	26	1/4	1/4	3/4	2	2	1/2		1/2	1		0	48	C3	3	254
76	2.0	26	26	1/4	1/4	3/4	1	1	1/2		1/2	1		4	76	E5	5	248
153/2	0.5	26	26	3/8	3/8	3/4	2	1	1/8		1/8	1		4	52	E3	3	250
77	0.5	26	26	1/2	1/2	3/4	2	1	1/8		1/8	1		-1	53	F3	3	251
155/2	0.5	26	26	5/8	5/8	3/4	2	1	1/8		1/8	1		1	55	G3	3	252
78	1.5	27	27	0	0	3/4	2	2	3/8		1/4	3/2		-1	53	F3	3	267
78	0.5	27	27	0	0	3/4	2	1	1/8		1/8	1		3	57	A3	3	264
78	0.75	27	27	0	0	3/4	1	1	3/16		1/8	3/2		2	74	D5	5	255
157/2	0.5	27	27	1/8	1/8	3/4	2	1	1/8		1/8	1		5	59	B3	3	265
315/4	0.125	27	27	3/16	3/16	3/4	1	1	1/32		1/32	1		0	72	C5	5	256
631/8	0.125	27	27	7/32	7/32	3/4	1	1	1/32		1/32	1		5	71	B4	4	257
79	2.0	27	27	1/4	1/4	3/4	2	1	1/2		1/2	1	1	0	60	C4	4	266
79	0.75	27	27	1/4	1/4	3/4	1	1	3/16		1/8	3/2		3	81	A5	5	258
159/2	0.5	27	27	3/8	3/8	3/4	2	2	1/8		1/8	1		1	55	G3	3	268
319/4	0.25	27	27	7/16	7/16	3/4	1	1	1/16		1/16	1		1	79	G5	5	259
80	0.5	27	27	1/2	1/2	3/4	2	2	1/8		1/8	1		3	57	A3	3	269
80	0.25	27	27	1/2	1/2	3/4	1	1	1/16		1/16	1		-1	77	F5	5	260
321/4	0.25	27	27	9/16	9/16	3/4	1	1	1/16		1/16	1		4	76	E5	5	261
161/2	0.5	27	27	5/8	5/8	3/4	2	2	1/8		1/8	1		-1	53	F3	3	270
161/2	0.25	27	27	5/8	5/8	3/4	1	1	1/16		1/16	1		2	74	D5	5	262
323/4	0.25	27	27	11/16	11/16	3/4	1	1	1/16		1/16	1		0	72	C5	5	263
81	2.0	28	28	0	0	3/4	2	2	1/2		1/2	1		1	55	G3	3	279
81	1.0	28	28	0	0	3/4	2	1	1/4		1/4	1	-1	0	60	C4	4	276
81	1.0	28	28	0	0	3/4	1	1	1/4		1/4	1		4	76	E5	5	271
82	1.0	28	28	1/4	1/4	3/4	2	1	1/4		1/4	1		5	59	B3	3	277
82	0.25	28	28	1/4	1/4	3/4	1	1	1/16		1/16	1		2	74	D5	5	272
329/4	0.25	28	28	5/16	5/16	3/4	1	1	1/16		1/16	1		0	72	C5	5	273
165/2	0.5	28	28	3/8	3/8	3/4	1	1	1/8		1/8	1		2	74	D5	5	274
83	1.0	28	28	1/2	1/2	3/4	2	2	1/4		1/4	1	1	0	48	C3	3	280
83	1.0	28	28	1/2	1/2	3/4	2	1	1/4		1/4	1		0	60	C4	4	278
83	1.0	28	28	1/2	1/2	3/4	1	1	1/4		1/4	1		0	72	C5	5	275
84	0.0	29	29	0	0	3/4	1	1	0	appoggiatura	1/8	1		5	71	B4	4	281
84	0.5	29	29	0	0	3/4	2	2	1/8		1/8	1	-1	0	48	C3	3	287
84	2.0	29	29	0	0	3/4	2	1	1/2		1/2	1		6	54	F#3	3	286
84	1.5	29	29	0	0	3/4	1	1	3/8		1/4	3/2		3	69	A4	4	282
169/2	0.5	29	29	1/8	1/8	3/4	2	2	1/8		1/8	1		4	52	E3	3	288
85	0.5	29	29	1/4	1/4	3/4	2	2	1/8		1/8	1		2	50	D3	3	289
171/2	0.5	29	29	3/8	3/8	3/4	2	2	1/8		1/8	1		0	48	C3	3	290
171/2	0.5	29	29	3/8	3/8	3/4	1	1	1/8		1/8	1		5	71	B4	4	283
86	0.5	29	29	1/2	1/2	3/4	2	2	1/8		1/8	1		5	47	B2	2	291
