mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0.5		0	5/8	6/8	1	1	1/8	1/8	1		4	64	E4	4	0
2	1	1/2	1.5		0	0	6/8	2	1	3/8	1/4	3/2		3	45	A2	2	6
2	1	1/2	1.0		0	0	6/8	1	1	1/4	1/4	1		3	69	A4	4	1
2	1	3/2	0.5		1/4	1/4	6/8	1	1	1/8	1/8	1		3	69	A4	4	2
2	1	2	1.5		3/8	3/8	6/8	2	1	3/8	1/4	3/2	1	3	57	A3	3	7
2	1	2	0.5		3/8	3/8	6/8	1	1	1/8	1/8	1		3	69	A4	4	3
2	1	5/2	0.5		1/2	1/2	6/8	1	1	1/8	1/8	1		5	71	B4	4	4
2	1	3	0.5		5/8	5/8	6/8	1	1	1/8	1/8	1		0	72	C5	5	5
3	2	7/2	1.5		0	0	6/8	2	1	3/8	1/4	3/2	-1	3	57	A3	3	14
3	2	7/2	0.5		0	0	6/8	1	1	1/8	1/8	1		5	71	B4	4	8
3	2	4	0.5		1/8	1/8	6/8	1	1	1/8	1/8	1		2	62	D4	4	9
3	2	9/2	0.5		1/4	1/4	6/8	1	1	1/8	1/8	1		5	71	B4	4	10
3	2	5	1.5		3/8	3/8	6/8	2	1	3/8	1/4	3/2		8	56	G#3	3	15
3	2	5	0.5		3/8	3/8	6/8	1	1	1/8	1/8	1		4	64	E4	4	11
3	2	11/2	0.5		1/2	1/2	6/8	1	1	1/8	1/8	1		-1	65	F4	4	12
3	2	6	0.5		5/8	5/8	6/8	1	1	1/8	1/8	1		2	62	D4	4	13
4	3	13/2	1.5		0	0	6/8	2	1	3/8	1/4	3/2		3	57	A3	3	22
4	3	13/2	0.5		0	0	6/8	1	1	1/8	1/8	1		0	60	C4	4	16
4	3	7	0.5		1/8	1/8	6/8	1	1	1/8	1/8	1		4	64	E4	4	17
4	3	15/2	0.5		1/4	1/4	6/8	1	1	1/8	1/8	1		3	69	A4	4	18
4	3	8	1.5		3/8	3/8	6/8	2	1	3/8	1/4	3/2		-1	53	F3	3	23
4	3	8	0.5		3/8	3/8	6/8	1	1	1/8	1/8	1		2	62	D4	4	19
4	3	17/2	0.5		1/2	1/2	6/8	1	1	1/8	1/8	1		5	71	B4	4	20
4	3	9	0.5		5/8	5/8	6/8	1	1	1/8	1/8	1		3	69	A4	4	21
5	4	19/2	1.5		0	0	6/8	2	1	3/8	1/4	3/2	1	4	52	E3	3	30
5	4	19/2	0.5		0	0	6/8	1	1	1/8	1/8	1		8	68	G#4	4	24
5	4	10	0.5		1/8	1/8	6/8	1	1	1/8	1/8	1		3	69	A4	4	25
