quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
33/2	0.5	6	6	3/8	3/8	3/4	1	1	1/8	1/8	1		3	69	A4	4	48
17	1.0	6	6	1/2	1/2	3/4	2	1	1/4	1/4	1		2	50	D3	3	53
17	0.5	6	6	1/2	1/2	3/4	1	1	1/8	1/8	1		6	78	F#5	5	49
35/2	0.5	6	6	5/8	5/8	3/4	1	1	1/8	1/8	1		2	74	D5	5	50
18	1.0	7	7	0	0	3/4	2	1	1/4	1/4	1		1	43	G2	2	60
18	0.5	7	7	0	0	3/4	1	1	1/8	1/8	1		5	71	B4	4	54
37/2	0.5	7	7	1/8	1/8	3/4	1	1	1/8	1/8	1		6	78	F#5	5	55
19	1.0	7	7	1/4	1/4	3/4	2	1	1/4	1/4	1		1	55	G3	3	61
19	0.5	7	7	1/4	1/4	3/4	1	1	1/8	1/8	1		4	76	E5	5	56
39/2	0.5	7	7	3/8	3/8	3/4	1	1	1/8	1/8	1		2	74	D5	5	57
20	1.0	7	7	1/2	1/2	3/4	2	1	1/4	1/4	1		4	52	E3	3	62
20	0.5	7	7	1/2	1/2	3/4	1	1	1/8	1/8	1		7	73	C#5	5	58
41/2	0.5	7	7	5/8	5/8	3/4	1	1	1/8	1/8	1		5	71	B4	4	59
21	0.5	8	8	0	0	3/4	2	1	1/8	1/8	1		6	54	F#3	3	69
21	0.5	8	8	0	0	3/4	1	1	1/8	1/8	1		10	70	A#4	4	63
43/2	0.5	8	8	1/8	1/8	3/4	2	1	1/8	1/8	1		1	55	G3	3	70
43/2	0.5	8	8	1/8	1/8	3/4	1	1	1/8	1/8	1		6	66	F#4	4	64
22	0.5	8	8	1/4	1/4	3/4	2	1	1/8	1/8	1		6	54	F#3	3	71
22	0.5	8	8	1/4	1/4	3/4	1	1	1/8	1/8	1		10	70	A#4	4	65
45/2	0.5	8	8	3/8	3/8	3/4	2	1	1/8	1/8	1		4	52	E3	3	72
45/2	0.5	8	8	3/8	3/8	3/4	1	1	1/8	1/8	1		7	73	C#5	5	66
23	0.5	8	8	1/2	1/2	3/4	2	1	1/8	1/8	1		2	50	D3	3	73
23	0.5	8	8	1/2	1/2	3/4	1	1	1/8	1/8	1		6	78	F#5	5	67
47/2	0.5	8	8	5/8	5/8	3/4	2	1	1/8	1/8	1		7	49	C#3	3	74
47/2	0.5	8	8	5/8	5/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	68
24	1.0	9	9	0	0	3/4	2	1	1/4	1/4	1		5	47	B2	2	81
24	0.5	9	9	0	0	3/4	1	1	1/8	1/8	1		2	74	D5	5	75
49/2	0.5	9	9	1/8	1/8	3/4	1	1	1/8	1/8	1		6	78	F#5	5	76
25	1.0	9	9	1/4	1/4	3/4	2	1	1/4	1/4	1		5	59	B3	3	82
25	0.5	9	9	1/4	1/4	3/4	1	1	1/8	1/8	1		5	83	B5	5	77
51/2	0.5	9	9	3/8	3/8	3/4	1	1	1/8	1/8	1		6	78	F#5	5	78
26	1.0	9	9	1/2	1/2	3/4	2	1	1/4	1/4	1		10	58	A#3	3	83
26	0.5	9	9	1/2	1/2	3/4	1	1	1/8	1/8	1		7	73	C#5	5	79
53/2	0.5	9	9	5/8	5/8	3/4	1	1	1/8	1/8	1		6	78	F#5	5	80
27	1.0	10	10	0	0	3/4	2	1	1/4	1/4	1		5	59	B3	3	90
27	0.5	10	10	0	0	3/4	1	1	1/8	1/8	1		2	74	D5	5	84
55/2	0.5	10	10	1/8	1/8	3/4	1	1	1/8	1/8	1		6	78	F#5	5	85
28	1.0	10	10	1/4	1/4	3/4	2	1	1/4	1/4	1		2	62	D4	4	91
28	0.5	10	10	1/4	1/4	3/4	1	1	1/8	1/8	1		5	71	B4	4	86
57/2	0.5	10	10	3/8	3/8	3/4	1	1	1/8	1/8	1		6	78	F#5	5	87
29	1.0	10	10	1/2	1/2	3/4	2	1	1/4	1/4	1		6	66	F#4	4	92
29	0.5	10	10	1/2	1/2	3/4	1	1	1/8	1/8	1		10	70	A#4	4	88
59/2	0.5	10	10	5/8	5/8	3/4	1	1	1/8	1/8	1		6	78	F#5	5	89
30	1.0	11	11	0	0	3/4	2	1	1/4	1/4	1		2	62	D4	4	99
30	0.5	11	11	0	0	3/4	1	1	1/8	1/8	1		5	71	B4	4	93
61/2	0.5	11	11	1/8	1/8	3/4	1	1	1/8	1/8	1		6	78	F#5	5	94
31	1.0	11	11	1/4	1/4	3/4	2	1	1/4	1/4	1		5	59	B3	3	100
31	0.5	11	11	1/4	1/4	3/4	1	1	1/8	1/8	1		5	83	B5	5	95
63/2	0.5	11	11	3/8	3/8	3/4	1	1	1/8	1/8	1		6	78	F#5	5	96
32	1.0	11	11	1/2	1/2	3/4	2	1	1/4	1/4	1		10	58	A#3	3	101
32	0.5	11	11	1/2	1/2	3/4	1	1	1/8	1/8	1		7	73	C#5	5	97
65/2	0.5	11	11	5/8	5/8	3/4	1	1	1/8	1/8	1		6	78	F#5	5	98
33	1.0	12	12	0	0	3/4	2	1	1/4	1/4	1		5	59	B3	3	108
33	0.5	12	12	0	0	3/4	1	1	1/8	1/8	1		2	74	D5	5	102
67/2	0.5	12	12	1/8	1/8	3/4	1	1	1/8	1/8	1		6	78	F#5	5	103
34	1.0	12	12	1/4	1/4	3/4	2	1	1/4	1/4	1		2	50	D3	3	109
34	0.5	12	12	1/4	1/4	3/4	1	1	1/8	1/8	1		5	71	B4	4	104
69/2	0.5	12	12	3/8	3/8	3/4	1	1	1/8	1/8	1		6	78	F#5	5	105
35	1.0	12	12	1/2	1/2	3/4	2	1	1/4	1/4	1		6	54	F#3	3	110
35	0.5	12	12	1/2	1/2	3/4	1	1	1/8	1/8	1		10	70	A#4	4	106
71/2	0.5	12	12	5/8	5/8	3/4	1	1	1/8	1/8	1		6	78	F#5	5	107
36	1.0	13	13	0	0	3/4	2	1	1/4	1/4	1		5	47	B2	2	117
36	0.5	13	13	0	0	3/4	1	1	1/8	1/8	1		2	74	D5	5	111
73/2	0.5	13	13	1/8	1/8	3/4	1	1	1/8	1/8	1		6	78	F#5	5	112
37	1.0	13	13	1/4	1/4	3/4	2	1	1/4	1/4	1		5	59	B3	3	118
37	0.5	13	13	1/4	1/4	3/4	1	1	1/8	1/8	1		2	74	D5	5	113
75/2	0.5	13	13	3/8	3/8	3/4	1	1	1/8	1/8	1		5	71	B4	4	114
38	1.0	13	13	1/2	1/2	3/4	2	1	1/4	1/4	1		4	52	E3	3	119
38	0.5	13	13	1/2	1/2	3/4	1	1	1/8	1/8	1		1	79	G5	5	115
77/2	0.5	13	13	5/8	5/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	116
39	1.0	14	14	0	0	3/4	2	1	1/4	1/4	1		3	45	A2	2	126
39	0.5	14	14	0	0	3/4	1	1	1/8	1/8	1		7	73	C#5	5	120
79/2	0.5	14	14	1/8	1/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	121
40	1.0	14	14	1/4	1/4	3/4	2	1	1/4	1/4	1		3	57	A3	3	127
40	0.5	14	14	1/4	1/4	3/4	1	1	1/8	1/8	1		7	73	C#5	5	122
81/2	0.5	14	14	3/8	3/8	3/4	1	1	1/8	1/8	1		3	69	A4	4	123
41	1.0	14	14	1/2	1/2	3/4	2	1	1/4	1/4	1		7	49	C#3	3	128
41	0.5	14	14	1/2	1/2	3/4	1	1	1/8	1/8	1		3	81	A5	5	124
83/2	0.5	14	14	5/8	5/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	125
42	1.0	15	15	0	0	3/4	2	1	1/4	1/4	1		2	50	D3	3	135
42	0.5	15	15	0	0	3/4	1	1	1/8	1/8	1		6	78	F#5	5	129
85/2	0.5	15	15	1/8	1/8	3/4	1	1	1/8	1/8	1		3	81	A5	5	130
43	1.0	15	15	1/4	1/4	3/4	2	1	1/4	1/4	1		6	54	F#3	3	136
43	0.5	15	15	1/4	1/4	3/4	1	1	1/8	1/8	1		6	78	F#5	5	131
87/2	0.5	15	15	3/8	3/8	3/4	1	1	1/8	1/8	1		2	74	D5	5	132
44	1.0	15	15	1/2	1/2	3/4	2	1	1/4	1/4	1		3	57	A3	3	137
44	0.5	15	15	1/2	1/2	3/4	1	1	1/8	1/8	1		3	69	A4	4	133
89/2	0.5	15	15	5/8	5/8	3/4	1	1	1/8	1/8	1		7	73	C#5	5	134
45	1.0	16	16	0	0	3/4	2	1	1/4	1/4	1		2	50	D3	3	139
45	3.0	16	16	0	0	3/4	1	1	3/4	1/2	3/2		2	74	D5	5	138
46	1.0	16	16	1/4	1/4	3/4	2	1	1/4	1/4	1		3	45	A2	2	140
47	1.0	16	16	1/2	1/2	3/4	2	1	1/4	1/4	1		2	38	D2	2	141
48	0.5	17	17	0	0	3/4	2	1	1/8	1/8	1		6	54	F#3	3	148
48	0.5	17	17	0	0	3/4	1	1	1/8	1/8	1		3	81	A5	5	142
97/2	0.5	17	17	1/8	1/8	3/4	2	1	1/8	1/8	1		3	57	A3	3	149
97/2	0.5	17	17	1/8	1/8	3/4	1	1	1/8	1/8	1		1	79	G5	5	143
49	0.5	17	17	1/4	1/4	3/4	2	1	1/8	1/8	1		2	62	D4	4	150
49	0.5	17	17	1/4	1/4	3/4	1	1	1/8	1/8	1		6	78	F#5	5	144
99/2	0.5	17	17	3/8	3/8	3/4	2	1	1/8	1/8	1		3	57	A3	3	151
99/2	0.5	17	17	3/8	3/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	145
50	0.5	17	17	1/2	1/2	3/4	2	1	1/8	1/8	1		4	52	E3	3	152
50	0.5	17	17	1/2	1/2	3/4	1	1	1/8	1/8	1		2	74	D5	5	146
101/2	0.5	17	17	5/8	5/8	3/4	2	1	1/8	1/8	1		3	57	A3	3	153
101/2	0.5	17	17	5/8	5/8	3/4	1	1	1/8	1/8	1		7	73	C#5	5	147
51	0.5	18	18	0	0	3/4	2	1	1/8	1/8	1		6	54	F#3	3	160
51	0.5	18	18	0	0	3/4	1	1	1/8	1/8	1		2	74	D5	5	154
103/2	0.5	18	18	1/8	1/8	3/4	2	1	1/8	1/8	1		3	57	A3	3	161
103/2	0.5	18	18	1/8	1/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	155
52	0.5	18	18	1/4	1/4	3/4	2	1	1/8	1/8	1		2	50	D3	3	162
52	0.5	18	18	1/4	1/4	3/4	1	1	1/8	1/8	1		6	78	F#5	5	156
105/2	0.5	18	18	3/8	3/8	3/4	2	1	1/8	1/8	1		3	57	A3	3	163
105/2	0.5	18	18	3/8	3/8	3/4	1	1	1/8	1/8	1		2	74	D5	5	157
53	0.5	18	18	1/2	1/2	3/4	2	1	1/8	1/8	1		7	49	C#3	3	164
53	0.5	18	18	1/2	1/2	3/4	1	1	1/8	1/8	1		4	76	E5	5	158
107/2	0.5	18	18	5/8	5/8	3/4	2	1	1/8	1/8	1		3	57	A3	3	165
107/2	0.5	18	18	5/8	5/8	3/4	1	1	1/8	1/8	1		1	79	G5	5	159
54	0.5	19	19	0	0	3/4	2	1	1/8	1/8	1		2	50	D3	3	170
54	0.5	19	19	0	0	3/4	1	1	1/8	1/8	1		6	78	F#5	5	166
109/2	0.5	19	19	1/8	1/8	3/4	2	1	1/8	1/8	1		3	57	A3	3	171
109/2	0.5	19	19	1/8	1/8	3/4	1	1	1/8	1/8	1		1	79	G5	5	167
55	0.5	19	19	1/4	1/4	3/4	2	1	1/8	1/8	1		2	62	D4	4	172
55	1.0	19	19	1/4	1/4	3/4	1	1	1/4	1/4	1		3	81	A5	5	168
111/2	0.5	19	19	3/8	3/8	3/4	2	1	1/8	1/8	1		3	57	A3	3	173
56	0.5	19	19	1/2	1/2	3/4	2	1	1/8	1/8	1		4	52	E3	3	174
56	1.0	19	19	1/2	1/2	3/4	1	1	1/4	1/4	1		7	73	C#5	5	169
113/2	0.5	19	19	5/8	5/8	3/4	2	1	1/8	1/8	1		3	57	A3	3	175
57	0.5	20	20	0	0	3/4	2	1	1/8	1/8	1		6	54	F#3	3	180
57	0.5	20	20	0	0	3/4	1	1	1/8	1/8	1		2	74	D5	5	176
115/2	0.5	20	20	1/8	1/8	3/4	2	1	1/8	1/8	1		3	57	A3	3	181
115/2	0.5	20	20	1/8	1/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	177
58	0.5	20	20	1/4	1/4	3/4	2	1	1/8	1/8	1		2	50	D3	3	182
58	1.0	20	20	1/4	1/4	3/4	1	1	1/4	1/4	1		6	78	F#5	5	178
117/2	0.5	20	20	3/8	3/8	3/4	2	1	1/8	1/8	1		3	57	A3	3	183
59	0.5	20	20	1/2	1/2	3/4	2	1	1/8	1/8	1		7	49	C#3	3	184
59	1.0	20	20	1/2	1/2	3/4	1	1	1/4	1/4	1		4	76	E5	5	179
119/2	0.5	20	20	5/8	5/8	3/4	2	1	1/8	1/8	1		3	57	A3	3	185
60	0.5	21	21	0	0	3/4	2	1	1/8	1/8	1		2	50	D3	3	189
60	1.0	21	21	0	0	3/4	1	1	1/4	1/4	1		6	78	F#5	5	186
121/2	0.5	21	21	1/8	1/8	3/4	2	1	1/8	1/8	1		6	54	F#3	3	190
61	0.5	21	21	1/4	1/4	3/4	2	1	1/8	1/8	1		2	50	D3	3	191
61	1.0	21	21	1/4	1/4	3/4	1	1	1/4	1/4	1		5	83	B5	5	187
123/2	0.5	21	21	3/8	3/8	3/4	2	1	1/8	1/8	1		5	47	B2	2	192
62	0.5	21	21	1/2	1/2	3/4	2	1	1/8	1/8	1		5	59	B3	3	193
62	1.0	21	21	1/2	1/2	3/4	1	1	1/4	1/4	1		8	80	G#5	5	188
125/2	0.5	21	21	5/8	5/8	3/4	2	1	1/8	1/8	1		8	56	G#3	3	194
63	0.5	22	22	0	0	3/4	2	1	1/8	1/8	1		11	53	E#3	3	199
63	0.5	22	22	0	0	3/4	1	1	1/8	1/8	1		5	71	B4	4	195
127/2	0.5	22	22	1/8	1/8	3/4	2	1	1/8	1/8	1		8	56	G#3	3	200
127/2	0.5	22	22	1/8	1/8	3/4	1	1	1/8	1/8	1		7	73	C#5	5	196
64	0.5	22	22	1/4	1/4	3/4	2	1	1/8	1/8	1		7	49	C#3	3	201
64	1.0	22	22	1/4	1/4	3/4	1	1	1/4	1/4	1		2	74	D5	5	197
129/2	0.5	22	22	3/8	3/8	3/4	2	1	1/8	1/8	1		8	56	G#3	3	202
65	0.5	22	22	1/2	1/2	3/4	2	1	1/8	1/8	1		11	53	E#3	3	203
65	1.0	22	22	1/2	1/2	3/4	1	1	1/4	1/4	1		7	73	C#5	5	198
131/2	0.5	22	22	5/8	5/8	3/4	2	1	1/8	1/8	1		8	56	G#3	3	204
66	1.0	23	23	0	0	3/4	2	1	1/4	1/4	1		6	54	F#3	3	211
66	0.5	23	23	0	0	3/4	1	1	1/8	1/8	1		5	71	B4	4	205
133/2	0.5	23	23	1/8	1/8	3/4	1	1	1/8	1/8	1		3	69	A4	4	206
67	1.0	23	23	1/4	1/4	3/4	2	1	1/4	1/4	1		7	61	C#4	4	212
67	0.5	23	23	1/4	1/4	3/4	1	1	1/8	1/8	1		8	68	G#4	4	207
135/2	0.5	23	23	3/8	3/8	3/4	1	1	1/8	1/8	1		6	66	F#4	4	208
68	1.0	23	23	1/2	1/2	3/4	2	1	1/4	1/4	1		7	49	C#3	3	213
68	0.5	23	23	1/2	1/2	3/4	1	1	1/8	1/8	1		8	68	G#4	4	209
137/2	0.5	23	23	5/8	5/8	3/4	1	1	1/8	1/8	1		11	65	E#4	4	210
69	0.5	24	24	0	0	3/4	2	1	1/8	1/8	1		6	54	F#3	3	215
69	3.0	24	24	0	0	3/4	1	1	3/4	1/2	3/2		6	66	F#4	4	214
139/2	0.5	24	24	1/8	1/8	3/4	2	1	1/8	1/8	1		3	57	A3	3	216
70	0.5	24	24	1/4	1/4	3/4	2	1	1/8	1/8	1		7	61	C#4	4	217
141/2	0.5	24	24	3/8	3/8	3/4	2	1	1/8	1/8	1		3	57	A3	3	218
71	0.5	24	24	1/2	1/2	3/4	2	1	1/8	1/8	1		4	52	E3	3	219
143/2	0.5	24	24	5/8	5/8	3/4	2	1	1/8	1/8	1		3	57	A3	3	220
72	0.5	25	25	0	0	3/4	2	1	1/8	1/8	1		9	51	D#3	3	225
72	1.5	25	25	0	0	3/4	1	1	3/8	1/4	3/2		3	69	A4	4	221
145/2	0.5	25	25	1/8	1/8	3/4	2	1	1/8	1/8	1		6	54	F#3	3	226
73	0.5	25	25	1/4	1/4	3/4	2	1	1/8	1/8	1		5	47	B2	2	227
147/2	0.5	25	25	3/8	3/8	3/4	2	1	1/8	1/8	1		6	54	F#3	3	228
147/2	0.25	25	25	3/8	3/8	3/4	1	1	1/16	1/16	1		5	71	B4	4	222
295/4	0.25	25	25	7/16	7/16	3/4	1	1	1/16	1/16	1		0	72	C5	5	223
74	0.5	25	25	1/2	1/2	3/4	2	1	1/8	1/8	1		9	51	D#3	3	229
74	1.0	25	25	1/2	1/2	3/4	1	1	1/4	1/4	1		5	71	B4	4	224
149/2	0.5	25	25	5/8	5/8	3/4	2	1	1/8	1/8	1		6	54	F#3	3	230
75	3.0	26	26	0	0	3/4	2	1	3/4	1/2	3/2		4	52	E3	3	237
75	0.5	26	26	0	0	3/4	1	1	1/8	1/8	1		3	69	A4	4	231
151/2	0.5	26	26	1/8	1/8	3/4	1	1	1/8	1/8	1		1	67	G4	4	232
76	0.5	26	26	1/4	1/4	3/4	1	1	1/8	1/8	1		3	69	A4	4	233
153/2	0.5	26	26	3/8	3/8	3/4	1	1	1/8	1/8	1		6	66	F#4	4	234
77	0.5	26	26	1/2	1/2	3/4	1	1	1/8	1/8	1		1	67	G4	4	235
155/2	0.5	26	26	5/8	5/8	3/4	1	1	1/8	1/8	1		4	64	E4	4	236
78	0.5	27	27	0	0	3/4	2	1	1/8	1/8	1		11	53	E#3	3	242
78	1.5	27	27	0	0	3/4	1	1	3/8	1/4	3/2		5	71	B4	4	238
157/2	0.5	27	27	1/8	1/8	3/4	2	1	1/8	1/8	1		8	56	G#3	3	243
79	0.5	27	27	1/4	1/4	3/4	2	1	1/8	1/8	1		7	49	C#3	3	244
159/2	0.5	27	27	3/8	3/8	3/4	2	1	1/8	1/8	1		8	56	G#3	3	245
159/2	0.25	27	27	3/8	3/8	3/4	1	1	1/16	1/16	1		7	73	C#5	5	239
319/4	0.25	27	27	7/16	7/16	3/4	1	1	1/16	1/16	1		2	74	D5	5	240
80	0.5	27	27	1/2	1/2	3/4	2	1	1/8	1/8	1		11	53	E#3	3	246
80	1.0	27	27	1/2	1/2	3/4	1	1	1/4	1/4	1		7	73	C#5	5	241
161/2	0.5	27	27	5/8	5/8	3/4	2	1	1/8	1/8	1		8	56	G#3	3	247
81	3.0	28	28	0	0	3/4	2	1	3/4	1/2	3/2		6	54	F#3	3	254
81	0.5	28	28	0	0	3/4	1	1	1/8	1/8	1		5	71	B4	4	248
163/2	0.5	28	28	1/8	1/8	3/4	1	1	1/8	1/8	1		10	70	A#4	4	249
82	0.5	28	28	1/4	1/4	3/4	1	1	1/8	1/8	1		5	71	B4	4	250
165/2	0.5	28	28	3/8	3/8	3/4	1	1	1/8	1/8	1		8	68	G#4	4	251
83	0.5	28	28	1/2	1/2	3/4	1	1	1/8	1/8	1		10	70	A#4	4	252
167/2	0.5	28	28	5/8	5/8	3/4	1	1	1/8	1/8	1		6	66	F#4	4	253
84	1.0	29	29	0	0	3/4	2	1	1/4	1/4	1		6	54	F#3	3	261
84	0.5	29	29	0	0	3/4	1	1	1/8	1/8	1		7	73	C#5	5	255
169/2	0.5	29	29	1/8	1/8	3/4	1	1	1/8	1/8	1		10	70	A#4	4	256
85	1.0	29	29	1/4	1/4	3/4	2	1	1/4	1/4	1		7	49	C#3	3	262
85	0.5	29	29	1/4	1/4	3/4	1	1	1/8	1/8	1		6	66	F#4	4	257
171/2	0.5	29	29	3/8	3/8	3/4	1	1	1/8	1/8	1		10	70	A#4	4	258
86	1.0	29	29	1/2	1/2	3/4	2	1	1/4	1/4	1		10	46	A#2	2	263
86	0.5	29	29	1/2	1/2	3/4	1	1	1/8	1/8	1		7	73	C#5	5	259
173/2	0.5	29	29	5/8	5/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	260
87	1.0	30	30	0	0	3/4	2	1	1/4	1/4	1		6	42	F#2	2	270
87	0.5	30	30	0	0	3/4	1	1	1/8	1/8	1		1	79	G5	5	264
175/2	0.5	30	30	1/8	1/8	3/4	1	1	1/8	1/8	1		7	73	C#5	5	265
88	1.0	30	30	1/4	1/4	3/4	2	1	1/4	1/4	1		8	44	G#2	2	271
88	0.5	30	30	1/4	1/4	3/4	1	1	1/8	1/8	1		6	78	F#5	5	266
177/2	0.5	30	30	3/8	3/8	3/4	1	1	1/8	1/8	1		7	73	C#5	5	267
89	1.0	30	30	1/2	1/2	3/4	2	1	1/4	1/4	1		10	46	A#2	2	272
89	0.5	30	30	1/2	1/2	3/4	1	1	1/8	1/8	1		4	76	E5	5	268
179/2	0.5	30	30	5/8	5/8	3/4	1	1	1/8	1/8	1		7	73	C#5	5	269
90	1.0	31	31	0	0	3/4	2	1	1/4	1/4	1		5	47	B2	2	279
90	0.5	31	31	0	0	3/4	1	1	1/8	1/8	1		2	74	D5	5	273
181/2	0.5	31	31	1/8	1/8	3/4	1	1	1/8	1/8	1		7	73	C#5	5	274
91	1.0	31	31	1/4	1/4	3/4	2	1	1/4	1/4	1		6	54	F#3	3	280
91	0.5	31	31	1/4	1/4	3/4	1	1	1/8	1/8	1		5	71	B4	4	275
183/2	0.5	31	31	3/8	3/8	3/4	1	1	1/8	1/8	1		2	74	D5	5	276
92	1.0	31	31	1/2	1/2	3/4	2	1	1/4	1/4	1		5	59	B3	3	281
92	0.5	31	31	1/2	1/2	3/4	1	1	1/8	1/8	1		6	78	F#5	5	277
185/2	0.5	31	31	5/8	5/8	3/4	1	1	1/8	1/8	1		5	83	B5	5	278
93	1.0	32	32	0	0	3/4	2	1	1/4	1/4	1		2	62	D4	4	288
93	0.5	32	32	0	0	3/4	1	1	1/8	1/8	1		6	78	F#5	5	282
187/2	0.5	32	32	1/8	1/8	3/4	1	1	1/8	1/8	1		5	71	B4	4	283
94	1.0	32	32	1/4	1/4	3/4	2	1	1/4	1/4	1		7	61	C#4	4	289
94	0.5	32	32	1/4	1/4	3/4	1	1	1/8	1/8	1		4	76	E5	5	284
189/2	0.5	32	32	3/8	3/8	3/4	1	1	1/8	1/8	1		5	71	B4	4	285
95	1.0	32	32	1/2	1/2	3/4	2	1	1/4	1/4	1		5	59	B3	3	290
95	0.5	32	32	1/2	1/2	3/4	1	1	1/8	1/8	1		2	74	D5	5	286
191/2	0.5	32	32	5/8	5/8	3/4	1	1	1/8	1/8	1		5	71	B4	4	287
96	1.0	33	33	0	0	3/4	2	1	1/4	1/4	1		4	52	E3	3	297
