quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
0	4.0	1	1	0	0	2/2	2	1	1	1	1	1	5	59	B3	3	11
0	1.0	1	1	0	0	2/2	1	2	1/4	1/4	1		2	62	D4	4	7
0	1.0	1	1	0	0	2/2	1	1	1/4	1/4	1		6	66	F#4	4	0
1	1.0	1	1	1/4	1/4	2/2	1	2	1/4	1/4	1		7	61	C#4	4	8
1	0.5	1	1	1/4	1/4	2/2	1	1	1/8	1/8	1		5	71	B4	4	1
3/2	0.5	1	1	3/8	3/8	2/2	1	1	1/8	1/8	1		10	70	A#4	4	2
2	1.0	1	1	1/2	1/2	2/2	1	2	1/4	1/4	1		2	62	D4	4	9
2	0.5	1	1	1/2	1/2	2/2	1	1	1/8	1/8	1		5	71	B4	4	3
5/2	0.5	1	1	5/8	5/8	2/2	1	1	1/8	1/8	1		7	73	C#5	5	4
3	1.0	1	1	3/4	3/4	2/2	1	2	1/4	1/4	1		6	66	F#4	4	10
3	0.5	1	1	3/4	3/4	2/2	1	1	1/8	1/8	1		2	74	D5	5	5
7/2	0.5	1	1	7/8	7/8	2/2	1	1	1/8	1/8	1		5	71	B4	4	6
4	2.0	2	2	0	0	2/2	2	1	1/2	1/2	1	-1	5	59	B3	3	21
4	1.0	2	2	0	0	2/2	1	2	1/4	1/4	1		4	64	E4	4	17
4	1.0	2	2	0	0	2/2	1	1	1/4	1/4	1		1	79	G5	5	12
5	1.0	2	2	1/4	1/4	2/2	1	2	1/4	1/4	1		2	62	D4	4	18
5	0.5	2	2	1/4	1/4	2/2	1	1	1/8	1/8	1		1	79	G5	5	13
11/2	0.5	2	2	3/8	3/8	2/2	1	1	1/8	1/8	1		6	78	F#5	5	14
6	2.0	2	2	1/2	1/2	2/2	2	1	1/2	1/2	1	1	1	55	G3	3	22
6	1.0	2	2	1/2	1/2	2/2	1	2	1/4	1/4	1		7	61	C#4	4	19
6	1.0	2	2	1/2	1/2	2/2	1	1	1/4	1/4	1		4	76	E5	5	15
7	1.0	2	2	3/4	3/4	2/2	1	2	1/4	1/4	1		5	59	B3	3	20
7	1.0	2	2	3/4	3/4	2/2	1	1	1/4	1/4	1		2	74	D5	5	16
8	1.0	3	3	0	0	2/2	2	1	1/4	1/4	1	-1	1	55	G3	3	32
8	2.0	3	3	0	0	2/2	1	2	1/2	1/2	1		4	64	E4	4	30
8	1.0	3	3	0	0	2/2	1	1	1/4	1/4	1		7	73	C#5	5	23
9	0.5	3	3	1/4	1/4	2/2	2	1	1/8	1/8	1		6	54	F#3	3	33
9	0.5	3	3	1/4	1/4	2/2	1	1	1/8	1/8	1		5	71	B4	4	24
19/2	0.5	3	3	3/8	3/8	2/2	2	1	1/8	1/8	1		4	52	E3	3	34
19/2	0.5	3	3	3/8	3/8	2/2	1	1	1/8	1/8	1		10	70	A#4	4	25
10	1.0	3	3	1/2	1/2	2/2	2	1	1/4	1/4	1		2	50	D3	3	35
10	2.0	3	3	1/2	1/2	2/2	1	2	1/2	1/2	1		6	54	F#3	3	31
10	0.5	3	3	1/2	1/2	2/2	1	1	1/8	1/8	1		5	71	B4	4	26
21/2	0.5	3	3	5/8	5/8	2/2	1	1	1/8	1/8	1		7	73	C#5	5	27
11	1.0	3	3	3/4	3/4	2/2	2	1	1/4	1/4	1		7	49	C#3	3	36
11	0.5	3	3	3/4	3/4	2/2	1	1	1/8	1/8	1		2	74	D5	5	28
23/2	0.5	3	3	7/8	7/8	2/2	1	1	1/8	1/8	1		4	76	E5	5	29
12	1.0	4	4	0	0	2/2	2	1	1/4	1/4	1		2	50	D3	3	47
12	2.0	4	4	0	0	2/2	1	2	1/2	1/2	1		5	59	B3	3	44
12	1.0	4	4	0	0	2/2	1	1	1/4	1/4	1		6	78	F#5	5	37
