mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0	0.5	0	3/4	2/2	1	1	1/8	1/8	1		8	68	G#4	4	0
1	0	1/2	1/2	0.5	1/8	7/8	2/2	1	1	1/8	1/8	1		3	69	A4	4	1
2	1	1	1	1.0	0	0	2/2	1	1	1/4	1/4	1		5	71	B4	4	2
2	1	2	2	0.5	1/4	1/4	2/2	2	1	1/8	1/8	1		4	52	E3	3	7
2	1	2	2	0.5	1/4	1/4	2/2	1	1	1/8	1/8	1		8	68	G#4	4	3
2	1	5/2	5/2	0.5	3/8	3/8	2/2	2	1	1/8	1/8	1		6	54	F#3	3	8
2	1	5/2	5/2	0.5	3/8	3/8	2/2	1	1	1/8	1/8	1		5	71	B4	4	4
2	1	3	3	0.5	1/2	1/2	2/2	2	1	1/8	1/8	1		8	56	G#3	3	9
2	1	3	3	1.0	1/2	1/2	2/2	1	1	1/4	1/4	1		4	76	E5	5	5
2	1	7/2	7/2	0.5	5/8	5/8	2/2	2	1	1/8	1/8	1		6	54	F#3	3	10
2	1	4	4	0.5	3/4	3/4	2/2	2	1	1/8	1/8	1		8	56	G#3	3	11
2	1	4	4	1.0	3/4	3/4	2/2	1	1	1/4	1/4	1		5	71	B4	4	6
2	1	9/2	9/2	0.5	7/8	7/8	2/2	2	1	1/8	1/8	1		4	52	E3	3	12
3	2	5	5	0.5	0	0	2/2	2	1	1/8	1/8	1		3	57	A3	3	17
3	2	5	5	1.0	0	0	2/2	1	1	1/4	1/4	1		6	78	F#5	5	13
3	2	11/2	11/2	0.5	1/8	1/8	2/2	2	1	1/8	1/8	1		8	56	G#3	3	18
3	2	6	6	0.5	1/4	1/4	2/2	2	1	1/8	1/8	1		3	57	A3	3	19
3	2	6	6	1.0	1/4	1/4	2/2	1	1	1/4	1/4	1		5	71	B4	4	14
3	2	13/2	13/2	0.5	3/8	3/8	2/2	2	1	1/8	1/8	1		4	52	E3	3	20
3	2	7	7	0.5	1/2	1/2	2/2	2	1	1/8	1/8	1		5	59	B3	3	21
3	2	7	7	1.0	1/2	1/2	2/2	1	1	1/4	1/4	1		8	80	G#5	5	15
3	2	15/2	15/2	0.5	5/8	5/8	2/2	2	1	1/8	1/8	1		3	57	A3	3	22
3	2	8	8	0.5	3/4	3/4	2/2	2	1	1/8	1/8	1		5	59	B3	3	23
3	2	8	8	1.0	3/4	3/4	2/2	1	1	1/4	1/4	1		5	71	B4	4	16
3	2	17/2	17/2	0.5	7/8	7/8	2/2	2	1	1/8	1/8	1		4	52	E3	3	24
4	3	9	9	0.5	0	0	2/2	2	1	1/8	1/8	1		7	61	C#4	4	32
4	3	9	9	1.0	0	0	2/2	1	1	1/4	1/4	1		3	81	A5	5	25
4	3	19/2	19/2	0.5	1/8	1/8	2/2	2	1	1/8	1/8	1		5	59	B3	3	33
4	3	10	10	0.5	1/4	1/4	2/2	2	1	1/8	1/8	1		7	61	C#4	4	34
4	3	10	10	0.5	1/4	1/4	2/2	1	1	1/8	1/8	1		8	80	G#5	5	26
4	3	21/2	21/2	0.5	3/8	3/8	2/2	2	1	1/8	1/8	1		4	52	E3	3	35
4	3	21/2	21/2	0.5	3/8	3/8	2/2	1	1	1/8	1/8	1		3	81	A5	5	27
4	3	11	11	0.5	1/2	1/2	2/2	2	1	1/8	1/8	1		9	63	D#4	4	36
4	3	11	11	0.5	1/2	1/2	2/2	1	1	1/8	1/8	1		5	83	B5	5	28
4	3	23/2	23/2	0.5	5/8	5/8	2/2	2	1	1/8	1/8	1		7	61	C#4	4	37
4	3	23/2	23/2	0.5	5/8	5/8	2/2	1	1	1/8	1/8	1		3	81	A5	5	29
4	3	12	12	0.5	3/4	3/4	2/2	2	1	1/8	1/8	1		9	63	D#4	4	38
4	3	12	12	0.5	3/4	3/4	2/2	1	1	1/8	1/8	1		8	80	G#5	5	30
4	3	25/2	25/2	0.5	7/8	7/8	2/2	2	1	1/8	1/8	1		4	52	E3	3	39
4	3	25/2	25/2	0.5	7/8	7/8	2/2	1	1	1/8	1/8	1		6	78	F#5	5	31
5	4	13	13	1.0	0	0	2/2	2	1	1/4	1/4	1		4	64	E4	4	48
5	4	13	13	0.5	0	0	2/2	1	1	1/8	1/8	1		3	81	A5	5	40
5	4	27/2	27/2	0.5	1/8	1/8	2/2	1	1	1/8	1/8	1		8	80	G#5	5	41
5	4	14	14	1.0	1/4	1/4	2/2	2	1	1/4	1/4	1		5	59	B3	3	49
5	4	14	14	0.5	1/4	1/4	2/2	1	1	1/8	1/8	1		6	78	F#5	5	42
5	4	29/2	29/2	0.5	3/8	3/8	2/2	1	1	1/8	1/8	1		8	80	G#5	5	43
5	4	15	15	1.0	1/2	1/2	2/2	2	1	1/4	1/4	1		8	56	G#3	3	50
5	4	15	15	0.5	1/2	1/2	2/2	1	1	1/8	1/8	1		4	76	E5	5	44
5	4	31/2	31/2	0.5	5/8	5/8	2/2	1	1	1/8	1/8	1		8	80	G#5	5	45
5	4	16	16	1.0	3/4	3/4	2/2	2	1	1/4	1/4	1		12	60	B#3	3	51
5	4	16	16	0.5	3/4	3/4	2/2	1	1	1/8	1/8	1		6	78	F#5	5	46
5	4	33/2	33/2	0.5	7/8	7/8	2/2	1	1	1/8	1/8	1		8	80	G#5	5	47
6	5	17	17	1.0	0	0	2/2	2	1	1/4	1/4	1		7	61	C#4	4	60
6	5	17	17	0.5	0	0	2/2	1	1	1/8	1/8	1		4	76	E5	5	52
6	5	35/2	35/2	0.5	1/8	1/8	2/2	1	1	1/8	1/8	1		8	80	G#5	5	53
6	5	18	18	1.0	1/4	1/4	2/2	2	1	1/4	1/4	1		8	56	G#3	3	61
6	5	18	18	0.5	1/4	1/4	2/2	1	1	1/8	1/8	1		9	75	D#5	5	54
6	5	37/2	37/2	0.5	3/8	3/8	2/2	1	1	1/8	1/8	1		8	80	G#5	5	55
6	5	19	19	1.0	1/2	1/2	2/2	2	1	1/4	1/4	1		9	63	D#4	4	62
6	5	19	19	0.5	1/2	1/2	2/2	1	1	1/8	1/8	1		7	73	C#5	5	56
6	5	39/2	39/2	0.5	5/8	5/8	2/2	1	1	1/8	1/8	1		8	80	G#5	5	57
6	5	20	20	1.0	3/4	3/4	2/2	2	1	1/4	1/4	1		8	56	G#3	3	63
6	5	20	20	0.5	3/4	3/4	2/2	1	1	1/8	1/8	1		12	72	B#4	4	58
6	5	41/2	41/2	0.5	7/8	7/8	2/2	1	1	1/8	1/8	1		8	80	G#5	5	59
7	6	21	21	0.5	0	0	2/2	2	1	1/8	1/8	1		4	64	E4	4	72
7	6	21	21	0.5	0	0	2/2	1	1	1/8	1/8	1		7	73	C#5	5	64
7	6	43/2	43/2	0.5	1/8	1/8	2/2	2	1	1/8	1/8	1		9	63	D#4	4	73
7	6	43/2	43/2	0.5	1/8	1/8	2/2	1	1	1/8	1/8	1		9	75	D#5	5	65
7	6	22	22	0.5	1/4	1/4	2/2	2	1	1/8	1/8	1		7	61	C#4	4	74
7	6	22	22	0.5	1/4	1/4	2/2	1	1	1/8	1/8	1		4	76	E5	5	66
7	6	45/2	45/2	0.5	3/8	3/8	2/2	2	1	1/8	1/8	1		9	63	D#4	4	75
7	6	45/2	45/2	0.5	3/8	3/8	2/2	1	1	1/8	1/8	1		6	78	F#5	5	67
7	6	23	23	1.0	1/2	1/2	2/2	2	1	1/4	1/4	1		4	64	E4	4	76
7	6	23	23	0.5	1/2	1/2	2/2	1	1	1/8	1/8	1		8	80	G#5	5	68
7	6	47/2	47/2	0.5	5/8	5/8	2/2	1	1	1/8	1/8	1		6	78	F#5	5	69
7	6	24	24	1.0	3/4	3/4	2/2	2	1	1/4	1/4	1		10	58	A#3	3	77
7	6	24	24	0.5	3/4	3/4	2/2	1	1	1/8	1/8	1		4	76	E5	5	70
7	6	49/2	49/2	0.5	7/8	7/8	2/2	1	1	1/8	1/8	1		6	78	F#5	5	71
8	7	25	25	1.0	0	0	2/2	2	1	1/4	1/4	1		5	59	B3	3	86
8	7	25	25	0.5	0	0	2/2	1	1	1/8	1/8	1		9	75	D#5	5	78
8	7	51/2	51/2	0.5	1/8	1/8	2/2	1	1	1/8	1/8	1		6	78	F#5	5	79
8	7	26	26	1.0	1/4	1/4	2/2	2	1	1/4	1/4	1		6	54	F#3	3	87
8	7	26	26	0.5	1/4	1/4	2/2	1	1	1/8	1/8	1		7	73	C#5	5	80
