quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
7	0.75	2	2	3/4	3/4	4/4	1	1	3/16	1/8	3/2		5	71	B4	4	18
31/4	0.25	2	2	15/16	15/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	19
8	0.75	3	3	0	0	4/4	1	2	3/16	1/8	3/2	-1	1	67	G4	4	32
8	0.75	3	3	0	0	4/4	1	1	3/16	1/8	3/2		7	73	C#5	5	26
35/4	0.25	3	3	3/16	3/16	4/4	2	1	1/16	1/16	1		3	57	A3	3	40
35/4	0.25	3	3	3/16	3/16	4/4	1	2	1/16	1/16	1		7	61	C#4	4	33
35/4	0.125	3	3	3/16	3/16	4/4	1	1	1/32	1/32	1		2	74	D5	5	27
71/8	0.125	3	3	7/32	7/32	4/4	1	1	1/32	1/32	1		4	76	E5	5	28
9	0.75	3	3	1/4	1/4	4/4	1	2	3/16	1/8	3/2		2	62	D4	4	34
9	0.75	3	3	1/4	1/4	4/4	2	1	3/16	1/8	3/2		2	62	D4	4	41
9	0.75	3	3	1/4	1/4	4/4	1	1	3/16	1/8	3/2		-1	77	F5	5	29
39/4	0.25	3	3	7/16	7/16	4/4	2	1	1/16	1/16	1		3	57	A3	3	42
39/4	0.25	3	3	7/16	7/16	4/4	1	2	1/16	1/16	1		7	73	C#5	5	35
39/4	0.25	3	3	7/16	7/16	4/4	1	1	1/16	1/16	1		1	79	G5	5	30
10	0.5	3	3	1/2	1/2	4/4	2	1	1/8	1/8	1	1	-2	58	Bb3	3	43
10	1.0	3	3	1/2	1/2	4/4	1	2	1/4	1/4	1		2	74	D5	5	36
10	2.0	3	3	1/2	1/2	4/4	1	1	1/2	1/2	1	1	4	76	E5	5	31
21/2	0.125	3	3	5/8	5/8	4/4	2	1	1/32	1/32	1	-1	-2	58	Bb3	3	44
85/8	0.125	3	3	21/32	21/32	4/4	2	1	1/32	1/32	1		3	57	A3	3	45
43/4	0.125	3	3	11/16	11/16	4/4	2	1	1/32	1/32	1		1	55	G3	3	46
87/8	0.125	3	3	23/32	23/32	4/4	2	1	1/32	1/32	1		-1	53	F3	3	47
11	0.75	3	3	3/4	3/4	4/4	2	1	3/16	1/8	3/2		4	52	E3	3	48
11	0.75	3	3	3/4	3/4	4/4	1	2	3/16	1/8	3/2		7	73	C#5	5	37
47/4	0.25	3	3	15/16	15/16	4/4	2	1	1/16	1/16	1		1	55	G3	3	49
47/4	0.125	3	3	15/16	15/16	4/4	1	2	1/32	1/32	1		2	74	D5	5	38
95/8	0.125	3	3	31/32	31/32	4/4	1	2	1/32	1/32	1		4	76	E5	5	39
12	1.0	4	4	0	0	4/4	2	1	1/4	1/4	1		-1	53	F3	3	65
12	1.0	4	4	0	0	4/4	1	2	1/4	1/4	1		3	69	A4	4	61
12	0.75	4	4	0	0	4/4	1	1	3/16	1/8	3/2	-1	4	76	E5	5	50
51/4	0.25	4	4	3/16	3/16	4/4	1	1	1/16	1/16	1		3	69	A4	4	51
13	0.75	4	4	1/4	1/4	4/4	1	1	3/16	1/8	3/2		2	74	D5	5	52
55/4	0.25	4	4	7/16	7/16	4/4	2	1	1/16	1/16	1		6	54	F#3	3	66
55/4	0.25	4	4	7/16	7/16	4/4	1	2	1/16	1/16	1		2	62	D4	4	62
55/4	0.25	4	4	7/16	7/16	4/4	1	1	1/16	1/16	1		3	69	A4	4	53
14	0.75	4	4	1/2	1/2	4/4	2	1	3/16	1/8	3/2		1	55	G3	3	67
14	1.0	4	4	1/2	1/2	4/4	1	2	1/4	1/4	1		2	62	D4	4	63
14	0.5	4	4	1/2	1/2	4/4	1	1	1/8	1/8	1	1	-2	70	Bb4	4	54
29/2	0.125	4	4	5/8	5/8	4/4	1	1	1/32	1/32	1	-1	-2	70	Bb4	4	55
117/8	0.125	4	4	21/32	21/32	4/4	1	1	1/32	1/32	1		3	69	A4	4	56
59/4	0.25	4	4	11/16	11/16	4/4	2	1	1/16	1/16	1		4	52	E3	3	68
59/4	0.125	4	4	11/16	11/16	4/4	1	1	1/32	1/32	1		1	67	G4	4	57
119/8	0.125	4	4	23/32	23/32	4/4	1	1	1/32	1/32	1		-1	65	F4	4	58
15	0.75	4	4	3/4	3/4	4/4	2	1	3/16	1/8	3/2		3	57	A3	3	69
15	1.0	4	4	3/4	3/4	4/4	1	2	1/4	1/4	1		7	61	C#4	4	64
15	0.75	4	4	3/4	3/4	4/4	1	1	3/16	1/8	3/2		4	64	E4	4	59
63/4	0.25	4	4	15/16	15/16	4/4	2	1	1/16	1/16	1		3	45	A2	2	70
63/4	0.25	4	4	15/16	15/16	4/4	1	1	1/16	1/16	1		1	67	G4	4	60
16	0.75	5	5	0	0	4/4	2	1	3/16	1/8	3/2		2	50	D3	3	86
16	0.75	5	5	0	0	4/4	1	2	3/16	1/8	3/2		2	62	D4	4	80
16	0.75	5	5	0	0	4/4	1	1	3/16	1/8	3/2		-1	65	F4	4	71
67/4	0.25	5	5	3/16	3/16	4/4	2	1	1/16	1/16	1		0	48	C3	3	87
67/4	0.25	5	5	3/16	3/16	4/4	1	2	1/16	1/16	1		2	62	D4	4	81
67/4	0.125	5	5	3/16	3/16	4/4	1	1	1/32	1/32	1		4	64	E4	4	72
135/8	0.125	5	5	7/32	7/32	4/4	1	1	1/32	1/32	1		2	62	D4	4	73
17	0.75	5	5	1/4	1/4	4/4	2	1	3/16	1/8	3/2		-2	46	Bb2	2	88
17	0.75	5	5	1/4	1/4	4/4	1	2	3/16	1/8	3/2		1	67	G4	4	82
17	1.0	5	5	1/4	1/4	4/4	1	1	1/4	1/4	1	1	-2	70	Bb4	4	74
71/4	0.125	5	5	7/16	7/16	4/4	2	1	1/32	1/32	1		3	45	A2	2	89
71/4	0.25	5	5	7/16	7/16	4/4	1	2	1/16	1/16	1		2	62	D4	4	83
143/8	0.125	5	5	15/32	15/32	4/4	2	1	1/32	1/32	1		1	43	G2	2	90
18	1.0	5	5	1/2	1/2	4/4	2	1	1/4	1/4	1		0	48	C3	3	91
18	1.0	5	5	1/2	1/2	4/4	1	2	1/4	1/4	1		4	64	E4	4	84
18	0.75	5	5	1/2	1/2	4/4	1	1	3/16	1/8	3/2	-1	-2	70	Bb4	4	75
75/4	0.125	5	5	11/16	11/16	4/4	1	1	1/32	1/32	1		3	69	A4	4	76
151/8	0.125	5	5	23/32	23/32	4/4	1	1	1/32	1/32	1		1	67	G4	4	77
19	1.0	5	5	3/4	3/4	4/4	1	2	1/4	1/4	1	1	-1	65	F4	4	85
19	0.75	5	5	3/4	3/4	4/4	1	1	3/16	1/8	3/2		3	69	A4	4	78
79/4	0.25	5	5	15/16	15/16	4/4	1	1	1/16	1/16	1		-2	70	Bb4	4	79
20	0.75	6	6	0	0	4/4	1	2	3/16	1/8	3/2	-1	-1	65	F4	4	100
20	0.75	6	6	0	0	4/4	1	1	3/16	1/8	3/2		1	67	G4	4	92
83/4	0.125	6	6	3/16	3/16	4/4	2	1	1/32	1/32	1		0	48	C3	3	106
83/4	0.25	6	6	3/16	3/16	4/4	1	2	1/16	1/16	1		4	64	E4	4	101
83/4	0.25	6	6	3/16	3/16	4/4	1	1	1/16	1/16	1		1	67	G4	4	93
167/8	0.125	6	6	7/32	7/32	4/4	2	1	1/32	1/32	1		-2	46	Bb2	2	107
21	0.75	6	6	1/4	1/4	4/4	2	1	3/16	1/8	3/2		3	45	A2	2	108
21	0.75	6	6	1/4	1/4	4/4	1	2	3/16	1/8	3/2		3	69	A4	4	102
21	1.0	6	6	1/4	1/4	4/4	1	1	1/4	1/4	1	1	0	72	C5	5	94
87/4	0.125	6	6	7/16	7/16	4/4	2	1	1/32	1/32	1		-2	46	Bb2	2	109
87/4	0.25	6	6	7/16	7/16	4/4	1	2	1/16	1/16	1		4	64	E4	4	103
175/8	0.125	6	6	15/32	15/32	4/4	2	1	1/32	1/32	1		0	48	C3	3	110
22	1.0	6	6	1/2	1/2	4/4	2	1	1/4	1/4	1		2	38	D2	2	111
22	1.0	6	6	1/2	1/2	4/4	1	2	1/4	1/4	1		6	66	F#4	4	104
22	0.75	6	6	1/2	1/2	4/4	1	1	3/16	1/8	3/2	-1	0	72	C5	5	95
91/4	0.125	6	6	11/16	11/16	4/4	1	1	1/32	1/32	1		-2	70	Bb4	4	96
183/8	0.125	6	6	23/32	23/32	4/4	1	1	1/32	1/32	1		3	69	A4	4	97
23	1.0	6	6	3/4	3/4	4/4	1	2	1/4	1/4	1	1	1	67	G4	4	105
23	0.75	6	6	3/4	3/4	4/4	1	1	3/16	1/8	3/2		-2	70	Bb4	4	98
95/4	0.25	6	6	15/16	15/16	4/4	1	1	1/16	1/16	1		0	72	C5	5	99
24	0.75	7	7	0	0	4/4	1	2	3/16	1/8	3/2	-1	1	67	G4	4	120
24	0.75	7	7	0	0	4/4	1	1	3/16	1/8	3/2		3	69	A4	4	112
99/4	0.125	7	7	3/16	3/16	4/4	2	1	1/32	1/32	1		2	50	D3	3	126
99/4	0.25	7	7	3/16	3/16	4/4	1	2	1/16	1/16	1		6	66	F#4	4	121
99/4	0.25	7	7	3/16	3/16	4/4	1	1	1/16	1/16	1		3	69	A4	4	113
199/8	0.125	7	7	7/32	7/32	4/4	2	1	1/32	1/32	1		4	52	E3	3	127
25	0.75	7	7	1/4	1/4	4/4	2	1	3/16	1/8	3/2		-1	53	F3	3	128
25	0.75	7	7	1/4	1/4	4/4	1	2	3/16	1/8	3/2		5	71	B4	4	122
25	1.0	7	7	1/4	1/4	4/4	1	1	1/4	1/4	1	1	2	74	D5	5	114
103/4	0.125	7	7	7/16	7/16	4/4	2	1	1/32	1/32	1		4	52	E3	3	129
103/4	0.25	7	7	7/16	7/16	4/4	1	2	1/16	1/16	1		3	69	A4	4	123
207/8	0.125	7	7	15/32	15/32	4/4	2	1	1/32	1/32	1		2	50	D3	3	130
26	1.0	7	7	1/2	1/2	4/4	2	1	1/4	1/4	1		4	52	E3	3	131
26	1.0	7	7	1/2	1/2	4/4	1	2	1/4	1/4	1		8	68	G#4	4	124
26	0.75	7	7	1/2	1/2	4/4	1	1	3/16	1/8	3/2	-1	2	74	D5	5	115
107/4	0.125	7	7	11/16	11/16	4/4	1	1	1/32	1/32	1		0	72	C5	5	116
215/8	0.125	7	7	23/32	23/32	4/4	1	1	1/32	1/32	1		5	71	B4	4	117
27	1.0	7	7	3/4	3/4	4/4	1	2	1/4	1/4	1	1	3	69	A4	4	125
27	0.75	7	7	3/4	3/4	4/4	1	1	3/16	1/8	3/2		0	72	C5	5	118
111/4	0.25	7	7	15/16	15/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	119
28	0.75	8	8	0	0	4/4	1	2	3/16	1/8	3/2	-1	3	69	A4	4	137
28	2.0	8	8	0	0	4/4	1	1	1/2	1/2	1	1	4	76	E5	5	132
115/4	0.25	8	8	3/16	3/16	4/4	2	1	1/16	1/16	1		5	59	B3	3	143
115/4	0.25	8	8	3/16	3/16	4/4	1	2	1/16	1/16	1		3	69	A4	4	138
29	0.75	8	8	1/4	1/4	4/4	2	1	3/16	1/8	3/2		4	64	E4	4	144
29	0.75	8	8	1/4	1/4	4/4	1	2	3/16	1/8	3/2		8	68	G#4	4	139
119/4	0.25	8	8	7/16	7/16	4/4	2	1	1/16	1/16	1		5	59	B3	3	145
119/4	0.125	8	8	7/16	7/16	4/4	1	2	1/32	1/32	1		3	69	A4	4	140
239/8	0.125	8	8	15/32	15/32	4/4	1	2	1/32	1/32	1		5	71	B4	4	141
30	0.5	8	8	1/2	1/2	4/4	2	1	1/8	1/8	1	1	0	60	C4	4	146
30	0.5	8	8	1/2	1/2	4/4	1	2	1/8	1/8	1		4	64	E4	4	142
30	0.75	8	8	1/2	1/2	4/4	1	1	3/16	1/8	3/2	-1	4	76	E5	5	133
61/2	0.125	8	8	5/8	5/8	4/4	2	1	1/32	1/32	1	-1	0	60	C4	4	147
245/8	0.125	8	8	21/32	21/32	4/4	2	1	1/32	1/32	1		5	59	B3	3	148
123/4	0.125	8	8	11/16	11/16	4/4	2	1	1/32	1/32	1		3	57	A3	3	149
123/4	0.25	8	8	11/16	11/16	4/4	1	1	1/16	1/16	1		3	69	A4	4	134
247/8	0.125	8	8	23/32	23/32	4/4	2	1	1/32	1/32	1		1	55	G3	3	150
31	0.75	8	8	3/4	3/4	4/4	2	1	3/16	1/8	3/2		6	54	F#3	3	151
31	0.75	8	8	3/4	3/4	4/4	1	1	3/16	1/8	3/2		2	74	D5	5	135
127/4	0.25	8	8	15/16	15/16	4/4	2	1	1/16	1/16	1		3	57	A3	3	152
127/4	0.25	8	8	15/16	15/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	136
32	1.0	9	9	0	0	4/4	2	1	1/4	1/4	1		8	56	G#3	3	171
32	0.5	9	9	0	0	4/4	1	1	1/8	1/8	1	1	2	74	D5	5	153
65/2	0.125	9	9	1/8	1/8	4/4	1	1	1/32	1/32	1	-1	2	74	D5	5	154
261/8	0.125	9	9	5/32	5/32	4/4	1	1	1/32	1/32	1		0	72	C5	5	155
131/4	0.25	9	9	3/16	3/16	4/4	1	2	1/16	1/16	1		4	64	E4	4	161
131/4	0.125	9	9	3/16	3/16	4/4	1	1	1/32	1/32	1		5	71	B4	4	156
263/8	0.125	9	9	7/32	7/32	4/4	1	1	1/32	1/32	1		0	72	C5	5	157
33	1.0	9	9	1/4	1/4	4/4	2	1	1/4	1/4	1	1	3	57	A3	3	172
33	0.75	9	9	1/4	1/4	4/4	1	2	3/16	1/8	3/2		3	69	A4	4	162
33	0.75	9	9	1/4	1/4	4/4	1	1	3/16	1/8	3/2		0	72	C5	5	158
135/4	0.25	9	9	7/16	7/16	4/4	1	2	1/16	1/16	1		4	64	E4	4	163
135/4	0.25	9	9	7/16	7/16	4/4	1	1	1/16	1/16	1		5	71	B4	4	159
34	1.0	9	9	1/2	1/2	4/4	2	1	1/4	1/4	1	-1	3	57	A3	3	173
34	0.5	9	9	1/2	1/2	4/4	1	2	1/8	1/8	1	1	-1	65	F4	4	164
34	2.0	9	9	1/2	1/2	4/4	1	1	1/2	1/2	1	1	5	71	B4	4	160
69/2	0.125	9	9	5/8	5/8	4/4	1	2	1/32	1/32	1	-1	-1	65	F4	4	165
277/8	0.125	9	9	21/32	21/32	4/4	1	2	1/32	1/32	1		4	64	E4	4	166
139/4	0.125	9	9	11/16	11/16	4/4	1	2	1/32	1/32	1		2	62	D4	4	167
279/8	0.125	9	9	23/32	23/32	4/4	1	2	1/32	1/32	1		0	60	C4	4	168
35	0.75	9	9	3/4	3/4	4/4	2	1	3/16	1/8	3/2		8	56	G#3	3	174
35	0.75	9	9	3/4	3/4	4/4	1	2	3/16	1/8	3/2		5	59	B3	3	169
143/4	0.125	9	9	15/16	15/16	4/4	2	1	1/32	1/32	1		3	57	A3	3	175
143/4	0.25	9	9	15/16	15/16	4/4	1	2	1/16	1/16	1		2	62	D4	4	170
287/8	0.125	9	9	31/32	31/32	4/4	2	1	1/32	1/32	1		5	59	B3	3	176
36	1.0	10	10	0	0	4/4	2	1	1/4	1/4	1	1	4	52	E3	3	195
36	0.75	10	10	0	0	4/4	1	2	3/16	1/8	3/2		0	60	C4	4	188
36	0.75	10	10	0	0	4/4	1	1	3/16	1/8	3/2	-1	5	71	B4	4	177
147/4	0.25	10	10	3/16	3/16	4/4	1	2	1/16	1/16	1		5	59	B3	3	189
147/4	0.25	10	10	3/16	3/16	4/4	1	1	1/16	1/16	1		4	76	E5	5	178
37	0.75	10	10	1/4	1/4	4/4	2	1	3/16	1/8	3/2	-1	4	52	E3	3	196
37	1.0	10	10	1/4	1/4	4/4	1	2	1/4	1/4	1	1	0	60	C4	4	190
37	0.75	10	10	1/4	1/4	4/4	1	1	3/16	1/8	3/2		3	81	A5	5	179
151/4	0.25	10	10	7/16	7/16	4/4	2	1	1/16	1/16	1		0	48	C3	3	197
151/4	0.25	10	10	7/16	7/16	4/4	1	1	1/16	1/16	1		4	76	E5	5	180
38	2.0	10	10	1/2	1/2	4/4	2	1	1/2	1/2	1	1	2	50	D3	3	198
38	0.75	10	10	1/2	1/2	4/4	1	2	3/16	1/8	3/2	-1	0	60	C4	4	191
38	0.5	10	10	1/2	1/2	4/4	1	1	1/8	1/8	1	1	-1	77	F5	5	181
77/2	0.125	10	10	5/8	5/8	4/4	1	1	1/32	1/32	1	-1	-1	77	F5	5	182
309/8	0.125	10	10	21/32	21/32	4/4	1	1	1/32	1/32	1		4	76	E5	5	183
155/4	0.25	10	10	11/16	11/16	4/4	1	2	1/16	1/16	1		5	59	B3	3	192
155/4	0.125	10	10	11/16	11/16	4/4	1	1	1/32	1/32	1		2	74	D5	5	184
311/8	0.125	10	10	23/32	23/32	4/4	1	1	1/32	1/32	1		0	72	C5	5	185
39	0.75	10	10	3/4	3/4	4/4	1	2	3/16	1/8	3/2		2	62	D4	4	193
39	0.75	10	10	3/4	3/4	4/4	1	1	3/16	1/8	3/2		5	71	B4	4	186
159/4	0.25	10	10	15/16	15/16	4/4	1	2	1/16	1/16	1		-1	65	F4	4	194
159/4	0.25	10	10	15/16	15/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	187
40	0.25	11	11	0	0	4/4	2	1	1/16	1/16	1	-1	2	50	D3	3	215
40	1.0	11	11	0	0	4/4	1	2	1/4	1/4	1		4	64	E4	4	211
40	0.75	11	11	0	0	4/4	1	1	3/16	1/8	3/2		8	68	G#4	4	199
161/4	0.25	11	11	1/16	1/16	4/4	2	1	1/16	1/16	1		2	50	D3	3	216
81/2	0.25	11	11	1/8	1/8	4/4	2	1	1/16	1/16	1		0	48	C3	3	217
163/4	0.25	11	11	3/16	3/16	4/4	2	1	1/16	1/16	1		5	47	B2	2	218
163/4	0.125	11	11	3/16	3/16	4/4	1	1	1/32	1/32	1		6	66	F#4	4	200
327/8	0.125	11	11	7/32	7/32	4/4	1	1	1/32	1/32	1		4	64	E4	4	201
41	0.25	11	11	1/4	1/4	4/4	2	1	1/16	1/16	1		3	45	A2	2	219
41	1.0	11	11	1/4	1/4	4/4	1	2	1/4	1/4	1		3	69	A4	4	212
41	0.75	11	11	1/4	1/4	4/4	1	1	3/16	1/8	3/2		0	72	C5	5	202
165/4	0.25	11	11	5/16	5/16	4/4	2	1	1/16	1/16	1		1	43	G2	2	220
83/2	0.25	11	11	3/8	3/8	4/4	2	1	1/16	1/16	1		-1	41	F2	2	221
167/4	0.25	11	11	7/16	7/16	4/4	2	1	1/16	1/16	1		4	40	E2	2	222
167/4	0.25	11	11	7/16	7/16	4/4	1	1	1/16	1/16	1		0	72	C5	5	203
42	0.75	11	11	1/2	1/2	4/4	2	1	3/16	1/8	3/2		2	38	D2	2	223
42	1.0	11	11	1/2	1/2	4/4	1	2	1/4	1/4	1		3	69	A4	4	213
42	0.5	11	11	1/2	1/2	4/4	1	1	1/8	1/8	1	1	4	76	E5	5	204
85/2	0.125	11	11	5/8	5/8	4/4	1	1	1/32	1/32	1	-1	4	76	E5	5	205
341/8	0.125	11	11	21/32	21/32	4/4	1	1	1/32	1/32	1		2	74	D5	5	206
171/4	0.25	11	11	11/16	11/16	4/4	2	1	1/16	1/16	1		2	50	D3	3	224
171/4	0.125	11	11	11/16	11/16	4/4	1	1	1/32	1/32	1		0	72	C5	5	207
343/8	0.125	11	11	23/32	23/32	4/4	1	1	1/32	1/32	1		5	71	B4	4	208
43	0.75	11	11	3/4	3/4	4/4	2	1	3/16	1/8	3/2		4	52	E3	3	225
43	1.0	11	11	3/4	3/4	4/4	1	2	1/4	1/4	1		8	68	G#4	4	214
43	0.75	11	11	3/4	3/4	4/4	1	1	3/16	1/8	3/2		5	71	B4	4	209
175/4	0.25	11	11	15/16	15/16	4/4	2	1	1/16	1/16	1		4	40	E2	2	226
175/4	0.25	11	11	15/16	15/16	4/4	1	1	1/16	1/16	1		3	69	A4	4	210
44	4.0	12	12	0	0	4/4	2	2	1	1	1		3	45	A2	2	243
44	4.0	12	12	0	0	4/4	1	1	1	1	1		3	69	A4	4	227
357/8	0.125	12	12	5/32	5/32	4/4	1	2	1/32	1/32	1		1	67	G4	4	228
179/4	0.25	12	12	3/16	3/16	4/4	2	1	1/16	1/16	1		7	49	C#3	3	239
179/4	0.125	12	12	3/16	3/16	4/4	1	2	1/32	1/32	1		-1	65	F4	4	229
359/8	0.125	12	12	7/32	7/32	4/4	1	2	1/32	1/32	1		4	64	E4	4	230
45	0.75	12	12	1/4	1/4	4/4	2	1	3/16	1/8	3/2		2	50	D3	3	240
45	0.75	12	12	1/4	1/4	4/4	1	2	3/16	1/8	3/2		-1	65	F4	4	231
183/4	0.25	12	12	7/16	7/16	4/4	2	1	1/16	1/16	1		-1	53	F3	3	241
183/4	0.25	12	12	7/16	7/16	4/4	1	2	1/16	1/16	1	1	2	62	D4	4	232
46	2.0	12	12	1/2	1/2	4/4	2	1	1/2	1/2	1		4	52	E3	3	242
46	0.5	12	12	1/2	1/2	4/4	1	2	1/8	1/8	1	0	2	62	D4	4	233
93/2	0.125	12	12	5/8	5/8	4/4	1	2	1/32	1/32	1	-1	2	62	D4	4	234
373/8	0.125	12	12	21/32	21/32	4/4	1	2	1/32	1/32	1		2	62	D4	4	235
187/4	0.125	12	12	11/16	11/16	4/4	1	2	1/32	1/32	1		7	61	C#4	4	236
375/8	0.125	12	12	23/32	23/32	4/4	1	2	1/32	1/32	1		5	59	B3	3	237
47	1.0	12	12	3/4	3/4	4/4	1	2	1/4	1/4	1		7	61	C#4	4	238
195/4	0.25	13	13	3/16	3/16	4/4	1	2	1/16	1/16	1		4	64	E4	4	244
49	0.75	13	13	1/4	1/4	4/4	1	2	3/16	1/8	3/2		3	57	A3	3	245
199/4	0.25	13	13	7/16	7/16	4/4	1	2	1/16	1/16	1		2	62	D4	4	246
50	0.5	13	13	1/2	1/2	4/4	1	2	1/8	1/8	1	1	7	61	C#4	4	247
101/2	0.125	13	13	5/8	5/8	4/4	1	2	1/32	1/32	1	-1	7	61	C#4	4	248
405/8	0.125	13	13	21/32	21/32	4/4	1	2	1/32	1/32	1		2	62	D4	4	249
203/4	0.125	13	13	11/16	11/16	4/4	1	2	1/32	1/32	1		4	64	E4	4	250
407/8	0.125	13	13	23/32	23/32	4/4	1	2	1/32	1/32	1		-1	65	F4	4	251
51	0.75	13	13	3/4	3/4	4/4	1	2	3/16	1/8	3/2		1	67	G4	4	252
207/4	0.25	13	13	15/16	15/16	4/4	1	2	1/16	1/16	1		4	64	E4	4	253
52	1.0	14	14	0	0	4/4	1	2	1/4	1/4	1	1	-1	65	F4	4	254
211/4	0.25	14	14	3/16	3/16	4/4	2	1	1/16	1/16	1		3	57	A3	3	266
53	0.75	14	14	1/4	1/4	4/4	2	1	3/16	1/8	3/2		2	50	D3	3	267
53	0.5	14	14	1/4	1/4	4/4	1	2	1/8	1/8	1	0	-1	65	F4	4	255
107/2	0.125	14	14	3/8	3/8	4/4	1	2	1/32	1/32	1	-1	-1	65	F4	4	256
429/8	0.125	14	14	13/32	13/32	4/4	1	2	1/32	1/32	1		4	64	E4	4	257
215/4	0.25	14	14	7/16	7/16	4/4	2	1	1/16	1/16	1		1	55	G3	3	268
215/4	0.125	14	14	7/16	7/16	4/4	1	2	1/32	1/32	1		-1	65	F4	4	258
431/8	0.125	14	14	15/32	15/32	4/4	1	2	1/32	1/32	1		1	67	G4	4	259
54	0.5	14	14	1/2	1/2	4/4	2	1	1/8	1/8	1	1	6	54	F#3	3	269
54	1.0	14	14	1/2	1/2	4/4	1	2	1/4	1/4	1	1	3	69	A4	4	260
109/2	0.125	14	14	5/8	5/8	4/4	2	1	1/32	1/32	1	-1	6	54	F#3	3	270
437/8	0.125	14	14	21/32	21/32	4/4	2	1	1/32	1/32	1		1	55	G3	3	271
219/4	0.125	14	14	11/16	11/16	4/4	2	1	1/32	1/32	1		3	57	A3	3	272
439/8	0.125	14	14	23/32	23/32	4/4	2	1	1/32	1/32	1		-2	58	Bb3	3	273
55	0.75	14	14	3/4	3/4	4/4	2	1	3/16	1/8	3/2		0	60	C4	4	274
55	0.5	14	14	3/4	3/4	4/4	1	2	1/8	1/8	1	0	3	69	A4	4	261
111/2	0.125	14	14	7/8	7/8	4/4	1	2	1/32	1/32	1	-1	3	69	A4	4	262
445/8	0.125	14	14	29/32	29/32	4/4	1	2	1/32	1/32	1		6	66	F#4	4	263
223/4	0.25	14	14	15/16	15/16	4/4	2	1	1/16	1/16	1		3	57	A3	3	275
223/4	0.125	14	14	15/16	15/16	4/4	1	2	1/32	1/32	1		1	67	G4	4	264
447/8	0.125	14	14	31/32	31/32	4/4	1	2	1/32	1/32	1		3	69	A4	4	265
56	1.0	15	15	0	0	4/4	2	1	1/4	1/4	1	1	-2	58	Bb3	3	296
56	1.0	15	15	0	0	4/4	1	2	1/4	1/4	1		2	62	D4	4	286
227/4	0.25	15	15	3/16	3/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	276
57	0.5	15	15	1/4	1/4	4/4	2	1	1/8	1/8	1	0	-2	58	Bb3	3	297
57	1.0	15	15	1/4	1/4	4/4	1	2	1/4	1/4	1	1	4	64	E4	4	287
57	0.75	15	15	1/4	1/4	4/4	1	1	3/16	1/8	3/2		1	67	G4	4	277
