quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
0	3.0	1	1	0	0	9/8	2	3	3/4		1/2	3/2	1	2	50	D3	3	15
1/2	0.5	1	1	1/8	1/8	9/8	2	1	1/8		1/8	1		-1	53	F3	3	8
1/2	1.0	1	1	1/8	1/8	9/8	2	2	1/4		1/4	1	1	-1	53	F3	3	12
1	0.5	1	1	1/4	1/4	9/8	2	1	1/8		1/8	1	1	3	57	A3	3	9
3/2	1.5	1	1	3/8	3/8	9/8	2	2	3/8		1/4	3/2	-1	-1	53	F3	3	13
3/2	1.5	1	1	3/8	3/8	9/8	2	1	3/8		1/4	3/2	-1	3	57	A3	3	10
3/2	0.5	1	1	3/8	3/8	9/8	1	1	1/8		1/8	1		2	62	D4	4	0
3/2	1.5	1	1	3/8	3/8	9/8	1	2	3/8		1/4	3/2		2	62	D4	4	6
2	0.5	1	1	1/2	1/2	9/8	1	1	1/8		1/8	1		-1	65	F4	4	1
5/2	0.5	1	1	5/8	5/8	9/8	1	1	1/8		1/8	1		3	69	A4	4	2
3	1.5	1	1	3/4	3/4	9/8	2	3	3/8		1/4	3/2	0	2	50	D3	3	16
3	1.5	1	1	3/4	3/4	9/8	2	2	3/8		1/4	3/2		4	52	E3	3	14
3	1.5	1	1	3/4	3/4	9/8	2	1	3/8		1/4	3/2		1	55	G3	3	11
3	0.5	1	1	3/4	3/4	9/8	1	1	1/8		1/8	1		7	61	C#4	4	3
3	1.5	1	1	3/4	3/4	9/8	1	2	3/8		1/4	3/2		7	61	C#4	4	7
7/2	0.5	1	1	7/8	7/8	9/8	1	1	1/8		1/8	1		1	67	G4	4	4
4	0.5	1	1	1	1	9/8	1	1	1/8		1/8	1		-2	70	Bb4	4	5
9/2	3.0	2	2	0	0	9/8	2	3	3/4		1/2	3/2	0	2	50	D3	3	34
9/2	1.5	2	2	0	0	9/8	2	2	3/8		1/4	3/2		-1	53	F3	3	32
9/2	1.0	2	2	0	0	9/8	1	2	1/4		1/4	1		2	62	D4	4	25
9/2	1.0	2	2	0	0	9/8	1	1	1/4		1/4	1		3	69	A4	4	17
5	1.0	2	2	1/8	1/8	9/8	2	1	1/4		1/4	1		3	57	A3	3	30
11/2	0.5	2	2	1/4	1/4	9/8	1	1	1/8		1/8	1		2	62	D4	4	18
11/2	0.5	2	2	1/4	1/4	9/8	1	2	1/8		1/8	1	1	2	62	D4	4	26
6	1.5	2	2	3/8	3/8	9/8	1	2	3/8		1/4	3/2	-1	2	62	D4	4	27
6	0.5	2	2	3/8	3/8	9/8	1	1	1/8		1/8	1		-1	65	F4	4	19
6	1.5	2	2	3/8	3/8	9/8	1	3	3/8		1/4	3/2		-1	65	F4	4	29
13/2	0.5	2	2	1/2	1/2	9/8	1	1	1/8		1/8	1		3	69	A4	4	20
7	0.5	2	2	5/8	5/8	9/8	1	1	1/8		1/8	1	1	2	74	D5	5	21
15/2	1.5	2	2	3/4	3/4	9/8	2	3	3/8		1/4	3/2	0	2	50	D3	3	35
15/2	1.5	2	2	3/4	3/4	9/8	2	2	3/8		1/4	3/2		1	55	G3	3	33
15/2	1.5	2	2	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-2	58	Bb3	3	31
15/2	1.5	2	2	3/4	3/4	9/8	1	2	3/8		1/4	3/2		4	64	E4	4	28
15/2	0.5	2	2	3/4	3/4	9/8	1	1	1/8		1/8	1	-1	2	74	D5	5	22
8	0.5	2	2	7/8	7/8	9/8	1	1	1/8		1/8	1		4	76	E5	5	23
17/2	0.5	2	2	1	1	9/8	1	1	1/8		1/8	1		7	73	C#5	5	24
9	3.0	3	3	0	0	9/8	2	3	3/4		1/2	3/2	0	2	50	D3	3	53
9	3.0	3	3	0	0	9/8	2	1	3/4		1/2	3/2		3	57	A3	3	48
9	1.5	3	3	0	0	9/8	1	2	3/8		1/4	3/2		-1	65	F4	4	41
9	0.5	3	3	0	0	9/8	1	1	1/8		1/8	1		2	74	D5	5	36
19/2	0.5	3	3	1/8	1/8	9/8	1	1	1/8		1/8	1		3	69	A4	4	37
10	0.5	3	3	1/4	1/4	9/8	1	1	1/8		1/8	1	1	0	72	C5	5	38
21/2	0.5	3	3	3/8	3/8	9/8	1	3	1/8		1/8	1		6	66	F#4	4	44
21/2	1.5	3	3	3/8	3/8	9/8	1	2	3/8		1/4	3/2		6	66	F#4	4	42
21/2	1.5	3	3	3/8	3/8	9/8	1	1	3/8		1/4	3/2	0	0	72	C5	5	39
11	0.5	3	3	1/2	1/2	9/8	1	3	1/8		1/8	1		3	69	A4	4	45
11	1.0	3	3	1/2	1/2	9/8	2	2	1/4		1/4	1		3	69	A4	4	52
