mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	2.0	0	0	3/2	2	2	1/2	1/2	1		2	50	D3	3	7
1	1	0	2.0	0	0	3/2	2	1	1/2	1/2	1		2	62	D4	4	5
1	1	0	2.0	0	0	3/2	1	2	1/2	1/2	1		3	69	A4	4	3
1	1	0	2.0	0	0	3/2	1	2	1/2	1/2	1		2	74	D5	5	3
1	1	0	2.0	0	0	3/2	1	1	1/2	1/2	1		-1	77	F5	5	0
1	1	2	4.0	1/2	1/2	3/2	2	1	1	1	1		2	62	D4	4	6
1	1	2	4.0	1/2	1/2	3/2	1	2	1	1	1		1	67	G4	4	4
1	1	2	4.0	1/2	1/2	3/2	1	2	1	1	1		-2	70	Bb4	4	4
1	1	2	3.0	1/2	1/2	3/2	1	1	3/4	1/2	3/2		4	76	E5	5	1
1	1	5	1.0	5/4	5/4	3/2	1	1	1/4	1/4	1		-1	77	F5	5	2
2	2	6	2.0	0	0	3/2	2	2	1/2	1/2	1		7	61	C#4	4	16
2	2	6	2.0	0	0	3/2	2	1	1/2	1/2	1		4	64	E4	4	14
2	2	6	2.0	0	0	3/2	1	2	1/2	1/2	1		3	69	A4	4	12
2	2	6	1.5	0	0	3/2	1	1	3/8	1/4	3/2		1	79	G5	5	8
2	2	15/2	0.5	3/8	3/8	3/2	1	1	1/8	1/8	1		3	81	A5	5	9
2	2	8	4.0	1/2	1/2	3/2	2	2	1	1	1		0	60	C4	4	17
2	2	8	4.0	1/2	1/2	3/2	2	1	1	1	1		2	62	D4	4	15
2	2	8	4.0	1/2	1/2	3/2	1	2	1	1	1		3	69	A4	4	13
2	2	8	3.0	1/2	1/2	3/2	1	1	3/4	1/2	3/2		6	78	F#5	5	10
2	2	11	1.0	5/4	5/4	3/2	1	1	1/4	1/4	1		6	78	F#5	5	11
3	3	12	2.0	0	0	3/2	2	2	1/2	1/2	1		-2	58	Bb3	3	27
3	3	12	2.0	0	0	3/2	2	1	1/2	1/2	1		2	62	D4	4	26
3	3	12	2.0	0	0	3/2	1	2	1/2	1/2	1		1	67	G4	4	23
3	3	12	2.0	0	0	3/2	1	2	1/2	1/2	1		2	74	D5	5	23
3	3	12	2.0	0	0	3/2	1	1	1/2	1/2	1		1	79	G5	5	18
3	3	14	2.0	1/2	1/2	3/2	2	2	1/2	1/2	1		1	55	G3	3	28
3	3	14	2.0	1/2	1/2	3/2	1	2	1/2	1/2	1		1	67	G4	4	24
