quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
15	0.5	4	3	5/8	5/8	3/2	2	1	1/8		1/8	1		4	52	E3	3	55
15	0.5	4	3	5/8	5/8	3/2	1	1	1/8		1/8	1		7	73	C#5	5	44
31/2	0.5	4	3	3/4	3/4	3/2	2	1	1/8		1/8	1		-1	53	F3	3	56
31/2	0.5	4	3	3/4	3/4	3/2	1	1	1/8		1/8	1		2	74	D5	5	45
16	0.5	4	3	7/8	7/8	3/2	2	1	1/8		1/8	1		2	50	D3	3	57
16	0.5	4	3	7/8	7/8	3/2	1	1	1/8		1/8	1		4	76	E5	5	46
33/2	0.5	4	3	1	1	3/2	2	1	1/8		1/8	1		7	49	C#3	3	58
33/2	1.5	4	3	1	1	3/2	1	1	3/8		1/4	3/2		4	76	E5	5	47
17	0.5	4	3	9/8	9/8	3/2	2	1	1/8		1/8	1		4	52	E3	3	59
35/2	0.5	4	3	5/4	5/4	3/2	2	1	1/8		1/8	1		3	45	A2	2	60
18	0.5	4	3	11/8	11/8	3/2	2	1	1/8		1/8	1		7	49	C#3	3	61
18	0.25	4	3	11/8	11/8	3/2	1	1	1/16		1/16	1		2	74	D5	5	48
73/4	0.25	4	3	23/16	23/16	3/2	1	1	1/16		1/16	1		4	76	E5	5	49
37/2	0.5	5	4	0	0	3/2	2	1	1/8		1/8	1		2	50	D3	3	70
37/2	1.5	5	4	0	0	3/2	1	1	3/8		1/4	3/2		-1	77	F5	5	62
19	0.5	5	4	1/8	1/8	3/2	2	1	1/8		1/8	1		7	49	C#3	3	71
39/2	0.5	5	4	1/4	1/4	3/2	2	1	1/8		1/8	1		2	50	D3	3	72
20	0.5	5	4	3/8	3/8	3/2	2	1	1/8		1/8	1		4	52	E3	3	73
20	0.5	5	4	3/8	3/8	3/2	1	1	1/8		1/8	1		4	76	E5	5	63
41/2	0.5	5	4	1/2	1/2	3/2	2	1	1/8		1/8	1		-1	53	F3	3	74
41/2	1.0	5	4	1/2	1/2	3/2	1	1	1/4		1/4	1		2	74	D5	5	64
21	0.5	5	4	5/8	5/8	3/2	2	1	1/8		1/8	1		1	55	G3	3	75
43/2	0.5	5	4	3/4	3/4	3/2	2	1	1/8		1/8	1		4	52	E3	3	76
43/2	1.0	5	4	3/4	3/4	3/2	1	1	1/4		1/4	1		0	72	C5	5	65
22	0.5	5	4	7/8	7/8	3/2	2	1	1/8		1/8	1		1	55	G3	3	77
45/2	0.5	5	4	1	1	3/2	2	1	1/8		1/8	1		6	54	F#3	3	78
45/2	0.5	5	4	1	1	3/2	1	1	1/8		1/8	1		0	72	C5	5	66
23	0.5	5	4	9/8	9/8	3/2	2	1	1/8		1/8	1		2	50	D3	3	79
23	0.5	5	4	9/8	9/8	3/2	1	1	1/8		1/8	1		-2	70	Bb4	4	67
47/2	0.5	5	4	5/4	5/4	3/2	2	1	1/8		1/8	1		4	52	E3	3	80
47/2	0.5	5	4	5/4	5/4	3/2	1	1	1/8		1/8	1		0	72	C5	5	68
24	0.5	5	4	11/8	11/8	3/2	2	1	1/8		1/8	1		6	54	F#3	3	81
24	0.5	5	4	11/8	11/8	3/2	1	1	1/8		1/8	1		3	69	A4	4	69
49/2	0.5	6	5	0	0	3/2	2	1	1/8		1/8	1		1	55	G3	3	91
49/2	1.5	6	5	0	0	3/2	1	1	3/8		1/4	3/2		-2	70	Bb4	4	82
25	0.5	6	5	1/8	1/8	3/2	2	1	1/8		1/8	1		6	54	F#3	3	92
51/2	0.5	6	5	1/4	1/4	3/2	2	1	1/8		1/8	1		1	55	G3	3	93
26	0.5	6	5	3/8	3/8	3/2	2	1	1/8		1/8	1		3	57	A3	3	94
26	0.5	6	5	3/8	3/8	3/2	1	1	1/8		1/8	1		3	69	A4	4	83
53/2	0.5	6	5	1/2	1/2	3/2	2	1	1/8		1/8	1		-2	58	Bb3	3	95
53/2	1.0	6	5	1/2	1/2	3/2	1	1	1/4		1/4	1		1	67	G4	4	84
27	0.5	6	5	5/8	5/8	3/2	2	1	1/8		1/8	1		0	60	C4	4	96
55/2	0.5	6	5	3/4	3/4	3/2	2	1	1/8		1/8	1		2	62	D4	4	97
55/2	0.5	6	5	3/4	3/4	3/2	1	1	1/8		1/8	1		-1	65	F4	4	85
28	0.5	6	5	7/8	7/8	3/2	2	1	1/8		1/8	1		0	60	C4	4	98
28	0.5	6	5	7/8	7/8	3/2	1	1	1/8		1/8	1		4	64	E4	4	86
57/2	0.5	6	5	1	1	3/2	2	1	1/8		1/8	1		5	59	B3	3	99
57/2	0.5	6	5	1	1	3/2	1	1	1/8		1/8	1		-1	65	F4	4	87
29	0.5	6	5	9/8	9/8	3/2	2	1	1/8		1/8	1		3	57	A3	3	100
29	0.5	6	5	9/8	9/8	3/2	1	1	1/8		1/8	1		3	69	A4	4	88
59/2	0.5	6	5	5/4	5/4	3/2	2	1	1/8		1/8	1		5	59	B3	3	101
59/2	0.5	6	5	5/4	5/4	3/2	1	1	1/8		1/8	1		1	67	G4	4	89
30	0.5	6	5	11/8	11/8	3/2	2	1	1/8		1/8	1		1	55	G3	3	102
30	0.5	6	5	11/8	11/8	3/2	1	1	1/8		1/8	1		-1	65	F4	4	90
61/2	0.5	7	6	0	0	3/2	2	1	1/8		1/8	1		0	60	C4	4	111
61/2	1.5	7	6	0	0	3/2	1	1	3/8		1/4	3/2		4	64	E4	4	103
31	0.5	7	6	1/8	1/8	3/2	2	1	1/8		1/8	1		2	62	D4	4	112
63/2	0.5	7	6	1/4	1/4	3/2	2	1	1/8		1/8	1		0	60	C4	4	113
32	0.5	7	6	3/8	3/8	3/2	2	1	1/8		1/8	1		-2	58	Bb3	3	114
32	0.5	7	6	3/8	3/8	3/2	1	1	1/8		1/8	1		2	62	D4	4	104
65/2	0.5	7	6	1/2	1/2	3/2	2	1	1/8		1/8	1		3	57	A3	3	115
65/2	1.0	7	6	1/2	1/2	3/2	1	1	1/4		1/4	1		0	60	C4	4	105
33	0.5	7	6	5/8	5/8	3/2	2	1	1/8		1/8	1		1	55	G3	3	116
67/2	0.5	7	6	3/4	3/4	3/2	2	1	1/8		1/8	1		-1	53	F3	3	117
67/2	1.0	7	6	3/4	3/4	3/2	1	1	1/4		1/4	1		0	72	C5	5	106
34	0.5	7	6	7/8	7/8	3/2	2	1	1/8		1/8	1		4	52	E3	3	118
69/2	1.0	7	6	1	1	3/2	2	1	1/4		1/4	1		-1	53	F3	3	119
69/2	0.5	7	6	1	1	3/2	1	1	1/8		1/8	1		-2	70	Bb4	4	107
35	0.5	7	6	9/8	9/8	3/2	1	1	1/8		1/8	1		3	69	A4	4	108
71/2	0.5	7	6	5/4	5/4	3/2	2	1	1/8		1/8	1		1	55	G3	3	120
71/2	0.5	7	6	5/4	5/4	3/2	1	1	1/8		1/8	1		1	67	G4	4	109
36	0.5	7	6	11/8	11/8	3/2	2	1	1/8		1/8	1		3	57	A3	3	121
36	0.5	7	6	11/8	11/8	3/2	1	1	1/8		1/8	1		-1	65	F4	4	110
73/2	0.5	8	7	0	0	3/2	2	1	1/8		1/8	1		-2	58	Bb3	3	130
73/2	1.5	8	7	0	0	3/2	1	1	3/8		1/4	3/2		2	74	D5	5	122
37	0.5	8	7	1/8	1/8	3/2	2	1	1/8		1/8	1		-1	53	F3	3	131
75/2	0.5	8	7	1/4	1/4	3/2	2	1	1/8		1/8	1		2	50	D3	3	132
38	0.5	8	7	3/8	3/8	3/2	2	1	1/8		1/8	1		-1	53	F3	3	133
38	0.5	8	7	3/8	3/8	3/2	1	1	1/8		1/8	1		-3	75	Eb5	5	123
77/2	0.5	8	7	1/2	1/2	3/2	2	1	1/8		1/8	1		-2	46	Bb2	2	134
77/2	1.0	8	7	1/2	1/2	3/2	1	1	1/4		1/4	1		2	74	D5	5	124
39	0.5	8	7	5/8	5/8	3/2	2	1	1/8		1/8	1		0	48	C3	3	135
79/2	0.5	8	7	3/4	3/4	3/2	2	1	1/8		1/8	1		2	50	D3	3	136
79/2	0.5	8	7	3/4	3/4	3/2	1	1	1/8		1/8	1		0	72	C5	5	125
40	0.5	8	7	7/8	7/8	3/2	2	1	1/8		1/8	1		4	52	E3	3	137
40	0.5	8	7	7/8	7/8	3/2	1	1	1/8		1/8	1		-2	70	Bb4	4	126
81/2	0.5	8	7	1	1	3/2	2	1	1/8		1/8	1		-1	53	F3	3	138
81/2	0.5	8	7	1	1	3/2	1	1	1/8		1/8	1		3	69	A4	4	127
41	0.5	8	7	9/8	9/8	3/2	2	1	1/8		1/8	1		1	55	G3	3	139
41	0.5	8	7	9/8	9/8	3/2	1	1	1/8		1/8	1		1	67	G4	4	128
83/2	0.5	8	7	5/4	5/4	3/2	2	1	1/8		1/8	1		3	57	A3	3	140
83/2	1.0	8	7	5/4	5/4	3/2	1	1	1/4		1/4	1		1	79	G5	5	129
42	0.5	8	7	11/8	11/8	3/2	2	1	1/8		1/8	1		-2	58	Bb3	3	141
85/2	0.5	9	8	0	0	3/2	2	1	1/8		1/8	1		0	60	C4	4	149
85/2	1.5	9	8	0	0	3/2	1	2	3/8		1/4	3/2		4	76	E5	5	142
43	0.5	9	8	1/8	1/8	3/2	2	1	1/8		1/8	1		1	55	G3	3	150
87/2	0.5	9	8	1/4	1/4	3/2	2	1	1/8		1/8	1		0	48	C3	3	151
44	0.5	9	8	3/8	3/8	3/2	2	1	1/8		1/8	1		2	50	D3	3	152
44	0.5	9	8	3/8	3/8	3/2	1	2	1/8		1/8	1		2	74	D5	5	143
89/2	0.5	9	8	1/2	1/2	3/2	2	1	1/8		1/8	1		4	52	E3	3	153
89/2	0.5	9	8	1/2	1/2	3/2	1	2	1/8		1/8	1		0	72	C5	5	144
45	0.5	9	8	5/8	5/8	3/2	2	1	1/8		1/8	1		1	55	G3	3	154
45	0.5	9	8	5/8	5/8	3/2	1	2	1/8		1/8	1		-2	70	Bb4	4	145
91/2	0.5	9	8	3/4	3/4	3/2	2	1	1/8		1/8	1		-1	53	F3	3	155
91/2	1.0	9	8	3/4	3/4	3/2	1	2	1/4		1/4	1		3	69	A4	4	146
46	0.5	9	8	7/8	7/8	3/2	2	1	1/8		1/8	1		-3	51	Eb3	3	156
93/2	0.5	9	8	1	1	3/2	2	1	1/8		1/8	1		2	50	D3	3	157
93/2	1.5	9	8	1	1	3/2	1	2	3/8		1/4	3/2		-2	70	Bb4	4	147
47	0.5	9	8	9/8	9/8	3/2	2	1	1/8		1/8	1		0	48	C3	3	158
95/2	0.5	9	8	5/4	5/4	3/2	2	1	1/8		1/8	1		-2	46	Bb2	2	159
48	0.5	9	8	11/8	11/8	3/2	2	1	1/8		1/8	1		3	45	A2	2	160
48	0.5	9	8	11/8	11/8	3/2	1	2	1/8		1/8	1		0	72	C5	5	148
97/2	0.5	10	9	0	0	3/2	2	1	1/8		1/8	1		1	43	G2	2	170
97/2	1.5	10	9	0	0	3/2	1	1	3/8		1/4	3/2		4	64	E4	4	161
49	0.5	10	9	1/8	1/8	3/2	2	1	1/8		1/8	1		-1	41	F2	2	171
99/2	0.5	10	9	1/4	1/4	3/2	2	1	1/8		1/8	1		4	40	E2	2	172
50	0.5	10	9	3/8	3/8	3/2	2	1	1/8		1/8	1		2	38	D2	2	173
50	0.5	10	9	3/8	3/8	3/2	1	1	1/8		1/8	1		-1	65	F4	4	162
101/2	1.0	10	9	1/2	1/2	3/2	2	1	1/4		1/4	1		0	36	C2	2	174
101/2	0.5	10	9	1/2	1/2	3/2	1	1	1/8		1/8	1		1	67	G4	4	163
51	0.5	10	9	5/8	5/8	3/2	1	1	1/8		1/8	1		-2	70	Bb4	4	164
103/2	1.0	10	9	3/4	3/4	3/2	2	1	1/4		1/4	1		-1	41	F2	2	175
103/2	0.5	10	9	3/4	3/4	3/2	1	1	1/8		1/8	1		3	69	A4	4	165
52	0.5	10	9	7/8	7/8	3/2	1	1	1/8		1/8	1		1	67	G4	4	166
105/2	1.0	10	9	1	1	3/2	2	1	1/4		1/4	1		0	48	C3	3	176
105/2	2.0	10	9	1	1	3/2	1	2	1/2		1/2	1		4	64	E4	4	169
105/2	1.5	10	9	1	1	3/2	1	1	3/8		1/4	3/2		1	67	G4	4	167
107/2	1.0	10	9	5/4	5/4	3/2	2	1	1/4		1/4	1		0	36	C2	2	177
54	0.5	10	9	11/8	11/8	3/2	1	1	1/8		1/8	1		-1	65	F4	4	168
109/2	1.0	11	10	0	0	3/2	2	1	1/4		1/4	1		-1	41	F2	2	185
109/2	3.0	11	10	0	0	3/2	1	2	3/4		1/2	3/2		3	57	A3	3	184
109/2	3.0	11	10	0	0	3/2	1	2	3/4		1/2	3/2		0	60	C4	4	184
109/2	1.0	11	10	0	0	3/2	1	1	1/4		1/4	1		-1	65	F4	4	178
111/2	0.5	11	10	1/4	1/4	3/2	2	1	1/8		1/8	1		3	57	A3	3	186
56	0.5	11	10	3/8	3/8	3/2	2	1	1/8		1/8	1		1	55	G3	3	187
113/2	0.5	11	10	1/2	1/2	3/2	2	1	1/8		1/8	1		-1	53	F3	3	188
57	0.5	11	10	5/8	5/8	3/2	2	1	1/8		1/8	1		4	52	E3	3	189
115/2	0.5	11	10	3/4	3/4	3/2	2	1	1/8		1/8	1		2	50	D3	3	190
115/2	1.0	11	10	3/4	3/4	3/2	1	1	1/4		1/4	1		-1	77	F5	5	179
58	0.5	11	10	7/8	7/8	3/2	2	1	1/8		1/8	1		2	62	D4	4	191
117/2	0.5	11	10	1	1	3/2	2	1	1/8		1/8	1		1	55	G3	3	192
117/2	0.5	11	10	1	1	3/2	1	1	1/8		1/8	1		-1	77	F5	5	180
59	0.5	11	10	9/8	9/8	3/2	2	1	1/8		1/8	1		3	57	A3	3	193
59	0.5	11	10	9/8	9/8	3/2	1	1	1/8		1/8	1		4	76	E5	5	181
119/2	0.5	11	10	5/4	5/4	3/2	2	1	1/8		1/8	1		-2	58	Bb3	3	194
119/2	0.5	11	10	5/4	5/4	3/2	1	1	1/8		1/8	1		2	74	D5	5	182
60	0.5	11	10	11/8	11/8	3/2	2	1	1/8		1/8	1		3	57	A3	3	195
60	0.5	11	10	11/8	11/8	3/2	1	1	1/8		1/8	1		7	73	C#5	5	183
121/2	0.5	12	11	0	0	3/2	2	1	1/8		1/8	1		1	55	G3	3	204
121/2	1.5	12	11	0	0	3/2	1	1	3/8		1/4	3/2		2	74	D5	5	196
61	0.5	12	11	1/8	1/8	3/2	2	1	1/8		1/8	1		6	54	F#3	3	205
123/2	0.5	12	11	1/4	1/4	3/2	2	1	1/8		1/8	1		4	52	E3	3	206
62	0.5	12	11	3/8	3/8	3/2	2	1	1/8		1/8	1		2	50	D3	3	207
62	0.5	12	11	3/8	3/8	3/2	1	1	1/8		1/8	1		4	76	E5	5	197
125/2	0.5	12	11	1/2	1/2	3/2	2	1	1/8		1/8	1		0	48	C3	3	208
125/2	1.0	12	11	1/2	1/2	3/2	1	1	1/4		1/4	1		2	74	D5	5	198
63	0.5	12	11	5/8	5/8	3/2	2	1	1/8		1/8	1		5	47	B2	2	209
127/2	0.5	12	11	3/4	3/4	3/2	2	1	1/8		1/8	1		3	45	A2	2	210
127/2	0.5	12	11	3/4	3/4	3/2	1	1	1/8		1/8	1		0	72	C5	5	199
64	0.5	12	11	7/8	7/8	3/2	2	1	1/8		1/8	1		1	43	G2	2	211
64	0.5	12	11	7/8	7/8	3/2	1	1	1/8		1/8	1		5	71	B4	4	200
129/2	0.5	12	11	1	1	3/2	2	1	1/8		1/8	1		3	45	A2	2	212
129/2	0.5	12	11	1	1	3/2	1	1	1/8		1/8	1		0	72	C5	5	201
65	0.5	12	11	9/8	9/8	3/2	2	1	1/8		1/8	1		0	48	C3	3	213
65	0.5	12	11	9/8	9/8	3/2	1	1	1/8		1/8	1		4	76	E5	5	202
131/2	0.5	12	11	5/4	5/4	3/2	2	1	1/8		1/8	1		5	47	B2	2	214
131/2	1.0	12	11	5/4	5/4	3/2	1	1	1/4		1/4	1		2	74	D5	5	203
66	0.5	12	11	11/8	11/8	3/2	2	1	1/8		1/8	1		2	50	D3	3	215
133/2	0.5	13	12	0	0	3/2	2	1	1/8		1/8	1		0	48	C3	3	224
133/2	1.5	13	12	0	0	3/2	1	1	3/8		1/4	3/2		4	76	E5	5	216
67	0.5	13	12	1/8	1/8	3/2	2	1	1/8		1/8	1		4	52	E3	3	225
135/2	0.5	13	12	1/4	1/4	3/2	2	1	1/8		1/8	1		2	50	D3	3	226
68	0.5	13	12	3/8	3/8	3/2	2	1	1/8		1/8	1		0	48	C3	3	227
68	0.5	13	12	3/8	3/8	3/2	1	1	1/8		1/8	1		4	64	E4	4	217
137/2	0.5	13	12	1/2	1/2	3/2	2	1	1/8		1/8	1		5	47	B2	2	228
137/2	0.5	13	12	1/2	1/2	3/2	1	1	1/8		1/8	1		1	67	G4	4	218
69	0.5	13	12	5/8	5/8	3/2	2	1	1/8		1/8	1		3	45	A2	2	229
69	0.5	13	12	5/8	5/8	3/2	1	1	1/8		1/8	1		6	66	F#4	4	219
139/2	0.5	13	12	3/4	3/4	3/2	2	1	1/8		1/8	1		5	47	B2	2	230
139/2	1.0	13	12	3/4	3/4	3/2	1	1	1/4		1/4	1		3	69	A4	4	220
70	0.5	13	12	7/8	7/8	3/2	2	1	1/8		1/8	1		0	48	C3	3	231
141/2	0.5	13	12	1	1	3/2	2	1	1/8		1/8	1		2	50	D3	3	232
141/2	1.5	13	12	1	1	3/2	1	1	3/8		1/4	3/2		8	68	G#4	4	221
71	0.5	13	12	9/8	9/8	3/2	2	1	1/8		1/8	1		4	52	E3	3	233
143/2	0.5	13	12	5/4	5/4	3/2	2	1	1/8		1/8	1		-1	53	F3	3	234
72	0.5	13	12	11/8	11/8	3/2	2	1	1/8		1/8	1		4	52	E3	3	235
72	0.25	13	12	11/8	11/8	3/2	1	1	1/16		1/16	1		3	69	A4	4	222
289/4	0.25	13	12	23/16	23/16	3/2	1	1	1/16		1/16	1		5	71	B4	4	223
145/2	0.5	14	13	0	0	3/2	2	1	1/8		1/8	1		2	50	D3	3	245
145/2	1.5	14	13	0	0	3/2	1	1	3/8		1/4	3/2		5	71	B4	4	236
73	0.5	14	13	1/8	1/8	3/2	2	1	1/8		1/8	1		0	48	C3	3	246
147/2	0.5	14	13	1/4	1/4	3/2	2	1	1/8		1/8	1		2	50	D3	3	247
74	0.5	14	13	3/8	3/8	3/2	2	1	1/8		1/8	1		4	52	E3	3	248
74	0.25	14	13	3/8	3/8	3/2	1	1	1/16		1/16	1		3	69	A4	4	237
297/4	0.25	14	13	7/16	7/16	3/2	1	1	1/16		1/16	1		5	71	B4	4	238
149/2	0.5	14	13	1/2	1/2	3/2	2	1	1/8		1/8	1		3	45	A2	2	249
149/2	0.5	14	13	1/2	1/2	3/2	1	1	1/8		1/8	1		0	72	C5	5	239
75	0.5	14	13	5/8	5/8	3/2	2	1	1/8		1/8	1		4	52	E3	3	250
75	0.5	14	13	5/8	5/8	3/2	1	1	1/8		1/8	1		5	71	B4	4	240
151/2	0.5	14	13	3/4	3/4	3/2	2	1	1/8		1/8	1		-1	53	F3	3	251
151/2	1.0	14	13	3/4	3/4	3/2	1	1	1/4		1/4	1		2	74	D5	5	241
76	0.5	14	13	7/8	7/8	3/2	2	1	1/8		1/8	1		1	55	G3	3	252
153/2	0.5	14	13	1	1	3/2	2	1	1/8		1/8	1		3	57	A3	3	253
153/2	1.5	14	13	1	1	3/2	1	1	3/8		1/4	3/2		7	73	C#5	5	242
77	0.5	14	13	9/8	9/8	3/2	2	1	1/8		1/8	1		1	55	G3	3	254
155/2	0.5	14	13	5/4	5/4	3/2	2	1	1/8		1/8	1		-2	58	Bb3	3	255
78	0.5	14	13	11/8	11/8	3/2	2	1	1/8		1/8	1		3	57	A3	3	256
78	0.25	14	13	11/8	11/8	3/2	1	1	1/16		1/16	1		2	74	D5	5	243
313/4	0.25	14	13	23/16	23/16	3/2	1	1	1/16		1/16	1		4	76	E5	5	244
157/2	0.5	15	14	0	0	3/2	2	2	1/8		1/8	1		1	55	G3	3	266
157/2	1.5	15	14	0	0	3/2	1	2	3/8		1/4	3/2		4	76	E5	5	257
79	0.5	15	14	1/8	1/8	3/2	2	2	1/8		1/8	1		-1	53	F3	3	267
159/2	0.5	15	14	1/4	1/4	3/2	2	2	1/8		1/8	1		1	55	G3	3	268
80	0.5	15	14	3/8	3/8	3/2	2	2	1/8		1/8	1		3	57	A3	3	269
80	0.25	15	14	3/8	3/8	3/2	1	2	1/16		1/16	1		2	74	D5	5	258
321/4	0.25	15	14	7/16	7/16	3/2	1	2	1/16		1/16	1		4	76	E5	5	259
161/2	0.5	15	14	1/2	1/2	3/2	2	2	1/8		1/8	1		2	50	D3	3	270
161/2	0.5	15	14	1/2	1/2	3/2	1	2	1/8		1/8	1		-1	77	F5	5	260
81	0.5	15	14	5/8	5/8	3/2	2	2	1/8		1/8	1		3	57	A3	3	271
81	0.5	15	14	5/8	5/8	3/2	1	2	1/8		1/8	1		4	76	E5	5	261
163/2	0.5	15	14	3/4	3/4	3/2	2	2	1/8		1/8	1		5	59	B3	3	272
163/2	1.0	15	14	3/4	3/4	3/2	1	2	1/4		1/4	1		1	79	G5	5	262
82	0.5	15	14	7/8	7/8	3/2	2	2	1/8		1/8	1		0	60	C4	4	273
165/2	0.5	15	14	1	1	3/2	2	2	1/8		1/8	1		2	62	D4	4	274
165/2	1.5	15	14	1	1	3/2	1	2	3/8		1/4	3/2		6	78	F#5	5	263
83	0.5	15	14	9/8	9/8	3/2	2	2	1/8		1/8	1		4	64	E4	4	275
167/2	0.5	15	14	5/4	5/4	3/2	2	2	1/8		1/8	1		0	60	C4	4	276
84	0.5	15	14	11/8	11/8	3/2	2	2	1/8		1/8	1		4	64	E4	4	277
84	0.25	15	14	11/8	11/8	3/2	1	2	1/16		1/16	1		8	80	G#5	5	264
337/4	0.25	15	14	23/16	23/16	3/2	1	2	1/16		1/16	1		3	81	A5	5	265
169/2	0.5	16	15	0	0	3/2	2	2	1/8		1/8	1		2	62	D4	4	288
169/2	1.5	16	15	0	0	3/2	1	2	3/8		1/4	3/2		8	80	G#5	5	280
85	0.5	16	15	1/8	1/8	3/2	2	2	1/8		1/8	1		-1	65	F4	4	289
171/2	0.5	16	15	1/4	1/4	3/2	2	2	1/8		1/8	1		4	64	E4	4	290
86	0.5	16	15	3/8	3/8	3/2	2	2	1/8		1/8	1		2	62	D4	4	291
86	0.25	16	15	3/8	3/8	3/2	1	2	1/16		1/16	1		6	78	F#5	5	281
345/4	0.25	16	15	7/16	7/16	3/2	1	2	1/16		1/16	1		8	80	G#5	5	282
173/2	0.5	16	15	1/2	1/2	3/2	2	2	1/8		1/8	1		0	60	C4	4	292
173/2	0.5	16	15	1/2	1/2	3/2	1	2	1/8		1/8	1		3	81	A5	5	283
