quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
0	0.25	1	0	0	15/16	4/4	1	1	1/16	1/16	1		5	71	B4	4	0
1/4	0.25	2	1	0	0	4/4	1	2	1/16	1/16	1		1	55	G3	3	11
1/4	1.0	2	1	0	0	4/4	2	1	1/4	1/4	1		1	55	G3	3	24
1/4	0.75	2	1	0	0	4/4	1	1	3/16	1/8	3/2		5	71	B4	4	1
1/2	0.25	2	1	1/16	1/16	4/4	1	2	1/16	1/16	1		5	59	B3	3	12
3/4	0.25	2	1	1/8	1/8	4/4	1	2	1/16	1/16	1		2	62	D4	4	13
1	0.25	2	1	3/16	3/16	4/4	1	2	1/16	1/16	1	1	1	67	G4	4	14
1	0.25	2	1	3/16	3/16	4/4	1	1	1/16	1/16	1		0	72	C5	5	2
5/4	1.0	2	1	1/4	1/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	25
5/4	0.25	2	1	1/4	1/4	4/4	1	2	1/16	1/16	1	-1	1	67	G4	4	15
5/4	0.75	2	1	1/4	1/4	4/4	1	1	3/16	1/8	3/2		0	72	C5	5	3
3/2	0.25	2	1	5/16	5/16	4/4	1	2	1/16	1/16	1		1	67	G4	4	16
7/4	0.25	2	1	3/8	3/8	4/4	1	2	1/16	1/16	1		6	66	F#4	4	17
2	0.25	2	1	7/16	7/16	4/4	1	2	1/16	1/16	1		4	64	E4	4	18
2	0.125	2	1	7/16	7/16	4/4	1	1	1/32	1/32	1		5	71	B4	4	4
17/8	0.125	2	1	15/32	15/32	4/4	1	1	1/32	1/32	1		0	72	C5	5	5
9/4	1.5	2	1	1/2	1/2	4/4	2	1	3/8	1/4	3/2		5	59	B3	3	26
9/4	1.0	2	1	1/2	1/2	4/4	1	1	1/4	1/4	1	1	2	74	D5	5	6
5/2	0.25	2	1	9/16	9/16	4/4	1	2	1/16	1/16	1		2	62	D4	4	19
11/4	0.25	2	1	5/8	5/8	4/4	1	2	1/16	1/16	1		6	66	F#4	4	20
3	0.25	2	1	11/16	11/16	4/4	1	2	1/16	1/16	1	1	1	67	G4	4	21
13/4	1.0	2	1	3/4	3/4	4/4	1	2	1/4	1/4	1	0	1	67	G4	4	22
13/4	1.0	2	1	3/4	3/4	4/4	1	3	1/4	1/4	1		5	71	B4	4	23
13/4	0.25	2	1	3/4	3/4	4/4	1	1	1/16	1/16	1	-1	2	74	D5	5	7
7/2	0.25	2	1	13/16	13/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	8
15/4	0.5	2	1	7/8	7/8	4/4	2	1	1/8	1/8	1		5	59	B3	3	27
15/4	0.25	2	1	7/8	7/8	4/4	1	1	1/16	1/16	1		6	78	F#5	5	9
4	0.25	2	1	15/16	15/16	4/4	1	1	1/16	1/16	1		1	79	G5	5	10
17/4	0.5	3	2	0	0	4/4	2	1	1/8	1/8	1		0	60	C4	4	46
17/4	1.5	3	2	0	0	4/4	1	2	3/8	1/4	3/2	-1	1	67	G4	4	41
17/4	0.25	3	2	0	0	4/4	1	1	1/16	1/16	1		4	76	E5	5	28
9/2	0.25	3	2	1/16	1/16	4/4	1	1	1/16	1/16	1		1	79	G5	5	29
19/4	0.5	3	2	1/8	1/8	4/4	2	1	1/8	1/8	1		5	59	B3	3	47
19/4	0.25	3	2	1/8	1/8	4/4	1	1	1/16	1/16	1		2	74	D5	5	30
5	0.25	3	2	3/16	3/16	4/4	1	1	1/16	1/16	1		1	79	G5	5	31
21/4	1.0	3	2	1/4	1/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	48
21/4	0.25	3	2	1/4	1/4	4/4	1	1	1/16	1/16	1		0	72	C5	5	32
11/2	0.25	3	2	5/16	5/16	4/4	1	1	1/16	1/16	1		5	71	B4	4	33
23/4	0.5	3	2	3/8	3/8	4/4	1	2	1/8	1/8	1		6	66	F#4	4	42
23/4	0.25	3	2	3/8	3/8	4/4	1	1	1/16	1/16	1		0	72	C5	5	34
6	0.25	3	2	7/16	7/16	4/4	1	1	1/16	1/16	1		3	81	A5	5	35
25/4	1.0	3	2	1/2	1/2	4/4	2	1	1/4	1/4	1	1	1	55	G3	3	49
25/4	0.25	3	2	1/2	1/2	4/4	1	1	1/16	1/16	1		0	72	C5	5	36
13/2	0.25	3	2	9/16	9/16	4/4	1	1	1/16	1/16	1		5	71	B4	4	37
27/4	0.5	3	2	5/8	5/8	4/4	1	2	1/8	1/8	1		5	59	B3	3	43
27/4	0.25	3	2	5/8	5/8	4/4	1	1	1/16	1/16	1		3	69	A4	4	38
7	0.25	3	2	11/16	11/16	4/4	1	1	1/16	1/16	1		1	67	G4	4	39
29/4	0.25	3	2	3/4	3/4	4/4	2	1	1/16	1/16	1	-1	1	55	G3	3	50
29/4	0.5	3	2	3/4	3/4	4/4	1	2	1/8	1/8	1		2	62	D4	4	44
29/4	1.0	3	2	3/4	3/4	4/4	1	1	1/4	1/4	1	1	5	71	B4	4	40
15/2	0.25	3	2	13/16	13/16	4/4	2	1	1/16	1/16	1		6	54	F#3	3	51
31/4	0.25	3	2	7/8	7/8	4/4	2	1	1/16	1/16	1		4	52	E3	3	52
31/4	0.5	3	2	7/8	7/8	4/4	1	2	1/8	1/8	1		1	67	G4	4	45
8	0.25	3	2	15/16	15/16	4/4	2	1	1/16	1/16	1		2	50	D3	3	53
33/4	1.5	4	3	0	0	4/4	2	2	3/8	1/4	3/2		7	49	C#3	3	75
33/4	1.0	4	3	0	0	4/4	1	2	1/4	1/4	1		4	64	E4	4	70
33/4	0.25	4	3	0	0	4/4	1	1	1/16	1/16	1	-1	5	71	B4	4	54
17/2	0.25	4	3	1/16	1/16	4/4	1	1	1/16	1/16	1		4	76	E5	5	55
35/4	0.5	4	3	1/8	1/8	4/4	2	1	1/8	1/8	1		4	52	E3	3	71
35/4	0.25	4	3	1/8	1/8	4/4	1	1	1/16	1/16	1		3	69	A4	4	56
9	0.25	4	3	3/16	3/16	4/4	1	1	1/16	1/16	1		4	76	E5	5	57
37/4	1.0	4	3	1/4	1/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	72
37/4	0.25	4	3	1/4	1/4	4/4	1	1	1/16	1/16	1		1	67	G4	4	58
19/2	0.25	4	3	5/16	5/16	4/4	1	1	1/16	1/16	1		6	66	F#4	4	59
39/4	0.5	4	3	3/8	3/8	4/4	2	2	1/8	1/8	1		7	49	C#3	3	76
39/4	0.25	4	3	3/8	3/8	4/4	1	1	1/16	1/16	1		1	67	G4	4	60
10	0.25	4	3	7/16	7/16	4/4	1	1	1/16	1/16	1		4	76	E5	5	61
41/4	1.5	4	3	1/2	1/2	4/4	2	2	3/8	1/4	3/2		2	50	D3	3	77
41/4	0.25	4	3	1/2	1/2	4/4	1	1	1/16	1/16	1		1	67	G4	4	62
21/2	0.25	4	3	9/16	9/16	4/4	1	1	1/16	1/16	1		6	66	F#4	4	63
43/4	0.5	4	3	5/8	5/8	4/4	2	1	1/8	1/8	1		6	54	F#3	3	73
43/4	0.25	4	3	5/8	5/8	4/4	1	1	1/16	1/16	1		4	64	E4	4	64
11	0.25	4	3	11/16	11/16	4/4	1	1	1/16	1/16	1		2	62	D4	4	65
