quarterbeats	duration_qb	mc	mn	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
12	0.5	4	3		1/2	1/2	2/2	2	1	1/8	1/8	1		3	69	A4	4	41
12	0.5	4	3		1/2	1/2	2/2	1	1	1/8	1/8	1		6	78	F#5	5	33
25/2	0.5	4	3		5/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	42
25/2	0.5	4	3		5/8	5/8	2/2	1	1	1/8	1/8	1		2	74	D5	5	34
13	0.5	4	3		3/4	3/4	2/2	2	1	1/8	1/8	1		1	67	G4	4	43
13	0.5	4	3		3/4	3/4	2/2	1	1	1/8	1/8	1		4	76	E5	5	35
27/2	0.5	4	3		7/8	7/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	44
27/2	0.5	4	3		7/8	7/8	2/2	1	1	1/8	1/8	1		7	73	C#5	5	36
14	0.5	5	4		0	0	2/2	2	1	1/8	1/8	1		6	66	F#4	4	49
14	1.0	5	4		0	0	2/2	1	1	1/4	1/4	1		2	74	D5	5	45
29/2	0.5	5	4		1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	50
15	0.5	5	4		1/4	1/4	2/2	2	1	1/8	1/8	1		6	66	F#4	4	51
15	1.0	5	4		1/4	1/4	2/2	1	1	1/4	1/4	1		3	69	A4	4	46
31/2	0.5	5	4		3/8	3/8	2/2	2	1	1/8	1/8	1		1	67	G4	4	52
16	0.5	5	4		1/2	1/2	2/2	2	1	1/8	1/8	1		3	69	A4	4	53
16	1.0	5	4		1/2	1/2	2/2	1	1	1/4	1/4	1		6	78	F#5	5	47
33/2	0.5	5	4		5/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	54
17	0.5	5	4		3/4	3/4	2/2	2	1	1/8	1/8	1		6	66	F#4	4	55
17	1.0	5	4		3/4	3/4	2/2	1	1	1/4	1/4	1		6	78	F#5	5	48
35/2	0.5	5	4		7/8	7/8	2/2	2	1	1/8	1/8	1		3	69	A4	4	56
18	0.5	6	5		0	0	2/2	2	1	1/8	1/8	1		2	74	D5	5	62
18	1.5	6	5		0	0	2/2	1	1	3/8	1/4	3/2		6	78	F#5	5	57
37/2	0.5	6	5		1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	63
19	0.5	6	5		1/4	1/4	2/2	2	1	1/8	1/8	1		0	72	C5	5	64
39/2	0.5	6	5		3/8	3/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	65
39/2	0.25	6	5		3/8	3/8	2/2	1	1	1/16	1/16	1		4	76	E5	5	58
79/4	0.25	6	5		7/16	7/16	2/2	1	1	1/16	1/16	1		6	78	F#5	5	59
20	0.5	6	5		1/2	1/2	2/2	2	1	1/8	1/8	1		5	71	B4	4	66
20	1.0	6	5		1/2	1/2	2/2	1	1	1/4	1/4	1		1	79	G5	5	60
41/2	0.5	6	5		5/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	67
21	0.5	6	5		3/4	3/4	2/2	2	1	1/8	1/8	1		3	69	A4	4	68
21	1.0	6	5		3/4	3/4	2/2	1	1	1/4	1/4	1		6	78	F#5	5	61
43/2	0.5	6	5		7/8	7/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	69
22	0.5	7	6		0	0	2/2	2	1	1/8	1/8	1		1	67	G4	4	77
22	1.0	7	6		0	0	2/2	1	1	1/4	1/4	1		4	76	E5	5	70
45/2	0.5	7	6		1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	78
23	0.5	7	6		1/4	1/4	2/2	2	1	1/8	1/8	1		6	66	F#4	4	79
23	0.5	7	6		1/4	1/4	2/2	1	1	1/8	1/8	1		5	83	B5	5	71
47/2	0.5	7	6		3/8	3/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	80
47/2	0.5	7	6		3/8	3/8	2/2	1	1	1/8	1/8	1		3	81	A5	5	72
24	0.5	7	6		1/2	1/2	2/2	2	1	1/8	1/8	1		4	64	E4	4	81
24	0.5	7	6		1/2	1/2	2/2	1	1	1/8	1/8	1		1	79	G5	5	73
49/2	0.5	7	6		5/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	82
49/2	0.5	7	6		5/8	5/8	2/2	1	1	1/8	1/8	1		6	78	F#5	5	74
25	0.5	7	6		3/4	3/4	2/2	2	1	1/8	1/8	1		6	66	F#4	4	83
25	0.5	7	6		3/4	3/4	2/2	1	1	1/8	1/8	1		4	76	E5	5	75
51/2	0.5	7	6		7/8	7/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	84
51/2	0.5	7	6		7/8	7/8	2/2	1	1	1/8	1/8	1		2	74	D5	5	76
26	0.5	8	7		0	0	2/2	2	1	1/8	1/8	1		1	67	G4	4	93
26	0.5	8	7		0	0	2/2	1	1	1/8	1/8	1		7	73	C#5	5	85
53/2	0.5	8	7		1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	94
53/2	0.5	8	7		1/8	1/8	2/2	1	1	1/8	1/8	1		5	71	B4	4	86
27	0.5	8	7		1/4	1/4	2/2	2	1	1/8	1/8	1		6	66	F#4	4	95
27	0.5	8	7		1/4	1/4	2/2	1	1	1/8	1/8	1		3	69	A4	4	87
55/2	0.5	8	7		3/8	3/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	96
55/2	0.5	8	7		3/8	3/8	2/2	1	1	1/8	1/8	1		5	71	B4	4	88
28	0.5	8	7		1/2	1/2	2/2	2	1	1/8	1/8	1		4	64	E4	4	97
28	0.5	8	7		1/2	1/2	2/2	1	1	1/8	1/8	1		7	73	C#5	5	89
57/2	0.5	8	7		5/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	98
57/2	0.5	8	7		5/8	5/8	2/2	1	1	1/8	1/8	1		2	74	D5	5	90
29	0.5	8	7		3/4	3/4	2/2	2	1	1/8	1/8	1		1	67	G4	4	99
29	0.5	8	7		3/4	3/4	2/2	1	1	1/8	1/8	1		4	76	E5	5	91
59/2	0.5	8	7		7/8	7/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	100
59/2	0.5	8	7		7/8	7/8	2/2	1	1	1/8	1/8	1		7	73	C#5	5	92
	0.5	9	8	1	0	0	2/2	2	1	1/8	1/8	1		6	66	F#4	4	102
	2.0	9	8	1	0	0	2/2	1	1	1/2	1/2	1		2	74	D5	5	101
	0.5	9	8	1	1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	103
	0.5	9	8	1	1/4	1/4	2/2	2	1	1/8	1/8	1		6	66	F#4	4	104
	0.5	9	8	1	3/8	3/8	2/2	2	1	1/8	1/8	1		1	67	G4	4	105
30	0.5	10	8	2	0	0	2/2	2	1	1/8	1/8	1		6	66	F#4	4	107
30	2.0	10	8	2	0	0	2/2	1	1	1/2	1/2	1		2	74	D5	5	106
61/2	0.5	10	8	2	1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	108
31	0.5	10	8	2	1/4	1/4	2/2	2	1	1/8	1/8	1		4	64	E4	4	109
63/2	0.5	10	8	2	3/8	3/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	110
32	0.5	11	8		0	1/2	2/2	2	1	1/8	1/8	1		6	66	F#4	4	113
32	1.0	11	8		0	1/2	2/2	1	1	1/4	1/4	1		3	81	A5	5	111
65/2	0.5	11	8		1/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	114
33	0.5	11	8		1/4	3/4	2/2	2	1	1/8	1/8	1		6	66	F#4	4	115
33	1.0	11	8		1/4	3/4	2/2	1	1	1/4	1/4	1		3	81	A5	5	112
67/2	0.5	11	8		3/8	7/8	2/2	2	1	1/8	1/8	1		3	69	A4	4	116
34	0.5	12	9		0	0	2/2	2	1	1/8	1/8	1		2	74	D5	5	124
34	1.5	12	9		0	0	2/2	1	1	3/8	1/4	3/2		3	81	A5	5	117
69/2	0.5	12	9		1/8	1/8	2/2	2	1	1/8	1/8	1		3	69	A4	4	125
35	0.5	12	9		1/4	1/4	2/2	2	1	1/8	1/8	1		6	66	F#4	4	126
71/2	0.5	12	9		3/8	3/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	127
71/2	0.25	12	9		3/8	3/8	2/2	1	1	1/16	1/16	1		1	79	G5	5	118
143/4	0.25	12	9		7/16	7/16	2/2	1	1	1/16	1/16	1		3	81	A5	5	119
36	0.5	12	9		1/2	1/2	2/2	2	1	1/8	1/8	1		1	67	G4	4	128
36	0.5	12	9		1/2	1/2	2/2	1	1	1/8	1/8	1		5	83	B5	5	120
73/2	0.5	12	9		5/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	129
73/2	0.5	12	9		5/8	5/8	2/2	1	1	1/8	1/8	1		3	81	A5	5	121
37	0.5	12	9		3/4	3/4	2/2	2	1	1/8	1/8	1		3	69	A4	4	130
37	0.5	12	9		3/4	3/4	2/2	1	1	1/8	1/8	1		1	79	G5	5	122
75/2	0.5	12	9		7/8	7/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	131
75/2	0.5	12	9		7/8	7/8	2/2	1	1	1/8	1/8	1		6	78	F#5	5	123
38	0.5	13	10		0	0	2/2	2	1	1/8	1/8	1		5	71	B4	4	136
38	1.0	13	10		0	0	2/2	1	1	1/4	1/4	1		1	79	G5	5	132
77/2	0.5	13	10		1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	137
39	0.5	13	10		1/4	1/4	2/2	2	1	1/8	1/8	1		0	72	C5	5	138
39	1.0	13	10		1/4	1/4	2/2	1	1	1/4	1/4	1		2	74	D5	5	133
79/2	0.5	13	10		3/8	3/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	139
40	0.5	13	10		1/2	1/2	2/2	2	1	1/8	1/8	1		5	71	B4	4	140
40	1.0	13	10		1/2	1/2	2/2	1	1	1/4	1/4	1		1	79	G5	5	134
81/2	0.5	13	10		5/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	141
41	0.5	13	10		3/4	3/4	2/2	2	1	1/8	1/8	1		3	69	A4	4	142
41	1.0	13	10		3/4	3/4	2/2	1	1	1/4	1/4	1		3	81	A5	5	135
83/2	0.5	13	10		7/8	7/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	143
42	0.5	14	11		0	0	2/2	2	1	1/8	1/8	1		1	67	G4	4	152
42	0.5	14	11		0	0	2/2	1	1	1/8	1/8	1		5	83	B5	5	144
85/2	0.5	14	11		1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	153
85/2	0.5	14	11		1/8	1/8	2/2	1	1	1/8	1/8	1		0	84	C6	6	145
43	0.5	14	11		1/4	1/4	2/2	2	1	1/8	1/8	1		3	69	A4	4	154
43	0.5	14	11		1/4	1/4	2/2	1	1	1/8	1/8	1		5	83	B5	5	146
87/2	0.5	14	11		3/8	3/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	155
87/2	0.5	14	11		3/8	3/8	2/2	1	1	1/8	1/8	1		3	81	A5	5	147
44	0.5	14	11		1/2	1/2	2/2	2	1	1/8	1/8	1		5	71	B4	4	156
44	0.5	14	11		1/2	1/2	2/2	1	1	1/8	1/8	1		1	79	G5	5	148
89/2	0.5	14	11		5/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	157
89/2	0.5	14	11		5/8	5/8	2/2	1	1	1/8	1/8	1		6	78	F#5	5	149
45	0.5	14	11		3/4	3/4	2/2	2	1	1/8	1/8	1		0	72	C5	5	158
45	0.5	14	11		3/4	3/4	2/2	1	1	1/8	1/8	1		4	76	E5	5	150
91/2	0.5	14	11		7/8	7/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	159
91/2	0.5	14	11		7/8	7/8	2/2	1	1	1/8	1/8	1		2	74	D5	5	151
46	0.5	15	12		0	0	2/2	2	1	1/8	1/8	1		5	71	B4	4	163
46	2.0	15	12		0	0	2/2	1	1	1/2	1/2	1		1	79	G5	5	160
93/2	0.5	15	12		1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	164
47	0.5	15	12		1/4	1/4	2/2	2	1	1/8	1/8	1		3	69	A4	4	165
95/2	0.5	15	12		3/8	3/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	166
48	0.5	15	12		1/2	1/2	2/2	2	1	1/8	1/8	1		1	67	G4	4	167
48	1.0	15	12		1/2	1/2	2/2	1	1	1/4	1/4	1		4	76	E5	5	161
97/2	0.5	15	12		5/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	168
49	0.5	15	12		3/4	3/4	2/2	2	1	1/8	1/8	1		6	66	F#4	4	169
49	1.0	15	12		3/4	3/4	2/2	1	1	1/4	1/4	1		4	76	E5	5	162
99/2	0.5	15	12		7/8	7/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	170
50	0.5	16	13		0	0	2/2	2	1	1/8	1/8	1		1	67	G4	4	177
50	1.5	16	13		0	0	2/2	1	1	3/8	1/4	3/2		4	76	E5	5	171
101/2	0.5	16	13		1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	178
51	0.5	16	13		1/4	1/4	2/2	2	1	1/8	1/8	1		3	69	A4	4	179
103/2	0.5	16	13		3/8	3/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	180
103/2	0.5	16	13		3/8	3/8	2/2	1	1	1/8	1/8	1		6	78	F#5	5	172
52	0.5	16	13		1/2	1/2	2/2	2	1	1/8	1/8	1		5	71	B4	4	181
52	0.5	16	13		1/2	1/2	2/2	1	1	1/8	1/8	1		1	79	G5	5	173
105/2	0.5	16	13		5/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	182
105/2	0.5	16	13		5/8	5/8	2/2	1	1	1/8	1/8	1		3	81	A5	5	174
53	0.5	16	13		3/4	3/4	2/2	2	1	1/8	1/8	1		3	69	A4	4	183
53	0.5	16	13		3/4	3/4	2/2	1	1	1/8	1/8	1		1	79	G5	5	175
107/2	0.5	16	13		7/8	7/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	184
107/2	0.5	16	13		7/8	7/8	2/2	1	1	1/8	1/8	1		6	78	F#5	5	176
54	0.5	17	14		0	0	2/2	2	1	1/8	1/8	1		1	67	G4	4	193
54	0.5	17	14		0	0	2/2	1	1	1/8	1/8	1		4	76	E5	5	185
109/2	0.5	17	14		1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	194
109/2	0.5	17	14		1/8	1/8	2/2	1	1	1/8	1/8	1		2	74	D5	5	186
55	0.5	17	14		1/4	1/4	2/2	2	1	1/8	1/8	1		5	71	B4	4	195
55	0.5	17	14		1/4	1/4	2/2	1	1	1/8	1/8	1		7	73	C#5	5	187
111/2	0.5	17	14		3/8	3/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	196
111/2	0.5	17	14		3/8	3/8	2/2	1	1	1/8	1/8	1		2	74	D5	5	188
56	0.5	17	14		1/2	1/2	2/2	2	1	1/8	1/8	1		3	69	A4	4	197
56	0.5	17	14		1/2	1/2	2/2	1	1	1/8	1/8	1		4	76	E5	5	189
113/2	0.5	17	14		5/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	198
113/2	0.5	17	14		5/8	5/8	2/2	1	1	1/8	1/8	1		6	78	F#5	5	190
57	0.5	17	14		3/4	3/4	2/2	2	1	1/8	1/8	1		1	67	G4	4	199
57	0.5	17	14		3/4	3/4	2/2	1	1	1/8	1/8	1		1	79	G5	5	191
115/2	0.5	17	14		7/8	7/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	200
115/2	0.5	17	14		7/8	7/8	2/2	1	1	1/8	1/8	1		5	83	B5	5	192
58	0.5	18	15		0	0	2/2	2	1	1/8	1/8	1		6	66	F#4	4	213
58	0.5	18	15		0	0	2/2	1	1	1/8	1/8	1		3	81	A5	5	201
117/2	0.5	18	15		1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	214
117/2	0.5	18	15		1/8	1/8	2/2	1	1	1/8	1/8	1		1	79	G5	5	202
59	0.5	18	15		1/4	1/4	2/2	2	1	1/8	1/8	1		1	67	G4	4	215
59	0.5	18	15		1/4	1/4	2/2	1	1	1/8	1/8	1		6	78	F#5	5	203
119/2	0.5	18	15		3/8	3/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	216
119/2	0.5	18	15		3/8	3/8	2/2	1	1	1/8	1/8	1		4	76	E5	5	204
60	0.5	18	15		1/2	1/2	2/2	2	1	1/8	1/8	1		3	69	A4	4	217
60	0.25	18	15		1/2	1/2	2/2	1	1	1/16	1/16	1		6	78	F#5	5	205
241/4	0.25	18	15		9/16	9/16	2/2	1	1	1/16	1/16	1		3	81	A5	5	206
121/2	0.5	18	15		5/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	218
121/2	0.25	18	15		5/8	5/8	2/2	1	1	1/16	1/16	1		6	78	F#5	5	207
243/4	0.25	18	15		11/16	11/16	2/2	1	1	1/16	1/16	1		3	81	A5	5	208
61	0.5	18	15		3/4	3/4	2/2	2	1	1/8	1/8	1		5	71	B4	4	219
61	0.25	18	15		3/4	3/4	2/2	1	1	1/16	1/16	1		6	78	F#5	5	209
245/4	0.25	18	15		13/16	13/16	2/2	1	1	1/16	1/16	1		3	81	A5	5	210
123/2	0.5	18	15		7/8	7/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	220
123/2	0.25	18	15		7/8	7/8	2/2	1	1	1/16	1/16	1		6	78	F#5	5	211
247/4	0.25	18	15		15/16	15/16	2/2	1	1	1/16	1/16	1		3	81	A5	5	212
62	0.5	19	16		0	0	2/2	2	1	1/8	1/8	1		7	73	C#5	5	224
62	2.0	19	16		0	0	2/2	1	1	1/2	1/2	1		4	76	E5	5	221
125/2	0.5	19	16		1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	225
63	0.5	19	16		1/4	1/4	2/2	2	1	1/8	1/8	1		1	67	G4	4	226
127/2	0.5	19	16		3/8	3/8	2/2	2	1	1/8	1/8	1		7	73	C#5	5	227
64	0.5	19	16		1/2	1/2	2/2	2	1	1/8	1/8	1		2	74	D5	5	228
64	1.0	19	16		1/2	1/2	2/2	1	1	1/4	1/4	1		6	78	F#5	5	222
129/2	0.5	19	16		5/8	5/8	2/2	2	1	1/8	1/8	1		3	69	A4	4	229
65	0.5	19	16		3/4	3/4	2/2	2	1	1/8	1/8	1		2	62	D4	4	230
65	1.0	19	16		3/4	3/4	2/2	1	1	1/4	1/4	1		6	78	F#5	5	223
131/2	0.5	19	16		7/8	7/8	2/2	2	1	1/8	1/8	1		3	69	A4	4	231
66	0.5	20	17		0	0	2/2	2	1	1/8	1/8	1		2	74	D5	5	237
66	1.5	20	17		0	0	2/2	1	1	3/8	1/4	3/2		6	78	F#5	5	232
133/2	0.5	20	17		1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	238
67	0.5	20	17		1/4	1/4	2/2	2	1	1/8	1/8	1		0	72	C5	5	239
135/2	0.5	20	17		3/8	3/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	240
135/2	0.25	20	17		3/8	3/8	2/2	1	1	1/16	1/16	1		4	76	E5	5	233
271/4	0.25	20	17		7/16	7/16	2/2	1	1	1/16	1/16	1		6	78	F#5	5	234
68	0.5	20	17		1/2	1/2	2/2	2	1	1/8	1/8	1		5	71	B4	4	241
68	1.0	20	17		1/2	1/2	2/2	1	1	1/4	1/4	1		1	79	G5	5	235
137/2	0.5	20	17		5/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	242
69	0.5	20	17		3/4	3/4	2/2	2	1	1/8	1/8	1		3	69	A4	4	243
69	1.0	20	17		3/4	3/4	2/2	1	1	1/4	1/4	1		6	78	F#5	5	236
139/2	0.5	20	17		7/8	7/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	244
70	0.5	21	18		0	0	2/2	2	1	1/8	1/8	1		1	67	G4	4	248
70	2.0	21	18		0	0	2/2	1	1	1/2	1/2	1		4	76	E5	5	245
141/2	0.5	21	18		1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	249
71	0.5	21	18		1/4	1/4	2/2	2	1	1/8	1/8	1		6	66	F#4	4	250
143/2	0.5	21	18		3/8	3/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	251
72	0.5	21	18		1/2	1/2	2/2	2	1	1/8	1/8	1		1	67	G4	4	252
72	1.0	21	18		1/2	1/2	2/2	1	1	1/4	1/4	1		4	76	E5	5	246
145/2	0.5	21	18		5/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	253
73	0.5	21	18		3/4	3/4	2/2	2	1	1/8	1/8	1		4	64	E4	4	254
73	1.0	21	18		3/4	3/4	2/2	1	1	1/4	1/4	1		4	76	E5	5	247
147/2	0.5	21	18		7/8	7/8	2/2	2	1	1/8	1/8	1		1	67	G4	4	255
74	0.5	22	19		0	0	2/2	2	1	1/8	1/8	1		7	73	C#5	5	263
74	1.5	22	19		0	0	2/2	1	1	3/8	1/4	3/2		4	76	E5	5	256
149/2	0.5	22	19		1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	264
75	0.5	22	19		1/4	1/4	2/2	2	1	1/8	1/8	1		5	71	B4	4	265
151/2	0.5	22	19		3/8	3/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	266
151/2	0.25	22	19		3/8	3/8	2/2	1	1	1/16	1/16	1		2	74	D5	5	257
303/4	0.25	22	19		7/16	7/16	2/2	1	1	1/16	1/16	1		4	76	E5	5	258
76	0.5	22	19		1/2	1/2	2/2	2	1	1/8	1/8	1		3	69	A4	4	267
76	0.5	22	19		1/2	1/2	2/2	1	1	1/8	1/8	1		6	78	F#5	5	259
153/2	0.5	22	19		5/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	268
153/2	0.5	22	19		5/8	5/8	2/2	1	1	1/8	1/8	1		2	74	D5	5	260
77	0.5	22	19		3/4	3/4	2/2	2	1	1/8	1/8	1		1	67	G4	4	269
77	0.5	22	19		3/4	3/4	2/2	1	1	1/8	1/8	1		4	76	E5	5	261
155/2	0.5	22	19		7/8	7/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	270
155/2	0.5	22	19		7/8	7/8	2/2	1	1	1/8	1/8	1		7	73	C#5	5	262
78	0.5	23	20		0	0	2/2	2	1	1/8	1/8	1		6	66	F#4	4	277
78	0.5	23	20		0	0	2/2	1	1	1/8	1/8	1		2	74	D5	5	271
157/2	0.5	23	20		1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	278
157/2	0.5	23	20		1/8	1/8	2/2	1	1	1/8	1/8	1		3	69	A4	4	272
79	0.5	23	20		1/4	1/4	2/2	2	1	1/8	1/8	1		6	66	F#4	4	279
79	0.5	23	20		1/4	1/4	2/2	1	1	1/8	1/8	1		2	74	D5	5	273
159/2	0.5	23	20		3/8	3/8	2/2	2	1	1/8	1/8	1		1	67	G4	4	280
159/2	0.5	23	20		3/8	3/8	2/2	1	1	1/8	1/8	1		4	76	E5	5	274
80	0.5	23	20		1/2	1/2	2/2	2	1	1/8	1/8	1		3	69	A4	4	281
80	1.0	23	20		1/2	1/2	2/2	1	1	1/4	1/4	1		6	78	F#5	5	275
161/2	0.5	23	20		5/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	282
81	0.5	23	20		3/4	3/4	2/2	2	1	1/8	1/8	1		6	66	F#4	4	283
81	1.0	23	20		3/4	3/4	2/2	1	1	1/4	1/4	1		6	78	F#5	5	276
163/2	0.5	23	20		7/8	7/8	2/2	2	1	1/8	1/8	1		3	69	A4	4	284
82	0.5	24	21		0	0	2/2	2	1	1/8	1/8	1		2	74	D5	5	292
82	1.5	24	21		0	0	2/2	1	1	3/8	1/4	3/2		6	78	F#5	5	285
165/2	0.5	24	21		1/8	1/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	293
83	0.5	24	21		1/4	1/4	2/2	2	1	1/8	1/8	1		3	69	A4	4	294
167/2	0.5	24	21		3/8	3/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	295
