quarterbeats	duration_qb	mc	mn	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
0	0.5	1	1		0	0	4/4	2	1	1/8	1/8	1		0	60	C4	4	12
0	0.25	1	1		0	0	4/4	1	1	1/16	1/16	1		0	72	C5	5	0
1/4	0.25	1	1		1/16	1/16	4/4	1	1	1/16	1/16	1		5	71	B4	4	1
1/2	0.5	1	1		1/8	1/8	4/4	2	1	1/8	1/8	1		0	48	C3	3	13
1/2	0.25	1	1		1/8	1/8	4/4	1	1	1/16	1/16	1		0	72	C5	5	2
3/4	0.25	1	1		3/16	3/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	3
1	0.5	1	1		1/4	1/4	4/4	2	1	1/8	1/8	1		0	60	C4	4	14
1	0.25	1	1		1/4	1/4	4/4	1	1	1/16	1/16	1		-3	75	Eb5	5	4
5/4	0.25	1	1		5/16	5/16	4/4	1	1	1/16	1/16	1		-1	77	F5	5	5
3/2	0.5	1	1		3/8	3/8	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	15
3/2	0.5	1	1		3/8	3/8	4/4	1	1	1/8	1/8	1		1	79	G5	5	6
2	0.25	1	1		1/2	1/2	4/4	2	1	1/16	1/16	1		-4	56	Ab3	3	16
2	0.5	1	1		1/2	1/2	4/4	1	1	1/8	1/8	1		1	79	G5	5	7
9/4	0.25	1	1		9/16	9/16	4/4	2	1	1/16	1/16	1		-2	58	Bb3	3	17
5/2	0.25	1	1		5/8	5/8	4/4	2	1	1/16	1/16	1		0	60	C4	4	18
5/2	0.5	1	1		5/8	5/8	4/4	1	1	1/8	1/8	1		0	72	C5	5	8
11/4	0.25	1	1		11/16	11/16	4/4	2	1	1/16	1/16	1		-2	58	Bb3	3	19
3	0.25	1	1		3/4	3/4	4/4	2	1	1/16	1/16	1		-4	56	Ab3	3	20
3	0.5	1	1		3/4	3/4	4/4	1	1	1/8	1/8	1		0	72	C5	5	9
13/4	0.25	1	1		13/16	13/16	4/4	2	1	1/16	1/16	1		1	55	G3	3	21
7/2	0.25	1	1		7/8	7/8	4/4	2	1	1/16	1/16	1		-1	53	F3	3	22
7/2	0.25	1	1		7/8	7/8	4/4	1	1	1/16	1/16	1		0	84	C6	6	10
15/4	0.25	1	1		15/16	15/16	4/4	2	1	1/16	1/16	1		-3	51	Eb3	3	23
15/4	0.25	1	1		15/16	15/16	4/4	1	1	1/16	1/16	1		1	79	G5	5	11
4	0.5	2	2		0	0	4/4	2	1	1/8	1/8	1		-1	53	F3	3	38
4	0.75	2	2		0	0	4/4	1	1	3/16	1/8	3/2		-4	80	Ab5	5	24
9/2	0.5	2	2		1/8	1/8	4/4	2	1	1/8	1/8	1		1	55	G3	3	39
19/4	0.25	2	2		3/16	3/16	4/4	1	1	1/16	1/16	1		1	79	G5	5	25
5	0.5	2	2		1/4	1/4	4/4	2	1	1/8	1/8	1		-4	56	Ab3	3	40
5	0.25	2	2		1/4	1/4	4/4	1	1	1/16	1/16	1		-1	77	F5	5	26
21/4	0.25	2	2		5/16	5/16	4/4	1	1	1/16	1/16	1		-3	75	Eb5	5	27
11/2	0.5	2	2		3/8	3/8	4/4	2	1	1/8	1/8	1		-1	53	F3	3	41
11/2	0.25	2	2		3/8	3/8	4/4	1	1	1/16	1/16	1		2	74	D5	5	28
23/4	0.25	2	2		7/16	7/16	4/4	1	1	1/16	1/16	1		0	72	C5	5	29
6	0.5	2	2		1/2	1/2	4/4	2	1	1/8	1/8	1		1	55	G3	3	42
6	0.25	2	2		1/2	1/2	4/4	1	1	1/16	1/16	1		5	71	B4	4	30
25/4	0.25	2	2		9/16	9/16	4/4	1	1	1/16	1/16	1		3	69	A4	4	31
13/2	0.5	2	2		5/8	5/8	4/4	2	1	1/8	1/8	1		3	57	A3	3	43
13/2	0.25	2	2		5/8	5/8	4/4	1	1	1/16	1/16	1		5	71	B4	4	32
27/4	0.25	2	2		11/16	11/16	4/4	1	1	1/16	1/16	1		0	72	C5	5	33
7	0.5	2	2		3/4	3/4	4/4	2	1	1/8	1/8	1		5	59	B3	3	44
7	0.25	2	2		3/4	3/4	4/4	1	1	1/16	1/16	1		2	74	D5	5	34
29/4	0.25	2	2		13/16	13/16	4/4	1	1	1/16	1/16	1		-3	75	Eb5	5	35
15/2	0.5	2	2		7/8	7/8	4/4	2	1	1/8	1/8	1		1	55	G3	3	45
15/2	0.25	2	2		7/8	7/8	4/4	1	1	1/16	1/16	1		-1	77	F5	5	36
31/4	0.25	2	2		15/16	15/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	37
8	0.25	3	3		0	0	4/4	2	1	1/16	1/16	1		0	48	C3	3	58
8	0.5	3	3		0	0	4/4	1	1	1/8	1/8	1		-3	75	Eb5	5	46
33/4	0.25	3	3		1/16	1/16	4/4	2	1	1/16	1/16	1		5	47	B2	2	59
17/2	0.25	3	3		1/8	1/8	4/4	2	1	1/16	1/16	1		0	48	C3	3	60
17/2	0.5	3	3		1/8	1/8	4/4	1	1	1/8	1/8	1		0	72	C5	5	47
35/4	0.25	3	3		3/16	3/16	4/4	2	1	1/16	1/16	1		2	50	D3	3	61
9	0.25	3	3		1/4	1/4	4/4	2	1	1/16	1/16	1		-3	51	Eb3	3	62
9	0.5	3	3		1/4	1/4	4/4	1	1	1/8	1/8	1		1	79	G5	5	48
37/4	0.25	3	3		5/16	5/16	4/4	2	1	1/16	1/16	1		-1	53	F3	3	63
19/2	0.25	3	3		3/8	3/8	4/4	2	1	1/16	1/16	1		1	55	G3	3	64
19/2	0.5	3	3		3/8	3/8	4/4	1	1	1/8	1/8	1		-2	70	Bb4	4	49
39/4	0.25	3	3		7/16	7/16	4/4	2	1	1/16	1/16	1		-3	51	Eb3	3	65
10	0.5	3	3		1/2	1/2	4/4	2	1	1/8	1/8	1		-1	53	F3	3	66
10	0.25	3	3		1/2	1/2	4/4	1	1	1/16	1/16	1		-4	68	Ab4	4	50
41/4	0.25	3	3		9/16	9/16	4/4	1	1	1/16	1/16	1		1	67	G4	4	51
21/2	0.5	3	3		5/8	5/8	4/4	2	1	1/8	1/8	1		-4	56	Ab3	3	67
21/2	0.25	3	3		5/8	5/8	4/4	1	1	1/16	1/16	1		-4	68	Ab4	4	52
43/4	0.25	3	3		11/16	11/16	4/4	1	1	1/16	1/16	1		-1	77	F5	5	53
11	0.5	3	3		3/4	3/4	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	68
11	0.25	3	3		3/4	3/4	4/4	1	1	1/16	1/16	1		-3	75	Eb5	5	54
45/4	0.25	3	3		13/16	13/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	55
23/2	0.5	3	3		7/8	7/8	4/4	2	1	1/8	1/8	1		2	50	D3	3	69
23/2	0.25	3	3		7/8	7/8	4/4	1	1	1/16	1/16	1		0	72	C5	5	56
47/4	0.25	3	3		15/16	15/16	4/4	1	1	1/16	1/16	1		-2	70	Bb4	4	57
	0.5	4	4	1	0	0	4/4	2	1	1/8	1/8	1		-3	51	Eb3	3	79
	0.25	4	4	1	0	0	4/4	1	1	1/16	1/16	1		-4	80	Ab5	5	70
	0.25	4	4	1	1/16	1/16	4/4	1	1	1/16	1/16	1		-1	77	F5	5	71
	0.5	4	4	1	1/8	1/8	4/4	2	1	1/8	1/8	1		-4	56	Ab3	3	80
	0.25	4	4	1	1/8	1/8	4/4	1	1	1/16	1/16	1		1	79	G5	5	72
	0.25	4	4	1	3/16	3/16	4/4	1	1	1/16	1/16	1		-3	75	Eb5	5	73
	0.5	4	4	1	1/4	1/4	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	81
	0.25	4	4	1	1/4	1/4	4/4	1	1	1/16	1/16	1		1	79	G5	5	74
	0.25	4	4	1	5/16	5/16	4/4	1	1	1/16	1/16	1		-1	77	F5	5	75
	0.5	4	4	1	3/8	3/8	4/4	2	1	1/8	1/8	1		-2	46	Bb2	2	82
	0.25	4	4	1	3/8	3/8	4/4	1	1	1/16	1/16	1		-3	75	Eb5	5	76
	0.25	4	4	1	7/16	7/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	77
	0.25	4	4	1	1/2	1/2	4/4	2	1	1/16	1/16	1		-3	51	Eb3	3	83
	2.0	4	4	1	1/2	1/2	4/4	1	1	1/2	1/2	1		-3	75	Eb5	5	78
	0.25	4	4	1	9/16	9/16	4/4	2	1	1/16	1/16	1		2	50	D3	3	84
	0.25	4	4	1	5/8	5/8	4/4	2	1	1/16	1/16	1		-3	51	Eb3	3	85
	0.25	4	4	1	11/16	11/16	4/4	2	1	1/16	1/16	1		-1	53	F3	3	86
	0.25	4	4	1	3/4	3/4	4/4	2	1	1/16	1/16	1		1	55	G3	3	87
	0.25	4	4	1	13/16	13/16	4/4	2	1	1/16	1/16	1		3	57	A3	3	88
	0.25	4	4	1	7/8	7/8	4/4	2	1	1/16	1/16	1		5	59	B3	3	89
