quarterbeats	duration_qb	mc	mn	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
	0.25	4	4	1	15/16	15/16	4/4	2	1	1/16	1/16	1		1	55	G3	3	90
12	0.5	5	4	2	0	0	4/4	2	1	1/8	1/8	1		-3	51	Eb3	3	100
12	0.25	5	4	2	0	0	4/4	1	1	1/16	1/16	1		-4	80	Ab5	5	91
49/4	0.25	5	4	2	1/16	1/16	4/4	1	1	1/16	1/16	1		-1	77	F5	5	92
25/2	0.5	5	4	2	1/8	1/8	4/4	2	1	1/8	1/8	1		-4	56	Ab3	3	101
25/2	0.25	5	4	2	1/8	1/8	4/4	1	1	1/16	1/16	1		1	79	G5	5	93
51/4	0.25	5	4	2	3/16	3/16	4/4	1	1	1/16	1/16	1		-3	75	Eb5	5	94
13	0.5	5	4	2	1/4	1/4	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	102
13	0.25	5	4	2	1/4	1/4	4/4	1	1	1/16	1/16	1		1	79	G5	5	95
53/4	0.25	5	4	2	5/16	5/16	4/4	1	1	1/16	1/16	1		-1	77	F5	5	96
27/2	0.5	5	4	2	3/8	3/8	4/4	2	1	1/8	1/8	1		-2	46	Bb2	2	103
27/2	0.25	5	4	2	3/8	3/8	4/4	1	1	1/16	1/16	1		-3	75	Eb5	5	97
55/4	0.25	5	4	2	7/16	7/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	98
14	0.5	5	4	2	1/2	1/2	4/4	2	1	1/8	1/8	1		-3	51	Eb3	3	104
14	2.0	5	4	2	1/2	1/2	4/4	1	1	1/2	1/2	1		-3	75	Eb5	5	99
29/2	0.5	5	4	2	5/8	5/8	4/4	2	1	1/8	1/8	1		-2	46	Bb2	2	105
15	1.0	5	4	2	3/4	3/4	4/4	2	1	1/4	1/4	1		-3	39	Eb2	2	106
16	0.5	6	5		0	0	4/4	2	1	1/8	1/8	1		-3	51	Eb3	3	121
16	0.25	6	5		0	0	4/4	1	1	1/16	1/16	1		1	79	G5	5	107
65/4	0.25	6	5		1/16	1/16	4/4	1	1	1/16	1/16	1		-4	80	Ab5	5	108
33/2	0.5	6	5		1/8	1/8	4/4	2	1	1/8	1/8	1		-1	53	F3	3	122
33/2	0.25	6	5		1/8	1/8	4/4	1	1	1/16	1/16	1		1	79	G5	5	109
67/4	0.25	6	5		3/16	3/16	4/4	1	1	1/16	1/16	1		-1	77	F5	5	110
17	0.5	6	5		1/4	1/4	4/4	2	1	1/8	1/8	1		1	55	G3	3	123
17	0.25	6	5		1/4	1/4	4/4	1	1	1/16	1/16	1		-3	75	Eb5	5	111
69/4	0.25	6	5		5/16	5/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	112
35/2	0.5	6	5		3/8	3/8	4/4	2	1	1/8	1/8	1		-3	51	Eb3	3	124
35/2	0.25	6	5		3/8	3/8	4/4	1	1	1/16	1/16	1		0	72	C5	5	113
71/4	0.25	6	5		7/16	7/16	4/4	1	1	1/16	1/16	1		-2	70	Bb4	4	114
18	0.25	6	5		1/2	1/2	4/4	2	1	1/16	1/16	1		-1	53	F3	3	125
18	0.25	6	5		1/2	1/2	4/4	1	1	1/16	1/16	1		3	69	A4	4	115
73/4	0.25	6	5		9/16	9/16	4/4	2	1	1/16	1/16	1		1	55	G3	3	126
73/4	0.25	6	5		9/16	9/16	4/4	1	1	1/16	1/16	1		-2	70	Bb4	4	116
37/2	0.25	6	5		5/8	5/8	4/4	2	1	1/16	1/16	1		3	57	A3	3	127
37/2	0.25	6	5		5/8	5/8	4/4	1	1	1/16	1/16	1		0	72	C5	5	117
75/4	0.25	6	5		11/16	11/16	4/4	2	1	1/16	1/16	1		-2	58	Bb3	3	128
75/4	0.25	6	5		11/16	11/16	4/4	1	1	1/16	1/16	1		3	69	A4	4	118
19	0.25	6	5		3/4	3/4	4/4	2	1	1/16	1/16	1		0	60	C4	4	129
19	0.5	6	5		3/4	3/4	4/4	1	1	1/8	1/8	1		-1	65	F4	4	119
77/4	0.25	6	5		13/16	13/16	4/4	2	1	1/16	1/16	1		2	62	D4	4	130
39/2	0.25	6	5		7/8	7/8	4/4	2	1	1/16	1/16	1		-3	63	Eb4	4	131
39/2	0.5	6	5		7/8	7/8	4/4	1	1	1/8	1/8	1	1	-1	77	F5	5	120
79/4	0.25	6	5		15/16	15/16	4/4	2	1	1/16	1/16	1		0	60	C4	4	132
20	0.5	7	6		0	0	4/4	2	1	1/8	1/8	1		2	62	D4	4	145
20	0.5	7	6		0	0	4/4	1	1	1/8	1/8	1	-1	-1	77	F5	5	133
41/2	0.5	7	6		1/8	1/8	4/4	2	1	1/8	1/8	1		-3	63	Eb4	4	146
41/2	0.25	7	6		1/8	1/8	4/4	1	1	1/16	1/16	1		-3	75	Eb5	5	134
83/4	0.25	7	6		3/16	3/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	135
21	0.5	7	6		1/4	1/4	4/4	2	1	1/8	1/8	1		-1	65	F4	4	147
21	0.25	7	6		1/4	1/4	4/4	1	1	1/16	1/16	1		0	72	C5	5	136
85/4	0.25	7	6		5/16	5/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	137
43/2	0.5	7	6		3/8	3/8	4/4	2	1	1/8	1/8	1		-1	53	F3	3	148
43/2	0.25	7	6		3/8	3/8	4/4	1	1	1/16	1/16	1		-3	75	Eb5	5	138
87/4	0.25	7	6		7/16	7/16	4/4	1	1	1/16	1/16	1		0	72	C5	5	139
22	0.75	7	6		1/2	1/2	4/4	2	1	3/16	1/8	3/2		-2	58	Bb3	3	149
22	0.25	7	6		1/2	1/2	4/4	1	1	1/16	1/16	1		-3	75	Eb5	5	140
89/4	0.25	7	6		9/16	9/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	141
45/2	0.25	7	6		5/8	5/8	4/4	1	1	1/16	1/16	1		0	72	C5	5	142
91/4	0.25	7	6		11/16	11/16	4/4	2	1	1/16	1/16	1		3	57	A3	3	150
91/4	0.25	7	6		11/16	11/16	4/4	1	1	1/16	1/16	1		-2	70	Bb4	4	143
23	0.25	7	6		3/4	3/4	4/4	2	1	1/16	1/16	1		1	55	G3	3	151
23	1.0	7	6		3/4	3/4	4/4	1	1	1/4	1/4	1	1	-2	82	Bb5	5	144
93/4	0.25	7	6		13/16	13/16	4/4	2	1	1/16	1/16	1		-1	53	F3	3	152
47/2	0.25	7	6		7/8	7/8	4/4	2	1	1/16	1/16	1		-3	51	Eb3	3	153
95/4	0.25	7	6		15/16	15/16	4/4	2	1	1/16	1/16	1		2	50	D3	3	154
24	0.5	8	7		0	0	4/4	2	1	1/8	1/8	1		0	48	C3	3	170
24	0.5	8	7		0	0	4/4	1	1	1/8	1/8	1	-1	-2	82	Bb5	5	155
49/2	0.5	8	7		1/8	1/8	4/4	2	1	1/8	1/8	1		2	50	D3	3	171
49/2	0.25	8	7		1/8	1/8	4/4	1	1	1/16	1/16	1		3	81	A5	5	156
99/4	0.25	8	7		3/16	3/16	4/4	1	1	1/16	1/16	1		-2	82	Bb5	5	157
25	0.5	8	7		1/4	1/4	4/4	2	1	1/8	1/8	1		-3	51	Eb3	3	172
25	0.25	8	7		1/4	1/4	4/4	1	1	1/16	1/16	1		0	84	C6	6	158
101/4	0.25	8	7		5/16	5/16	4/4	1	1	1/16	1/16	1		-2	82	Bb5	5	159
51/2	0.5	8	7		3/8	3/8	4/4	2	1	1/8	1/8	1		0	48	C3	3	173
51/2	0.25	8	7		3/8	3/8	4/4	1	1	1/16	1/16	1		3	81	A5	5	160
103/4	0.25	8	7		7/16	7/16	4/4	1	1	1/16	1/16	1		1	79	G5	5	161
26	0.5	8	7		1/2	1/2	4/4	2	1	1/8	1/8	1		2	50	D3	3	174
26	0.25	8	7		1/2	1/2	4/4	1	1	1/16	1/16	1		6	78	F#5	5	162
105/4	0.25	8	7		9/16	9/16	4/4	1	1	1/16	1/16	1		1	79	G5	5	163
53/2	0.5	8	7		5/8	5/8	4/4	2	1	1/8	1/8	1		4	52	E3	3	175
53/2	0.25	8	7		5/8	5/8	4/4	1	1	1/16	1/16	1		3	81	A5	5	164
107/4	0.25	8	7		11/16	11/16	4/4	1	1	1/16	1/16	1		6	78	F#5	5	165
27	0.5	8	7		3/4	3/4	4/4	2	1	1/8	1/8	1		6	54	F#3	3	176
27	0.25	8	7		3/4	3/4	4/4	1	1	1/16	1/16	1		2	74	D5	5	166
109/4	0.25	8	7		13/16	13/16	4/4	1	1	1/16	1/16	1		6	78	F#5	5	167
55/2	0.5	8	7		7/8	7/8	4/4	2	1	1/8	1/8	1		2	50	D3	3	177
55/2	0.25	8	7		7/8	7/8	4/4	1	1	1/16	1/16	1		3	81	A5	5	168
111/4	0.25	8	7		15/16	15/16	4/4	1	1	1/16	1/16	1		0	84	C6	6	169
28	0.5	9	8		0	0	4/4	2	1	1/8	1/8	1		1	55	G3	3	183
28	0.75	9	8		0	0	4/4	1	1	3/16	1/8	3/2		-2	82	Bb5	5	178
57/2	0.5	9	8		1/8	1/8	4/4	2	1	1/8	1/8	1		0	48	C3	3	184
115/4	0.25	9	8		3/16	3/16	4/4	1	1	1/16	1/16	1		3	81	A5	5	179
29	0.5	9	8		1/4	1/4	4/4	2	1	1/8	1/8	1		2	50	D3	3	185
29	0.75	9	8		1/4	1/4	4/4	1	1	3/16	1/8	3/2		3	81	A5	5	180
59/2	0.5	9	8		3/8	3/8	4/4	2	1	1/8	1/8	1		2	38	D2	2	186
119/4	0.25	9	8		7/16	7/16	4/4	1	1	1/16	1/16	1		1	79	G5	5	181
30	0.5	9	8		1/2	1/2	4/4	2	1	1/8	1/8	1		1	43	G2	2	187
30	2.0	9	8		1/2	1/2	4/4	1	1	1/2	1/2	1		1	79	G5	5	182
61/2	0.25	9	8		5/8	5/8	4/4	2	1	1/16	1/16	1		1	55	G3	3	188
123/4	0.25	9	8		11/16	11/16	4/4	2	1	1/16	1/16	1		3	57	A3	3	189
31	0.25	9	8		3/4	3/4	4/4	2	1	1/16	1/16	1		5	59	B3	3	190
125/4	0.25	9	8		13/16	13/16	4/4	2	1	1/16	1/16	1		0	60	C4	4	191
63/2	0.25	9	8		7/8	7/8	4/4	2	1	1/16	1/16	1		2	62	D4	4	192
127/4	0.25	9	8		15/16	15/16	4/4	2	1	1/16	1/16	1		5	59	B3	3	193
32	0.5	10	9		0	0	4/4	2	1	1/8	1/8	1		0	60	C4	4	208
32	0.25	10	9		0	0	4/4	1	1	1/16	1/16	1		4	76	E5	5	194
129/4	0.25	10	9		1/16	1/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	195
65/2	0.5	10	9		1/8	1/8	4/4	2	1	1/8	1/8	1		0	48	C3	3	209
65/2	0.25	10	9		1/8	1/8	4/4	1	1	1/16	1/16	1		4	76	E5	5	196
131/4	0.25	10	9		3/16	3/16	4/4	1	1	1/16	1/16	1		-1	77	F5	5	197
33	0.5	10	9		1/4	1/4	4/4	2	1	1/8	1/8	1		0	48	C3	3	210
33	0.25	10	9		1/4	1/4	4/4	1	1	1/16	1/16	1		1	79	G5	5	198
133/4	0.25	10	9		5/16	5/16	4/4	1	1	1/16	1/16	1		-4	80	Ab5	5	199
67/2	0.5	10	9		3/8	3/8	4/4	2	1	1/8	1/8	1		0	60	C4	4	211
67/2	0.25	10	9		3/8	3/8	4/4	1	1	1/16	1/16	1		-2	82	Bb5	5	200
135/4	0.25	10	9		7/16	7/16	4/4	1	1	1/16	1/16	1		1	79	G5	5	201
34	0.25	10	9		1/2	1/2	4/4	2	1	1/16	1/16	1		-1	53	F3	3	212
34	0.5	10	9		1/2	1/2	4/4	1	1	1/8	1/8	1		-4	80	Ab5	5	202
137/4	0.25	10	9		9/16	9/16	4/4	2	1	1/16	1/16	1		4	52	E3	3	213
69/2	0.25	10	9		5/8	5/8	4/4	2	1	1/16	1/16	1		-1	53	F3	3	214
69/2	0.5	10	9		5/8	5/8	4/4	1	1	1/8	1/8	1	1	0	72	C5	5	203
139/4	0.25	10	9		11/16	11/16	4/4	2	1	1/16	1/16	1		1	55	G3	3	215
35	0.25	10	9		3/4	3/4	4/4	2	1	1/16	1/16	1		-4	56	Ab3	3	216
35	0.25	10	9		3/4	3/4	4/4	1	1	1/16	1/16	1	-1	0	72	C5	5	204
141/4	0.25	10	9		13/16	13/16	4/4	2	1	1/16	1/16	1		-2	58	Bb3	3	217
141/4	0.25	10	9		13/16	13/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	205
71/2	0.25	10	9		7/8	7/8	4/4	2	1	1/16	1/16	1		0	60	C4	4	218
71/2	0.25	10	9		7/8	7/8	4/4	1	1	1/16	1/16	1		-3	75	Eb5	5	206
143/4	0.25	10	9		15/16	15/16	4/4	2	1	1/16	1/16	1		-4	56	Ab3	3	219
143/4	0.25	10	9		15/16	15/16	4/4	1	1	1/16	1/16	1		0	72	C5	5	207
36	0.5	11	10		0	0	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	234
36	0.25	11	10		0	0	4/4	1	1	1/16	1/16	1		2	74	D5	5	220
145/4	0.25	11	10		1/16	1/16	4/4	1	1	1/16	1/16	1		0	72	C5	5	221
73/2	0.5	11	10		1/8	1/8	4/4	2	1	1/8	1/8	1		-2	46	Bb2	2	235
73/2	0.25	11	10		1/8	1/8	4/4	1	1	1/16	1/16	1		2	74	D5	5	222
147/4	0.25	11	10		3/16	3/16	4/4	1	1	1/16	1/16	1		-3	75	Eb5	5	223
37	0.5	11	10		1/4	1/4	4/4	2	1	1/8	1/8	1		-2	46	Bb2	2	236
37	0.25	11	10		1/4	1/4	4/4	1	1	1/16	1/16	1		-1	77	F5	5	224
149/4	0.25	11	10		5/16	5/16	4/4	1	1	1/16	1/16	1		1	79	G5	5	225
75/2	0.5	11	10		3/8	3/8	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	237
75/2	0.25	11	10		3/8	3/8	4/4	1	1	1/16	1/16	1		-4	80	Ab5	5	226
151/4	0.25	11	10		7/16	7/16	4/4	1	1	1/16	1/16	1		-1	77	F5	5	227
38	0.25	11	10		1/2	1/2	4/4	2	1	1/16	1/16	1		-3	51	Eb3	3	238
38	0.5	11	10		1/2	1/2	4/4	1	1	1/8	1/8	1		1	79	G5	5	228
153/4	0.25	11	10		9/16	9/16	4/4	2	1	1/16	1/16	1		2	50	D3	3	239
77/2	0.25	11	10		5/8	5/8	4/4	2	1	1/16	1/16	1		-3	51	Eb3	3	240
77/2	0.5	11	10		5/8	5/8	4/4	1	1	1/8	1/8	1	1	5	71	B4	4	229
155/4	0.25	11	10		11/16	11/16	4/4	2	1	1/16	1/16	1		-1	53	F3	3	241
39	0.25	11	10		3/4	3/4	4/4	2	1	1/16	1/16	1		1	55	G3	3	242
39	0.25	11	10		3/4	3/4	4/4	1	1	1/16	1/16	1	-1	5	71	B4	4	230
157/4	0.25	11	10		13/16	13/16	4/4	2	1	1/16	1/16	1		-4	56	Ab3	3	243
157/4	0.25	11	10		13/16	13/16	4/4	1	1	1/16	1/16	1		0	72	C5	5	231
79/2	0.25	11	10		7/8	7/8	4/4	2	1	1/16	1/16	1		-2	58	Bb3	3	244
79/2	0.25	11	10		7/8	7/8	4/4	1	1	1/16	1/16	1		2	74	D5	5	232
159/4	0.25	11	10		15/16	15/16	4/4	2	1	1/16	1/16	1		1	55	G3	3	245
159/4	0.25	11	10		15/16	15/16	4/4	1	1	1/16	1/16	1		5	71	B4	4	233
40	0.5	12	11		0	0	4/4	2	1	1/8	1/8	1		-4	56	Ab3	3	262
40	0.25	12	11		0	0	4/4	1	1	1/16	1/16	1		0	72	C5	5	246
161/4	0.25	12	11		1/16	1/16	4/4	1	1	1/16	1/16	1		1	79	G5	5	247
81/2	0.5	12	11		1/8	1/8	4/4	2	1	1/8	1/8	1		1	55	G3	3	263
81/2	0.25	12	11		1/8	1/8	4/4	1	1	1/16	1/16	1		-1	77	F5	5	248
163/4	0.25	12	11		3/16	3/16	4/4	1	1	1/16	1/16	1		-3	75	Eb5	5	249
41	0.5	12	11		1/4	1/4	4/4	2	1	1/8	1/8	1		-4	56	Ab3	3	264
41	0.25	12	11		1/4	1/4	4/4	1	1	1/16	1/16	1		-1	77	F5	5	250
165/4	0.25	12	11		5/16	5/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	251
83/2	0.5	12	11		3/8	3/8	4/4	2	1	1/8	1/8	1		-1	53	F3	3	265
83/2	0.25	12	11		3/8	3/8	4/4	1	1	1/16	1/16	1		-3	75	Eb5	5	252
167/4	0.25	12	11		7/16	7/16	4/4	1	1	1/16	1/16	1		0	72	C5	5	253
42	0.5	12	11		1/2	1/2	4/4	2	1	1/8	1/8	1		1	55	G3	3	266
42	0.25	12	11		1/2	1/2	4/4	1	1	1/16	1/16	1		5	71	B4	4	254
169/4	0.25	12	11		9/16	9/16	4/4	1	1	1/16	1/16	1		-1	77	F5	5	255
85/2	0.5	12	11		5/8	5/8	4/4	2	1	1/8	1/8	1		-1	53	F3	3	267
85/2	0.25	12	11		5/8	5/8	4/4	1	1	1/16	1/16	1		-3	75	Eb5	5	256
171/4	0.25	12	11		11/16	11/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	257
43	0.5	12	11		3/4	3/4	4/4	2	1	1/8	1/8	1		1	55	G3	3	268
43	0.25	12	11		3/4	3/4	4/4	1	1	1/16	1/16	1		-3	75	Eb5	5	258
173/4	0.25	12	11		13/16	13/16	4/4	1	1	1/16	1/16	1		0	72	C5	5	259
87/2	0.5	12	11		7/8	7/8	4/4	2	1	1/8	1/8	1		-3	51	Eb3	3	269
87/2	0.25	12	11		7/8	7/8	4/4	1	1	1/16	1/16	1		2	74	D5	5	260
175/4	0.25	12	11		15/16	15/16	4/4	1	1	1/16	1/16	1		-2	70	Bb4	4	261
44	0.5	13	12		0	0	4/4	2	1	1/8	1/8	1		-1	53	F3	3	286
44	0.25	13	12		0	0	4/4	1	1	1/16	1/16	1		-4	68	Ab4	4	270
177/4	0.25	13	12		1/16	1/16	4/4	1	1	1/16	1/16	1		-3	75	Eb5	5	271
89/2	0.5	13	12		1/8	1/8	4/4	2	1	1/8	1/8	1		-3	51	Eb3	3	287
89/2	0.25	13	12		1/8	1/8	4/4	1	1	1/16	1/16	1		2	74	D5	5	272
179/4	0.25	13	12		3/16	3/16	4/4	1	1	1/16	1/16	1		0	72	C5	5	273
45	0.5	13	12		1/4	1/4	4/4	2	1	1/8	1/8	1		-1	53	F3	3	288
45	0.25	13	12		1/4	1/4	4/4	1	1	1/16	1/16	1		2	74	D5	5	274
181/4	0.25	13	12		5/16	5/16	4/4	1	1	1/16	1/16	1		5	71	B4	4	275
91/2	0.5	13	12		3/8	3/8	4/4	2	1	1/8	1/8	1		2	50	D3	3	289
91/2	0.25	13	12		3/8	3/8	4/4	1	1	1/16	1/16	1		0	72	C5	5	276
