quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
22	0.5	8	8	1/4	1/4	3/4	2	1	1/8		1/8	1.0		9	51	D#3	3	86
22	2.0	8	8	1/4	1/4	3/4	1	1	1/2		1/2	1.0		5	71	B4	4	83
45/2	0.5	8	8	3/8	3/8	3/4	2	1	1/8		1/8	1.0		6	54	F#3	3	87
23	1.0	8	8	1/2	1/2	3/4	2	1	1/4		1/4	1.0		5	47	B2	2	88
24	0.5	9	9	0	0	3/4	2	1	1/8		1/8	1.0		5	59	B3	3	94
24	0.25	9	9	0	0	3/4	1	1	1/16		1/16	1.0		9	75	D#5	5	89
97/4	0.25	9	9	1/16	1/16	3/4	1	1	1/16		1/16	1.0		4	76	E5	5	90
49/2	0.5	9	9	1/8	1/8	3/4	2	1	1/8		1/8	1.0		3	57	A3	3	95
49/2	0.5	9	9	1/8	1/8	3/4	1	1	1/8		1/8	1.0		6	78	F#5	5	91
25	0.5	9	9	1/4	1/4	3/4	2	1	1/8		1/8	1.0		8	56	G#3	3	96
25	1.0	9	9	1/4	1/4	3/4	1	1	1/4		1/4	1.0		4	76	E5	5	92
51/2	0.5	9	9	3/8	3/8	3/4	2	1	1/8		1/8	1.0		5	59	B3	3	97
26	0.5	9	9	1/2	1/2	3/4	2	1	1/8		1/8	1.0		6	54	F#3	3	98
26	1.0	9	9	1/2	1/2	3/4	1	1	1/4		1/4	1.0		9	75	D#5	5	93
53/2	0.5	9	9	5/8	5/8	3/4	2	1	1/8		1/8	1.0		3	57	A3	3	99
27	0.5	10	10	0	0	3/4	2	1	1/8		1/8	1.0		12	60	B#3	3	103
27	0.5	10	10	0	0	3/4	1	1	1/8		1/8	1.0		3	81	A5	5	100
55/2	0.5	10	10	1/8	1/8	3/4	2	1	1/8		1/8	1.0		7	61	C#4	4	104
55/2	0.5	10	10	1/8	1/8	3/4	1	1	1/8		1/8	1.0		6	78	F#5	5	101
28	0.5	10	10	1/4	1/4	3/4	2	1	1/8		1/8	1.0		9	63	D#4	4	105
28	2.0	10	10	1/4	1/4	3/4	1	1	1/2		1/2	1.0		8	80	G#5	5	102
57/2	0.5	10	10	3/8	3/8	3/4	2	1	1/8		1/8	1.0		6	54	F#3	3	106
29	0.5	10	10	1/2	1/2	3/4	2	1	1/8		1/8	1.0		7	61	C#4	4	107
59/2	0.5	10	10	5/8	5/8	3/4	2	1	1/8		1/8	1.0		4	52	E3	3	108
30	0.5	11	11	0	0	3/4	2	1	1/8		1/8	1.0		9	51	D#3	3	115
30	0.5	11	11	0	0	3/4	1	1	1/8		1/8	1.0		12	72	B#4	4	109
61/2	0.5	11	11	1/8	1/8	3/4	2	1	1/8		1/8	1.0		7	49	C#3	3	116
61/2	0.5	11	11	1/8	1/8	3/4	1	1	1/8		1/8	1.0		6	78	F#5	5	110
31	0.5	11	11	1/4	1/4	3/4	2	1	1/8		1/8	1.0		12	48	B#2	2	117
31	0.5	11	11	1/4	1/4	3/4	1	1	1/8		1/8	1.0		6	78	F#5	5	111
63/2	0.5	11	11	3/8	3/8	3/4	2	1	1/8		1/8	1.0		8	56	G#3	3	118
63/2	0.5	11	11	3/8	3/8	3/4	1	1	1/8		1/8	1.0		4	76	E5	5	112
32	0.5	11	11	1/2	1/2	3/4	2	1	1/8		1/8	1.0		7	49	C#3	3	119
32	0.5	11	11	1/2	1/2	3/4	1	1	1/8		1/8	1.0		4	76	E5	5	113
65/2	0.5	11	11	5/8	5/8	3/4	2	1	1/8		1/8	1.0		8	56	G#3	3	120
65/2	0.5	11	11	5/8	5/8	3/4	1	1	1/8		1/8	1.0		9	75	D#5	5	114
33	0.5	12	12	0	0	3/4	2	1	1/8		1/8	1.0		8	44	G#2	2	127
33	0.25	12	12	0	0	3/4	1	1	1/16		1/16	1.0		9	75	D#5	5	121
133/4	0.25	12	12	1/16	1/16	3/4	1	1	1/16		1/16	1.0		7	73	C#5	5	122
67/2	0.5	12	12	1/8	1/8	3/4	2	1	1/8		1/8	1.0		3	57	A3	3	128
67/2	0.25	12	12	1/8	1/8	3/4	1	1	1/16		1/16	1.0		12	72	B#4	4	123
135/4	0.25	12	12	3/16	3/16	3/4	1	1	1/16		1/16	1.0		7	73	C#5	5	124
34	0.5	12	12	1/4	1/4	3/4	2	1	1/8		1/8	1.0		8	56	G#3	3	129
34	1.0	12	12	1/4	1/4	3/4	1	1	1/4		1/4	1.0		9	75	D#5	5	125
69/2	0.25	12	12	3/8	3/8	3/4	2	1	1/16		1/16	1.0		3	57	A3	3	130
139/4	0.25	12	12	7/16	7/16	3/4	2	1	1/16		1/16	1.0		8	56	G#3	3	131
35	0.5	12	12	1/2	1/2	3/4	2	1	1/8		1/8	1.0		6	54	F#3	3	132
35	1.0	12	12	1/2	1/2	3/4	1	1	1/4		1/4	1.0		8	68	G#4	4	126
71/2	0.25	12	12	5/8	5/8	3/4	2	1	1/16		1/16	1.0		8	56	G#3	3	133
143/4	0.25	12	12	11/16	11/16	3/4	2	1	1/16		1/16	1.0		6	54	F#3	3	134
36	0.5	13	13	0	0	3/4	2	1	1/8		1/8	1.0		11	53	E#3	3	144
36	0.25	13	13	0	0	3/4	1	1	1/16		1/16	1.0		2	74	D5	5	135
145/4	0.25	13	13	1/16	1/16	3/4	1	1	1/16		1/16	1.0		7	73	C#5	5	136
73/2	0.5	13	13	1/8	1/8	3/4	2	1	1/8		1/8	1.0		8	56	G#3	3	145
73/2	0.25	13	13	1/8	1/8	3/4	1	1	1/16		1/16	1.0		12	72	B#4	4	137
147/4	0.25	13	13	3/16	3/16	3/4	1	1	1/16		1/16	1.0		7	73	C#5	5	138
37	0.5	13	13	1/4	1/4	3/4	2	1	1/8		1/8	1.0		7	49	C#3	3	146
37	0.25	13	13	1/4	1/4	3/4	1	1	1/16		1/16	1.0		2	74	D5	5	139
149/4	0.25	13	13	5/16	5/16	3/4	1	1	1/16		1/16	1.0		7	73	C#5	5	140
75/2	0.5	13	13	3/8	3/8	3/4	2	1	1/8		1/8	1.0		8	56	G#3	3	147
75/2	0.25	13	13	3/8	3/8	3/4	1	1	1/16		1/16	1.0		12	72	B#4	4	141
151/4	0.25	13	13	7/16	7/16	3/4	1	1	1/16		1/16	1.0		7	73	C#5	5	142
38	0.5	13	13	1/2	1/2	3/4	2	1	1/8		1/8	1.0		11	53	E#3	3	148
38	1.0	13	13	1/2	1/2	3/4	1	1	1/4		1/4	1.0		5	83	B5	5	143
77/2	0.5	13	13	5/8	5/8	3/4	2	1	1/8		1/8	1.0		8	56	G#3	3	149
39	0.5	14	14	0	0	3/4	2	1	1/8		1/8	1.0		6	54	F#3	3	159
39	0.25	14	14	0	0	3/4	1	1	1/16		1/16	1.0		2	74	D5	5	150
157/4	0.25	14	14	1/16	1/16	3/4	1	1	1/16		1/16	1.0		7	73	C#5	5	151
79/2	0.5	14	14	1/8	1/8	3/4	2	1	1/8		1/8	1.0		3	57	A3	3	160
79/2	0.25	14	14	1/8	1/8	3/4	1	1	1/16		1/16	1.0		12	72	B#4	4	152
159/4	0.25	14	14	3/16	3/16	3/4	1	1	1/16		1/16	1.0		7	73	C#5	5	153
40	0.5	14	14	1/4	1/4	3/4	2	1	1/8		1/8	1.0		4	52	E3	3	161
40	0.25	14	14	1/4	1/4	3/4	1	1	1/16		1/16	1.0		2	74	D5	5	154
161/4	0.25	14	14	5/16	5/16	3/4	1	1	1/16		1/16	1.0		7	73	C#5	5	155
81/2	0.5	14	14	3/8	3/8	3/4	2	1	1/8		1/8	1.0		8	56	G#3	3	162
81/2	0.25	14	14	3/8	3/8	3/4	1	1	1/16		1/16	1.0		12	72	B#4	4	156
163/4	0.25	14	14	7/16	7/16	3/4	1	1	1/16		1/16	1.0		7	73	C#5	5	157
41	0.5	14	14	1/2	1/2	3/4	2	1	1/8		1/8	1.0		9	51	D#3	3	163
41	1.0	14	14	1/2	1/2	3/4	1	1	1/4		1/4	1.0		3	81	A5	5	158
83/2	0.5	14	14	5/8	5/8	3/4	2	1	1/8		1/8	1.0		6	54	F#3	3	164
42	0.5	15	15	0	0	3/4	2	1	1/8		1/8	1.0		4	52	E3	3	174
42	0.5	15	15	0	0	3/4	1	1	1/8		1/8	1.0		8	68	G#4	4	165
85/2	0.5	15	15	1/8	1/8	3/4	2	1	1/8		1/8	1.0		9	51	D#3	3	175
85/2	0.25	15	15	1/8	1/8	3/4	1	1	1/16		1/16	1.0		10	70	A#4	4	166
171/4	0.25	15	15	3/16	3/16	3/4	1	1	1/16		1/16	1.0		12	72	B#4	4	167
43	0.5	15	15	1/4	1/4	3/4	2	1	1/8		1/8	1.0		4	52	E3	3	176
43	0.5	15	15	1/4	1/4	3/4	1	1	1/8		1/8	1.0		7	73	C#5	5	168
87/2	0.5	15	15	3/8	3/8	3/4	2	1	1/8		1/8	1.0		6	54	F#3	3	177
87/2	0.25	15	15	3/8	3/8	3/4	1	1	1/16		1/16	1.0		9	75	D#5	5	169
175/4	0.25	15	15	7/16	7/16	3/4	1	1	1/16		1/16	1.0		4	76	E5	5	170
44	0.5	15	15	1/2	1/2	3/4	2	1	1/8		1/8	1.0		8	56	G#3	3	178
44	0.5	15	15	1/2	1/2	3/4	1	1	1/8		1/8	1.0		9	75	D#5	5	171
89/2	0.5	15	15	5/8	5/8	3/4	2	1	1/8		1/8	1.0		8	44	G#2	2	179
89/2	0.25	15	15	5/8	5/8	3/4	1	1	1/16		1/16	1.0		7	73	C#5	5	172
179/4	0.25	15	15	11/16	11/16	3/4	1	1	1/16		1/16	1.0		12	72	B#4	4	173
45	0.5	16	16	0	0	3/4	2	1	1/8		1/8	1.0		7	49	C#3	3	182
45	1.0	16	16	0	0	3/4	1	1	1/4		1/4	1.0		7	73	C#5	5	180
91/2	0.5	16	16	1/8	1/8	3/4	2	1	1/8		1/8	1.0		8	44	G#2	2	183
46	0.5	16	16	1/4	1/4	3/4	2	1	1/8		1/8	1.0		7	37	C#2	2	184
46	2.0	16	16	1/4	1/4	3/4	1	1	1/2		1/2	1.0		7	73	C#5	5	181
93/2	0.5	16	16	3/8	3/8	3/4	2	1	1/8		1/8	1.0		8	44	G#2	2	185
47	0.5	16	16	1/2	1/2	3/4	2	1	1/8		1/8	1.0		7	49	C#3	3	186
95/2	0.5	16	16	5/8	5/8	3/4	2	1	1/8		1/8	1.0		9	51	D#3	3	187
48	0.5	17	17	0	0	3/4	2	1	1/8		1/8	1.0		4	52	E3	3	193
48	0.25	17	17	0	0	3/4	1	1	1/16		1/16	1.0		8	68	G#4	4	188
193/4	0.25	17	17	1/16	1/16	3/4	1	1	1/16		1/16	1.0		3	69	A4	4	189
97/2	0.5	17	17	1/8	1/8	3/4	2	1	1/8		1/8	1.0		5	47	B2	2	194
97/2	0.5	17	17	1/8	1/8	3/4	1	1	1/8		1/8	1.0		5	71	B4	4	190
49	0.5	17	17	1/4	1/4	3/4	2	1	1/8		1/8	1.0		4	40	E2	2	195
49	1.0	17	17	1/4	1/4	3/4	1	1	1/4		1/4	1.0		3	69	A4	4	191
99/2	0.5	17	17	3/8	3/8	3/4	2	1	1/8		1/8	1.0		4	52	E3	3	196
50	0.5	17	17	1/2	1/2	3/4	2	1	1/8		1/8	1.0		9	51	D#3	3	197
50	1.0	17	17	1/2	1/2	3/4	1	1	1/4		1/4	1.0		8	68	G#4	4	192
101/2	0.5	17	17	5/8	5/8	3/4	2	1	1/8		1/8	1.0		4	52	E3	3	198
51	0.5	18	18	0	0	3/4	2	1	1/8		1/8	1.0		3	45	A2	2	202
51	0.5	18	18	0	0	3/4	1	1	1/8		1/8	1.0		2	74	D5	5	199
103/2	0.5	18	18	1/8	1/8	3/4	2	1	1/8		1/8	1.0		3	57	A3	3	203
103/2	0.5	18	18	1/8	1/8	3/4	1	1	1/8		1/8	1.0		5	71	B4	4	200
52	0.5	18	18	1/4	1/4	3/4	2	1	1/8		1/8	1.0		4	52	E3	3	204
52	2.0	18	18	1/4	1/4	3/4	1	1	1/2		1/2	1.0		7	73	C#5	5	201
105/2	0.5	18	18	3/8	3/8	3/4	2	1	1/8		1/8	1.0		7	49	C#3	3	205
53	0.5	18	18	1/2	1/2	3/4	2	1	1/8		1/8	1.0		4	52	E3	3	206
107/2	0.5	18	18	5/8	5/8	3/4	2	1	1/8		1/8	1.0		1	55	G3	3	207
54	0.5	19	19	0	0	3/4	2	1	1/8		1/8	1.0		6	54	F#3	3	215
54	0.5	19	19	0	0	3/4	1	1	1/8		1/8	1.0		10	70	A#4	4	208
109/2	0.5	19	19	1/8	1/8	3/4	2	1	1/8		1/8	1.0		7	49	C#3	3	216
109/2	0.25	19	19	1/8	1/8	3/4	1	1	1/16		1/16	1.0		5	71	B4	4	209
219/4	0.25	19	19	3/16	3/16	3/4	1	1	1/16		1/16	1.0		7	73	C#5	5	210
55	0.5	19	19	1/4	1/4	3/4	2	1	1/8		1/8	1.0		6	42	F#2	2	217
55	0.5	19	19	1/4	1/4	3/4	1	1	1/8		1/8	1.0		5	71	B4	4	211
111/2	0.5	19	19	3/8	3/8	3/4	2	1	1/8		1/8	1.0		6	54	F#3	3	218
111/2	0.5	19	19	3/8	3/8	3/4	1	1	1/8		1/8	1.0		10	70	A#4	4	212
56	0.5	19	19	1/2	1/2	3/4	2	1	1/8		1/8	1.0		11	53	E#3	3	219
56	0.5	19	19	1/2	1/2	3/4	1	1	1/8		1/8	1.0		8	68	G#4	4	213
113/2	0.5	19	19	5/8	5/8	3/4	2	1	1/8		1/8	1.0		6	54	F#3	3	220
113/2	0.5	19	19	5/8	5/8	3/4	1	1	1/8		1/8	1.0		6	66	F#4	4	214
57	0.5	20	20	0	0	3/4	2	1	1/8		1/8	1.0		5	47	B2	2	227
57	0.25	20	20	0	0	3/4	1	1	1/16		1/16	1.0		4	76	E5	5	221
229/4	0.25	20	20	1/16	1/16	3/4	1	1	1/16		1/16	1.0		9	75	D#5	5	222
115/2	0.5	20	20	1/8	1/8	3/4	2	1	1/8		1/8	1.0		5	59	B3	3	228
115/2	0.25	20	20	1/8	1/8	3/4	1	1	1/16		1/16	1.0		7	73	C#5	5	223
231/4	0.25	20	20	3/16	3/16	3/4	1	1	1/16		1/16	1.0		4	76	E5	5	224
58	0.5	20	20	1/4	1/4	3/4	2	1	1/8		1/8	1.0		6	54	F#3	3	229
58	1.0	20	20	1/4	1/4	3/4	1	1	1/4		1/4	1.0		9	75	D#5	5	225
117/2	0.5	20	20	3/8	3/8	3/4	2	1	1/8		1/8	1.0		9	51	D#3	3	230
59	0.5	20	20	1/2	1/2	3/4	2	1	1/8		1/8	1.0		6	54	F#3	3	231
59	1.0	20	20	1/2	1/2	3/4	1	1	1/4		1/4	1.0	1	5	71	B4	4	226
119/2	0.5	20	20	5/8	5/8	3/4	2	1	1/8		1/8	1.0		3	57	A3	3	232
60	0.5	21	21	0	0	3/4	2	1	1/8		1/8	1.0		8	56	G#3	3	242
60	0.25	21	21	0	0	3/4	1	1	1/16		1/16	1.0	-1	5	71	B4	4	233
241/4	0.25	21	21	1/16	1/16	3/4	1	1	1/16		1/16	1.0		7	73	C#5	5	234
121/2	0.5	21	21	1/8	1/8	3/4	2	1	1/8		1/8	1.0		5	47	B2	2	243
121/2	0.25	21	21	1/8	1/8	3/4	1	1	1/16		1/16	1.0		9	75	D#5	5	235
243/4	0.25	21	21	3/16	3/16	3/4	1	1	1/16		1/16	1.0		4	76	E5	5	236
61	0.5	21	21	1/4	1/4	3/4	2	1	1/8		1/8	1.0		3	57	A3	3	244
61	0.25	21	21	1/4	1/4	3/4	1	1	1/16		1/16	1.0		6	78	F#5	5	237
245/4	0.25	21	21	5/16	5/16	3/4	1	1	1/16		1/16	1.0		4	76	E5	5	238
123/2	0.5	21	21	3/8	3/8	3/4	2	1	1/8		1/8	1.0		7	49	C#3	3	245
123/2	0.25	21	21	3/8	3/8	3/4	1	1	1/16		1/16	1.0		9	75	D#5	5	239
247/4	0.25	21	21	7/16	7/16	3/4	1	1	1/16		1/16	1.0		4	76	E5	5	240
62	0.5	21	21	1/2	1/2	3/4	2	1	1/8		1/8	1.0		5	59	B3	3	246
62	1.0	21	21	1/2	1/2	3/4	1	1	1/4		1/4	1.0	1	3	69	A4	4	241
125/2	0.5	21	21	5/8	5/8	3/4	2	1	1/8		1/8	1.0		9	51	D#3	3	247
63	0.5	22	22	0	0	3/4	2	1	1/8		1/8	1.0		7	61	C#4	4	257
63	0.25	22	22	0	0	3/4	1	1	1/16		1/16	1.0	-1	3	69	A4	4	248
253/4	0.25	22	22	1/16	1/16	3/4	1	1	1/16		1/16	1.0		7	73	C#5	5	249
127/2	0.5	22	22	1/8	1/8	3/4	2	1	1/8		1/8	1.0		4	52	E3	3	258
127/2	0.25	22	22	1/8	1/8	3/4	1	1	1/16		1/16	1.0		9	75	D#5	5	250
255/4	0.25	22	22	3/16	3/16	3/4	1	1	1/16		1/16	1.0		4	76	E5	5	251
64	0.5	22	22	1/4	1/4	3/4	2	1	1/8		1/8	1.0		9	63	D#4	4	259
64	0.25	22	22	1/4	1/4	3/4	1	1	1/16		1/16	1.0		6	78	F#5	5	252
257/4	0.25	22	22	5/16	5/16	3/4	1	1	1/16		1/16	1.0		4	76	E5	5	253
129/2	0.5	22	22	3/8	3/8	3/4	2	1	1/8		1/8	1.0		6	54	F#3	3	260
129/2	0.25	22	22	3/8	3/8	3/4	1	1	1/16		1/16	1.0		9	75	D#5	5	254
259/4	0.25	22	22	7/16	7/16	3/4	1	1	1/16		1/16	1.0		4	76	E5	5	255
65	0.5	22	22	1/2	1/2	3/4	2	1	1/8		1/8	1.0		4	64	E4	4	261
65	1.0	22	22	1/2	1/2	3/4	1	1	1/4		1/4	1.0	1	8	68	G#4	4	256
131/2	0.5	22	22	5/8	5/8	3/4	2	1	1/8		1/8	1.0		9	63	D#4	4	262
66	0.5	23	23	0	0	3/4	2	1	1/8		1/8	1.0		7	61	C#4	4	272
66	0.5	23	23	0	0	3/4	1	1	1/8		1/8	1.0	-1	8	68	G#4	4	263
133/2	0.5	23	23	1/8	1/8	3/4	2	1	1/8		1/8	1.0		5	59	B3	3	273
133/2	0.25	23	23	1/8	1/8	3/4	1	1	1/16		1/16	1.0		10	70	A#4	4	264
267/4	0.25	23	23	3/16	3/16	3/4	1	1	1/16		1/16	1.0		5	71	B4	4	265
67	0.5	23	23	1/4	1/4	3/4	2	1	1/8		1/8	1.0		10	58	A#3	3	274
67	0.25	23	23	1/4	1/4	3/4	1	1	1/16		1/16	1.0		7	73	C#5	5	266
269/4	0.25	23	23	5/16	5/16	3/4	1	1	1/16		1/16	1.0		5	71	B4	4	267
135/2	0.5	23	23	3/8	3/8	3/4	2	1	1/8		1/8	1.0		6	54	F#3	3	275
135/2	0.25	23	23	3/8	3/8	3/4	1	1	1/16		1/16	1.0		10	70	A#4	4	268
271/4	0.25	23	23	7/16	7/16	3/4	1	1	1/16		1/16	1.0		5	71	B4	4	269
68	0.5	23	23	1/2	1/2	3/4	2	1	1/8		1/8	1.0		5	59	B3	3	276
68	0.5	23	23	1/2	1/2	3/4	1	1	1/8		1/8	1.0		6	66	F#4	4	270
