quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
0	0.5	1	0	0	5/8	3/4	1	1	1/8	1/8	1		-2	58	Bb3	3	0
1/2	3.0	2	1	0	0	3/4	2	2	3/4	1/2	3/2	1	-3	51	Eb3	3	13
1/2	1.0	2	1	0	0	3/4	1	1	1/4	1/4	1	1	-2	58	Bb3	3	1
5/4	0.25	2	1	3/16	3/16	3/4	2	1	1/16	1/16	1		-1	53	F3	3	8
3/2	0.75	2	1	1/4	1/4	3/4	2	1	3/16	1/8	3/2		1	55	G3	3	9
3/2	0.3333333333333333	2	1	1/4	1/4	3/4	1	1	1/12	1/8	2/3	-1	-2	58	Bb3	3	2
11/6	0.3333333333333333	2	1	1/3	1/3	3/4	1	1	1/12	1/8	2/3		0	60	C4	4	3
13/6	0.3333333333333333	2	1	5/12	5/12	3/4	1	1	1/12	1/8	2/3		2	62	D4	4	4
9/4	0.25	2	1	7/16	7/16	3/4	2	1	1/16	1/16	1		-1	53	F3	3	10
5/2	0.75	2	1	1/2	1/2	3/4	2	1	3/16	1/8	3/2		1	55	G3	3	11
5/2	0.3333333333333333	2	1	1/2	1/2	3/4	1	1	1/12	1/8	2/3		-3	63	Eb4	4	5
17/6	0.3333333333333333	2	1	7/12	7/12	3/4	1	1	1/12	1/8	2/3		-1	65	F4	4	6
19/6	0.3333333333333333	2	1	2/3	2/3	3/4	1	1	1/12	1/8	2/3		1	67	G4	4	7
13/4	0.25	2	1	11/16	11/16	3/4	2	1	1/16	1/16	1		-2	58	Bb3	3	12
7/2	0.75	3	2	0	0	3/4	2	2	3/16	1/8	3/2	-1	-3	51	Eb3	3	22
7/2	1.5	3	2	0	0	3/4	2	1	3/8	1/4	3/2		-4	56	Ab3	3	21
7/2	0.3333333333333333	3	2	0	0	3/4	1	1	1/12	1/8	2/3		1	67	G4	4	14
23/6	0.3333333333333333	3	2	1/12	1/12	3/4	1	1	1/12	1/8	2/3		-3	63	Eb4	4	15
25/6	0.3333333333333333	3	2	1/6	1/6	3/4	1	1	1/12	1/8	2/3		-1	65	F4	4	16
17/4	0.25	3	2	3/16	3/16	3/4	2	2	1/16	1/16	1		-3	51	Eb3	3	23
9/2	0.75	3	2	1/4	1/4	3/4	2	2	3/16	1/8	3/2		-1	53	F3	3	24
9/2	1.0	3	2	1/4	1/4	3/4	1	1	1/4	1/4	1	1	2	74	D5	5	17
21/4	0.25	3	2	7/16	7/16	3/4	2	2	1/16	1/16	1		-3	51	Eb3	3	25
