mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	0	0	1/2	2/2	2	1	1/4	1/4	1		1	55		4
1	0	0	1/2	2/2	1	2	1/4	1/4	1		2	74		2
1	0	0	1/2	2/2	1	1	1/4	1/4	1		5	83		0
1	0	1/4	3/4	2/2	2	1	1/4	1/4	1		1	67		5
1	0	1/4	3/4	2/2	1	2	1/4	1/4	1		5	71		3
1	0	1/4	3/4	2/2	1	1	1/4	1/4	1		1	79		1
2	1	0	0	2/2	2	1	1/4	1/4	1		6	66		14
2	1	0	0	2/2	1	2	1/2	1/2	1		3	69		11
2	1	0	0	2/2	1	1	1/4	1/4	1		2	74		6
2	1	1/4	1/4	2/2	2	1	1/4	1/4	1		6	54		15
2	1	1/4	1/4	2/2	1	1	1/8	1/8	1		4	76		7
2	1	3/8	3/8	2/2	1	1	1/8	1/8	1		6	78		8
2	1	1/2	1/2	2/2	2	1	1/4	1/4	1		4	52		16
2	1	1/2	1/2	2/2	1	2	1/4	1/4	1		5	71		12
2	1	1/2	1/2	2/2	1	1	1/4	1/4	1		1	79		9
2	1	3/4	3/4	2/2	2	1	1/4	1/4	1		4	64		17
2	1	3/4	3/4	2/2	1	2	1/4	1/4	1		1	67		13
2	1	3/4	3/4	2/2	1	1	1/4	1/4	1		4	76		10
3	2	0	0	2/2	2	1	1/4	1/4	1		2	62		24
3	2	0	0	2/2	1	2	1/2	1/2	1		6	66		21
3	2	0	0	2/2	1	1	1/2	1/2	1		5	71		18
3	2	1/4	1/4	2/2	2	1	1/4	1/4	1		2	50		25
3	2	1/2	1/2	2/2	2	1	1/4	1/4	1		0	48		26
3	2	1/2	1/2	2/2	1	2	1/4	1/4	1		1	67		22
3	2	1/2	1/2	2/2	1	1	1/4	1/4	1		4	76		19
3	2	3/4	3/4	2/2	2	1	1/4	1/4	1		0	60		27
3	2	3/4	3/4	2/2	1	2	1/4	1/4	1		3	69		23
3	2	3/4	3/4	2/2	1	1	1/4	1/4	1		0	72		20
4	3	0	0	2/2	2	1	1/4	1/4	1		2	62		37
4	3	0	0	2/2	1	2	1/4	1/4	1		6	66		35
4	3	0	0	2/2	1	1	1/4	1/4	1		3	69		28
4	3	1/4	1/4	2/2	2	1	1/4	1/4	1		3	57		38
