quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
7	1.5	3	2	1/8	1/8	3/2	2	2	3/8		1/4	3/2		7	61	C#4	4	37
15/2	1.0	3	2	1/4	1/4	3/2	2	3	1/4		1/4	1		4	64	E4	4	40
8	0.5	3	2	3/8	3/8	3/2	2	1	1/8		1/8	1		8	56	G#3	3	31
8	0.5	3	2	3/8	3/8	3/2	1	1	1/8		1/8	1		5	71	B4	4	23
17/2	0.5	3	2	1/2	1/2	3/2	2	1	1/8		1/8	1		6	54	F#3	3	32
17/2	0.5	3	2	1/2	1/2	3/2	1	1	1/8		1/8	1		3	69	A4	4	24
9	0.5	3	2	5/8	5/8	3/2	2	1	1/8		1/8	1		4	52	E3	3	33
9	0.5	3	2	5/8	5/8	3/2	1	1	1/8		1/8	1		8	68	G#4	4	25
19/2	0.5	3	2	3/4	3/4	3/2	2	1	1/8		1/8	1		2	50	D3	3	34
19/2	0.5	3	2	3/4	3/4	3/2	1	1	1/8		1/8	1		6	66	F#4	4	26
10	0.5	3	2	7/8	7/8	3/2	2	1	1/8		1/8	1		7	49	C#3	3	35
10	0.5	3	2	7/8	7/8	3/2	1	1	1/8		1/8	1		2	74	D5	5	27
21/2	1.0	3	2	1	1	3/2	2	2	1/4		1/4	1		2	50	D3	3	38
21/2	1.5	3	2	1	1	3/2	1	1	3/8		1/4	3/2		5	71	B4	4	28
11	1.5	3	2	9/8	9/8	3/2	2	1	3/8		1/4	3/2		6	54	F#3	3	36
23/2	1.0	3	2	5/4	5/4	3/2	2	2	1/4		1/4	1		5	47	B2	2	39
12	0.5	3	2	11/8	11/8	3/2	1	1	1/8		1/8	1		3	69	A4	4	29
25/2	2.0	4	3	0	0	3/2	2	3	1/2		1/2	1		4	52	E3	3	59
25/2	1.5	4	3	0	0	3/2	1	1	3/8		1/4	3/2		8	68	G#4	4	41
13	1.5	4	3	1/8	1/8	3/2	2	2	3/8		1/4	3/2	1	8	56	G#3	3	54
27/2	1.0	4	3	1/4	1/4	3/2	2	1	1/4		1/4	1	1	5	59	B3	3	49
14	0.5	4	3	3/8	3/8	3/2	1	1	1/8		1/8	1		6	66	F#4	4	42
29/2	1.0	4	3	1/2	1/2	3/2	2	3	1/4		1/4	1		2	50	D3	3	60
29/2	1.0	4	3	1/2	1/2	3/2	2	2	1/4		1/4	1	-1	8	56	G#3	3	55
29/2	1.0	4	3	1/2	1/2	3/2	2	1	1/4		1/4	1	-1	5	59	B3	3	50
29/2	0.5	4	3	1/2	1/2	3/2	1	1	1/8		1/8	1		4	64	E4	4	43
15	0.5	4	3	5/8	5/8	3/2	1	1	1/8		1/8	1		6	66	F#4	4	44
31/2	1.0	4	3	3/4	3/4	3/2	2	3	1/4		1/4	1		7	49	C#3	3	61
31/2	1.0	4	3	3/4	3/4	3/2	2	2	1/4		1/4	1		4	52	E3	3	56
31/2	1.0	4	3	3/4	3/4	3/2	2	1	1/4		1/4	1		3	57	A3	3	51
31/2	0.5	4	3	3/4	3/4	3/2	1	1	1/8		1/8	1		8	68	G#4	4	45
16	0.5	4	3	7/8	7/8	3/2	1	1	1/8		1/8	1		3	69	A4	4	46
33/2	1.0	4	3	1	1	3/2	2	3	1/4		1/4	1		5	47	B2	2	62
33/2	1.0	4	3	1	1	3/2	2	2	1/4		1/4	1		2	50	D3	3	57
33/2	1.5	4	3	1	1	3/2	1	1	3/8		1/4	3/2		5	71	B4	4	47
17	0.5	4	3	9/8	9/8	3/2	2	1	1/8		1/8	1		8	56	G#3	3	52
35/2	1.0	4	3	5/4	5/4	3/2	2	3	1/4		1/4	1		3	45	A2	2	63
35/2	1.0	4	3	5/4	5/4	3/2	2	2	1/4		1/4	1		4	52	E3	3	58
18	0.5	4	3	11/8	11/8	3/2	2	1	1/8		1/8	1		3	57	A3	3	53
18	0.5	4	3	11/8	11/8	3/2	1	1	1/8		1/8	1		7	73	C#5	5	48
37/2	1.5	5	4	0	0	3/2	2	2	3/8		1/4	3/2		8	44	G#2	2	78
37/2	1.5	5	4	0	0	3/2	1	1	3/8		1/4	3/2		2	74	D5	5	64
19	0.5	5	4	1/8	1/8	3/2	2	1	1/8		1/8	1		5	47	B2	2	74
19	0.5	5	4	1/8	1/8	3/2	1	2	1/8		1/8	1		5	71	B4	4	70
39/2	2.0	5	4	1/4	1/4	3/2	2	1	1/2		1/2	1		4	52	E3	3	75
39/2	1.0	5	4	1/4	1/4	3/2	1	2	1/4		1/4	1		8	68	G#4	4	71
20	0.5	5	4	3/8	3/8	3/2	2	2	1/8		1/8	1		4	40	E2	2	79
20	0.5	5	4	3/8	3/8	3/2	1	1	1/8		1/8	1		4	76	E5	5	65
41/2	1.0	5	4	1/2	1/2	3/2	2	2	1/4		1/4	1		3	45	A2	2	80
41/2	2.0	5	4	1/2	1/2	3/2	1	2	1/2		1/2	1		3	69	A4	4	72
41/2	1.5	5	4	1/2	1/2	3/2	1	1	3/8		1/4	3/2		7	73	C#5	5	66
43/2	1.0	5	4	3/4	3/4	3/2	2	2	1/4		1/4	1		2	50	D3	3	81
43/2	1.0	5	4	3/4	3/4	3/2	2	1	1/4		1/4	1		6	54	F#3	3	76
22	0.5	5	4	7/8	7/8	3/2	1	1	1/8		1/8	1		5	71	B4	4	67
45/2	1.0	5	4	1	1	3/2	2	2	1/4		1/4	1		4	52	E3	3	82
45/2	2.0	5	4	1	1	3/2	2	1	1/2		1/2	1		4	52	E3	3	77
45/2	2.0	5	4	1	1	3/2	1	2	1/2		1/2	1		8	68	G#4	4	73
45/2	1.5	5	4	1	1	3/2	1	1	3/8		1/4	3/2		5	71	B4	4	68
47/2	1.0	5	4	5/4	5/4	3/2	2	2	1/4		1/4	1		4	40	E2	2	83
24	0.5	5	4	11/8	11/8	3/2	1	1	1/8		1/8	1		3	69	A4	4	69
49/2	2.0	6	5	0	0	3/2	2	2	1/2		1/2	1		3	45	A2	2	99
49/2	2.0	6	5	0	0	3/2	1	2	1/2		1/2	1		7	61	C#4	4	91
49/2	2.0	6	5	0	0	3/2	1	2	1/2		1/2	1		4	64	E4	4	91
49/2	2.0	6	5	0	0	3/2	1	1	1/2		1/2	1	1	3	69	A4	4	84
25	0.5	6	5	1/8	1/8	3/2	2	1	1/8		1/8	1		4	52	E3	3	92
51/2	0.5	6	5	1/4	1/4	3/2	2	1	1/8		1/8	1		6	54	F#3	3	93
26	0.5	6	5	3/8	3/8	3/2	2	1	1/8		1/8	1		8	56	G#3	3	94
53/2	1.0	6	5	1/2	1/2	3/2	2	1	1/4		1/4	1		3	57	A3	3	95
53/2	0.5	6	5	1/2	1/2	3/2	1	1	1/8		1/8	1	-1	3	69	A4	4	85
27	0.5	6	5	5/8	5/8	3/2	1	1	1/8		1/8	1		7	73	C#5	5	86
55/2	0.5	6	5	3/4	3/4	3/2	2	1	1/8		1/8	1		8	56	G#3	3	96
55/2	0.5	6	5	3/4	3/4	3/2	1	1	1/8		1/8	1		5	71	B4	4	87
28	0.5	6	5	7/8	7/8	3/2	2	1	1/8		1/8	1		6	54	F#3	3	97
28	0.5	6	5	7/8	7/8	3/2	1	1	1/8		1/8	1		3	69	A4	4	88
57/2	1.0	6	5	1	1	3/2	2	2	1/4		1/4	1		11	53	E#3	3	100
57/2	1.5	6	5	1	1	3/2	1	1	3/8		1/4	3/2		8	68	G#4	4	89
29	1.5	6	5	9/8	9/8	3/2	2	1	3/8		1/4	3/2		8	56	G#3	3	98
59/2	1.0	6	5	5/4	5/4	3/2	2	2	1/4		1/4	1		7	49	C#3	3	101
30	0.5	6	5	11/8	11/8	3/2	1	1	1/8		1/8	1		3	69	A4	4	90
61/2	1.5	7	6	0	0	3/2	2	1	3/8		1/4	3/2		6	54	F#3	3	110
61/2	0.5	7	6	0	0	3/2	1	1	1/8		1/8	1		5	71	B4	4	102
31	0.5	7	6	1/8	1/8	3/2	1	1	1/8		1/8	1		3	69	A4	4	103
63/2	0.5	7	6	1/4	1/4	3/2	1	1	1/8		1/8	1		8	68	G#4	4	104
32	0.5	7	6	3/8	3/8	3/2	2	1	1/8		1/8	1		8	56	G#3	3	111
32	0.5	7	6	3/8	3/8	3/2	1	1	1/8		1/8	1		6	66	F#4	4	105
65/2	0.5	7	6	1/2	1/2	3/2	2	1	1/8		1/8	1		3	57	A3	3	112
65/2	1.5	7	6	1/2	1/2	3/2	1	1	3/8		1/4	3/2		6	78	F#5	5	106
33	0.5	7	6	5/8	5/8	3/2	2	1	1/8		1/8	1		7	61	C#4	4	113
67/2	0.5	7	6	3/4	3/4	3/2	2	1	1/8		1/8	1		5	59	B3	3	114
34	0.5	7	6	7/8	7/8	3/2	2	1	1/8		1/8	1		3	57	A3	3	115
34	0.5	7	6	7/8	7/8	3/2	1	1	1/8		1/8	1		9	75	D#5	5	107
69/2	1.0	7	6	1	1	3/2	2	2	1/4		1/4	1		8	56	G#3	3	118
69/2	1.0	7	6	1	1	3/2	2	1	1/4		1/4	1		5	59	B3	3	116
69/2	1.5	7	6	1	1	3/2	1	1	3/8		1/4	3/2		4	76	E5	5	108
71/2	1.0	7	6	5/4	5/4	3/2	2	2	1/4		1/4	1		10	58	A#3	3	119
71/2	1.0	7	6	5/4	5/4	3/2	2	1	1/4		1/4	1		7	61	C#4	4	117
36	0.5	7	6	11/8	11/8	3/2	1	1	1/8		1/8	1		6	78	F#5	5	109
73/2	2.0	8	7	0	0	3/2	2	1	1/2		1/2	1		5	59	B3	3	135
73/2	1.5	8	7	0	0	3/2	1	1	3/8		1/4	3/2		9	75	D#5	5	120
37	1.0	8	7	1/8	1/8	3/2	1	3	1/4		1/4	1	1	9	63	D#4	4	133
75/2	1.0	8	7	1/4	1/4	3/2	1	2	1/4		1/4	1	1	6	66	F#4	4	128
38	1.0	8	7	3/8	3/8	3/2	1	3	1/4		1/4	1	-1	9	63	D#4	4	134
38	0.5	8	7	3/8	3/8	3/2	1	1	1/8		1/8	1		7	73	C#5	5	121
77/2	1.0	8	7	1/2	1/2	3/2	2	1	1/4		1/4	1		3	57	A3	3	136
77/2	1.0	8	7	1/2	1/2	3/2	1	2	1/4		1/4	1	-1	6	66	F#4	4	129
77/2	0.5	8	7	1/2	1/2	3/2	1	1	1/8		1/8	1		5	71	B4	4	122
39	0.5	8	7	5/8	5/8	3/2	1	1	1/8		1/8	1		7	73	C#5	5	123
79/2	1.0	8	7	3/4	3/4	3/2	2	2	1/4		1/4	1		8	56	G#3	3	140
79/2	1.0	8	7	3/4	3/4	3/2	2	1	1/4		1/4	1		5	59	B3	3	137
79/2	1.0	8	7	3/4	3/4	3/2	1	2	1/4		1/4	1		4	64	E4	4	130
79/2	0.5	8	7	3/4	3/4	3/2	1	1	1/8		1/8	1		9	75	D#5	5	124
40	0.5	8	7	7/8	7/8	3/2	1	1	1/8		1/8	1		4	76	E5	5	125
81/2	1.0	8	7	1	1	3/2	2	2	1/4		1/4	1		6	54	F#3	3	141
81/2	1.0	8	7	1	1	3/2	2	1	1/4		1/4	1		3	57	A3	3	138
81/2	1.5	8	7	1	1	3/2	1	1	3/8		1/4	3/2		6	78	F#5	5	126
41	0.5	8	7	9/8	9/8	3/2	1	2	1/8		1/8	1		9	63	D#4	4	131
83/2	1.0	8	7	5/4	5/4	3/2	2	2	1/4		1/4	1		4	52	E3	3	142
83/2	1.0	8	7	5/4	5/4	3/2	2	1	1/4		1/4	1		5	59	B3	3	139
42	0.5	8	7	11/8	11/8	3/2	1	2	1/8		1/8	1		4	64	E4	4	132
42	0.5	8	7	11/8	11/8	3/2	1	1	1/8		1/8	1		8	80	G#5	5	127
85/2	1.5	9	8	0	0	3/2	2	2	3/8		1/4	3/2		9	51	D#3	3	157
85/2	1.5	9	8	0	0	3/2	1	1	3/8		1/4	3/2		3	81	A5	5	143
43	0.5	9	8	1/8	1/8	3/2	2	1	1/8		1/8	1		6	54	F#3	3	153
43	0.5	9	8	1/8	1/8	3/2	1	2	1/8		1/8	1		6	78	F#5	5	149
87/2	2.0	9	8	1/4	1/4	3/2	2	1	1/2		1/2	1		5	59	B3	3	154
87/2	1.0	9	8	1/4	1/4	3/2	1	2	1/4		1/4	1		9	75	D#5	5	150
44	0.5	9	8	3/8	3/8	3/2	2	2	1/8		1/8	1		5	47	B2	2	158
44	0.5	9	8	3/8	3/8	3/2	1	1	1/8		1/8	1		5	83	B5	5	144
89/2	1.0	9	8	1/2	1/2	3/2	2	2	1/4		1/4	1		4	52	E3	3	159
89/2	2.0	9	8	1/2	1/2	3/2	1	2	1/2		1/2	1		4	76	E5	5	151
89/2	1.5	9	8	1/2	1/2	3/2	1	1	3/8		1/4	3/2		8	80	G#5	5	145
91/2	1.0	9	8	3/4	3/4	3/2	2	2	1/4		1/4	1		3	57	A3	3	160
91/2	1.0	9	8	3/4	3/4	3/2	2	1	1/4		1/4	1		7	61	C#4	4	155
46	0.5	9	8	7/8	7/8	3/2	1	1	1/8		1/8	1		6	78	F#5	5	146
93/2	1.0	9	8	1	1	3/2	2	2	1/4		1/4	1		5	59	B3	3	161
93/2	2.0	9	8	1	1	3/2	2	1	1/2		1/2	1		5	59	B3	3	156
93/2	2.0	9	8	1	1	3/2	1	2	1/2		1/2	1		9	75	D#5	5	152
93/2	1.5	9	8	1	1	3/2	1	1	3/8		1/4	3/2		6	78	F#5	5	147
95/2	1.0	9	8	5/4	5/4	3/2	2	2	1/4		1/4	1		8	56	G#3	3	162
48	0.5	9	8	11/8	11/8	3/2	1	1	1/8		1/8	1		4	76	E5	5	148
97/2	0.5	10	9	0	0	3/2	2	1	1/8		1/8	1		7	61	C#4	4	174
97/2	3.0	10	9	0	0	3/2	1	1	3/4		1/2	3/2	1	4	76	E5	5	163
49	0.5	10	9	1/8	1/8	3/2	2	1	1/8		1/8	1		9	63	D#4	4	175
99/2	0.5	10	9	1/4	1/4	3/2	2	1	1/8		1/8	1		7	61	C#4	4	176
50	0.5	10	9	3/8	3/8	3/2	2	1	1/8		1/8	1		5	59	B3	3	177
50	0.5	10	9	3/8	3/8	3/2	1	2	1/8		1/8	1		9	75	D#5	5	167
101/2	0.5	10	9	1/2	1/2	3/2	2	1	1/8		1/8	1		3	57	A3	3	178
101/2	0.5	10	9	1/2	1/2	3/2	1	2	1/8		1/8	1		7	73	C#5	5	168
51	0.5	10	9	5/8	5/8	3/2	2	1	1/8		1/8	1		8	56	G#3	3	179
51	0.5	10	9	5/8	5/8	3/2	1	2	1/8		1/8	1		5	71	B4	4	169
103/2	0.5	10	9	3/4	3/4	3/2	2	1	1/8		1/8	1		6	54	F#3	3	180
103/2	0.5	10	9	3/4	3/4	3/2	1	2	1/8		1/8	1		3	69	A4	4	170
103/2	2.0	10	9	3/4	3/4	3/2	1	1	1/2		1/2	1	-1	4	76	E5	5	164
52	0.5	10	9	7/8	7/8	3/2	2	1	1/8		1/8	1		4	52	E3	3	181
52	0.5	10	9	7/8	7/8	3/2	1	2	1/8		1/8	1		8	68	G#4	4	171
105/2	1.0	10	9	1	1	3/2	2	2	1/4		1/4	1		5	59	B3	3	183
105/2	2.0	10	9	1	1	3/2	2	1	1/2		1/2	1		5	59	B3	3	182
105/2	2.0	10	9	1	1	3/2	1	2	1/2		1/2	1		6	66	F#4	4	172
53	1.5	10	9	9/8	9/8	3/2	1	3	3/8		1/4	3/2		3	69	A4	4	173
107/2	1.0	10	9	5/4	5/4	3/2	2	2	1/4		1/4	1		5	47	B2	2	184
107/2	0.5	10	9	5/4	5/4	3/2	1	1	1/8		1/8	1		4	76	E5	5	165
54	0.5	10	9	11/8	11/8	3/2	1	1	1/8		1/8	1		9	75	D#5	5	166
109/2	2.0	11	10	0	0	3/2	2	1	1/2		1/2	1		4	52	E3	3	191
109/2	3.0	11	10	0	0	3/2	1	1	3/4		1/2	3/2		4	76	E5	5	185
111/2	2.0	11	10	1/4	1/4	3/2	2	2	1/2		1/2	1	1	4	40	E2	2	194
56	0.5	11	10	3/8	3/8	3/2	1	2	1/8		1/8	1		5	71	B4	4	187
113/2	1.0	11	10	1/2	1/2	3/2	2	1	1/4		1/4	1		5	47	B2	2	192
113/2	0.5	11	10	1/2	1/2	3/2	1	2	1/8		1/8	1		7	73	C#5	5	188
57	0.5	11	10	5/8	5/8	3/2	1	2	1/8		1/8	1		3	69	A4	4	189
115/2	2.0	11	10	3/4	3/4	3/2	2	2	1/2		1/2	1	-1	4	40	E2	2	195
115/2	2.0	11	10	3/4	3/4	3/2	2	1	1/2		1/2	1		4	52	E3	3	193
115/2	2.0	11	10	3/4	3/4	3/2	1	2	1/2		1/2	1		8	68	G#4	4	190
115/2	2.0	11	10	3/4	3/4	3/2	1	2	1/2		1/2	1		5	71	B4	4	190
115/2	2.0	11	10	3/4	3/4	3/2	1	1	1/2		1/2	1		4	76	E5	5	186
60	0.5	12	10	0	11/8	3/2	1	1	1/8		1/8	1		5	71	B4	4	196
121/2	0.5	13	11	0	0	3/2	2	1	1/8		1/8	1		4	40	E2	2	206
121/2	2.0	13	11	0	0	3/2	2	2	1/2		1/2	1		4	40	E2	2	215
121/2	1.5	13	11	0	0	3/2	1	2	3/8		1/4	3/2		4	64	E4	4	205
121/2	1.5	13	11	0	0	3/2	1	2	3/8		1/4	3/2		8	68	G#4	4	205
121/2	1.5	13	11	0	0	3/2	1	1	3/8		1/4	3/2		5	71	B4	4	197
61	0.5	13	11	1/8	1/8	3/2	2	1	1/8		1/8	1		5	47	B2	2	207
123/2	0.5	13	11	1/4	1/4	3/2	2	1	1/8		1/8	1		7	49	C#3	3	208
62	0.5	13	11	3/8	3/8	3/2	2	1	1/8		1/8	1		9	51	D#3	3	209
62	0.5	13	11	3/8	3/8	3/2	1	1	1/8		1/8	1		3	69	A4	4	198
125/2	0.5	13	11	1/2	1/2	3/2	2	1	1/8		1/8	1		4	52	E3	3	210
125/2	2.0	13	11	1/2	1/2	3/2	2	2	1/2		1/2	1		4	52	E3	3	216
125/2	0.5	13	11	1/2	1/2	3/2	1	1	1/8		1/8	1		8	68	G#4	4	199
63	0.5	13	11	5/8	5/8	3/2	2	1	1/8		1/8	1		6	54	F#3	3	211
63	0.5	13	11	5/8	5/8	3/2	1	1	1/8		1/8	1		3	69	A4	4	200
127/2	1.0	13	11	3/4	3/4	3/2	2	1	1/4		1/4	1		8	56	G#3	3	212
127/2	0.5	13	11	3/4	3/4	3/2	1	1	1/8		1/8	1		5	71	B4	4	201
64	0.5	13	11	7/8	7/8	3/2	1	1	1/8		1/8	1		7	73	C#5	5	202
129/2	1.0	13	11	1	1	3/2	2	2	1/4		1/4	1		6	54	F#3	3	217
129/2	1.0	13	11	1	1	3/2	2	1	1/4		1/4	1		3	57	A3	3	213
129/2	1.5	13	11	1	1	3/2	1	1	3/8		1/4	3/2		2	74	D5	5	203
131/2	1.0	13	11	5/4	5/4	3/2	2	2	1/4		1/4	1		8	56	G#3	3	218
131/2	1.0	13	11	5/4	5/4	3/2	2	1	1/4		1/4	1		5	59	B3	3	214
66	0.5	13	11	11/8	11/8	3/2	1	1	1/8		1/8	1		4	76	E5	5	204
133/2	1.5	14	12	0	0	3/2	2	2	3/8		1/4	3/2		3	57	A3	3	234
133/2	1.5	14	12	0	0	3/2	1	1	3/8		1/4	3/2		7	73	C#5	5	219
67	0.5	14	12	1/8	1/8	3/2	2	1	1/8		1/8	1		7	61	C#4	4	229
135/2	2.0	14	12	1/4	1/4	3/2	2	1	1/2		1/2	1		4	64	E4	4	230
68	0.5	14	12	3/8	3/8	3/2	2	2	1/8		1/8	1		5	59	B3	3	235
68	0.5	14	12	3/8	3/8	3/2	1	1	1/8		1/8	1		5	71	B4	4	220
137/2	1.0	14	12	1/2	1/2	3/2	2	2	1/4		1/4	1		7	61	C#4	4	236
137/2	0.5	14	12	1/2	1/2	3/2	1	1	1/8		1/8	1		3	69	A4	4	221
69	0.5	14	12	5/8	5/8	3/2	1	1	1/8		1/8	1		3	81	A5	5	222
139/2	1.0	14	12	3/4	3/4	3/2	2	2	1/4		1/4	1		3	57	A3	3	237
139/2	1.0	14	12	3/4	3/4	3/2	2	1	1/4		1/4	1		7	61	C#4	4	231
139/2	0.5	14	12	3/4	3/4	3/2	1	1	1/8		1/8	1		8	80	G#5	5	223
70	0.5	14	12	7/8	7/8	3/2	1	1	1/8		1/8	1		6	78	F#5	5	224
141/2	1.0	14	12	1	1	3/2	2	2	1/4		1/4	1		2	62	D4	4	238
141/2	1.0	14	12	1	1	3/2	2	1	1/4		1/4	1		6	66	F#4	4	232
141/2	0.5	14	12	1	1	3/2	1	1	1/8		1/8	1		5	83	B5	5	225
71	0.5	14	12	9/8	9/8	3/2	1	1	1/8		1/8	1		8	80	G#5	5	226
143/2	1.0	14	12	5/4	5/4	3/2	2	2	1/4		1/4	1		5	59	B3	3	239
143/2	1.0	14	12	5/4	5/4	3/2	2	1	1/4		1/4	1		2	62	D4	4	233
143/2	0.5	14	12	5/4	5/4	3/2	1	1	1/8		1/8	1		3	81	A5	5	227
72	0.5	14	12	11/8	11/8	3/2	1	1	1/8		1/8	1		6	78	F#5	5	228
145/2	1.5	15	13	0	0	3/2	2	1	3/8		1/4	3/2		7	61	C#4	4	249
145/2	3.0	15	13	0	0	3/2	1	1	3/4		1/2	3/2		11	77	E#5	5	240
73	0.5	15	13	1/8	1/8	3/2	1	2	1/8		1/8	1	1	7	73	C#5	5	244
147/2	2.0	15	13	1/4	1/4	3/2	1	3	1/2		1/2	1		8	68	G#4	4	247
147/2	2.0	15	13	1/4	1/4	3/2	1	2	1/2		1/2	1	-1	7	73	C#5	5	245
74	0.5	15	13	3/8	3/8	3/2	2	1	1/8		1/8	1		5	59	B3	3	250
149/2	0.5	15	13	1/2	1/2	3/2	2	1	1/8		1/8	1		3	57	A3	3	251
75	0.5	15	13	5/8	5/8	3/2	2	1	1/8		1/8	1		8	56	G#3	3	252
151/2	0.5	15	13	3/4	3/4	3/2	2	1	1/8		1/8	1		6	54	F#3	3	253
151/2	1.0	15	13	3/4	3/4	3/2	1	3	1/4		1/4	1		3	69	A4	4	248
151/2	1.0	15	13	3/4	3/4	3/2	1	2	1/4		1/4	1		7	73	C#5	5	246
151/2	1.0	15	13	3/4	3/4	3/2	1	1	1/4		1/4	1		6	78	F#5	5	241
76	0.5	15	13	7/8	7/8	3/2	2	1	1/8		1/8	1		11	53	E#3	3	254
153/2	1.0	15	13	1	1	3/2	2	2	1/4		1/4	1		6	54	F#3	3	257
153/2	1.0	15	13	1	1	3/2	2	1	1/4		1/4	1		3	57	A3	3	255
153/2	1.5	15	13	1	1	3/2	1	1	3/8		1/4	3/2		2	74	D5	5	242
155/2	1.0	15	13	5/4	5/4	3/2	2	2	1/4		1/4	1		8	56	G#3	3	258
155/2	1.0	15	13	5/4	5/4	3/2	2	1	1/4		1/4	1		5	59	B3	3	256
78	0.5	15	13	11/8	11/8	3/2	1	1	1/8		1/8	1		4	76	E5	5	243
157/2	1.5	16	14	0	0	3/2	2	1	3/8		1/4	3/2		3	57	A3	3	270
157/2	1.5	16	14	0	0	3/2	1	1	3/8		1/4	3/2		7	73	C#5	5	259
79	0.5	16	14	1/8	1/8	3/2	1	2	1/8		1/8	1		7	61	C#4	4	265
159/2	1.0	16	14	1/4	1/4	3/2	1	2	1/4		1/4	1		6	66	F#4	4	266
80	0.5	16	14	3/8	3/8	3/2	2	1	1/8		1/8	1		5	59	B3	3	271
80	0.5	16	14	3/8	3/8	3/2	1	1	1/8		1/8	1		2	74	D5	5	260
161/2	1.0	16	14	1/2	1/2	3/2	2	1	1/4		1/4	1		8	56	G#3	3	272
161/2	1.0	16	14	1/2	1/2	3/2	1	2	1/4		1/4	1		11	65	E#4	4	267
161/2	1.5	16	14	1/2	1/2	3/2	1	1	3/8		1/4	3/2		5	71	B4	4	261
163/2	1.0	16	14	3/4	3/4	3/2	2	1	1/4		1/4	1		6	54	F#3	3	273
163/2	1.0	16	14	3/4	3/4	3/2	1	2	1/4		1/4	1		6	66	F#4	4	268
82	0.5	16	14	7/8	7/8	3/2	1	1	1/8		1/8	1		3	69	A4	4	262
165/2	1.0	16	14	1	1	3/2	2	1	1/4		1/4	1		7	61	C#4	4	274
165/2	2.0	16	14	1	1	3/2	1	2	1/2		1/2	1		11	65	E#4	4	269
165/2	1.5	16	14	1	1	3/2	1	1	3/8		1/4	3/2		8	68	G#4	4	263
167/2	1.0	16	14	5/4	5/4	3/2	2	1	1/4		1/4	1		7	49	C#3	3	275
84	0.5	16	14	11/8	11/8	3/2	1	1	1/8		1/8	1		6	66	F#4	4	264
169/2	2.0	17	15	0	0	3/2	2	2	1/2		1/2	1		6	42	F#2	2	290
169/2	2.0	17	15	0	0	3/2	1	2	1/2		1/2	1		3	57	A3	3	283
169/2	2.0	17	15	0	0	3/2	1	2	1/2		1/2	1		7	61	C#4	4	283
169/2	2.0	17	15	0	0	3/2	1	1	1/2		1/2	1	1	6	66	F#4	4	276
85	0.5	17	15	1/8	1/8	3/2	2	1	1/8		1/8	1		7	49	C#3	3	284
171/2	0.5	17	15	1/4	1/4	3/2	2	1	1/8		1/8	1		2	50	D3	3	285
86	0.5	17	15	3/8	3/8	3/2	2	1	1/8		1/8	1		4	52	E3	3	286
