mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	0.25	0	0	12/16	1	1	1/16		1/16	1		2	62	D4	4	0
1	1	1/4	1/4	0.25	1/16	1/16	12/16	1	1	1/16		1/16	1		7	61	C#4	4	1
1	1	1/2	1/2	0.25	1/8	1/8	12/16	1	1	1/16		1/16	1		2	62	D4	4	2
1	1	3/4	3/4	0.25	3/16	3/16	12/16	1	1	1/16		1/16	1		4	64	E4	4	3
1	1	1	1	0.25	1/4	1/4	12/16	1	1	1/16		1/16	1		7	61	C#4	4	4
1	1	5/4	5/4	0.25	5/16	5/16	12/16	1	1	1/16		1/16	1		2	62	D4	4	5
1	1	3/2	3/2	0.25	3/8	3/8	12/16	1	1	1/16		1/16	1		-1	65	F4	4	6
1	1	7/4	7/4	0.25	7/16	7/16	12/16	1	1	1/16		1/16	1		7	61	C#4	4	7
1	1	2	2	0.25	1/2	1/2	12/16	1	1	1/16		1/16	1		2	62	D4	4	8
1	1	9/4	9/4	0.25	9/16	9/16	12/16	1	1	1/16		1/16	1		1	67	G4	4	9
1	1	5/2	5/2	0.25	5/8	5/8	12/16	1	1	1/16		1/16	1		7	61	C#4	4	10
1	1	11/4	11/4	0.25	11/16	11/16	12/16	1	1	1/16		1/16	1		2	62	D4	4	11
2	2	3	3	0.25	0	0	12/16	1	1	1/16		1/16	1		3	69	A4	4	12
2	2	13/4	13/4	0.25	1/16	1/16	12/16	1	1	1/16		1/16	1		7	61	C#4	4	13
2	2	7/2	7/2	0.25	1/8	1/8	12/16	1	1	1/16		1/16	1		2	62	D4	4	14
2	2	15/4	15/4	0.25	3/16	3/16	12/16	1	1	1/16		1/16	1		-2	70	Bb4	4	15
2	2	4	4	0.25	1/4	1/4	12/16	1	1	1/16		1/16	1		3	69	A4	4	16
2	2	17/4	17/4	0.25	5/16	5/16	12/16	1	1	1/16		1/16	1		1	67	G4	4	17
2	2	9/2	9/2	0.25	3/8	3/8	12/16	1	1	1/16		1/16	1		-1	65	F4	4	18
2	2	19/4	19/4	0.25	7/16	7/16	12/16	1	1	1/16		1/16	1		4	64	E4	4	19
2	2	5	5	0.25	1/2	1/2	12/16	1	1	1/16		1/16	1		2	62	D4	4	20
2	2	21/4	21/4	0.25	9/16	9/16	12/16	1	1	1/16		1/16	1		8	68	G#4	4	21
2	2	11/2	11/2	0.25	5/8	5/8	12/16	1	1	1/16		1/16	1		3	69	A4	4	22
2	2	23/4	23/4	0.25	11/16	11/16	12/16	1	1	1/16		1/16	1		5	71	B4	4	23
3	3	6	6	0.25	0	0	12/16	2	1	1/16		1/16	1		3	57	A3	3	28
3	3	6	6	0.5	0	0	12/16	1	1	1/8		1/8	1		0	72	C5	5	24
3	3	25/4	25/4	0.25	1/16	1/16	12/16	2	1	1/16		1/16	1		8	56	G#3	3	29
3	3	13/2	13/2	0.25	1/8	1/8	12/16	2	1	1/16		1/16	1		3	57	A3	3	30
3	3	27/4	27/4	0.25	3/16	3/16	12/16	2	1	1/16		1/16	1		5	59	B3	3	31
3	3	27/4	27/4	0.5	3/16	3/16	12/16	1	1	1/8		1/8	1		8	68	G#4	4	25
3	3	7	7	0.25	1/4	1/4	12/16	2	1	1/16		1/16	1		8	56	G#3	3	32
3	3	29/4	29/4	0.25	5/16	5/16	12/16	2	1	1/16		1/16	1		3	57	A3	3	33
3	3	15/2	15/2	0.25	3/8	3/8	12/16	2	1	1/16		1/16	1		0	60	C4	4	34
3	3	15/2	15/2	0.5	3/8	3/8	12/16	1	1	1/8		1/8	1		3	69	A4	4	26
3	3	31/4	31/4	0.25	7/16	7/16	12/16	2	1	1/16		1/16	1		8	56	G#3	3	35
3	3	8	8	0.25	1/2	1/2	12/16	2	1	1/16		1/16	1		3	57	A3	3	36
3	3	33/4	33/4	0.25	9/16	9/16	12/16	2	1	1/16		1/16	1		2	62	D4	4	37
3	3	33/4	33/4	0.5	9/16	9/16	12/16	1	1	1/8		1/8	1		5	71	B4	4	27
3	3	17/2	17/2	0.25	5/8	5/8	12/16	2	1	1/16		1/16	1		8	56	G#3	3	38
3	3	35/4	35/4	0.25	11/16	11/16	12/16	2	1	1/16		1/16	1		3	57	A3	3	39
4	4	9	9	0.25	0	0	12/16	2	1	1/16		1/16	1		4	64	E4	4	50
4	4	9	9	0.5	0	0	12/16	1	1	1/8		1/8	1		0	72	C5	5	40
4	4	37/4	37/4	0.25	1/16	1/16	12/16	2	1	1/16		1/16	1		8	56	G#3	3	51
4	4	19/2	19/2	0.25	1/8	1/8	12/16	2	1	1/16		1/16	1		3	57	A3	3	52
4	4	39/4	39/4	0.25	3/16	3/16	12/16	2	1	1/16		1/16	1		-1	65	F4	4	53
4	4	39/4	39/4	0.25	3/16	3/16	12/16	1	1	1/16		1/16	1		2	74	D5	5	41
4	4	10	10	0.25	1/4	1/4	12/16	2	1	1/16		1/16	1		4	64	E4	4	54
4	4	10	10	0.25	1/4	1/4	12/16	1	1	1/16		1/16	1		4	76	E5	5	42
4	4	41/4	41/4	0.25	5/16	5/16	12/16	2	1	1/16		1/16	1		2	62	D4	4	55
4	4	41/4	41/4	0.25	5/16	5/16	12/16	1	1	1/16		1/16	1		-1	77	F5	5	43
4	4	21/2	21/2	0.25	3/8	3/8	12/16	2	1	1/16		1/16	1		0	60	C4	4	56
4	4	21/2	21/2	0.25	3/8	3/8	12/16	1	1	1/16		1/16	1		4	76	E5	5	44
4	4	43/4	43/4	0.25	7/16	7/16	12/16	2	1	1/16		1/16	1		5	59	B3	3	57
4	4	43/4	43/4	0.25	7/16	7/16	12/16	1	1	1/16		1/16	1		2	74	D5	5	45
4	4	11	11	0.25	1/2	1/2	12/16	2	1	1/16		1/16	1		3	57	A3	3	58
4	4	11	11	0.25	1/2	1/2	12/16	1	1	1/16		1/16	1		0	72	C5	5	46
4	4	45/4	45/4	0.25	9/16	9/16	12/16	2	1	1/16		1/16	1		9	63	D#4	4	59
4	4	45/4	45/4	0.25	9/16	9/16	12/16	1	1	1/16		1/16	1		0	72	C5	5	47
4	4	23/2	23/2	0.25	5/8	5/8	12/16	2	1	1/16		1/16	1		4	64	E4	4	60
4	4	23/2	23/2	0.25	5/8	5/8	12/16	1	1	1/16		1/16	1		5	71	B4	4	48
4	4	47/4	47/4	0.25	11/16	11/16	12/16	2	1	1/16		1/16	1		6	66	F#4	4	61
4	4	47/4	47/4	0.25	11/16	11/16	12/16	1	1	1/16		1/16	1		3	69	A4	4	49
5	5	12	12	0.5	0	0	12/16	2	1	1/8		1/8	1		4	64	E4	4	74
5	5	12	12	0.25	0	0	12/16	1	1	1/16		1/16	1		3	69	A4	4	62
5	5	49/4	49/4	0.25	1/16	1/16	12/16	1	1	1/16		1/16	1		1	67	G4	4	63
5	5	25/2	25/2	0.25	1/8	1/8	12/16	1	1	1/16		1/16	1		6	66	F#4	4	64
5	5	51/4	51/4	0.25	3/16	3/16	12/16	2	1	1/16		1/16	1		-3	63	Eb4	4	75
5	5	51/4	51/4	0.5	3/16	3/16	12/16	1	1	1/8		1/8	1		6	66	F#4	4	65
5	5	13	13	0.25	1/4	1/4	12/16	2	1	1/16		1/16	1		2	62	D4	4	76
5	5	53/4	53/4	0.25	5/16	5/16	12/16	2	1	1/16		1/16	1		0	60	C4	4	77
5	5	53/4	53/4	0.125	5/16	5/16	12/16	1	1	1/32		1/32	1		4	64	E4	4	66
5	5	107/8	107/8	0.125	11/32	11/32	12/16	1	1	1/32		1/32	1		6	66	F#4	4	67
5	5	27/2	27/2	0.25	3/8	3/8	12/16	2	1	1/16		1/16	1		-2	58	Bb3	3	78
5	5	27/2	27/2	0.25	3/8	3/8	12/16	1	1	1/16		1/16	1		1	67	G4	4	68
5	5	55/4	55/4	0.25	7/16	7/16	12/16	2	1	1/16		1/16	1		3	57	A3	3	79
5	5	55/4	55/4	0.25	7/16	7/16	12/16	1	1	1/16		1/16	1		3	69	A4	4	69
5	5	14	14	0.25	1/2	1/2	12/16	2	1	1/16		1/16	1		1	55	G3	3	80
5	5	14	14	0.25	1/2	1/2	12/16	1	1	1/16		1/16	1		-2	70	Bb4	4	70
5	5	57/4	57/4	0.25	9/16	9/16	12/16	2	1	1/16		1/16	1		7	61	C#4	4	81
5	5	57/4	57/4	0.25	9/16	9/16	12/16	1	1	1/16		1/16	1		-2	70	Bb4	4	71
5	5	29/2	29/2	0.25	5/8	5/8	12/16	2	1	1/16		1/16	1		2	62	D4	4	82
5	5	29/2	29/2	0.25	5/8	5/8	12/16	1	1	1/16		1/16	1		3	69	A4	4	72
5	5	59/4	59/4	0.25	11/16	11/16	12/16	2	1	1/16		1/16	1		4	64	E4	4	83
5	5	59/4	59/4	0.25	11/16	11/16	12/16	1	1	1/16		1/16	1		1	67	G4	4	73
6	6	15	15	0.25	0	0	12/16	2	2	1/16		1/16	1		2	50	D3	3	89
6	6	15	15	0.5	0	0	12/16	1	2	1/8		1/8	1		-1	65	F4	4	85
6	6	15	15	3.0	0	0	12/16	1	1	3/4		1/2	3/2	1	3	69	A4	4	84
