quarterbeats	duration_qb	mc	mn	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
35	0.5	10	9		1/2	1/2	2/2	1	1	1/8	1/8	1		0	72	C5	5	117
71/2	0.5	10	9		5/8	5/8	2/2	1	1	1/8	1/8	1		5	71	B4	4	118
36	1.0	10	9		3/4	3/4	2/2	2	1	1/4	1/4	1		1	55	G3	3	124
36	0.5	10	9		3/4	3/4	2/2	1	1	1/8	1/8	1		3	69	A4	4	119
73/2	0.5	10	9		7/8	7/8	2/2	1	1	1/8	1/8	1		4	76	E5	5	120
37	1.0	11	10		0	0	2/2	2	1	1/4	1/4	1		6	54	F#3	3	133
37	0.5	11	10		0	0	2/2	1	1	1/8	1/8	1		0	72	C5	5	125
75/2	0.5	11	10		1/8	1/8	2/2	1	1	1/8	1/8	1		5	71	B4	4	126
38	1.0	11	10		1/4	1/4	2/2	2	1	1/4	1/4	1		3	57	A3	3	134
38	0.5	11	10		1/4	1/4	2/2	1	1	1/8	1/8	1		3	69	A4	4	127
77/2	0.5	11	10		3/8	3/8	2/2	1	1	1/8	1/8	1		2	74	D5	5	128
39	1.0	11	10		1/2	1/2	2/2	2	1	1/4	1/4	1		2	50	D3	3	135
39	0.5	11	10		1/2	1/2	2/2	1	1	1/8	1/8	1		0	72	C5	5	129
79/2	0.5	11	10		5/8	5/8	2/2	1	1	1/8	1/8	1		5	71	B4	4	130
40	1.0	11	10		3/4	3/4	2/2	2	1	1/4	1/4	1		6	54	F#3	3	136
40	0.5	11	10		3/4	3/4	2/2	1	1	1/8	1/8	1		3	69	A4	4	131
81/2	0.5	11	10		7/8	7/8	2/2	1	1	1/8	1/8	1		2	74	D5	5	132
41	1.0	12	11		0	0	2/2	2	1	1/4	1/4	1		1	43	G2	2	145
41	0.5	12	11		0	0	2/2	1	1	1/8	1/8	1		5	71	B4	4	137
83/2	0.5	12	11		1/8	1/8	2/2	1	1	1/8	1/8	1		3	69	A4	4	138
42	1.0	12	11		1/4	1/4	2/2	2	1	1/4	1/4	1		5	47	B2	2	146
42	0.5	12	11		1/4	1/4	2/2	1	1	1/8	1/8	1		1	67	G4	4	139
85/2	0.5	12	11		3/8	3/8	2/2	1	1	1/8	1/8	1		2	74	D5	5	140
43	1.0	12	11		1/2	1/2	2/2	2	1	1/4	1/4	1		2	50	D3	3	147
43	0.5	12	11		1/2	1/2	2/2	1	1	1/8	1/8	1		5	71	B4	4	141
87/2	0.5	12	11		5/8	5/8	2/2	1	1	1/8	1/8	1		3	69	A4	4	142
44	1.0	12	11		3/4	3/4	2/2	2	1	1/4	1/4	1		6	54	F#3	3	148
44	0.5	12	11		3/4	3/4	2/2	1	1	1/8	1/8	1		1	67	G4	4	143
89/2	0.5	12	11		7/8	7/8	2/2	1	1	1/8	1/8	1		2	74	D5	5	144
45	1.0	13	12		0	0	2/2	2	1	1/4	1/4	1		4	52	E3	3	157
45	0.5	13	12		0	0	2/2	1	1	1/8	1/8	1		5	71	B4	4	149
91/2	0.5	13	12		1/8	1/8	2/2	1	1	1/8	1/8	1		3	69	A4	4	150
46	1.0	13	12		1/4	1/4	2/2	2	1	1/4	1/4	1		1	55	G3	3	158
46	0.5	13	12		1/4	1/4	2/2	1	1	1/8	1/8	1		1	67	G4	4	151
93/2	0.5	13	12		3/8	3/8	2/2	1	1	1/8	1/8	1		0	72	C5	5	152
47	1.0	13	12		1/2	1/2	2/2	2	1	1/4	1/4	1		0	48	C3	3	159
47	0.5	13	12		1/2	1/2	2/2	1	1	1/8	1/8	1		5	71	B4	4	153
95/2	0.5	13	12		5/8	5/8	2/2	1	1	1/8	1/8	1		3	69	A4	4	154
48	1.0	13	12		3/4	3/4	2/2	2	1	1/4	1/4	1		4	52	E3	3	160
48	0.5	13	12		3/4	3/4	2/2	1	1	1/8	1/8	1		1	67	G4	4	155
97/2	0.5	13	12		7/8	7/8	2/2	1	1	1/8	1/8	1		0	72	C5	5	156
49	1.0	14	13		0	0	2/2	2	1	1/4	1/4	1		6	42	F#2	2	169
49	0.5	14	13		0	0	2/2	1	1	1/8	1/8	1		3	69	A4	4	161
99/2	0.5	14	13		1/8	1/8	2/2	1	1	1/8	1/8	1		1	67	G4	4	162
50	1.0	14	13		1/4	1/4	2/2	2	1	1/4	1/4	1		3	45	A2	2	170
50	0.5	14	13		1/4	1/4	2/2	1	1	1/8	1/8	1		6	66	F#4	4	163
101/2	0.5	14	13		3/8	3/8	2/2	1	1	1/8	1/8	1		0	72	C5	5	164
51	1.0	14	13		1/2	1/2	2/2	2	1	1/4	1/4	1		0	48	C3	3	171
51	0.5	14	13		1/2	1/2	2/2	1	1	1/8	1/8	1		3	69	A4	4	165
103/2	0.5	14	13		5/8	5/8	2/2	1	1	1/8	1/8	1		1	67	G4	4	166
52	1.0	14	13		3/4	3/4	2/2	2	1	1/4	1/4	1		4	52	E3	3	172
52	0.5	14	13		3/4	3/4	2/2	1	1	1/8	1/8	1		6	66	F#4	4	167
105/2	0.5	14	13		7/8	7/8	2/2	1	1	1/8	1/8	1		0	72	C5	5	168
53	1.0	15	14		0	0	2/2	2	1	1/4	1/4	1		9	51	D#3	3	181
53	0.5	15	14		0	0	2/2	1	1	1/8	1/8	1		3	69	A4	4	173
107/2	0.5	15	14		1/8	1/8	2/2	1	1	1/8	1/8	1		1	67	G4	4	174
54	1.0	15	14		1/4	1/4	2/2	2	1	1/4	1/4	1		6	54	F#3	3	182
54	0.5	15	14		1/4	1/4	2/2	1	1	1/8	1/8	1		6	66	F#4	4	175
109/2	0.5	15	14		3/8	3/8	2/2	1	1	1/8	1/8	1		5	71	B4	4	176
55	1.0	15	14		1/2	1/2	2/2	2	1	1/4	1/4	1		5	47	B2	2	183
55	0.5	15	14		1/2	1/2	2/2	1	1	1/8	1/8	1		3	69	A4	4	177
111/2	0.5	15	14		5/8	5/8	2/2	1	1	1/8	1/8	1		1	67	G4	4	178
56	1.0	15	14		3/4	3/4	2/2	2	1	1/4	1/4	1		9	51	D#3	3	184
56	0.5	15	14		3/4	3/4	2/2	1	1	1/8	1/8	1		6	66	F#4	4	179
113/2	0.5	15	14		7/8	7/8	2/2	1	1	1/8	1/8	1		5	71	B4	4	180
57	0.5	16	15		0	0	2/2	2	1	1/8	1/8	1		4	52	E3	3	191
57	1.0	16	15		0	0	2/2	1	1	1/4	1/4	1		1	67	G4	4	185
115/2	0.5	16	15		1/8	1/8	2/2	2	1	1/8	1/8	1		5	47	B2	2	192
58	0.5	16	15		1/4	1/4	2/2	2	1	1/8	1/8	1		4	52	E3	3	193
58	0.5	16	15		1/4	1/4	2/2	1	1	1/8	1/8	1		6	66	F#4	4	186
117/2	0.5	16	15		3/8	3/8	2/2	2	1	1/8	1/8	1		5	47	B2	2	194
117/2	0.5	16	15		3/8	3/8	2/2	1	1	1/8	1/8	1		1	67	G4	4	187
59	0.5	16	15		1/2	1/2	2/2	2	1	1/8	1/8	1		9	51	D#3	3	195
59	1.0	16	15		1/2	1/2	2/2	1	1	1/4	1/4	1		3	69	A4	4	188
119/2	0.5	16	15		5/8	5/8	2/2	2	1	1/8	1/8	1		5	47	B2	2	196
60	0.5	16	15		3/4	3/4	2/2	2	1	1/8	1/8	1		9	51	D#3	3	197
60	0.5	16	15		3/4	3/4	2/2	1	1	1/8	1/8	1		1	67	G4	4	189
121/2	0.5	16	15		7/8	7/8	2/2	2	1	1/8	1/8	1		5	47	B2	2	198
121/2	0.5	16	15		7/8	7/8	2/2	1	1	1/8	1/8	1		6	66	F#4	4	190
61	1.0	17	16		0	0	2/2	2	1	1/4	1/4	1		4	52	E3	3	207
61	0.5	17	16		0	0	2/2	1	1	1/8	1/8	1		1	67	G4	4	199
123/2	0.5	17	16		1/8	1/8	2/2	1	1	1/8	1/8	1		6	66	F#4	4	200
62	1.0	17	16		1/4	1/4	2/2	2	1	1/4	1/4	1		5	47	B2	2	208
62	0.5	17	16		1/4	1/4	2/2	1	1	1/8	1/8	1		4	64	E4	4	201
125/2	0.5	17	16		3/8	3/8	2/2	1	1	1/8	1/8	1		6	66	F#4	4	202
63	1.0	17	16		1/2	1/2	2/2	2	1	1/4	1/4	1		4	40	E2	2	209
63	0.5	17	16		1/2	1/2	2/2	1	1	1/8	1/8	1		1	67	G4	4	203
127/2	0.5	17	16		5/8	5/8	2/2	1	1	1/8	1/8	1		3	69	A4	4	204
64	1.0	17	16		3/4	3/4	2/2	2	1	1/4	1/4	1		9	51	D#3	3	210
64	0.5	17	16		3/4	3/4	2/2	1	1	1/8	1/8	1		5	71	B4	4	205
129/2	0.5	17	16		7/8	7/8	2/2	1	1	1/8	1/8	1		6	66	F#4	4	206
65	0.5	18	17		0	0	2/2	2	1	1/8	1/8	1		4	52	E3	3	219
65	0.5	18	17		0	0	2/2	1	1	1/8	1/8	1		1	67	G4	4	211
131/2	0.5	18	17		1/8	1/8	2/2	2	1	1/8	1/8	1		5	47	B2	2	220
131/2	0.5	18	17		1/8	1/8	2/2	1	1	1/8	1/8	1		3	69	A4	4	212
66	0.5	18	17		1/4	1/4	2/2	2	1	1/8	1/8	1		4	52	E3	3	221
66	0.5	18	17		1/4	1/4	2/2	1	1	1/8	1/8	1		6	66	F#4	4	213
133/2	0.5	18	17		3/8	3/8	2/2	2	1	1/8	1/8	1		5	47	B2	2	222
133/2	0.5	18	17		3/8	3/8	2/2	1	1	1/8	1/8	1		1	67	G4	4	214
67	0.5	18	17		1/2	1/2	2/2	2	1	1/8	1/8	1		9	51	D#3	3	223
67	0.5	18	17		1/2	1/2	2/2	1	1	1/8	1/8	1		3	69	A4	4	215
135/2	0.5	18	17		5/8	5/8	2/2	2	1	1/8	1/8	1		5	47	B2	2	224
135/2	0.5	18	17		5/8	5/8	2/2	1	1	1/8	1/8	1		1	67	G4	4	216
68	0.5	18	17		3/4	3/4	2/2	2	1	1/8	1/8	1		9	51	D#3	3	225
68	0.5	18	17		3/4	3/4	2/2	1	1	1/8	1/8	1		6	66	F#4	4	217
137/2	0.5	18	17		7/8	7/8	2/2	2	1	1/8	1/8	1		5	47	B2	2	226
137/2	0.5	18	17		7/8	7/8	2/2	1	1	1/8	1/8	1		3	69	A4	4	218
69	1.0	19	18		0	0	2/2	2	1	1/4	1/4	1		4	52	E3	3	235
69	0.5	19	18		0	0	2/2	1	1	1/8	1/8	1		1	67	G4	4	227
139/2	0.5	19	18		1/8	1/8	2/2	1	1	1/8	1/8	1		4	64	E4	4	228
70	1.0	19	18		1/4	1/4	2/2	2	1	1/4	1/4	1		5	47	B2	2	236
70	0.5	19	18		1/4	1/4	2/2	1	1	1/8	1/8	1		1	67	G4	4	229
141/2	0.5	19	18		3/8	3/8	2/2	1	1	1/8	1/8	1		5	71	B4	4	230
71	1.0	19	18		1/2	1/2	2/2	2	1	1/4	1/4	1		4	52	E3	3	237
71	0.5	19	18		1/2	1/2	2/2	1	1	1/8	1/8	1		1	67	G4	4	231
143/2	0.5	19	18		5/8	5/8	2/2	1	1	1/8	1/8	1		5	71	B4	4	232
72	1.0	19	18		3/4	3/4	2/2	2	1	1/4	1/4	1		1	55	G3	3	238
72	0.5	19	18		3/4	3/4	2/2	1	1	1/8	1/8	1		4	76	E5	5	233
145/2	0.5	19	18		7/8	7/8	2/2	1	1	1/8	1/8	1		5	71	B4	4	234
73	1.0	20	19		0	0	2/2	2	1	1/4	1/4	1		4	52	E3	3	247
73	0.5	20	19		0	0	2/2	1	1	1/8	1/8	1		4	76	E5	5	239
147/2	0.5	20	19		1/8	1/8	2/2	1	1	1/8	1/8	1		1	79	G5	5	240
74	1.0	20	19		1/4	1/4	2/2	2	1	1/4	1/4	1		1	55	G3	3	248
74	0.5	20	19		1/4	1/4	2/2	1	1	1/8	1/8	1		4	76	E5	5	241
149/2	0.5	20	19		3/8	3/8	2/2	1	1	1/8	1/8	1		1	79	G5	5	242
75	1.0	20	19		1/2	1/2	2/2	2	1	1/4	1/4	1		5	59	B3	3	249
75	0.5	20	19		1/2	1/2	2/2	1	1	1/8	1/8	1		3	81	A5	5	243
151/2	0.5	20	19		5/8	5/8	2/2	1	1	1/8	1/8	1		1	79	G5	5	244
76	1.0	20	19		3/4	3/4	2/2	2	1	1/4	1/4	1		4	64	E4	4	250
76	0.5	20	19		3/4	3/4	2/2	1	1	1/8	1/8	1		6	78	F#5	5	245
153/2	0.5	20	19		7/8	7/8	2/2	1	1	1/8	1/8	1		4	76	E5	5	246
77	1.0	21	20		0	0	2/2	2	1	1/4	1/4	1		9	63	D#4	4	259
77	0.5	21	20		0	0	2/2	1	1	1/8	1/8	1		6	78	F#5	5	251
155/2	0.5	21	20		1/8	1/8	2/2	1	1	1/8	1/8	1		4	76	E5	5	252
78	1.0	21	20		1/4	1/4	2/2	2	1	1/4	1/4	1		5	59	B3	3	260
78	0.5	21	20		1/4	1/4	2/2	1	1	1/8	1/8	1		9	75	D#5	5	253
157/2	0.5	21	20		3/8	3/8	2/2	1	1	1/8	1/8	1		5	83	B5	5	254
79	1.0	21	20		1/2	1/2	2/2	2	1	1/4	1/4	1		9	63	D#4	4	261
79	0.5	21	20		1/2	1/2	2/2	1	1	1/8	1/8	1		6	78	F#5	5	255
159/2	0.5	21	20		5/8	5/8	2/2	1	1	1/8	1/8	1		4	76	E5	5	256
80	1.0	21	20		3/4	3/4	2/2	2	1	1/4	1/4	1		5	59	B3	3	262
80	0.5	21	20		3/4	3/4	2/2	1	1	1/8	1/8	1		9	75	D#5	5	257
161/2	0.5	21	20		7/8	7/8	2/2	1	1	1/8	1/8	1		5	83	B5	5	258
81	1.0	22	21		0	0	2/2	2	1	1/4	1/4	1		4	64	E4	4	271
81	0.5	22	21		0	0	2/2	1	1	1/8	1/8	1		1	79	G5	5	263
163/2	0.5	22	21		1/8	1/8	2/2	1	1	1/8	1/8	1		6	78	F#5	5	264
82	1.0	22	21		1/4	1/4	2/2	2	1	1/4	1/4	1		5	59	B3	3	272
82	0.5	22	21		1/4	1/4	2/2	1	1	1/8	1/8	1		4	76	E5	5	265
165/2	0.5	22	21		3/8	3/8	2/2	1	1	1/8	1/8	1		5	83	B5	5	266
83	1.0	22	21		1/2	1/2	2/2	2	1	1/4	1/4	1		4	52	E3	3	273
83	0.5	22	21		1/2	1/2	2/2	1	1	1/8	1/8	1		1	79	G5	5	267
167/2	0.5	22	21		5/8	5/8	2/2	1	1	1/8	1/8	1		6	78	F#5	5	268
84	1.0	22	21		3/4	3/4	2/2	2	1	1/4	1/4	1		1	55	G3	3	274
84	0.5	22	21		3/4	3/4	2/2	1	1	1/8	1/8	1		4	76	E5	5	269
169/2	0.5	22	21		7/8	7/8	2/2	1	1	1/8	1/8	1		5	83	B5	5	270
85	1.0	23	22		0	0	2/2	2	1	1/4	1/4	1		3	57	A3	3	283
85	0.5	23	22		0	0	2/2	1	1	1/8	1/8	1		9	75	D#5	5	275
171/2	0.5	23	22		1/8	1/8	2/2	1	1	1/8	1/8	1		7	73	C#5	5	276
86	1.0	23	22		1/4	1/4	2/2	2	1	1/4	1/4	1		1	55	G3	3	284
86	0.5	23	22		1/4	1/4	2/2	1	1	1/8	1/8	1		5	71	B4	4	277
173/2	0.5	23	22		3/8	3/8	2/2	1	1	1/8	1/8	1		5	83	B5	5	278
87	1.0	23	22		1/2	1/2	2/2	2	1	1/4	1/4	1		3	57	A3	3	285
87	0.5	23	22		1/2	1/2	2/2	1	1	1/8	1/8	1		9	75	D#5	5	279
175/2	0.5	23	22		5/8	5/8	2/2	1	1	1/8	1/8	1		7	73	C#5	5	280
88	1.0	23	22		3/4	3/4	2/2	2	1	1/4	1/4	1		6	54	F#3	3	286
88	0.5	23	22		3/4	3/4	2/2	1	1	1/8	1/8	1		5	71	B4	4	281
177/2	0.5	23	22		7/8	7/8	2/2	1	1	1/8	1/8	1		9	75	D#5	5	282
89	1.0	24	23		0	0	2/2	2	1	1/4	1/4	1		1	55	G3	3	291
89	1.0	24	23		0	0	2/2	1	1	1/4	1/4	1		4	76	E5	5	287
90	1.0	24	23		1/4	1/4	2/2	2	1	1/4	1/4	1		3	57	A3	3	292
90	1.0	24	23		1/4	1/4	2/2	1	1	1/4	1/4	1		6	78	F#5	5	288
91	1.0	24	23		1/2	1/2	2/2	2	1	1/4	1/4	1		5	59	B3	3	293
