quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
51/2	1.0	6	5	1/4	1/4	3/2	2	1	1/4		1/4	1		7	61	C#4	4	72
26	0.5	6	5	3/8	3/8	3/2	1	1	1/8		1/8	1		7	73	C#5	5	62
53/2	1.0	6	5	1/2	1/2	3/2	2	1	1/4		1/4	1		9	63	D#4	4	73
53/2	0.5	6	5	1/2	1/2	3/2	1	1	1/8		1/8	1		5	71	B4	4	63
53/2	2.0	6	5	1/2	1/2	3/2	1	2	1/2		1/2	1		5	71	B4	4	68
27	0.5	6	5	5/8	5/8	3/2	1	1	1/8		1/8	1		6	78	F#5	5	64
55/2	1.0	6	5	3/4	3/4	3/2	2	1	1/4		1/4	1		8	56	G#3	3	74
55/2	1.0	6	5	3/4	3/4	3/2	1	1	1/4		1/4	1		5	83	B5	5	65
57/2	1.0	6	5	1	1	3/2	2	1	1/4		1/4	1		7	61	C#4	4	75
57/2	1.0	6	5	1	1	3/2	1	2	1/4		1/4	1		4	76	E5	5	69
57/2	1.5	6	5	1	1	3/2	1	1	3/8		1/4	3/2		3	81	A5	5	66
59/2	1.0	6	5	5/4	5/4	3/2	2	1	1/4		1/4	1		9	63	D#4	4	76
59/2	1.0	6	5	5/4	5/4	3/2	1	2	1/4		1/4	1		6	78	F#5	5	70
30	0.5	6	5	11/8	11/8	3/2	1	1	1/8		1/8	1		5	83	B5	5	67
61/2	1.0	7	6	0	0	3/2	2	1	1/4		1/4	1		4	64	E4	4	90
61/2	4.0	7	6	0	0	3/2	1	2	1		1	1	1	5	71	B4	4	86
61/2	1.5	7	6	0	0	3/2	1	1	3/8		1/4	3/2		8	80	G#5	5	78
63/2	0.5	7	6	1/4	1/4	3/2	2	1	1/8		1/8	1		4	52	E3	3	91
32	0.5	7	6	3/8	3/8	3/2	2	1	1/8		1/8	1		6	54	F#3	3	92
32	0.5	7	6	3/8	3/8	3/2	1	1	1/8		1/8	1		3	81	A5	5	79
65/2	1.0	7	6	1/2	1/2	3/2	2	1	1/4		1/4	1		8	56	G#3	3	93
65/2	0.5	7	6	1/2	1/2	3/2	1	1	1/8		1/8	1		5	83	B5	5	80
33	0.5	7	6	5/8	5/8	3/2	1	1	1/8		1/8	1		8	80	G#5	5	81
67/2	1.0	7	6	3/4	3/4	3/2	2	1	1/4		1/4	1		4	52	E3	3	94
67/2	0.5	7	6	3/4	3/4	3/2	1	1	1/8		1/8	1		3	81	A5	5	82
34	0.5	7	6	7/8	7/8	3/2	1	1	1/8		1/8	1		5	83	B5	5	83
69/2	1.0	7	6	1	1	3/2	2	1	1/4		1/4	1		3	57	A3	3	95
69/2	0.5	7	6	1	1	3/2	1	2	1/8		1/8	1	-1	5	71	B4	4	87
69/2	1.5	7	6	1	1	3/2	1	1	3/8		1/4	3/2		7	73	C#5	5	84
35	0.5	7	6	9/8	9/8	3/2	1	2	1/8		1/8	1		5	71	B4	4	88
71/2	1.0	7	6	5/4	5/4	3/2	2	1	1/4		1/4	1		6	54	F#3	3	96
71/2	1.0	7	6	5/4	5/4	3/2	1	2	1/4		1/4	1	1	3	69	A4	4	89
36	0.5	7	6	11/8	11/8	3/2	1	1	1/8		1/8	1		3	81	A5	5	85
73/2	0.5	8	7	0	0	3/2	2	1	1/8		1/8	1		5	59	B3	3	107
73/2	2.0	8	7	0	0	3/2	1	2	1/2		1/2	1	-1	3	69	A4	4	105
73/2	1.5	8	7	0	0	3/2	1	1	3/8		1/4	3/2		9	75	D#5	5	97
37	0.5	8	7	1/8	1/8	3/2	2	1	1/8		1/8	1		7	61	C#4	4	108
75/2	0.5	8	7	1/4	1/4	3/2	2	1	1/8		1/8	1		5	59	B3	3	109
38	0.5	8	7	3/8	3/8	3/2	2	1	1/8		1/8	1		3	57	A3	3	110
38	0.5	8	7	3/8	3/8	3/2	1	1	1/8		1/8	1		7	73	C#5	5	98
77/2	0.5	8	7	1/2	1/2	3/2	2	1	1/8		1/8	1		8	56	G#3	3	111
77/2	0.5	8	7	1/2	1/2	3/2	1	1	1/8		1/8	1		5	71	B4	4	99
39	0.5	8	7	5/8	5/8	3/2	2	1	1/8		1/8	1		6	54	F#3	3	112
39	0.5	8	7	5/8	5/8	3/2	1	1	1/8		1/8	1		3	69	A4	4	100
79/2	1.0	8	7	3/4	3/4	3/2	2	1	1/4		1/4	1		4	52	E3	3	113
79/2	0.5	8	7	3/4	3/4	3/2	1	1	1/8		1/8	1		8	68	G#4	4	101
40	0.5	8	7	7/8	7/8	3/2	1	1	1/8		1/8	1		4	76	E5	5	102
81/2	1.0	8	7	1	1	3/2	2	2	1/4		1/4	1		5	59	B3	3	115
81/2	2.0	8	7	1	1	3/2	2	1	1/2		1/2	1		5	59	B3	3	114
81/2	2.0	8	7	1	1	3/2	1	2	1/2		1/2	1		9	63	D#4	4	106
81/2	1.5	8	7	1	1	3/2	1	1	3/8		1/4	3/2		6	66	F#4	4	103
83/2	1.0	8	7	5/4	5/4	3/2	2	2	1/4		1/4	1		5	47	B2	2	116
42	0.5	8	7	11/8	11/8	3/2	1	1	1/8		1/8	1		4	64	E4	4	104
85/2	2.0	9	8	0	0	3/2	2	1	1/2		1/2	1		4	52	E3	3	121
85/2	3.0	9	8	0	0	3/2	1	1	3/4		1/2	3/2	1	4	64	E4	4	117
85/2	3.0	9	8	0	0	3/2	1	2	3/4		1/2	3/2		4	64	E4	4	119
87/2	2.0	9	8	1/4	1/4	3/2	2	2	1/2		1/2	1	1	4	40	E2	2	124
89/2	1.0	9	8	1/2	1/2	3/2	2	1	1/4		1/4	1		5	47	B2	2	122
91/2	2.0	9	8	3/4	3/4	3/2	2	2	1/2		1/2	1	-1	4	40	E2	2	125
91/2	2.0	9	8	3/4	3/4	3/2	2	1	1/2		1/2	1		4	52	E3	3	123
91/2	2.0	9	8	3/4	3/4	3/2	1	2	1/2		1/2	1		8	56	G#3	3	120
91/2	2.0	9	8	3/4	3/4	3/2	1	2	1/2		1/2	1		5	59	B3	3	120
91/2	2.0	9	8	3/4	3/4	3/2	1	1	1/2		1/2	1	-1	4	64	E4	4	118
48	0.5	10	8	0	11/8	3/2	1	1	1/8		1/8	1		5	71	B4	4	126
97/2	1.0	11	9	0	0	3/2	2	1	1/4		1/4	1	1	4	40	E2	2	137
97/2	3.0	11	9	0	0	3/2	1	1	3/4		1/2	3/2		5	71	B4	4	127
49	0.5	11	9	1/8	1/8	3/2	1	2	1/8		1/8	1	1	8	68	G#4	4	131
99/2	0.25	11	9	1/4	1/4	3/2	2	1	1/16		1/16	1	-1	4	40	E2	2	138
99/2	2.0	11	9	1/4	1/4	3/2	1	3	1/2		1/2	1		4	64	E4	4	136
99/2	2.0	11	9	1/4	1/4	3/2	1	2	1/2		1/2	1	-1	8	68	G#4	4	132
199/4	0.25	11	9	5/16	5/16	3/2	2	1	1/16		1/16	1		5	47	B2	2	139
50	0.25	11	9	3/8	3/8	3/2	2	1	1/16		1/16	1		7	49	C#3	3	140
201/4	0.25	11	9	7/16	7/16	3/2	2	1	1/16		1/16	1		2	50	D3	3	141
101/2	0.5	11	9	1/2	1/2	3/2	2	1	1/8		1/8	1		7	49	C#3	3	142
51	0.25	11	9	5/8	5/8	3/2	2	1	1/16		1/16	1		2	50	D3	3	143
205/4	0.25	11	9	11/16	11/16	3/2	2	1	1/16		1/16	1		4	52	E3	3	144
103/2	1.0	11	9	3/4	3/4	3/2	2	1	1/4		1/4	1		2	50	D3	3	145
103/2	1.0	11	9	3/4	3/4	3/2	1	2	1/4		1/4	1		4	64	E4	4	133
103/2	1.0	11	9	3/4	3/4	3/2	1	1	1/4		1/4	1		8	68	G#4	4	128
105/2	1.0	11	9	1	1	3/2	2	1	1/4		1/4	1		7	49	C#3	3	146
105/2	1.5	11	9	1	1	3/2	1	2	3/8		1/4	3/2		6	66	F#4	4	134
105/2	1.5	11	9	1	1	3/2	1	1	3/8		1/4	3/2		3	69	A4	4	129
107/2	1.0	11	9	5/4	5/4	3/2	2	1	1/4		1/4	1		5	47	B2	2	147
54	0.5	11	9	11/8	11/8	3/2	1	2	1/8		1/8	1		8	68	G#4	4	135
54	0.5	11	9	11/8	11/8	3/2	1	1	1/8		1/8	1		5	71	B4	4	130
109/2	1.0	12	10	0	0	3/2	2	1	1/4		1/4	1		3	45	A2	2	161
109/2	1.5	12	10	0	0	3/2	1	2	3/8		1/4	3/2		3	69	A4	4	155
109/2	1.5	12	10	0	0	3/2	1	1	3/8		1/4	3/2		7	73	C#5	5	148
111/2	1.0	12	10	1/4	1/4	3/2	2	1	1/4		1/4	1		7	49	C#3	3	162
56	0.5	12	10	3/8	3/8	3/2	1	1	1/8		1/8	1		3	69	A4	4	149
56	0.5	12	10	3/8	3/8	3/2	1	2	1/8		1/8	1	1	3	69	A4	4	156
113/2	1.0	12	10	1/2	1/2	3/2	2	1	1/4		1/4	1		2	50	D3	3	163
113/2	1.0	12	10	1/2	1/2	3/2	1	2	1/4		1/4	1	-1	3	69	A4	4	157
113/2	1.5	12	10	1/2	1/2	3/2	1	1	3/8		1/4	3/2		6	78	F#5	5	150
115/2	1.0	12	10	3/4	3/4	3/2	2	1	1/4		1/4	1		1	55	G3	3	164
115/2	1.0	12	10	3/4	3/4	3/2	1	2	1/4		1/4	1	1	5	71	B4	4	158
58	0.5	12	10	7/8	7/8	3/2	1	1	1/8		1/8	1		1	79	G5	5	151
117/2	1.0	12	10	1	1	3/2	2	1	1/4		1/4	1		7	49	C#3	3	165
117/2	1.0	12	10	1	1	3/2	1	2	1/4		1/4	1	-1	5	71	B4	4	159
117/2	1.5	12	10	1	1	3/2	1	1	3/8		1/4	3/2		4	76	E5	5	152
119/2	1.0	12	10	5/4	5/4	3/2	2	1	1/4		1/4	1		6	54	F#3	3	166
119/2	1.0	12	10	5/4	5/4	3/2	1	2	1/4		1/4	1		10	70	A#4	4	160
60	0.25	12	10	11/8	11/8	3/2	1	1	1/16		1/16	1		2	74	D5	5	153
241/4	0.25	12	10	23/16	23/16	3/2	1	1	1/16		1/16	1		7	73	C#5	5	154
121/2	1.5	13	11	0	0	3/2	2	1	3/8		1/4	3/2		5	47	B2	2	175
121/2	3.0	13	11	0	0	3/2	1	2	3/4		1/2	3/2		5	71	B4	4	171
121/2	3.0	13	11	0	0	3/2	1	1	3/4		1/2	3/2		2	74	D5	5	167
62	0.25	13	11	3/8	3/8	3/2	2	1	1/16		1/16	1		7	49	C#3	3	176
249/4	0.25	13	11	7/16	7/16	3/2	2	1	1/16		1/16	1		2	50	D3	3	177
125/2	0.5	13	11	1/2	1/2	3/2	2	1	1/8		1/8	1		7	49	C#3	3	178
63	0.25	13	11	5/8	5/8	3/2	2	1	1/16		1/16	1		2	50	D3	3	179
253/4	0.25	13	11	11/16	11/16	3/2	2	1	1/16		1/16	1		4	52	E3	3	180
127/2	1.0	13	11	3/4	3/4	3/2	2	1	1/4		1/4	1		2	50	D3	3	181
127/2	1.0	13	11	3/4	3/4	3/2	1	2	1/4		1/4	1		5	71	B4	4	172
127/2	1.0	13	11	3/4	3/4	3/2	1	3	1/4		1/4	1		6	78	F#5	5	174
127/2	1.0	13	11	3/4	3/4	3/2	1	1	1/4		1/4	1		5	83	B5	5	168
129/2	0.5	13	11	1	1	3/2	2	1	1/8		1/8	1		4	52	E3	3	182
129/2	2.0	13	11	1	1	3/2	1	2	1/2		1/2	1		6	78	F#5	5	173
129/2	1.5	13	11	1	1	3/2	1	1	3/8		1/4	3/2		3	81	A5	5	169
65	0.5	13	11	9/8	9/8	3/2	2	1	1/8		1/8	1		9	51	D#3	3	183
131/2	0.5	13	11	5/4	5/4	3/2	2	1	1/8		1/8	1		7	49	C#3	3	184
66	0.5	13	11	11/8	11/8	3/2	2	1	1/8		1/8	1		5	47	B2	2	185
66	0.5	13	11	11/8	11/8	3/2	1	1	1/8		1/8	1		5	83	B5	5	170
133/2	1.0	14	12	0	0	3/2	2	1	1/4		1/4	1		4	52	E3	3	197
133/2	2.0	14	12	0	0	3/2	1	2	1/2		1/2	1		4	76	E5	5	193
133/2	1.5	14	12	0	0	3/2	1	1	3/8		1/4	3/2		1	79	G5	5	186
135/2	1.0	14	12	1/4	1/4	3/2	2	1	1/4		1/4	1		6	54	F#3	3	198
68	0.5	14	12	3/8	3/8	3/2	1	1	1/8		1/8	1		6	78	F#5	5	187
137/2	1.0	14	12	1/2	1/2	3/2	2	1	1/4		1/4	1		1	55	G3	3	199
137/2	0.5	14	12	1/2	1/2	3/2	1	1	1/8		1/8	1		4	76	E5	5	188
69	0.5	14	12	5/8	5/8	3/2	1	1	1/8		1/8	1		1	79	G5	5	189
139/2	1.0	14	12	3/4	3/4	3/2	2	1	1/4		1/4	1		6	54	F#3	3	200
139/2	1.0	14	12	3/4	3/4	3/2	1	2	1/4		1/4	1		2	62	D4	4	194
139/2	1.0	14	12	3/4	3/4	3/2	1	2	1/4		1/4	1		1	67	G4	4	194
139/2	1.0	14	12	3/4	3/4	3/2	1	1	1/4		1/4	1		5	71	B4	4	190
141/2	1.0	14	12	1	1	3/2	2	1	1/4		1/4	1		4	52	E3	3	201
141/2	1.0	14	12	1	1	3/2	1	2	1/4		1/4	1		4	64	E4	4	195
141/2	1.0	14	12	1	1	3/2	1	2	1/4		1/4	1		1	67	G4	4	195
141/2	1.0	14	12	1	1	3/2	1	2	1/4		1/4	1		3	69	A4	4	195
141/2	1.5	14	12	1	1	3/2	1	1	3/8		1/4	3/2		7	73	C#5	5	191
143/2	1.0	14	12	5/4	5/4	3/2	2	1	1/4		1/4	1		2	50	D3	3	202
143/2	1.0	14	12	5/4	5/4	3/2	1	2	1/4		1/4	1		6	66	F#4	4	196
72	0.5	14	12	11/8	11/8	3/2	1	1	1/8		1/8	1		2	74	D5	5	192
145/2	1.0	15	13	0	0	3/2	2	1	1/4		1/4	1		3	57	A3	3	211
145/2	3.0	15	13	0	0	3/2	1	2	3/4		1/2	3/2		4	64	E4	4	210
145/2	1.5	15	13	0	0	3/2	1	1	3/8		1/4	3/2		7	73	C#5	5	203
147/2	1.0	15	13	1/4	1/4	3/2	2	1	1/4		1/4	1		5	59	B3	3	212
74	0.5	15	13	3/8	3/8	3/2	1	1	1/8		1/8	1		5	71	B4	4	204
149/2	1.0	15	13	1/2	1/2	3/2	2	1	1/4		1/4	1		7	61	C#4	4	213
149/2	0.5	15	13	1/2	1/2	3/2	1	1	1/8		1/8	1		3	69	A4	4	205
75	0.5	15	13	5/8	5/8	3/2	1	1	1/8		1/8	1		4	76	E5	5	206
151/2	1.0	15	13	3/4	3/4	3/2	2	2	1/4		1/4	1		3	57	A3	3	217
151/2	1.0	15	13	3/4	3/4	3/2	2	1	1/4		1/4	1		7	61	C#4	4	214
151/2	1.0	15	13	3/4	3/4	3/2	1	1	1/4		1/4	1		3	81	A5	5	207
153/2	1.0	15	13	1	1	3/2	2	2	1/4		1/4	1		5	59	B3	3	218
153/2	1.0	15	13	1	1	3/2	2	1	1/4		1/4	1		2	62	D4	4	215
153/2	1.5	15	13	1	1	3/2	1	1	3/8		1/4	3/2		1	79	G5	5	208
155/2	1.0	15	13	5/4	5/4	3/2	2	2	1/4		1/4	1		7	61	C#4	4	219
155/2	1.0	15	13	5/4	5/4	3/2	2	1	1/4		1/4	1		4	64	E4	4	216
78	0.5	15	13	11/8	11/8	3/2	1	1	1/8		1/8	1		3	81	A5	5	209
157/2	1.0	16	14	0	0	3/2	2	2	1/4		1/4	1		2	62	D4	4	230
157/2	3.0	16	14	0	0	3/2	2	1	3/4		1/2	3/2		2	62	D4	4	228
157/2	1.5	16	14	0	0	3/2	1	1	3/8		1/4	3/2		6	78	F#5	5	220
159/2	0.5	16	14	1/4	1/4	3/2	2	2	1/8		1/8	1		2	50	D3	3	231
80	0.5	16	14	3/8	3/8	3/2	2	2	1/8		1/8	1		4	52	E3	3	232
80	0.5	16	14	3/8	3/8	3/2	1	1	1/8		1/8	1		4	76	E5	5	221
161/2	1.0	16	14	1/2	1/2	3/2	2	2	1/4		1/4	1		6	54	F#3	3	233
161/2	0.5	16	14	1/2	1/2	3/2	1	1	1/8		1/8	1		2	74	D5	5	222
81	0.5	16	14	5/8	5/8	3/2	1	1	1/8		1/8	1		7	73	C#5	5	223
163/2	1.0	16	14	3/4	3/4	3/2	2	2	1/4		1/4	1		1	55	G3	3	234
163/2	0.5	16	14	3/4	3/4	3/2	1	1	1/8		1/8	1		5	71	B4	4	224
82	0.5	16	14	7/8	7/8	3/2	1	1	1/8		1/8	1		4	76	E5	5	225
165/2	1.0	16	14	1	1	3/2	2	2	1/4		1/4	1		3	57	A3	3	235
165/2	2.0	16	14	1	1	3/2	2	1	1/2		1/2	1		3	57	A3	3	229
165/2	1.5	16	14	1	1	3/2	1	1	3/8		1/4	3/2		7	73	C#5	5	226
167/2	1.0	16	14	5/4	5/4	3/2	2	2	1/4		1/4	1		3	45	A2	2	236
84	0.5	16	14	11/8	11/8	3/2	1	1	1/8		1/8	1		2	74	D5	5	227
169/2	1.5	17	15	0	0	3/2	2	1	3/8		1/4	3/2		2	50	D3	3	247
169/2	3.0	17	15	0	0	3/2	1	1	3/4		1/2	3/2		2	74	D5	5	237
85	0.5	17	15	1/8	1/8	3/2	1	2	1/8		1/8	1	1	3	69	A4	4	241
171/2	2.0	17	15	1/4	1/4	3/2	1	3	1/2		1/2	1		6	66	F#4	4	246
171/2	2.0	17	15	1/4	1/4	3/2	1	2	1/2		1/2	1	-1	3	69	A4	4	242
86	0.25	17	15	3/8	3/8	3/2	2	1	1/16		1/16	1		4	52	E3	3	248
345/4	0.25	17	15	7/16	7/16	3/2	2	1	1/16		1/16	1		6	54	F#3	3	249
173/2	0.5	17	15	1/2	1/2	3/2	2	1	1/8		1/8	1		4	52	E3	3	250
87	0.25	17	15	5/8	5/8	3/2	2	1	1/16		1/16	1		6	54	F#3	3	251
349/4	0.25	17	15	11/16	11/16	3/2	2	1	1/16		1/16	1		1	55	G3	3	252
175/2	1.0	17	15	3/4	3/4	3/2	2	1	1/4		1/4	1		10	46	A#2	2	253
175/2	1.0	17	15	3/4	3/4	3/2	1	2	1/4		1/4	1		7	73	C#5	5	243
175/2	1.0	17	15	3/4	3/4	3/2	1	1	1/4		1/4	1		6	78	F#5	5	238
177/2	1.0	17	15	1	1	3/2	2	1	1/4		1/4	1		5	47	B2	2	254
177/2	1.0	17	15	1	1	3/2	1	2	1/4		1/4	1		2	74	D5	5	244
177/2	1.5	17	15	1	1	3/2	1	1	3/8		1/4	3/2		1	79	G5	5	239
179/2	1.0	17	15	5/4	5/4	3/2	2	1	1/4		1/4	1		3	45	A2	2	255
179/2	1.0	17	15	5/4	5/4	3/2	1	2	1/4		1/4	1		7	73	C#5	5	245
90	0.5	17	15	11/8	11/8	3/2	1	1	1/8		1/8	1		6	78	F#5	5	240
181/2	1.0	18	16	0	0	3/2	2	1	1/4		1/4	1		1	43	G2	2	268
181/2	1.0	18	16	0	0	3/2	1	2	1/4		1/4	1		5	71	B4	4	263
181/2	1.5	18	16	0	0	3/2	1	1	3/8		1/4	3/2		4	76	E5	5	256
183/2	1.0	18	16	1/4	1/4	3/2	2	1	1/4		1/4	1		6	42	F#2	2	269
183/2	1.0	18	16	1/4	1/4	3/2	1	2	1/4		1/4	1		3	69	A4	4	264
92	0.5	18	16	3/8	3/8	3/2	1	1	1/8		1/8	1		2	74	D5	5	257
185/2	1.0	18	16	1/2	1/2	3/2	2	1	1/4		1/4	1		4	40	E2	2	270
185/2	2.0	18	16	1/2	1/2	3/2	1	2	1/2		1/2	1		1	67	G4	4	265
185/2	1.0	18	16	1/2	1/2	3/2	1	1	1/4		1/4	1		7	73	C#5	5	258
187/2	1.0	18	16	3/4	3/4	3/2	2	1	1/4		1/4	1		7	49	C#3	3	271
187/2	0.5	18	16	3/4	3/4	3/2	1	1	1/8		1/8	1		5	71	B4	4	259
94	0.5	18	16	7/8	7/8	3/2	1	1	1/8		1/8	1		10	70	A#4	4	260
189/2	1.0	18	16	1	1	3/2	2	1	1/4		1/4	1		2	50	D3	3	272
189/2	1.0	18	16	1	1	3/2	1	2	1/4		1/4	1		6	66	F#4	4	266
189/2	1.5	18	16	1	1	3/2	1	1	3/8		1/4	3/2		5	71	B4	4	261
191/2	1.0	18	16	5/4	5/4	3/2	2	1	1/4		1/4	1		4	52	E3	3	273
191/2	1.0	18	16	5/4	5/4	3/2	1	2	1/4		1/4	1		1	67	G4	4	267
96	0.5	18	16	11/8	11/8	3/2	1	1	1/8		1/8	1		7	73	C#5	5	262
193/2	1.0	19	17	0	0	3/2	2	1	1/4		1/4	1		6	54	F#3	3	282
193/2	3.0	19	17	0	0	3/2	1	2	3/4		1/2	3/2		7	61	C#4	4	281
193/2	1.5	19	17	0	0	3/2	1	1	3/8		1/4	3/2		10	70	A#4	4	274
195/2	1.0	19	17	1/4	1/4	3/2	2	1	1/4		1/4	1		8	56	G#3	3	283
98	0.5	19	17	3/8	3/8	3/2	1	1	1/8		1/8	1		8	68	G#4	4	275
197/2	1.0	19	17	1/2	1/2	3/2	2	1	1/4		1/4	1		10	58	A#3	3	284
197/2	0.5	19	17	1/2	1/2	3/2	1	1	1/8		1/8	1		6	66	F#4	4	276
99	0.5	19	17	5/8	5/8	3/2	1	1	1/8		1/8	1		7	73	C#5	5	277
199/2	1.0	19	17	3/4	3/4	3/2	2	2	1/4		1/4	1		6	54	F#3	3	288
