quarterbeats	duration_qb	mc	mn	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
93	0.5	26	24		0	0	2/2	2	1	1/8	1/8	1		3	57	A3	3	297
93	1.0	26	24		0	0	2/2	1	1	1/4	1/4	1		0	72	C5	5	291
187/2	0.5	26	24		1/8	1/8	2/2	2	1	1/8	1/8	1		4	52	E3	3	298
94	0.5	26	24		1/4	1/4	2/2	2	1	1/8	1/8	1		0	48	C3	3	299
94	0.5	26	24		1/4	1/4	2/2	1	1	1/8	1/8	1		3	69	A4	4	292
189/2	0.5	26	24		3/8	3/8	2/2	2	1	1/8	1/8	1		4	52	E3	3	300
189/2	0.5	26	24		3/8	3/8	2/2	1	1	1/8	1/8	1		0	72	C5	5	293
95	0.5	26	24		1/2	1/2	2/2	2	1	1/8	1/8	1		3	45	A2	2	301
95	1.0	26	24		1/2	1/2	2/2	1	1	1/4	1/4	1		6	78	F#5	5	294
191/2	0.5	26	24		5/8	5/8	2/2	2	1	1/8	1/8	1		0	48	C3	3	302
96	0.5	26	24		3/4	3/4	2/2	2	1	1/8	1/8	1		6	54	F#3	3	303
96	0.5	26	24		3/4	3/4	2/2	1	1	1/8	1/8	1		3	81	A5	5	295
193/2	0.5	26	24		7/8	7/8	2/2	2	1	1/8	1/8	1		3	57	A3	3	304
193/2	0.5	26	24		7/8	7/8	2/2	1	1	1/8	1/8	1		0	72	C5	5	296
97	0.5	27	25		0	0	2/2	2	1	1/8	1/8	1		5	59	B3	3	311
97	1.0	27	25		0	0	2/2	1	1	1/4	1/4	1		2	74	D5	5	305
195/2	0.5	27	25		1/8	1/8	2/2	2	1	1/8	1/8	1		1	55	G3	3	312
98	0.5	27	25		1/4	1/4	2/2	2	1	1/8	1/8	1		2	50	D3	3	313
98	0.5	27	25		1/4	1/4	2/2	1	1	1/8	1/8	1		5	71	B4	4	306
197/2	0.5	27	25		3/8	3/8	2/2	2	1	1/8	1/8	1		1	55	G3	3	314
197/2	0.5	27	25		3/8	3/8	2/2	1	1	1/8	1/8	1		2	74	D5	5	307
99	0.5	27	25		1/2	1/2	2/2	2	1	1/8	1/8	1		5	47	B2	2	315
99	1.0	27	25		1/2	1/2	2/2	1	1	1/4	1/4	1		1	79	G5	5	308
199/2	0.5	27	25		5/8	5/8	2/2	2	1	1/8	1/8	1		2	50	D3	3	316
100	0.5	27	25		3/4	3/4	2/2	2	1	1/8	1/8	1		1	55	G3	3	317
100	0.5	27	25		3/4	3/4	2/2	1	1	1/8	1/8	1		5	83	B5	5	309
201/2	0.5	27	25		7/8	7/8	2/2	2	1	1/8	1/8	1		5	59	B3	3	318
201/2	0.5	27	25		7/8	7/8	2/2	1	1	1/8	1/8	1		1	79	G5	5	310
101	0.5	28	26		0	0	2/2	2	1	1/8	1/8	1		2	62	D4	4	326
101	0.5	28	26		0	0	2/2	1	1	1/8	1/8	1		3	81	A5	5	319
203/2	0.5	28	26		1/8	1/8	2/2	2	1	1/8	1/8	1		4	64	E4	4	327
203/2	0.5	28	26		1/8	1/8	2/2	1	1	1/8	1/8	1		1	79	G5	5	320
102	0.5	28	26		1/4	1/4	2/2	2	1	1/8	1/8	1		2	62	D4	4	328
102	0.5	28	26		1/4	1/4	2/2	1	1	1/8	1/8	1		6	78	F#5	5	321
205/2	0.5	28	26		3/8	3/8	2/2	2	1	1/8	1/8	1		0	60	C4	4	329
205/2	0.5	28	26		3/8	3/8	2/2	1	1	1/8	1/8	1		4	76	E5	5	322
103	0.5	28	26		1/2	1/2	2/2	2	1	1/8	1/8	1		5	59	B3	3	330
103	1.0	28	26		1/2	1/2	2/2	1	1	1/4	1/4	1		2	74	D5	5	323
207/2	0.5	28	26		5/8	5/8	2/2	2	1	1/8	1/8	1		2	62	D4	4	331
104	0.5	28	26		3/4	3/4	2/2	2	1	1/8	1/8	1		5	59	B3	3	332
104	0.5	28	26		3/4	3/4	2/2	1	1	1/8	1/8	1		1	79	G5	5	324
209/2	0.5	28	26		7/8	7/8	2/2	2	1	1/8	1/8	1		1	55	G3	3	333
209/2	0.5	28	26		7/8	7/8	2/2	1	1	1/8	1/8	1		2	74	D5	5	325
105	0.5	29	27		0	0	2/2	2	1	1/8	1/8	1		0	48	C3	3	340
105	1.0	29	27		0	0	2/2	1	1	1/4	1/4	1		4	76	E5	5	334
211/2	0.5	29	27		1/8	1/8	2/2	2	1	1/8	1/8	1		4	52	E3	3	341
106	0.5	29	27		1/4	1/4	2/2	2	1	1/8	1/8	1		6	54	F#3	3	342
106	0.5	29	27		1/4	1/4	2/2	1	1	1/8	1/8	1		3	69	A4	4	335
213/2	0.5	29	27		3/8	3/8	2/2	2	1	1/8	1/8	1		3	57	A3	3	343
213/2	0.5	29	27		3/8	3/8	2/2	1	1	1/8	1/8	1		0	72	C5	5	336
107	0.5	29	27		1/2	1/2	2/2	2	1	1/8	1/8	1		5	47	B2	2	344
107	1.0	29	27		1/2	1/2	2/2	1	1	1/4	1/4	1		2	74	D5	5	337
215/2	0.5	29	27		5/8	5/8	2/2	2	1	1/8	1/8	1		2	50	D3	3	345
108	1.0	29	27		3/4	3/4	2/2	2	1	1/4	1/4	1		1	55	G3	3	346
108	0.5	29	27		3/4	3/4	2/2	1	1	1/8	1/8	1		4	64	E4	4	338
217/2	0.5	29	27		7/8	7/8	2/2	1	1	1/8	1/8	1		1	67	G4	4	339
109	0.5	30	28		0	0	2/2	2	1	1/8	1/8	1		3	45	A2	2	353
109	1.0	30	28		0	0	2/2	1	1	1/4	1/4	1		0	72	C5	5	347
219/2	0.5	30	28		1/8	1/8	2/2	2	1	1/8	1/8	1		0	48	C3	3	354
110	0.5	30	28		1/4	1/4	2/2	2	1	1/8	1/8	1		2	50	D3	3	355
110	0.5	30	28		1/4	1/4	2/2	1	1	1/8	1/8	1		6	66	F#4	4	348
221/2	0.5	30	28		3/8	3/8	2/2	2	1	1/8	1/8	1		6	54	F#3	3	356
221/2	0.5	30	28		3/8	3/8	2/2	1	1	1/8	1/8	1		3	69	A4	4	349
111	0.5	30	28		1/2	1/2	2/2	2	1	1/8	1/8	1		1	55	G3	3	357
111	1.0	30	28		1/2	1/2	2/2	1	1	1/4	1/4	1		5	71	B4	4	350
223/2	0.5	30	28		5/8	5/8	2/2	2	1	1/8	1/8	1		2	50	D3	3	358
112	0.5	30	28		3/4	3/4	2/2	2	1	1/8	1/8	1		5	47	B2	2	359
112	0.5	30	28		3/4	3/4	2/2	1	1	1/8	1/8	1		1	67	G4	4	351
225/2	0.5	30	28		7/8	7/8	2/2	2	1	1/8	1/8	1		2	50	D3	3	360
225/2	0.5	30	28		7/8	7/8	2/2	1	1	1/8	1/8	1		5	71	B4	4	352
113	0.5	31	29		0	0	2/2	2	1	1/8	1/8	1		1	55	G3	3	367
113	0.5	31	29		0	0	2/2	1	1	1/8	1/8	1		2	74	D5	5	361
227/2	0.5	31	29		1/8	1/8	2/2	2	1	1/8	1/8	1		2	50	D3	3	368
227/2	0.5	31	29		1/8	1/8	2/2	1	1	1/8	1/8	1		5	71	B4	4	362
114	0.5	31	29		1/4	1/4	2/2	2	1	1/8	1/8	1		5	47	B2	2	369
114	1.0	31	29		1/4	1/4	2/2	1	1	1/4	1/4	1		1	79	G5	5	363
229/2	0.5	31	29		3/8	3/8	2/2	2	1	1/8	1/8	1		1	43	G2	2	370
115	1.0	31	29		1/2	1/2	2/2	2	1	1/4	1/4	1		2	50	D3	3	371
115	1.0	31	29		1/2	1/2	2/2	1	1	1/4	1/4	1		5	71	B4	4	364
116	1.0	31	29		3/4	3/4	2/2	2	1	1/4	1/4	1		2	38	D2	2	372
116	0.5	31	29		3/4	3/4	2/2	1	1	1/8	1/8	1		3	69	A4	4	365
233/2	0.5	31	29		7/8	7/8	2/2	1	1	1/8	1/8	1		1	67	G4	4	366
	1.0	32	30	1	0	0	2/2	2	1	1/4	1/4	1		1	43	G2	2	374
	3.0	32	30	1	0	0	2/2	1	1	3/4	1/2	3/2		1	67	G4	4	373
	0.5	32	30	1	1/4	1/4	2/2	2	1	1/8	1/8	1		5	47	B2	2	375
	0.5	32	30	1	3/8	3/8	2/2	2	1	1/8	1/8	1		2	50	D3	3	376
	1.0	32	30	1	1/2	1/2	2/2	2	1	1/4	1/4	1		1	55	G3	3	377
117	3.0	33	30	2	0	0	2/2	2	1	3/4	1/2	3/2		1	43	G2	2	379
117	3.0	33	30	2	0	0	2/2	1	1	3/4	1/2	3/2		1	67	G4	4	378
