mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	0	0	15/16	4/4	1	1	1/16		1/16	1		2	74		0
2	1	0	0	4/4	1	2	1/4		1/4	1		2	62		8
2	1	0	0	4/4	1	2	1/4		1/4	1		-1	65		8
2	1	0	0	4/4	1	2	1/4		1/4	1		3	69		8
2	1	0	0	4/4	1	1	1/4		1/4	1	1	2	74		1
2	1	1/16	1/16	4/4	2	1	1/32		1/32	1		3	57		16
2	1	3/32	3/32	4/4	2	1	1/32		1/32	1		1	55		17
2	1	1/8	1/8	4/4	2	1	1/32		1/32	1		-1	53		18
2	1	5/32	5/32	4/4	2	1	1/32		1/32	1		1	55		19
2	1	3/16	3/16	4/4	2	1	1/16		1/16	1		3	57		20
2	1	1/4	1/4	4/4	2	1	3/16		1/8	3/2		2	50		21
2	1	1/4	1/4	4/4	2	2	1/4		1/4	1	1	2	50		30
2	1	1/4	1/4	4/4	1	1	1/16		1/16	1	-1	2	74		2
2	1	5/16	5/16	4/4	1	1	1/16		1/16	1		-1	77		3
2	1	3/8	3/8	4/4	1	1	1/16		1/16	1		4	76		4
2	1	7/16	7/16	4/4	2	1	1/16		1/16	1		-1	53		22
2	1	7/16	7/16	4/4	1	1	1/16		1/16	1		2	74		5
2	1	1/2	1/2	4/4	2	2	1/2		1/2	1	0	2	50		31
2	1	1/2	1/2	4/4	2	1	1/16		1/16	1		4	52		23
2	1	1/2	1/2	4/4	1	2	1/16		1/16	1		7	73		9
2	1	9/16	9/16	4/4	2	1	1/16		1/16	1		-1	53		24
2	1	9/16	9/16	4/4	1	2	1/16		1/16	1		2	74		10
2	1	5/8	5/8	4/4	2	1	1/8		1/8	1	1	1	55		25
2	1	5/8	5/8	4/4	1	2	1/16		1/16	1		4	76		11
2	1	11/16	11/16	4/4	1	2	1/16		1/16	1	1	3	69		12
2	1	3/4	3/4	4/4	2	1	1/16		1/16	1	-1	1	55		26
2	1	3/4	3/4	4/4	1	2	3/16		1/8	3/2	-1	3	69		13
2	1	3/4	3/4	4/4	1	1	3/16		1/8	3/2		0	72		6
2	1	13/16	13/16	4/4	2	1	1/16		1/16	1		-2	58		27
2	1	7/8	7/8	4/4	2	1	1/16		1/16	1		3	57		28
2	1	15/16	15/16	4/4	1	2	0	grace16	1/16	1		0	72		14
2	1	15/16	15/16	4/4	2	1	1/16		1/16	1		1	55		29
2	1	15/16	15/16	4/4	1	1	1/16		1/16	1		0	72		7
2	1	15/16	15/16	4/4	1	2	1/16		1/16	1	1	0	72		15
3	2	0	0	4/4	2	2	1		1	1	0	2	50		60
3	2	0	0	4/4	2	1	1/16		1/16	1		6	54		46
3	2	0	0	4/4	1	2	1/8		1/8	1	-1	0	72		43
3	2	0	0	4/4	1	1	3/16		1/8	3/2		3	81		32
3	2	1/16	1/16	4/4	2	1	1/16		1/16	1		1	55		47
3	2	1/8	1/8	4/4	2	1	1/8		1/8	1	1	3	57		48
3	2	3/16	3/16	4/4	1	1	1/16		1/16	1		-3	75		33
3	2	1/4	1/4	4/4	2	1	1/16		1/16	1	-1	3	57		49
3	2	1/4	1/4	4/4	1	1	1/16		1/16	1		2	74		34
3	2	5/16	5/16	4/4	2	1	1/16		1/16	1		3	57		50
3	2	5/16	5/16	4/4	1	1	1/16		1/16	1		0	72		35
3	2	3/8	3/8	4/4	2	1	1/16		1/16	1		1	55		51
3	2	3/8	3/8	4/4	1	1	1/16		1/16	1		-2	70		36
3	2	7/16	7/16	4/4	2	1	1/16		1/16	1		6	54		52
3	2	7/16	7/16	4/4	1	1	1/16		1/16	1		3	69		37
3	2	1/2	1/2	4/4	2	1	1/16		1/16	1		1	55		53
3	2	1/2	1/2	4/4	1	1	1/8		1/8	1		-2	70		38
3	2	9/16	9/16	4/4	2	1	1/16		1/16	1		3	57		54
3	2	5/8	5/8	4/4	2	1	1/8		1/8	1	1	-2	58		55
3	2	5/8	5/8	4/4	1	1	1/16		1/16	1		3	69		39
3	2	11/16	11/16	4/4	1	1	1/16		1/16	1		1	67		40
3	2	3/4	3/4	4/4	2	1	1/16		1/16	1	-1	-2	58		56
3	2	3/4	3/4	4/4	1	2	1/4		1/4	1	1	1	67		44
3	2	3/4	3/4	4/4	1	3	1/4		1/4	1		-2	70		45
3	2	3/4	3/4	4/4	1	3	1/4		1/4	1		2	74		45
3	2	3/4	3/4	4/4	1	1	3/16		1/8	3/2		1	79		41
3	2	13/16	13/16	4/4	2	1	1/16		1/16	1		3	57		57
3	2	7/8	7/8	4/4	2	1	1/16		1/16	1		1	55		58
3	2	15/16	15/16	4/4	2	1	1/16		1/16	1		-1	53		59
3	2	15/16	15/16	4/4	1	1	1/16		1/16	1		1	79		42
4	3	0	0	4/4	2	2	1/2		1/2	1	-1	2	50		83
4	3	0	0	4/4	2	1	1/16		1/16	1		4	52		77
4	3	0	0	4/4	1	2	1/4		1/4	1	-1	1	67		76
4	3	0	0	4/4	1	1	3/16		1/8	3/2		7	73		61
4	3	1/16	1/16	4/4	2	1	1/16		1/16	1		-1	53		78
4	3	1/8	1/8	4/4	2	1	1/16		1/16	1		1	55		79
4	3	3/16	3/16	4/4	2	1	1/16		1/16	1		-2	58		80
4	3	3/16	3/16	4/4	1	1	1/32		1/32	1		2	74		62
4	3	7/32	7/32	4/4	1	1	1/32		1/32	1		4	76		63
4	3	1/4	1/4	4/4	2	1	3/16		1/8	3/2		7	61		81
4	3	1/4	1/4	4/4	1	1	1/16		1/16	1		1	67		64
4	3	5/16	5/16	4/4	1	1	1/16		1/16	1		-2	70		65
4	3	3/8	3/8	4/4	1	1	1/16		1/16	1		3	69		66
4	3	7/16	7/16	4/4	2	1	1/16		1/16	1		7	61		82
4	3	7/16	7/16	4/4	1	1	1/16		1/16	1		1	67		67
4	3	1/2	1/2	4/4	2	2	3/16		1/8	3/2		2	62		84
4	3	1/2	1/2	4/4	1	1	1/16		1/16	1		-1	65		68
4	3	9/16	9/16	4/4	1	1	1/32		1/32	1		3	69		69
4	3	19/32	19/32	4/4	1	1	1/32		1/32	1		1	67		70
4	3	5/8	5/8	4/4	1	1	1/32		1/32	1		-1	65		71
4	3	21/32	21/32	4/4	1	1	1/32		1/32	1		1	67		72
4	3	11/16	11/16	4/4	2	2	1/16		1/16	1		0	60		85
4	3	11/16	11/16	4/4	1	1	1/16		1/16	1		3	69		73
4	3	3/4	3/4	4/4	2	2	1/16		1/16	1		-2	58		86
4	3	3/4	3/4	4/4	1	1	3/16		1/8	3/2		2	62		74
4	3	13/16	13/16	4/4	2	2	1/16		1/16	1		3	57		87
4	3	7/8	7/8	4/4	2	2	1/16		1/16	1		1	55		88
4	3	15/16	15/16	4/4	2	2	1/16		1/16	1		-1	53		89
4	3	15/16	15/16	4/4	1	1	1/16		1/16	1		-2	70		75
5	4	0	0	4/4	2	2	1/16		1/16	1		4	52		110
