mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	1	0	0	3/4	2	3	3/4		1/2	3/2	1	1	43		12
1	1	0	0	3/4	2	2	1/4		1/4	1		2	50		10
1	1	0	0	3/4	2	1	1/4		1/4	1		1	55		9
1	1	0	0	3/4	1	2	1/8		1/8	1		2	62		5
1	1	0	0	3/4	1	3	1/4		1/4	1		1	67		8
1	1	0	0	3/4	1	1	1/8		1/8	1		-2	70		0
1	1	1/8	1/8	3/4	1	2	1/8		1/8	1		0	60		6
1	1	1/8	1/8	3/4	1	1	1/8		1/8	1		3	69		1
1	1	1/4	1/4	3/4	2	2	1/2		1/2	1	1	-3	51		11
1	1	1/4	1/4	3/4	1	2	1/2		1/2	1	1	0	60		7
1	1	1/4	1/4	3/4	1	1	3/8		1/4	3/2		3	69		2
1	1	5/8	5/8	3/4	1	1	1/16		1/16	1		0	72		3
1	1	11/16	11/16	3/4	1	1	1/16		1/16	1		-2	70		4
2	2	0	0	3/4	2	3	3/4		1/2	3/2	0	1	43		22
2	2	0	0	3/4	2	2	3/4		1/2	3/2	0	-3	51		21
2	2	0	0	3/4	1	2	1/4		1/4	1	-1	0	60		18
2	2	0	0	3/4	1	1	1/8		1/8	1		0	72		13
2	2	1/8	1/8	3/4	1	1	1/8		1/8	1		3	69		14
2	2	1/4	1/4	3/4	2	1	1/2		1/2	1	1	3	57		20
2	2	1/4	1/4	3/4	1	2	1/2		1/2	1	1	0	60		19
2	2	1/4	1/4	3/4	1	1	3/8		1/4	3/2		6	66		15
2	2	5/8	5/8	3/4	1	1	1/16		1/16	1		3	69		16
2	2	11/16	11/16	3/4	1	1	1/16		1/16	1		1	67		17
3	3	0	0	3/4	2	3	3/4		1/2	3/2	0	1	43		34
3	3	0	0	3/4	2	2	1/4		1/4	1	-1	-3	51		32
3	3	0	0	3/4	2	1	1/4		1/4	1	-1	3	57		30
