quarterbeats	duration_qb	mc	mn	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
11	0.5	4	3		1/4	1/4	2/2	1	1	1/8	1/8	1		-3	63	Eb4	4	31
23/2	0.5	4	3		3/8	3/8	2/2	2	1	1/8	1/8	1		1	55	G3	3	38
23/2	0.5	4	3		3/8	3/8	2/2	1	1	1/8	1/8	1		-2	70	Bb4	4	32
12	1.0	4	3		1/2	1/2	2/2	2	1	1/4	1/4	1		-4	56	Ab3	3	39
12	0.5	4	3		1/2	1/2	2/2	1	1	1/8	1/8	1		0	72	C5	5	33
25/2	0.5	4	3		5/8	5/8	2/2	1	1	1/8	1/8	1		1	67	G4	4	34
13	1.0	4	3		3/4	3/4	2/2	2	1	1/4	1/4	1		-1	53	F3	3	40
13	0.5	4	3		3/4	3/4	2/2	1	1	1/8	1/8	1		-4	68	Ab4	4	35
27/2	0.5	4	3		7/8	7/8	2/2	1	1	1/8	1/8	1		-1	77	F5	5	36
14	0.5	5	4		0	0	2/2	2	1	1/8	1/8	1		-2	58	Bb3	3	50
14	0.5	5	4		0	0	2/2	1	1	1/8	1/8	1		-3	75	Eb5	5	41
29/2	0.5	5	4		1/8	1/8	2/2	2	1	1/8	1/8	1		-4	56	Ab3	3	51
29/2	0.5	5	4		1/8	1/8	2/2	1	1	1/8	1/8	1	1	2	74	D5	5	42
15	0.5	5	4		1/4	1/4	2/2	2	1	1/8	1/8	1		1	55	G3	3	52
15	0.25	5	4		1/4	1/4	2/2	1	1	1/16	1/16	1	-1	2	74	D5	5	43
61/4	0.25	5	4		5/16	5/16	2/2	1	1	1/16	1/16	1		0	72	C5	5	44
31/2	0.5	5	4		3/8	3/8	2/2	2	1	1/8	1/8	1		-1	53	F3	3	53
31/2	0.5	5	4		3/8	3/8	2/2	1	1	1/8	1/8	1		-2	70	Bb4	4	45
16	1.0	5	4		1/2	1/2	2/2	2	1	1/4	1/4	1		-3	51	Eb3	3	54
16	0.5	5	4		1/2	1/2	2/2	1	1	1/8	1/8	1		-3	75	Eb5	5	46
33/2	0.5	5	4		5/8	5/8	2/2	1	1	1/8	1/8	1		-2	70	Bb4	4	47
17	0.5	5	4		3/4	3/4	2/2	1	1	1/8	1/8	1		0	72	C5	5	48
35/2	0.5	5	4		7/8	7/8	2/2	1	1	1/8	1/8	1		-4	68	Ab4	4	49
18	0.5	6	5		0	0	2/2	2	1	1/8	1/8	1		-3	63	Eb4	4	61
18	1.5	6	5		0	0	2/2	1	1	3/8	1/4	3/2		1	67	G4	4	55
37/2	0.5	6	5		1/8	1/8	2/2	2	1	1/8	1/8	1		-2	58	Bb3	3	62
19	0.5	6	5		1/4	1/4	2/2	2	1	1/8	1/8	1		0	60	C4	4	63
39/2	0.5	6	5		3/8	3/8	2/2	2	1	1/8	1/8	1		-4	56	Ab3	3	64
39/2	0.5	6	5		3/8	3/8	2/2	1	1	1/8	1/8	1		-4	68	Ab4	4	56
20	1.5	6	5		1/2	1/2	2/2	2	1	3/8	1/4	3/2		1	55	G3	3	65
20	0.5	6	5		1/2	1/2	2/2	1	1	1/8	1/8	1		-2	70	Bb4	4	57
41/2	0.5	6	5		5/8	5/8	2/2	1	1	1/8	1/8	1		-1	65	F4	4	58
21	0.5	6	5		3/4	3/4	2/2	1	1	1/8	1/8	1		1	67	G4	4	59
43/2	0.5	6	5		7/8	7/8	2/2	2	1	1/8	1/8	1		3	57	A3	3	66
43/2	0.5	6	5		7/8	7/8	2/2	1	1	1/8	1/8	1		-3	75	Eb5	5	60
22	0.5	7	6		0	0	2/2	2	1	1/8	1/8	1		-2	58	Bb3	3	73
22	1.5	7	6		0	0	2/2	1	1	3/8	1/4	3/2		2	74	D5	5	67
45/2	0.5	7	6		1/8	1/8	2/2	2	1	1/8	1/8	1		-1	53	F3	3	74
23	0.5	7	6		1/4	1/4	2/2	2	1	1/8	1/8	1		1	55	G3	3	75
47/2	0.5	7	6		3/8	3/8	2/2	2	1	1/8	1/8	1		-3	51	Eb3	3	76
47/2	0.5	7	6		3/8	3/8	2/2	1	1	1/8	1/8	1		-3	75	Eb5	5	68
24	1.0	7	6		1/2	1/2	2/2	2	1	1/4	1/4	1		2	50	D3	3	77
24	0.5	7	6		1/2	1/2	2/2	1	1	1/8	1/8	1		-1	77	F5	5	69
49/2	0.5	7	6		5/8	5/8	2/2	1	1	1/8	1/8	1		0	72	C5	5	70
25	1.0	7	6		3/4	3/4	2/2	2	1	1/4	1/4	1		-2	46	Bb2	2	78
25	0.5	7	6		3/4	3/4	2/2	1	1	1/8	1/8	1		2	74	D5	5	71
51/2	0.5	7	6		7/8	7/8	2/2	1	1	1/8	1/8	1		-2	70	Bb4	4	72
26	1.0	8	7		0	0	2/2	2	1	1/4	1/4	1		-3	51	Eb3	3	87
26	0.5	8	7		0	0	2/2	1	1	1/8	1/8	1		3	69	A4	4	79
53/2	0.5	8	7		1/8	1/8	2/2	1	1	1/8	1/8	1		1	79	G5	5	80
27	0.5	8	7		1/4	1/4	2/2	2	1	1/8	1/8	1		2	50	D3	3	88
27	0.5	8	7		1/4	1/4	2/2	1	1	1/8	1/8	1		-1	77	F5	5	81
55/2	0.5	8	7		3/8	3/8	2/2	2	1	1/8	1/8	1		-3	51	Eb3	3	89
55/2	0.5	8	7		3/8	3/8	2/2	1	1	1/8	1/8	1		-2	70	Bb4	4	82
28	1.0	8	7		1/2	1/2	2/2	2	1	1/4	1/4	1		-1	53	F3	3	90
28	0.5	8	7		1/2	1/2	2/2	1	1	1/8	1/8	1		2	74	D5	5	83
57/2	0.5	8	7		5/8	5/8	2/2	1	1	1/8	1/8	1		0	72	C5	5	84
29	1.0	8	7		3/4	3/4	2/2	2	1	1/4	1/4	1		-1	41	F2	2	91
29	0.5	8	7		3/4	3/4	2/2	1	1	1/8	1/8	1		-2	70	Bb4	4	85
59/2	0.5	8	7		7/8	7/8	2/2	1	1	1/8	1/8	1		3	69	A4	4	86
	0.5	9	8	1	0	0	2/2	2	1	1/8	1/8	1		-2	46	Bb2	2	97
	2.0	9	8	1	0	0	2/2	1	1	1/2	1/2	1		-2	70	Bb4	4	92
	0.5	9	8	1	1/8	1/8	2/2	2	1	1/8	1/8	1		-4	44	Ab2	2	98
	0.5	9	8	1	1/4	1/4	2/2	2	1	1/8	1/8	1		1	43	G2	2	99
	0.5	9	8	1	3/8	3/8	2/2	2	1	1/8	1/8	1		-1	41	F2	2	100
	1.0	9	8	1	1/2	1/2	2/2	2	1	1/4	1/4	1		-3	39	Eb2	2	101
	0.5	9	8	1	1/2	1/2	2/2	1	1	1/8	1/8	1		-3	75	Eb5	5	93
	0.5	9	8	1	5/8	5/8	2/2	1	1	1/8	1/8	1		-2	70	Bb4	4	94
	0.5	9	8	1	3/4	3/4	2/2	1	1	1/8	1/8	1		0	72	C5	5	95
	0.5	9	8	1	7/8	7/8	2/2	1	1	1/8	1/8	1		-4	68	Ab4	4	96
30	2.0	10	8	2	0	0	2/2	2	1	1/2	1/2	1		-2	46	Bb2	2	103
30	2.0	10	8	2	0	0	2/2	1	1	1/2	1/2	1		-2	70	Bb4	4	102
32	0.5	11	8		0	1/2	2/2	1	1	1/8	1/8	1		-1	77	F5	5	104
65/2	0.5	11	8		1/8	5/8	2/2	1	1	1/8	1/8	1		0	72	C5	5	105
33	0.5	11	8		1/4	3/4	2/2	1	1	1/8	1/8	1		2	74	D5	5	106
67/2	0.5	11	8		3/8	7/8	2/2	1	1	1/8	1/8	1		-2	70	Bb4	4	107
34	0.5	12	9		0	0	2/2	2	1	1/8	1/8	1		-1	53	F3	3	114
34	1.5	12	9		0	0	2/2	1	1	3/8	1/4	3/2		-4	80	Ab5	5	108
69/2	0.5	12	9		1/8	1/8	2/2	2	1	1/8	1/8	1		0	48	C3	3	115
35	0.5	12	9		1/4	1/4	2/2	2	1	1/8	1/8	1		2	50	D3	3	116
71/2	0.5	12	9		3/8	3/8	2/2	2	1	1/8	1/8	1		-2	46	Bb2	2	117
71/2	0.5	12	9		3/8	3/8	2/2	1	1	1/8	1/8	1		-2	70	Bb4	4	109
36	1.5	12	9		1/2	1/2	2/2	2	1	3/8	1/4	3/2		-2	58	Bb3	3	118
36	0.5	12	9		1/2	1/2	2/2	1	1	1/8	1/8	1		2	74	D5	5	110
73/2	0.5	12	9		5/8	5/8	2/2	1	1	1/8	1/8	1		-1	77	F5	5	111
37	0.5	12	9		3/4	3/4	2/2	1	1	1/8	1/8	1		-4	80	Ab5	5	112
75/2	0.5	12	9		7/8	7/8	2/2	2	1	1/8	1/8	1		2	50	D3	3	119
75/2	0.5	12	9		7/8	7/8	2/2	1	1	1/8	1/8	1		-1	77	F5	5	113
38	0.5	13	10		0	0	2/2	2	1	1/8	1/8	1		-3	51	Eb3	3	125
38	2.0	13	10		0	0	2/2	1	1	1/2	1/2	1	1	1	79	G5	5	120
77/2	0.5	13	10		1/8	1/8	2/2	2	1	1/8	1/8	1		5	47	B2	2	126
39	0.5	13	10		1/4	1/4	2/2	2	1	1/8	1/8	1		0	48	C3	3	127
79/2	0.5	13	10		3/8	3/8	2/2	2	1	1/8	1/8	1		1	43	G2	2	128
40	2.0	13	10		1/2	1/2	2/2	2	1	1/2	1/2	1	1	-4	44	Ab2	2	129
40	0.5	13	10		1/2	1/2	2/2	1	1	1/8	1/8	1	-1	1	79	G5	5	121
81/2	0.5	13	10		5/8	5/8	2/2	1	1	1/8	1/8	1		2	74	D5	5	122
41	0.5	13	10		3/4	3/4	2/2	1	1	1/8	1/8	1		-3	75	Eb5	5	123
83/2	0.5	13	10		7/8	7/8	2/2	1	1	1/8	1/8	1		0	72	C5	5	124
42	1.0	14	11		0	0	2/2	2	1	1/4	1/4	1	-1	-4	44	Ab2	2	138
42	0.5	14	11		0	0	2/2	1	1	1/8	1/8	1		-1	77	F5	5	130
85/2	0.5	14	11		1/8	1/8	2/2	1	1	1/8	1/8	1		0	72	C5	5	131
43	1.0	14	11		1/4	1/4	2/2	2	1	1/4	1/4	1		-4	56	Ab3	3	139
43	0.5	14	11		1/4	1/4	2/2	1	1	1/8	1/8	1		2	74	D5	5	132
87/2	0.5	14	11		3/8	3/8	2/2	1	1	1/8	1/8	1		5	71	B4	4	133
44	1.0	14	11		1/2	1/2	2/2	2	1	1/4	1/4	1		1	55	G3	3	140
44	0.5	14	11		1/2	1/2	2/2	1	1	1/8	1/8	1		-3	75	Eb5	5	134
89/2	0.5	14	11		5/8	5/8	2/2	1	1	1/8	1/8	1		5	71	B4	4	135
45	1.0	14	11		3/4	3/4	2/2	2	1	1/4	1/4	1		6	54	F#3	3	141
45	0.5	14	11		3/4	3/4	2/2	1	1	1/8	1/8	1		0	72	C5	5	136
91/2	0.5	14	11		7/8	7/8	2/2	1	1	1/8	1/8	1		3	69	A4	4	137
46	1.0	15	12		0	0	2/2	2	1	1/4	1/4	1		1	55	G3	3	150
46	0.5	15	12		0	0	2/2	1	1	1/8	1/8	1		0	72	C5	5	142
93/2	0.5	15	12		1/8	1/8	2/2	1	1	1/8	1/8	1		5	71	B4	4	143
47	1.0	15	12		1/4	1/4	2/2	2	1	1/4	1/4	1		-1	53	F3	3	151
47	0.5	15	12		1/4	1/4	2/2	1	1	1/8	1/8	1		3	69	A4	4	144
95/2	0.5	15	12		3/8	3/8	2/2	1	1	1/8	1/8	1		1	67	G4	4	145
48	1.0	15	12		1/2	1/2	2/2	2	1	1/4	1/4	1		-3	51	Eb3	3	152
48	0.5	15	12		1/2	1/2	2/2	1	1	1/8	1/8	1		1	79	G5	5	146
97/2	0.5	15	12		5/8	5/8	2/2	1	1	1/8	1/8	1		2	74	D5	5	147
49	1.0	15	12		3/4	3/4	2/2	2	1	1/4	1/4	1		0	48	C3	3	153
49	0.5	15	12		3/4	3/4	2/2	1	1	1/8	1/8	1		-3	75	Eb5	5	148
99/2	0.5	15	12		7/8	7/8	2/2	1	1	1/8	1/8	1		0	72	C5	5	149
50	0.5	16	13		0	0	2/2	2	1	1/8	1/8	1		-5	49	Db3	3	160
50	1.5	16	13		0	0	2/2	1	1	3/8	1/4	3/2		-2	82	Bb5	5	154
101/2	0.5	16	13		1/8	1/8	2/2	2	1	1/8	1/8	1		-1	53	F3	3	161
51	0.5	16	13		1/4	1/4	2/2	2	1	1/8	1/8	1		1	55	G3	3	162
103/2	0.5	16	13		3/8	3/8	2/2	2	1	1/8	1/8	1		-2	58	Bb3	3	163
103/2	0.5	16	13		3/8	3/8	2/2	1	1	1/8	1/8	1		0	72	C5	5	155
52	1.0	16	13		1/2	1/2	2/2	2	1	1/4	1/4	1		4	52	E3	3	164
52	0.5	16	13		1/2	1/2	2/2	1	1	1/8	1/8	1		-5	73	Db5	5	156
105/2	0.5	16	13		5/8	5/8	2/2	1	1	1/8	1/8	1		-2	70	Bb4	4	157
53	1.0	16	13		3/4	3/4	2/2	2	1	1/4	1/4	1		0	48	C3	3	165
53	0.5	16	13		3/4	3/4	2/2	1	1	1/8	1/8	1		0	72	C5	5	158
107/2	0.5	16	13		7/8	7/8	2/2	1	1	1/8	1/8	1		-2	82	Bb5	5	159
54	0.5	17	14		0	0	2/2	2	1	1/8	1/8	1		-1	53	F3	3	172
54	1.5	17	14		0	0	2/2	1	1	3/8	1/4	3/2		-4	80	Ab5	5	166
109/2	0.5	17	14		1/8	1/8	2/2	2	1	1/8	1/8	1		4	52	E3	3	173
55	0.5	17	14		1/4	1/4	2/2	2	1	1/8	1/8	1		-1	53	F3	3	174
111/2	0.5	17	14		3/8	3/8	2/2	2	1	1/8	1/8	1		0	48	C3	3	175
111/2	0.5	17	14		3/8	3/8	2/2	1	1	1/8	1/8	1		1	79	G5	5	167
56	1.0	17	14		1/2	1/2	2/2	2	1	1/4	1/4	1		-4	56	Ab3	3	176
56	0.5	17	14		1/2	1/2	2/2	1	1	1/8	1/8	1		-1	77	F5	5	168
113/2	0.5	17	14		5/8	5/8	2/2	1	1	1/8	1/8	1		0	72	C5	5	169
57	0.5	17	14		3/4	3/4	2/2	2	1	1/8	1/8	1		1	55	G3	3	177
57	0.5	17	14		3/4	3/4	2/2	1	1	1/8	1/8	1		2	74	D5	5	170
115/2	0.5	17	14		7/8	7/8	2/2	2	1	1/8	1/8	1		-1	53	F3	3	178
115/2	0.5	17	14		7/8	7/8	2/2	1	1	1/8	1/8	1		5	71	B4	4	171
58	1.0	18	15		0	0	2/2	2	1	1/4	1/4	1		-3	51	Eb3	3	187
58	0.5	18	15		0	0	2/2	1	1	1/8	1/8	1		1	79	G5	5	179
117/2	0.5	18	15		1/8	1/8	2/2	1	1	1/8	1/8	1		2	74	D5	5	180
59	1.0	18	15		1/4	1/4	2/2	2	1	1/4	1/4	1		0	48	C3	3	188
59	0.5	18	15		1/4	1/4	2/2	1	1	1/8	1/8	1		-3	75	Eb5	5	181
119/2	0.5	18	15		3/8	3/8	2/2	1	1	1/8	1/8	1		0	72	C5	5	182
60	1.0	18	15		1/2	1/2	2/2	2	1	1/4	1/4	1		1	55	G3	3	189
60	0.5	18	15		1/2	1/2	2/2	1	1	1/8	1/8	1		1	67	G4	4	183
121/2	0.5	18	15		5/8	5/8	2/2	1	1	1/8	1/8	1		0	72	C5	5	184
61	1.0	18	15		3/4	3/4	2/2	2	1	1/4	1/4	1		1	43	G2	2	190
61	0.5	18	15		3/4	3/4	2/2	1	1	1/8	1/8	1		2	74	D5	5	185
123/2	0.5	18	15		7/8	7/8	2/2	1	1	1/8	1/8	1		5	71	B4	4	186
62	0.5	19	16		0	0	2/2	2	1	1/8	1/8	1		0	60	C4	4	196
62	2.0	19	16		0	0	2/2	1	1	1/2	1/2	1		0	72	C5	5	191
125/2	0.5	19	16		1/8	1/8	2/2	2	1	1/8	1/8	1		1	55	G3	3	197
63	0.5	19	16		1/4	1/4	2/2	2	1	1/8	1/8	1		-4	56	Ab3	3	198
127/2	0.5	19	16		3/8	3/8	2/2	2	1	1/8	1/8	1		-1	53	F3	3	199
64	1.0	19	16		1/2	1/2	2/2	2	1	1/4	1/4	1		4	52	E3	3	200
64	0.5	19	16		1/2	1/2	2/2	1	1	1/8	1/8	1		0	72	C5	5	192
129/2	0.5	19	16		5/8	5/8	2/2	1	1	1/8	1/8	1		-1	77	F5	5	193
65	1.0	19	16		3/4	3/4	2/2	2	1	1/4	1/4	1		0	48	C3	3	201
65	0.5	19	16		3/4	3/4	2/2	1	1	1/8	1/8	1		4	76	E5	5	194
131/2	0.5	19	16		7/8	7/8	2/2	1	1	1/8	1/8	1		-2	82	Bb5	5	195
66	0.5	20	17		0	0	2/2	2	1	1/8	1/8	1		-1	53	F3	3	210
66	0.5	20	17		0	0	2/2	1	1	1/8	1/8	1		-4	80	Ab5	5	202
133/2	0.5	20	17		1/8	1/8	2/2	2	1	1/8	1/8	1		1	55	G3	3	211
133/2	0.5	20	17		1/8	1/8	2/2	1	1	1/8	1/8	1		4	76	E5	5	203
67	0.5	20	17		1/4	1/4	2/2	2	1	1/8	1/8	1		-4	56	Ab3	3	212
67	0.5	20	17		1/4	1/4	2/2	1	1	1/8	1/8	1		-1	77	F5	5	204
135/2	0.5	20	17		3/8	3/8	2/2	2	1	1/8	1/8	1		-1	53	F3	3	213
135/2	0.5	20	17		3/8	3/8	2/2	1	1	1/8	1/8	1		2	74	D5	5	205
68	1.0	20	17		1/2	1/2	2/2	2	1	1/4	1/4	1		2	50	D3	3	214
68	0.5	20	17		1/2	1/2	2/2	1	1	1/8	1/8	1		-2	70	Bb4	4	206
137/2	0.5	20	17		5/8	5/8	2/2	1	1	1/8	1/8	1		-3	75	Eb5	5	207
69	1.0	20	17		3/4	3/4	2/2	2	1	1/4	1/4	1		-2	46	Bb2	2	215
69	0.5	20	17		3/4	3/4	2/2	1	1	1/8	1/8	1		2	74	D5	5	208
139/2	0.5	20	17		7/8	7/8	2/2	1	1	1/8	1/8	1		-4	80	Ab5	5	209
70	0.5	21	18		0	0	2/2	2	1	1/8	1/8	1		-3	51	Eb3	3	224
70	0.5	21	18		0	0	2/2	1	1	1/8	1/8	1		1	79	G5	5	216
141/2	0.5	21	18		1/8	1/8	2/2	2	1	1/8	1/8	1		-1	53	F3	3	225
141/2	0.5	21	18		1/8	1/8	2/2	1	1	1/8	1/8	1		2	74	D5	5	217
71	0.5	21	18		1/4	1/4	2/2	2	1	1/8	1/8	1		1	55	G3	3	226
71	0.5	21	18		1/4	1/4	2/2	1	1	1/8	1/8	1		-3	75	Eb5	5	218
143/2	0.5	21	18		3/8	3/8	2/2	2	1	1/8	1/8	1		-3	51	Eb3	3	227
143/2	0.5	21	18		3/8	3/8	2/2	1	1	1/8	1/8	1		0	72	C5	5	219
72	0.5	21	18		1/2	1/2	2/2	2	1	1/8	1/8	1		0	48	C3	3	228
72	0.5	21	18		1/2	1/2	2/2	1	1	1/8	1/8	1		-4	68	Ab4	4	220
145/2	0.5	21	18		5/8	5/8	2/2	2	1	1/8	1/8	1		1	55	G3	3	229
145/2	0.5	21	18		5/8	5/8	2/2	1	1	1/8	1/8	1		-3	75	Eb5	5	221
73	0.5	21	18		3/4	3/4	2/2	2	1	1/8	1/8	1		-1	53	F3	3	230
73	0.5	21	18		3/4	3/4	2/2	1	1	1/8	1/8	1		2	74	D5	5	222
147/2	0.5	21	18		7/8	7/8	2/2	2	1	1/8	1/8	1		-4	56	Ab3	3	231
147/2	0.5	21	18		7/8	7/8	2/2	1	1	1/8	1/8	1		-1	77	F5	5	223
74	0.5	22	19		0	0	2/2	2	1	1/8	1/8	1		-2	46	Bb2	2	240
74	0.5	22	19		0	0	2/2	1	1	1/8	1/8	1		1	67	G4	4	232
149/2	0.5	22	19		1/8	1/8	2/2	2	1	1/8	1/8	1		-1	53	F3	3	241
149/2	0.5	22	19		1/8	1/8	2/2	1	1	1/8	1/8	1		2	74	D5	5	233
75	0.5	22	19		1/4	1/4	2/2	2	1	1/8	1/8	1		-3	51	Eb3	3	242
75	0.5	22	19		1/4	1/4	2/2	1	1	1/8	1/8	1		0	72	C5	5	234
151/2	0.5	22	19		3/8	3/8	2/2	2	1	1/8	1/8	1		1	55	G3	3	243
151/2	0.5	22	19		3/8	3/8	2/2	1	1	1/8	1/8	1		-3	75	Eb5	5	235
76	0.5	22	19		1/2	1/2	2/2	2	1	1/8	1/8	1		-4	44	Ab2	2	244
76	0.5	22	19		1/2	1/2	2/2	1	1	1/8	1/8	1		-1	65	F4	4	236
153/2	0.5	22	19		5/8	5/8	2/2	2	1	1/8	1/8	1		-3	51	Eb3	3	245
153/2	0.5	22	19		5/8	5/8	2/2	1	1	1/8	1/8	1		0	72	C5	5	237
77	0.5	22	19		3/4	3/4	2/2	2	1	1/8	1/8	1		-5	49	Db3	3	246
77	0.5	22	19		3/4	3/4	2/2	1	1	1/8	1/8	1		-2	70	Bb4	4	238
155/2	0.5	22	19		7/8	7/8	2/2	2	1	1/8	1/8	1		-1	53	F3	3	247
155/2	0.5	22	19		7/8	7/8	2/2	1	1	1/8	1/8	1	1	-5	73	Db5	5	239
78	0.5	23	20		0	0	2/2	2	1	1/8	1/8	1		-2	46	Bb2	2	254
78	2.0	23	20		0	0	2/2	1	2	1/2	1/2	1		-3	63	Eb4	4	253
78	2.0	23	20		0	0	2/2	1	1	1/2	1/2	1	-1	-5	73	Db5	5	248
157/2	0.5	23	20		1/8	1/8	2/2	2	1	1/8	1/8	1		-1	41	F2	2	255
79	0.5	23	20		1/4	1/4	2/2	2	1	1/8	1/8	1		1	43	G2	2	256
159/2	0.5	23	20		3/8	3/8	2/2	2	1	1/8	1/8	1		-3	39	Eb2	2	257
80	1.0	23	20		1/2	1/2	2/2	2	1	1/4	1/4	1		-4	44	Ab2	2	258
80	0.5	23	20		1/2	1/2	2/2	1	1	1/8	1/8	1		0	72	C5	5	249
161/2	0.5	23	20		5/8	5/8	2/2	1	1	1/8	1/8	1		1	67	G4	4	250
81	1.0	23	20		3/4	3/4	2/2	2	1	1/4	1/4	1		-1	41	F2	2	259
81	0.5	23	20		3/4	3/4	2/2	1	1	1/8	1/8	1		-4	68	Ab4	4	251
163/2	0.5	23	20		7/8	7/8	2/2	1	1	1/8	1/8	1		-1	65	F4	4	252
82	1.5	24	21		0	0	2/2	2	1	3/8	1/4	3/2		-2	46	Bb2	2	268
82	0.5	24	21		0	0	2/2	1	1	1/8	1/8	1		2	62	D4	4	260
165/2	0.5	24	21		1/8	1/8	2/2	1	1	1/8	1/8	1		0	72	C5	5	261
83	0.5	24	21		1/4	1/4	2/2	1	1	1/8	1/8	1		-2	70	Bb4	4	262
167/2	0.5	24	21		3/8	3/8	2/2	2	1	1/8	1/8	1		2	50	D3	3	269
167/2	0.5	24	21		3/8	3/8	2/2	1	1	1/8	1/8	1		-4	80	Ab5	5	263
84	0.5	24	21		1/2	1/2	2/2	2	1	1/8	1/8	1		-3	51	Eb3	3	270
84	0.5	24	21		1/2	1/2	2/2	1	1	1/8	1/8	1		1	79	G5	5	264
169/2	0.5	24	21		5/8	5/8	2/2	2	1	1/8	1/8	1		1	55	G3	3	271
169/2	0.5	24	21		5/8	5/8	2/2	1	1	1/8	1/8	1		-3	75	Eb5	5	265
85	0.5	24	21		3/4	3/4	2/2	2	1	1/8	1/8	1		-2	58	Bb3	3	272
85	0.5	24	21		3/4	3/4	2/2	1	1	1/8	1/8	1		-2	70	Bb4	4	266
171/2	0.5	24	21		7/8	7/8	2/2	2	1	1/8	1/8	1		-2	46	Bb2	2	273
171/2	0.5	24	21		7/8	7/8	2/2	1	1	1/8	1/8	1		2	74	D5	5	267
86	2.0	25	22		0	0	2/2	2	1	1/2	1/2	1		-3	39	Eb2	2	275
86	2.0	25	22		0	0	2/2	1	1	1/2	1/2	1		-3	75	Eb5	5	274
