mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	1.0		0	3/4	2/2	1	1	1/4		1/4	1		4	64	E4	4	0
2	1	1	0.5		0	0	2/2	1	1	1/8		1/8	1		3	69	A4	4	1
2	1	3/2	0.5		1/8	1/8	2/2	1	1	1/8		1/8	1		8	68	G#4	4	2
2	1	2	0.5		1/4	1/4	2/2	1	1	1/8		1/8	1		5	71	B4	4	3
2	1	5/2	0.5		3/8	3/8	2/2	1	1	1/8		1/8	1		3	69	A4	4	4
2	1	3	0.5		1/2	1/2	2/2	1	1	1/8		1/8	1		7	73	C#5	5	5
2	1	7/2	0.5		5/8	5/8	2/2	1	1	1/8		1/8	1		5	71	B4	4	6
2	1	4	0.5		3/4	3/4	2/2	1	1	1/8		1/8	1		3	69	A4	4	7
2	1	9/2	0.5		7/8	7/8	2/2	1	1	1/8		1/8	1		8	68	G#4	4	8
3	2	5	1.0		0	0	2/2	1	1	1/4		1/4	1		3	69	A4	4	9
3	2	6	1.0		1/4	1/4	2/2	1	1	1/4		1/4	1		4	64	E4	4	10
3	2	7	0.5		1/2	1/2	2/2	1	1	1/8		1/8	1		7	61	C#4	4	11
3	2	15/2	0.5		5/8	5/8	2/2	1	1	1/8		1/8	1		4	64	E4	4	12
3	2	8	1.0		3/4	3/4	2/2	2	1	1/4		1/4	1		4	52	E3	3	15
3	2	8	0.5		3/4	3/4	2/2	1	1	1/8		1/8	1		3	69	A4	4	13
3	2	17/2	0.5		7/8	7/8	2/2	1	1	1/8		1/8	1		5	71	B4	4	14
4	3	9	0.5		0	0	2/2	2	1	1/8		1/8	1		3	57	A3	3	24
4	3	9	0.5		0	0	2/2	1	1	1/8		1/8	1		7	73	C#5	5	16
4	3	19/2	0.5		1/8	1/8	2/2	2	1	1/8		1/8	1		8	56	G#3	3	25
4	3	19/2	0.5		1/8	1/8	2/2	1	1	1/8		1/8	1		5	71	B4	4	17
4	3	10	0.5		1/4	1/4	2/2	2	1	1/8		1/8	1		5	59	B3	3	26
4	3	10	0.5		1/4	1/4	2/2	1	1	1/8		1/8	1		2	74	D5	5	18
4	3	21/2	0.5		3/8	3/8	2/2	2	1	1/8		1/8	1		3	57	A3	3	27
4	3	21/2	0.5		3/8	3/8	2/2	1	1	1/8		1/8	1		7	73	C#5	5	19
4	3	11	0.5		1/2	1/2	2/2	2	1	1/8		1/8	1		7	61	C#4	4	28
4	3	11	0.5		1/2	1/2	2/2	1	1	1/8		1/8	1		4	76	E5	5	20
4	3	23/2	0.5		5/8	5/8	2/2	2	1	1/8		1/8	1		5	59	B3	3	29
4	3	23/2	0.5		5/8	5/8	2/2	1	1	1/8		1/8	1		2	74	D5	5	21
