quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
0	1.0	1	0	0	3/4	2/2	2	2	1/4		1/4	1		3	57	A3	3	2
0	1.0	1	0	0	3/4	2/2	2	1	1/4		1/4	1		7	61	C#4	4	1
0	1.0	1	0	0	3/4	2/2	1	1	1/4		1/4	1		4	64	E4	4	0
1	4.0	2	1	0	0	2/2	2	2	1		1	1	1	3	57	A3	3	15
1	1.0	2	1	0	0	2/2	2	1	1/4		1/4	1		7	61	C#4	4	9
1	1.0	2	1	0	0	2/2	1	1	1/4		1/4	1		4	64	E4	4	3
2	1.0	2	1	1/4	1/4	2/2	2	1	1/4		1/4	1		2	62	D4	4	10
2	1.0	2	1	1/4	1/4	2/2	1	1	1/4		1/4	1		6	66	F#4	4	4
3	0.5	2	1	1/2	1/2	2/2	2	1	1/8		1/8	1		4	64	E4	4	11
3	0.5	2	1	1/2	1/2	2/2	1	1	1/8		1/8	1		1	67	G4	4	5
7/2	0.5	2	1	5/8	5/8	2/2	2	1	1/8		1/8	1		2	62	D4	4	12
7/2	0.5	2	1	5/8	5/8	2/2	1	1	1/8		1/8	1		6	66	F#4	4	6
4	0.5	2	1	3/4	3/4	2/2	2	1	1/8		1/8	1		7	61	C#4	4	13
4	0.5	2	1	3/4	3/4	2/2	1	1	1/8		1/8	1		4	64	E4	4	7
9/2	0.5	2	1	7/8	7/8	2/2	2	1	1/8		1/8	1		5	59	B3	3	14
9/2	0.5	2	1	7/8	7/8	2/2	1	1	1/8		1/8	1		2	62	D4	4	8
5	4.0	3	2	0	0	2/2	2	2	1		1	1	0	3	57	A3	3	26
5	1.0	3	2	0	0	2/2	2	1	1/4		1/4	1		7	61	C#4	4	21
5	1.0	3	2	0	0	2/2	1	1	1/4		1/4	1		4	64	E4	4	16
6	0.5	3	2	1/4	1/4	2/2	2	1	1/8		1/8	1		7	61	C#4	4	22
6	0.5	3	2	1/4	1/4	2/2	1	1	1/8		1/8	1		3	69	A4	4	17
13/2	0.5	3	2	3/8	3/8	2/2	2	1	1/8		1/8	1		5	59	B3	3	23
