quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
17/2	0.25	3	3	5/8	5/8	12/16	2	1	1/16		1/16	1		8	56	G#3	3	38
35/4	0.25	3	3	11/16	11/16	12/16	2	1	1/16		1/16	1		3	57	A3	3	39
9	0.25	4	4	0	0	12/16	2	1	1/16		1/16	1		4	64	E4	4	50
9	0.5	4	4	0	0	12/16	1	1	1/8		1/8	1		0	72	C5	5	40
37/4	0.25	4	4	1/16	1/16	12/16	2	1	1/16		1/16	1		8	56	G#3	3	51
19/2	0.25	4	4	1/8	1/8	12/16	2	1	1/16		1/16	1		3	57	A3	3	52
39/4	0.25	4	4	3/16	3/16	12/16	2	1	1/16		1/16	1		-1	65	F4	4	53
39/4	0.25	4	4	3/16	3/16	12/16	1	1	1/16		1/16	1		2	74	D5	5	41
10	0.25	4	4	1/4	1/4	12/16	2	1	1/16		1/16	1		4	64	E4	4	54
10	0.25	4	4	1/4	1/4	12/16	1	1	1/16		1/16	1		4	76	E5	5	42
41/4	0.25	4	4	5/16	5/16	12/16	2	1	1/16		1/16	1		2	62	D4	4	55
41/4	0.25	4	4	5/16	5/16	12/16	1	1	1/16		1/16	1		-1	77	F5	5	43
21/2	0.25	4	4	3/8	3/8	12/16	2	1	1/16		1/16	1		0	60	C4	4	56
21/2	0.25	4	4	3/8	3/8	12/16	1	1	1/16		1/16	1		4	76	E5	5	44
43/4	0.25	4	4	7/16	7/16	12/16	2	1	1/16		1/16	1		5	59	B3	3	57
43/4	0.25	4	4	7/16	7/16	12/16	1	1	1/16		1/16	1		2	74	D5	5	45
11	0.25	4	4	1/2	1/2	12/16	2	1	1/16		1/16	1		3	57	A3	3	58
11	0.25	4	4	1/2	1/2	12/16	1	1	1/16		1/16	1		0	72	C5	5	46
45/4	0.25	4	4	9/16	9/16	12/16	2	1	1/16		1/16	1		9	63	D#4	4	59
45/4	0.25	4	4	9/16	9/16	12/16	1	1	1/16		1/16	1		0	72	C5	5	47
23/2	0.25	4	4	5/8	5/8	12/16	2	1	1/16		1/16	1		4	64	E4	4	60
23/2	0.25	4	4	5/8	5/8	12/16	1	1	1/16		1/16	1		5	71	B4	4	48
47/4	0.25	4	4	11/16	11/16	12/16	2	1	1/16		1/16	1		6	66	F#4	4	61
47/4	0.25	4	4	11/16	11/16	12/16	1	1	1/16		1/16	1		3	69	A4	4	49
12	0.5	5	5	0	0	12/16	2	1	1/8		1/8	1		4	64	E4	4	74
12	0.25	5	5	0	0	12/16	1	1	1/16		1/16	1		3	69	A4	4	62
49/4	0.25	5	5	1/16	1/16	12/16	1	1	1/16		1/16	1		1	67	G4	4	63
25/2	0.25	5	5	1/8	1/8	12/16	1	1	1/16		1/16	1		6	66	F#4	4	64
51/4	0.25	5	5	3/16	3/16	12/16	2	1	1/16		1/16	1		-3	63	Eb4	4	75
51/4	0.5	5	5	3/16	3/16	12/16	1	1	1/8		1/8	1		6	66	F#4	4	65
13	0.25	5	5	1/4	1/4	12/16	2	1	1/16		1/16	1		2	62	D4	4	76
53/4	0.25	5	5	5/16	5/16	12/16	2	1	1/16		1/16	1		0	60	C4	4	77
53/4	0.125	5	5	5/16	5/16	12/16	1	1	1/32		1/32	1		4	64	E4	4	66
107/8	0.125	5	5	11/32	11/32	12/16	1	1	1/32		1/32	1		6	66	F#4	4	67
27/2	0.25	5	5	3/8	3/8	12/16	2	1	1/16		1/16	1		-2	58	Bb3	3	78
27/2	0.25	5	5	3/8	3/8	12/16	1	1	1/16		1/16	1		1	67	G4	4	68
55/4	0.25	5	5	7/16	7/16	12/16	2	1	1/16		1/16	1		3	57	A3	3	79
55/4	0.25	5	5	7/16	7/16	12/16	1	1	1/16		1/16	1		3	69	A4	4	69
14	0.25	5	5	1/2	1/2	12/16	2	1	1/16		1/16	1		1	55	G3	3	80
14	0.25	5	5	1/2	1/2	12/16	1	1	1/16		1/16	1		-2	70	Bb4	4	70
57/4	0.25	5	5	9/16	9/16	12/16	2	1	1/16		1/16	1		7	61	C#4	4	81
57/4	0.25	5	5	9/16	9/16	12/16	1	1	1/16		1/16	1		-2	70	Bb4	4	71
29/2	0.25	5	5	5/8	5/8	12/16	2	1	1/16		1/16	1		2	62	D4	4	82
29/2	0.25	5	5	5/8	5/8	12/16	1	1	1/16		1/16	1		3	69	A4	4	72
59/4	0.25	5	5	11/16	11/16	12/16	2	1	1/16		1/16	1		4	64	E4	4	83
59/4	0.25	5	5	11/16	11/16	12/16	1	1	1/16		1/16	1		1	67	G4	4	73
15	0.25	6	6	0	0	12/16	2	2	1/16		1/16	1		2	50	D3	3	89
15	0.5	6	6	0	0	12/16	1	2	1/8		1/8	1		-1	65	F4	4	85
15	3.0	6	6	0	0	12/16	1	1	3/4		1/2	3/2	1	3	69	A4	4	84
61/4	0.25	6	6	1/16	1/16	12/16	2	2	1/16		1/16	1		7	49	C#3	3	90
31/2	0.25	6	6	1/8	1/8	12/16	2	2	1/16		1/16	1		2	50	D3	3	91
63/4	0.25	6	6	3/16	3/16	12/16	2	2	1/16		1/16	1		4	52	E3	3	92
63/4	0.5	6	6	3/16	3/16	12/16	1	2	1/8		1/8	1		7	61	C#4	4	86
16	0.25	6	6	1/4	1/4	12/16	2	2	1/16		1/16	1		7	49	C#3	3	93
65/4	0.25	6	6	5/16	5/16	12/16	2	2	1/16		1/16	1		2	50	D3	3	94
33/2	0.25	6	6	3/8	3/8	12/16	2	2	1/16		1/16	1		-1	53	F3	3	95
33/2	0.5	6	6	3/8	3/8	12/16	1	2	1/8		1/8	1		2	62	D4	4	87
67/4	0.25	6	6	7/16	7/16	12/16	2	2	1/16		1/16	1		7	49	C#3	3	96
17	0.25	6	6	1/2	1/2	12/16	2	2	1/16		1/16	1		2	50	D3	3	97
69/4	0.25	6	6	9/16	9/16	12/16	2	2	1/16		1/16	1		1	55	G3	3	98
69/4	0.5	6	6	9/16	9/16	12/16	1	2	1/8		1/8	1		4	64	E4	4	88
35/2	0.25	6	6	5/8	5/8	12/16	2	2	1/16		1/16	1		7	49	C#3	3	99
71/4	0.25	6	6	11/16	11/16	12/16	2	2	1/16		1/16	1		2	50	D3	3	100
18	0.25	7	7	0	0	12/16	2	1	1/16		1/16	1		3	57	A3	3	112
18	0.5	7	7	0	0	12/16	1	2	1/8		1/8	1		-1	65	F4	4	102
18	0.5	7	7	0	0	12/16	1	1	1/8		1/8	1	-1	3	69	A4	4	101
73/4	0.25	7	7	1/16	1/16	12/16	2	1	1/16		1/16	1		7	49	C#3	3	113
37/2	0.25	7	7	1/8	1/8	12/16	2	1	1/16		1/16	1		2	50	D3	3	114
75/4	0.25	7	7	3/16	3/16	12/16	2	1	1/16		1/16	1		-2	58	Bb3	3	115
75/4	0.25	7	7	3/16	3/16	12/16	1	2	1/16		1/16	1		1	67	G4	4	103
19	0.25	7	7	1/4	1/4	12/16	2	1	1/16		1/16	1		3	57	A3	3	116
19	0.25	7	7	1/4	1/4	12/16	1	2	1/16		1/16	1		3	69	A4	4	104
77/4	0.25	7	7	5/16	5/16	12/16	2	1	1/16		1/16	1		1	55	G3	3	117
77/4	0.25	7	7	5/16	5/16	12/16	1	2	1/16		1/16	1		-2	70	Bb4	4	105
39/2	0.25	7	7	3/8	3/8	12/16	2	1	1/16		1/16	1		-1	53	F3	3	118
39/2	0.25	7	7	3/8	3/8	12/16	1	2	1/16		1/16	1		3	69	A4	4	106
79/4	0.25	7	7	7/16	7/16	12/16	2	1	1/16		1/16	1		4	52	E3	3	119
79/4	0.25	7	7	7/16	7/16	12/16	1	2	1/16		1/16	1		1	67	G4	4	107
20	0.25	7	7	1/2	1/2	12/16	2	1	1/16		1/16	1		2	50	D3	3	120
20	0.25	7	7	1/2	1/2	12/16	1	2	1/16		1/16	1		-1	65	F4	4	108
81/4	0.25	7	7	9/16	9/16	12/16	2	1	1/16		1/16	1		8	56	G#3	3	121
81/4	0.25	7	7	9/16	9/16	12/16	1	2	1/16		1/16	1		-1	65	F4	4	109
41/2	0.25	7	7	5/8	5/8	12/16	2	1	1/16		1/16	1		3	57	A3	3	122
41/2	0.25	7	7	5/8	5/8	12/16	1	2	1/16		1/16	1		4	64	E4	4	110
83/4	0.25	7	7	11/16	11/16	12/16	2	1	1/16		1/16	1		5	59	B3	3	123
83/4	0.25	7	7	11/16	11/16	12/16	1	2	1/16		1/16	1		2	62	D4	4	111
21	0.5	8	8	0	0	12/16	2	1	1/8		1/8	1		0	60	C4	4	137
21	3.0	8	8	0	0	12/16	1	2	3/4		1/2	3/2	1	4	64	E4	4	136
21	0.25	8	8	0	0	12/16	1	1	1/16		1/16	1		3	69	A4	4	124
85/4	0.25	8	8	1/16	1/16	12/16	1	1	1/16		1/16	1		8	68	G#4	4	125
43/2	0.25	8	8	1/8	1/8	12/16	1	1	1/16		1/16	1		3	69	A4	4	126
87/4	0.5	8	8	3/16	3/16	12/16	2	1	1/8		1/8	1		8	56	G#3	3	138
87/4	0.25	8	8	3/16	3/16	12/16	1	1	1/16		1/16	1		5	71	B4	4	127
22	0.25	8	8	1/4	1/4	12/16	1	1	1/16		1/16	1		8	68	G#4	4	128
89/4	0.25	8	8	5/16	5/16	12/16	1	1	1/16		1/16	1		3	69	A4	4	129
45/2	0.5	8	8	3/8	3/8	12/16	2	1	1/8		1/8	1		3	57	A3	3	139
45/2	0.25	8	8	3/8	3/8	12/16	1	1	1/16		1/16	1		0	72	C5	5	130
91/4	0.25	8	8	7/16	7/16	12/16	1	1	1/16		1/16	1		8	68	G#4	4	131
23	0.25	8	8	1/2	1/2	12/16	1	1	1/16		1/16	1		3	69	A4	4	132
93/4	0.5	8	8	9/16	9/16	12/16	2	1	1/8		1/8	1		5	59	B3	3	140
93/4	0.25	8	8	9/16	9/16	12/16	1	1	1/16		1/16	1		2	74	D5	5	133
47/2	0.25	8	8	5/8	5/8	12/16	1	1	1/16		1/16	1		8	68	G#4	4	134
95/4	0.25	8	8	11/16	11/16	12/16	1	1	1/16		1/16	1		3	69	A4	4	135
24	0.5	9	9	0	0	12/16	2	1	1/8		1/8	1		0	60	C4	4	157
24	0.5	9	9	0	0	12/16	1	2	1/8		1/8	1	-1	4	64	E4	4	153
24	0.25	9	9	0	0	12/16	1	1	1/16		1/16	1		4	76	E5	5	141
97/4	0.25	9	9	1/16	1/16	12/16	1	1	1/16		1/16	1		8	68	G#4	4	142
49/2	0.25	9	9	1/8	1/8	12/16	1	1	1/16		1/16	1		3	69	A4	4	143
99/4	0.5	9	9	3/16	3/16	12/16	2	1	1/8		1/8	1		5	59	B3	3	158
99/4	0.5	9	9	3/16	3/16	12/16	1	2	1/8		1/8	1		8	68	G#4	4	154
99/4	0.25	9	9	3/16	3/16	12/16	1	1	1/16		1/16	1		-1	77	F5	5	144
25	0.25	9	9	1/4	1/4	12/16	1	1	1/16		1/16	1		4	76	E5	5	145
101/4	0.25	9	9	5/16	5/16	12/16	1	1	1/16		1/16	1		2	74	D5	5	146
51/2	0.5	9	9	3/8	3/8	12/16	2	1	1/8		1/8	1		3	57	A3	3	159
51/2	0.5	9	9	3/8	3/8	12/16	1	2	1/8		1/8	1		1	67	G4	4	155
51/2	0.25	9	9	3/8	3/8	12/16	1	1	1/16		1/16	1		7	73	C#5	5	147
103/4	0.25	9	9	7/16	7/16	12/16	1	1	1/16		1/16	1		5	71	B4	4	148
26	0.25	9	9	1/2	1/2	12/16	1	1	1/16		1/16	1		3	69	A4	4	149
105/4	0.5	9	9	9/16	9/16	12/16	2	1	1/8		1/8	1		0	60	C4	4	160
105/4	0.5	9	9	9/16	9/16	12/16	1	2	1/8		1/8	1		6	66	F#4	4	156
105/4	0.25	9	9	9/16	9/16	12/16	1	1	1/16		1/16	1		9	75	D#5	5	150
53/2	0.25	9	9	5/8	5/8	12/16	1	1	1/16		1/16	1		4	76	E5	5	151
107/4	0.25	9	9	11/16	11/16	12/16	1	1	1/16		1/16	1		6	78	F#5	5	152
27	0.5	10	10	0	0	12/16	2	1	1/8		1/8	1		-2	58	Bb3	3	177
27	0.5	10	10	0	0	12/16	1	2	1/8		1/8	1		4	64	E4	4	173
27	0.25	10	10	0	0	12/16	1	1	1/16		1/16	1		1	79	G5	5	161
109/4	0.25	10	10	1/16	1/16	12/16	1	1	1/16		1/16	1		3	81	A5	5	162
55/2	0.25	10	10	1/8	1/8	12/16	1	1	1/16		1/16	1		-2	82	Bb5	5	163
111/4	0.5	10	10	3/16	3/16	12/16	2	1	1/8		1/8	1		3	57	A3	3	178
111/4	0.5	10	10	3/16	3/16	12/16	1	2	1/8		1/8	1		6	66	F#4	4	174
111/4	0.25	10	10	3/16	3/16	12/16	1	1	1/16		1/16	1		-3	75	Eb5	5	164
28	0.25	10	10	1/4	1/4	12/16	1	1	1/16		1/16	1		2	74	D5	5	165
113/4	0.25	10	10	5/16	5/16	12/16	1	1	1/16		1/16	1		0	72	C5	5	166
57/2	0.5	10	10	3/8	3/8	12/16	2	1	1/8		1/8	1		1	55	G3	3	179
57/2	0.5	10	10	3/8	3/8	12/16	1	2	1/8		1/8	1		-1	65	F4	4	175
57/2	0.25	10	10	3/8	3/8	12/16	1	1	1/16		1/16	1		5	71	B4	4	167
115/4	0.25	10	10	7/16	7/16	12/16	1	1	1/16		1/16	1		3	69	A4	4	168
29	0.25	10	10	1/2	1/2	12/16	1	1	1/16		1/16	1		1	67	G4	4	169
117/4	0.5	10	10	9/16	9/16	12/16	2	1	1/8		1/8	1		3	57	A3	3	180
117/4	0.5	10	10	9/16	9/16	12/16	1	2	1/8		1/8	1		4	64	E4	4	176
117/4	0.25	10	10	9/16	9/16	12/16	1	1	1/16		1/16	1		7	73	C#5	5	170
59/2	0.25	10	10	5/8	5/8	12/16	1	1	1/16		1/16	1		2	74	D5	5	171
119/4	0.25	10	10	11/16	11/16	12/16	1	1	1/16		1/16	1		4	76	E5	5	172
30	3.0	11	11	0	0	12/16	2	1	3/4		1/2	3/2	1	2	50	D3	3	197
30	0.5	11	11	0	0	12/16	1	2	1/8		1/8	1		2	62	D4	4	193
30	0.25	11	11	0	0	12/16	1	1	1/16		1/16	1		-1	77	F5	5	181
121/4	0.25	11	11	1/16	1/16	12/16	1	1	1/16		1/16	1		1	79	G5	5	182
61/2	0.25	11	11	1/8	1/8	12/16	1	1	1/16		1/16	1	1	3	81	A5	5	183
123/4	0.5	11	11	3/16	3/16	12/16	1	2	1/8		1/8	1		-2	70	Bb4	4	194
123/4	0.25	11	11	3/16	3/16	12/16	1	1	1/16		1/16	1	-1	3	81	A5	5	184
31	0.25	11	11	1/4	1/4	12/16	1	1	1/16		1/16	1		6	78	F#5	5	185
125/4	0.25	11	11	5/16	5/16	12/16	1	1	1/16		1/16	1	1	1	79	G5	5	186
63/2	0.5	11	11	3/8	3/8	12/16	1	2	1/8		1/8	1		3	69	A4	4	195
63/2	0.25	11	11	3/8	3/8	12/16	1	1	1/16		1/16	1	-1	1	79	G5	5	187
127/4	0.25	11	11	7/16	7/16	12/16	1	1	1/16		1/16	1		4	76	E5	5	188
32	0.25	11	11	1/2	1/2	12/16	1	1	1/16		1/16	1	1	-1	77	F5	5	189
129/4	0.5	11	11	9/16	9/16	12/16	1	2	1/8		1/8	1		1	67	G4	4	196
129/4	0.25	11	11	9/16	9/16	12/16	1	1	1/16		1/16	1	-1	-1	77	F5	5	190
65/2	0.25	11	11	5/8	5/8	12/16	1	1	1/16		1/16	1		9	75	D#5	5	191
131/4	0.25	11	11	11/16	11/16	12/16	1	1	1/16		1/16	1	1	4	76	E5	5	192
33	3.0	12	12	0	0	12/16	2	1	3/4		1/2	3/2	-1	2	50	D3	3	214
33	0.5	12	12	0	0	12/16	1	2	1/8		1/8	1		-1	65	F4	4	210
33	0.25	12	12	0	0	12/16	1	1	1/16		1/16	1	-1	4	76	E5	5	198
133/4	0.25	12	12	1/16	1/16	12/16	1	1	1/16		1/16	1		7	73	C#5	5	199
67/2	0.25	12	12	1/8	1/8	12/16	1	1	1/16		1/16	1	1	2	74	D5	5	200
135/4	0.5	12	12	3/16	3/16	12/16	1	2	1/8		1/8	1		6	66	F#4	4	211
135/4	0.25	12	12	3/16	3/16	12/16	1	1	1/16		1/16	1	-1	2	74	D5	5	201
34	0.25	12	12	1/4	1/4	12/16	1	1	1/16		1/16	1		5	71	B4	4	202
137/4	0.25	12	12	5/16	5/16	12/16	1	1	1/16		1/16	1	1	0	72	C5	5	203
69/2	0.5	12	12	3/8	3/8	12/16	1	2	1/8		1/8	1		1	67	G4	4	212
69/2	0.25	12	12	3/8	3/8	12/16	1	1	1/16		1/16	1	-1	0	72	C5	5	204
139/4	0.25	12	12	7/16	7/16	12/16	1	1	1/16		1/16	1		3	69	A4	4	205
35	0.25	12	12	1/2	1/2	12/16	1	1	1/16		1/16	1	1	-2	70	Bb4	4	206
141/4	0.5	12	12	9/16	9/16	12/16	1	2	1/8		1/8	1		7	61	C#4	4	213
141/4	0.25	12	12	9/16	9/16	12/16	1	1	1/16		1/16	1	-1	-2	70	Bb4	4	207
71/2	0.25	12	12	5/8	5/8	12/16	1	1	1/16		1/16	1		3	69	A4	4	208
143/4	0.25	12	12	11/16	11/16	12/16	1	1	1/16		1/16	1		1	67	G4	4	209
36	0.25	13	13	0	0	12/16	2	1	1/16		1/16	1		2	38	D2	2	220
36	3.0	13	13	0	0	12/16	1	2	3/4		1/2	3/2	1	3	57	A3	3	219
36	0.5	13	13	0	0	12/16	1	1	1/8		1/8	1		-1	65	F4	4	215
145/4	0.25	13	13	1/16	1/16	12/16	2	1	1/16		1/16	1		7	37	C#2	2	221
73/2	0.25	13	13	1/8	1/8	12/16	2	1	1/16		1/16	1		2	38	D2	2	222
147/4	0.25	13	13	3/16	3/16	12/16	2	1	1/16		1/16	1		4	40	E2	2	223
147/4	0.5	13	13	3/16	3/16	12/16	1	1	1/8		1/8	1		7	61	C#4	4	216
37	0.25	13	13	1/4	1/4	12/16	2	1	1/16		1/16	1		7	37	C#2	2	224
149/4	0.25	13	13	5/16	5/16	12/16	2	1	1/16		1/16	1		2	38	D2	2	225
75/2	0.25	13	13	3/8	3/8	12/16	2	1	1/16		1/16	1		-1	41	F2	2	226
75/2	0.5	13	13	3/8	3/8	12/16	1	1	1/8		1/8	1		2	62	D4	4	217
151/4	0.25	13	13	7/16	7/16	12/16	2	1	1/16		1/16	1		7	37	C#2	2	227
38	0.25	13	13	1/2	1/2	12/16	2	1	1/16		1/16	1		2	38	D2	2	228
153/4	0.25	13	13	9/16	9/16	12/16	2	1	1/16		1/16	1		1	43	G2	2	229
153/4	0.5	13	13	9/16	9/16	12/16	1	1	1/8		1/8	1		4	64	E4	4	218
77/2	0.25	13	13	5/8	5/8	12/16	2	1	1/16		1/16	1		7	37	C#2	2	230
155/4	0.25	13	13	11/16	11/16	12/16	2	1	1/16		1/16	1		2	38	D2	2	231
39	0.25	14	14	0	0	12/16	2	1	1/16		1/16	1		3	45	A2	2	240
39	0.5	14	14	0	0	12/16	1	2	1/8		1/8	1	-1	3	57	A3	3	236
39	0.5	14	14	0	0	12/16	1	1	1/8		1/8	1		-1	65	F4	4	232
157/4	0.25	14	14	1/16	1/16	12/16	2	1	1/16		1/16	1		7	37	C#2	2	241
79/2	0.25	14	14	1/8	1/8	12/16	2	1	1/16		1/16	1		2	38	D2	2	242
159/4	0.25	14	14	3/16	3/16	12/16	2	1	1/16		1/16	1		-2	46	Bb2	2	243
159/4	0.5	14	14	3/16	3/16	12/16	1	2	1/8		1/8	1		4	64	E4	4	237
159/4	0.5	14	14	3/16	3/16	12/16	1	1	1/8		1/8	1		7	73	C#5	5	233
40	0.25	14	14	1/4	1/4	12/16	2	1	1/16		1/16	1		3	45	A2	2	244
161/4	0.25	14	14	5/16	5/16	12/16	2	1	1/16		1/16	1		1	43	G2	2	245
81/2	0.25	14	14	3/8	3/8	12/16	2	1	1/16		1/16	1		6	42	F#2	2	246
81/2	0.5	14	14	3/8	3/8	12/16	1	2	1/8		1/8	1		2	62	D4	4	238
81/2	0.5	14	14	3/8	3/8	12/16	1	1	1/8		1/8	1		0	72	C5	5	234
163/4	0.25	14	14	7/16	7/16	12/16	2	1	1/16		1/16	1		4	40	E2	2	247
41	0.25	14	14	1/2	1/2	12/16	2	1	1/16		1/16	1		2	38	D2	2	248
165/4	0.25	14	14	9/16	9/16	12/16	2	1	1/16		1/16	1		8	44	G#2	2	249
165/4	0.5	14	14	9/16	9/16	12/16	1	2	1/8		1/8	1		-1	65	F4	4	239
165/4	0.5	14	14	9/16	9/16	12/16	1	1	1/8		1/8	1		5	71	B4	4	235
83/2	0.25	14	14	5/8	5/8	12/16	2	1	1/16		1/16	1		3	45	A2	2	250
167/4	0.25	14	14	11/16	11/16	12/16	2	1	1/16		1/16	1		5	47	B2	2	251
42	0.25	15	15	0	0	12/16	2	1	1/16		1/16	1		0	48	C3	3	260
42	0.5	15	15	0	0	12/16	1	2	1/8		1/8	1		-3	63	Eb4	4	256
42	0.5	15	15	0	0	12/16	1	1	1/8		1/8	1		3	69	A4	4	252
169/4	0.25	15	15	1/16	1/16	12/16	2	1	1/16		1/16	1		2	50	D3	3	261
85/2	0.25	15	15	1/8	1/8	12/16	2	1	1/16		1/16	1		-3	51	Eb3	3	262
171/4	0.25	15	15	3/16	3/16	12/16	2	1	1/16		1/16	1		-4	44	Ab2	2	263
171/4	0.5	15	15	3/16	3/16	12/16	1	2	1/8		1/8	1		2	62	D4	4	257
171/4	0.5	15	15	3/16	3/16	12/16	1	1	1/8		1/8	1		5	71	B4	4	253
43	0.25	15	15	1/4	1/4	12/16	2	1	1/16		1/16	1		1	43	G2	2	264
173/4	0.25	15	15	5/16	5/16	12/16	2	1	1/16		1/16	1		-1	41	F2	2	265
87/2	0.25	15	15	3/8	3/8	12/16	2	1	1/16		1/16	1		4	40	E2	2	266
87/2	0.5	15	15	3/8	3/8	12/16	1	2	1/8		1/8	1		0	60	C4	4	258
87/2	0.5	15	15	3/8	3/8	12/16	1	1	1/8		1/8	1		-2	70	Bb4	4	254
175/4	0.25	15	15	7/16	7/16	12/16	2	1	1/16		1/16	1		2	38	D2	2	267
44	0.25	15	15	1/2	1/2	12/16	2	1	1/16		1/16	1		0	36	C2	2	268
177/4	0.25	15	15	9/16	9/16	12/16	2	1	1/16		1/16	1		6	42	F#2	2	269
177/4	0.5	15	15	9/16	9/16	12/16	1	2	1/8		1/8	1		-3	63	Eb4	4	259
177/4	0.5	15	15	9/16	9/16	12/16	1	1	1/8		1/8	1		3	69	A4	4	255
89/2	0.25	15	15	5/8	5/8	12/16	2	1	1/16		1/16	1		1	43	G2	2	270
179/4	0.25	15	15	11/16	11/16	12/16	2	1	1/16		1/16	1		3	45	A2	2	271
45	0.25	16	16	0	0	12/16	2	2	1/16		1/16	1		-2	46	Bb2	2	281
45	0.5	16	16	0	0	12/16	1	2	1/8		1/8	1		2	62	D4	4	273
45	0.5	16	16	0	0	12/16	1	1	1/8		1/8	1		1	67	G4	4	272
181/4	0.25	16	16	1/16	1/16	12/16	2	2	1/16		1/16	1		3	45	A2	2	282
91/2	0.25	16	16	1/8	1/8	12/16	2	2	1/16		1/16	1		1	43	G2	2	283
183/4	0.25	16	16	3/16	3/16	12/16	2	2	1/16		1/16	1		7	49	C#3	3	284
183/4	0.25	16	16	3/16	3/16	12/16	1	2	1/16		1/16	1		3	69	A4	4	274
46	0.25	16	16	1/4	1/4	12/16	2	2	1/16		1/16	1		2	50	D3	3	285
46	0.25	16	16	1/4	1/4	12/16	1	2	1/16		1/16	1		5	71	B4	4	275
185/4	0.25	16	16	5/16	5/16	12/16	2	2	1/16		1/16	1		4	52	E3	3	286
185/4	0.25	16	16	5/16	5/16	12/16	1	2	1/16		1/16	1		7	73	C#5	5	276
93/2	0.25	16	16	3/8	3/8	12/16	2	2	1/16		1/16	1		-1	53	F3	3	287
