mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	0	0	3/4	2/2	1	1	1/4		1/4	1		4	64		0
2	1	0	0	2/2	1	1	1/8		1/8	1		3	69		1
2	1	1/8	1/8	2/2	1	1	1/8		1/8	1		8	68		2
2	1	1/4	1/4	2/2	1	1	1/8		1/8	1		5	71		3
2	1	3/8	3/8	2/2	1	1	1/8		1/8	1		3	69		4
2	1	1/2	1/2	2/2	1	1	1/8		1/8	1		7	73		5
2	1	5/8	5/8	2/2	1	1	1/8		1/8	1		5	71		6
2	1	3/4	3/4	2/2	1	1	1/8		1/8	1		3	69		7
2	1	7/8	7/8	2/2	1	1	1/8		1/8	1		8	68		8
3	2	0	0	2/2	1	1	1/4		1/4	1		3	69		9
3	2	1/4	1/4	2/2	1	1	1/4		1/4	1		4	64		10
3	2	1/2	1/2	2/2	1	1	1/8		1/8	1		7	61		11
3	2	5/8	5/8	2/2	1	1	1/8		1/8	1		4	64		12
3	2	3/4	3/4	2/2	2	1	1/4		1/4	1		4	52		15
3	2	3/4	3/4	2/2	1	1	1/8		1/8	1		3	69		13
3	2	7/8	7/8	2/2	1	1	1/8		1/8	1		5	71		14
4	3	0	0	2/2	2	1	1/8		1/8	1		3	57		24
4	3	0	0	2/2	1	1	1/8		1/8	1		7	73		16
4	3	1/8	1/8	2/2	2	1	1/8		1/8	1		8	56		25
4	3	1/8	1/8	2/2	1	1	1/8		1/8	1		5	71		17
4	3	1/4	1/4	2/2	2	1	1/8		1/8	1		5	59		26
4	3	1/4	1/4	2/2	1	1	1/8		1/8	1		2	74		18
4	3	3/8	3/8	2/2	2	1	1/8		1/8	1		3	57		27
4	3	3/8	3/8	2/2	1	1	1/8		1/8	1		7	73		19
4	3	1/2	1/2	2/2	2	1	1/8		1/8	1		7	61		28
4	3	1/2	1/2	2/2	1	1	1/8		1/8	1		4	76		20
4	3	5/8	5/8	2/2	2	1	1/8		1/8	1		5	59		29
4	3	5/8	5/8	2/2	1	1	1/8		1/8	1		2	74		21
4	3	3/4	3/4	2/2	2	1	1/8		1/8	1		3	57		30
4	3	3/4	3/4	2/2	1	1	1/8		1/8	1		7	73		22
4	3	7/8	7/8	2/2	2	1	1/8		1/8	1		8	56		31
4	3	7/8	7/8	2/2	1	1	1/8		1/8	1		5	71		23
5	4	0	0	2/2	2	1	1/4		1/4	1		3	57		40
5	4	0	0	2/2	1	1	1/8		1/8	1		2	74		32
5	4	1/8	1/8	2/2	1	1	1/8		1/8	1		7	73		33
