mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
23	20	313/4	329/4	0.25		1/2	1/2	Chord	4/4	1	2	1/16	1/16	1	572	ornamentShortTrill						
23	20	157/2	165/2	0.25		9/16	9/16	Chord	4/4	1	2	1/16	1/16	1	573							
23	20	315/4	331/4	0.25		5/8	5/8	Chord	4/4	1	2	1/16	1/16	1	574							
23	20	79	83	0.25		11/16	11/16	Chord	4/4	1	2	1/16	1/16	1	575							
23	20	317/4	333/4	0.25		3/4	3/4	Chord	4/4	1	2	1/16	1/16	1	576							
23	20	159/2	167/2	0.25		13/16	13/16	Chord	4/4	1	2	1/16	1/16	1	577							
23	20	319/4	335/4	0.25		7/8	7/8	Chord	4/4	1	2	1/16	1/16	1	578							
23	20	80	84	0.25		15/16	15/16	Chord	4/4	1	2	1/16	1/16	1	579							
23	20	305/4	321/4	0.75		0	0	Chord	4/4	2	1	3/16	1/8	3/2	580							
23	20	77	81	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	581							
23	20	309/4	325/4	0.25		1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	582							
23	20	155/2	163/2	0.25		5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	583							
23	20	311/4	327/4	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	584							
23	20	78	82	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	585							
23	20	313/4	329/4	0.75		1/2	1/2	Chord	4/4	2	1	3/16	1/8	3/2	586							
23	20	79	83	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	587							
23	20	317/4	333/4	0.25		3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	588							
23	20	159/2	167/2	0.25		13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	589							
23	20	319/4	335/4	0.25		7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	590							
23	20	80	84	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	591							
24	21	329/4	345/4	0.75		1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	592							
24	21	83	87	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	593							
24	21	333/4	349/4	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	594							
24	21	167/2	175/2	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	595							
24	21	335/4	351/4	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	596							
24	21	321/4	337/4	0.25		0	0	Chord	4/4	1	2	1/16	1/16	1	597	ornamentShortTrill						
24	21	161/2	169/2	0.25		1/16	1/16	Chord	4/4	1	2	1/16	1/16	1	598							
24	21	323/4	339/4	0.25		1/8	1/8	Chord	4/4	1	2	1/16	1/16	1	599							
24	21	81	85	0.25		3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	600							
24	21	325/4	341/4	0.25		1/4	1/4	Chord	4/4	1	2	1/16	1/16	1	601							
24	21	163/2	171/2	0.25		5/16	5/16	Chord	4/4	1	2	1/16	1/16	1	602							
24	21	327/4	343/4	0.25		3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	603							
24	21	82	86	0.25		7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	604							
24	21	329/4	345/4	1.0		1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	605							
24	21	333/4	349/4	0.75		3/4	3/4	Chord	4/4	1	2	3/16	1/8	3/2	606							
24	21	84	88	0.25		15/16	15/16	Chord	4/4	1	2	1/16	1/16	1	607							
24	21	321/4	337/4	0.75		0	0	Chord	4/4	2	1	3/16	1/8	3/2	608							
24	21	81	85	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	609							
24	21	325/4	341/4	0.25		1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	610							
24	21	163/2	171/2	0.25		5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	611							
24	21	327/4	343/4	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	612							
24	21	82	86	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	613							
24	21	329/4	345/4	0.25		1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	614							
24	21	165/2	173/2	0.25		9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	615							
24	21	331/4	347/4	0.25		5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	616							
24	21	83	87	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	617							
24	21	333/4	349/4	0.25		3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	618							
24	21	167/2	175/2	0.25		13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	619							
24	21	335/4	351/4	0.25		7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	620							
24	21	84	88	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	621							
25	22	337/4	353/4	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	622							
25	22	169/2	177/2	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	623							
25	22	339/4	355/4	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	624							
25	22	85	89	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	625							
25	22	341/4	357/4	0.75		1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	626							
25	22	86	90	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	627							
25	22	345/4	361/4	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	628							
25	22	173/2	181/2	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	629							
25	22	347/4	363/4	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	630							
25	22	87	91	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	631							
25	22	349/4	365/4	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	632							
25	22	175/2	183/2	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	633							
25	22	351/4	367/4	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	634							
25	22	88	92	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	635							
25	22	337/4	353/4	0.75		0	0	Chord	4/4	1	2	3/16	1/8	3/2	636							
25	22	85	89	0.25		3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	637							
25	22	341/4	357/4	0.75		1/4	1/4	Chord	4/4	1	2	3/16	1/8	3/2	638							
25	22	345/4	361/4	0.25		1/2	1/2	Chord	4/4	1	2	1/16	1/16	1	639							
25	22	337/4	353/4	0.25		0	0	Chord	4/4	2	1	1/16	1/16	1	640							
25	22	169/2	177/2	0.25		1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	641							
25	22	339/4	355/4	0.25		1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	642							
25	22	85	89	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	643							
25	22	341/4	357/4	0.25		1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	644							
25	22	171/2	179/2	0.25		5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	645							
25	22	343/4	359/4	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	646							
25	22	86	90	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	647							
25	22	345/4	361/4	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	648							
25	22	347/4	363/4	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	649							
25	22	175/2	183/2	0.25		13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	650							
25	22	351/4	367/4	0.25		7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	651							
25	22	88	92	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	652							
26	23	353/4	369/4	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	653							
26	23	177/2	185/2	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	654							
26	23	355/4	371/4	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	655							
26	23	89	93	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	656							
26	23	357/4	373/4	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	657							
26	23	179/2	187/2	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	658							
26	23	359/4	375/4	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	659							
26	23	90	94	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	660							
26	23	361/4	377/4	0.75		1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	661							
26	23	91	95	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	662							
26	23	365/4	381/4	0.75		3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	663	ornamentShortTrill						
26	23	92	96	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	664							
26	23	361/4	377/4	0.5		1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	665							
26	23	365/4	381/4	1.0		3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	666							
26	23	361/4	377/4	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	667							
26	23	365/4	381/4	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	668							
26	23	353/4	369/4	0.75		0	0	Chord	4/4	2	2	3/16	1/8	3/2	669							
26	23	89	93	0.25		3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	670							
26	23	357/4	373/4	0.25		1/4	1/4	Chord	4/4	2	2	1/16	1/16	1	671							
26	23	179/2	187/2	0.25		5/16	5/16	Chord	4/4	2	2	1/16	1/16	1	672							
26	23	359/4	375/4	0.25		3/8	3/8	Chord	4/4	2	2	1/16	1/16	1	673							
26	23	90	94	0.25		7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	674							
26	23	361/4	377/4	0.5		1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	675							
26	23	363/4	379/4	0.5		5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	676							
26	23	365/4	381/4	0.5		3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	677							
26	23	367/4	383/4	0.5		7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	678							
27	24	369/4	385/4	2.0		0	0	Chord	4/4	1	1	1/2	1/2	1	679							
27	24	377/4	393/4	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	680							
27	24	189/2	197/2	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	681							
27	24	379/4	395/4	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	682							
27	24	95	99	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	683							
27	24	381/4	397/4	0.75		3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	684							
27	24	93	97	0.25		3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	685							
27	24	373/4	389/4	0.25		1/4	1/4	Chord	4/4	1	2	1/16	1/16	1	686							
27	24	187/2	195/2	0.25		5/16	5/16	Chord	4/4	1	2	1/16	1/16	1	687							
27	24	375/4	391/4	0.25		3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	688							
27	24	94	98	0.25		7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	689							
27	24	377/4	393/4	0.25		1/2	1/2	Chord	4/4	1	2	1/16	1/16	1	690							
27	24	189/2	197/2	0.75		9/16	9/16	Chord	4/4	1	2	3/16	1/8	3/2	691							
27	24	381/4	397/4	0.75		3/4	3/4	Chord	4/4	1	2	3/16	1/8	3/2	692							
27	24	185/2	193/2	0.25		1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	693							
27	24	371/4	387/4	0.5		1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	694							
27	24	373/4	389/4	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	695							
27	24	375/4	391/4	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	696							
27	24	377/4	393/4	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	697							
27	24	379/4	395/4	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	698							
27	24	381/4	397/4	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	699							
27	24	369/4	385/4	2.0		0	0	Chord	4/4	2	2	1/2	1/2	1	700							
27	24	377/4	393/4	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	701							
27	24	381/4	397/4	0.75		3/4	3/4	Chord	4/4	2	2	3/16	1/8	3/2	702							
