mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible
4	4	9	9	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	23						
4	4	19/2	19/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	24						
4	4	10	10	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	25						
4	4	21/2	21/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	26						
4	4	11	11	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	27						
4	4	23/2	23/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	28						
4	4	9	9	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	29						
4	4	9	9	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	30						
4	4	10	10	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	31						
4	4	11	11	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	32						
5	5	12	12	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	33						
5	5	25/2	25/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	34						
5	5	13	13	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	35						
5	5	27/2	27/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	36						
5	5	14	14	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	37						
5	5	29/2	29/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	38						
5	5	13	13	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	39						
5	5	14	14	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	40						
5	5	12	12	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	41						
6	6	15	15	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	42						
6	6	61/4	61/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	43						
6	6	31/2	31/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	44						
6	6	16	16	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	45						
6	6	35/2	35/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	46						
6	6	33/2	33/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	47						
6	6	17	17	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	48						
6	6	15	15	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	49						
7	7	18	18	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	50						
7	7	37/2	37/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	51						
7	7	19	19	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	52						
7	7	39/2	39/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	53						
7	7	20	20	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	54						
7	7	41/2	41/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	55						
7	7	18	18	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	56						
7	7	18	18	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	57						
7	7	19	19	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	58						
7	7	20	20	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	59						
8	8	21	21	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	60						
8	8	21	21	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	61						
8	8	21	21	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	62						
9	9	24	24	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	63						
9	9	25	25	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	64						
9	9	26	26	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	65						
9	9	24	24	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	66						
9	9	25	25	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	67						
9	9	26	26	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	68						
9	9	24	24	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	69						
9	9	49/2	49/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	70						
9	9	25	25	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	71						
9	9	26	26	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	72						
10	10	27	27	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	73						
10	10	27	27	0.5	0	0	Chord	3/4	1	2	1/8	1/8	1	74						
10	10	55/2	55/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	75						
10	10	28	28	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	76						
10	10	57/2	57/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	77						
10	10	29	29	0.5	1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	78						
10	10	59/2	59/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	79						
10	10	27	27	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	80						
10	10	28	28	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	81						
10	10	29	29	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	82						
11	11	30	30	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	83						
11	11	31	31	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	84						
11	11	32	32	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	85						
11	11	30	30	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	86						
11	11	30	30	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	87						
11	11	61/2	61/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	88						
11	11	31	31	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	89						
11	11	63/2	63/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	90						
11	11	32	32	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	91						
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	92						
12	12	33	33	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	93						
12	12	67/2	67/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	94						
12	12	34	34	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	95						
12	12	69/2	69/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	96						
12	12	35	35	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	97						
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	98						
12	12	34	34	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	99						
12	12	35	35	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	100						
12	12	33	33	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	101						
13	13	36	36	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	102						
13	13	73/2	73/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	103						
13	13	37	37	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	104						
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	105						
13	13	38	38	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	106						
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	107						
13	13	36	36	0.5	0	0	Chord	3/4	1	2	1/8	1/8	1	108						
13	13	73/2	73/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	109						
13	13	37	37	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	110						
13	13	38	38	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	111						
13	13	36	36	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	112						
14	14	39	39	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	113						
14	14	40	40	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	114						
14	14	41	41	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	115						
14	14	39	39	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	116						
14	14	40	40	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	117						
14	14	41	41	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	118						
14	14	39	39	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	119						
14	14	40	40	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	120						
14	14	41	41	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	121						
15	15	42	42	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	122						
15	15	85/2	85/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	123						
15	15	43	43	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	124						
15	15	87/2	87/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	125						
15	15	44	44	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	126						
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	127						
15	15	42	42	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	128						
15	15	43	43	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	129						
15	15	44	44	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	130						
15	15	42	42	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	131						
15	15	43	43	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	132						
15	15	44	44	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	133						
16	16	45	45	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	134						
16	16	45	45	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	135						
16	16	45	45	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	136						
16	16	46	46	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	137						
16	16	47	47	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	138						
17	17	48	48	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	139						
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	140						
17	17	49	49	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	141						
17	17	50	50	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	142						
17	17	48	48	0.5	0	0	Chord	3/4	1	2	1/8	1/8	1	143						
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	144						
17	17	49	49	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	145						
17	17	50	50	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	146						
17	17	48	48	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	147						
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	148						
17	17	49	49	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	149						
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	150						
17	17	50	50	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	151						
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	152						
18	18	51	51	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	153						
18	18	52	52	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	154						
18	18	53	53	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	155						
18	18	51	51	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	156						
18	18	52	52	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	157						
18	18	53	53	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	158						
18	18	51	51	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	159						
18	18	103/2	103/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	160						
18	18	52	52	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	161						
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	162						
18	18	53	53	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	163						
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	164						
19	19	54	54	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	165						
19	19	55	55	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	166						
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	167						
19	19	56	56	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	168						
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	169						
19	19	54	54	0.5	0	0	Chord	3/4	1	2	1/8	1/8	1	170						
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	171						
19	19	55	55	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	172						
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	173						
19	19	56	56	0.5	1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	174						
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	175						
19	19	54	54	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	176						
19	19	55	55	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	177						
19	19	56	56	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	178						
20	20	57	57	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	179						
20	20	115/2	115/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	180						
20	20	58	58	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	181						
20	20	117/2	117/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	182						
20	20	59	59	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	183						
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	184						
20	20	58	58	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	185						
20	20	59	59	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	186						
20	20	57	57	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	187						
21	21	60	60	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	188						
21	21	121/2	121/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	189						
21	21	61	61	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	190						
21	21	123/2	123/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	191						
21	21	62	62	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	192						
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	193						
21	21	60	60	0.5	0	0	Chord	3/4	1	2	1/8	1/8	1	194						
21	21	121/2	121/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	195						
21	21	61	61	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	196						
21	21	123/2	123/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	197						
21	21	62	62	0.5	1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	198						
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	199						
21	21	60	60	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	200						
22	22	63	63	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	201						
22	22	64	64	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	202						
22	22	65	65	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	203						
22	22	63	63	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	204						
22	22	64	64	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	205						
22	22	65	65	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	206						
22	22	63	63	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	207						
22	22	64	64	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	208						
22	22	65	65	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	209						
23	23	66	66	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	210						
23	23	133/2	133/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	211						
23	23	67	67	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	212						
23	23	135/2	135/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	213						
23	23	68	68	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	214						
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	215						
23	23	66	66	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	216						
23	23	67	67	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	217						
23	23	68	68	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	218						
23	23	66	66	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	219						
23	23	67	67	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	220						
23	23	68	68	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	221						
24	24	69	69	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	222						
24	24	69	69	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	223						
24	24	69	69	0.0	0	0	StaffText	3/4	2	1	0				Menuett da capo.					
24	24	69	69	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	224						
