mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible
1	0	0	0	0.0	0	11/16	StaffText	3/4	1	1	0				2. Courante					
1	0	0	0	0.0	0	11/16	Tempo	3/4	1	1	0					𝅘𝅥=120	120.0	𝅘𝅥	120.0	0.0
1	0	0	0	0.25	0	11/16	Chord	3/4	1	2	1/16	1/16	1	0						
2	1	1/4	1/4	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	1						
2	1	3/4	3/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	2						
2	1	1	1	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	3						
2	1	5/4	5/4	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	4						
2	1	3/2	3/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	5						
2	1	7/4	7/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	6						
2	1	2	2	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	7						
2	1	9/4	9/4	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	8						
2	1	5/2	5/2	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	9						
2	1	11/4	11/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	10						
2	1	3	3	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	11						
2	1	1/4	1/4	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	12						
2	1	1/4	1/4	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	13						
2	1	7/4	7/4	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	14						
2	1	9/4	9/4	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	15						
2	1	11/4	11/4	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	16						
3	2	13/4	13/4	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	17						
3	2	15/4	15/4	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	18						
3	2	17/4	17/4	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	19						
3	2	19/4	19/4	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	20						
3	2	21/4	21/4	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	21						
3	2	23/4	23/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	22						
3	2	13/4	13/4	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	23						
3	2	15/4	15/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	24						
3	2	4	4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	25						
3	2	17/4	17/4	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	26						
3	2	9/2	9/2	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	27						
3	2	19/4	19/4	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	28						
3	2	5	5	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	29						
3	2	21/4	21/4	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	30						
3	2	11/2	11/2	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	31						
3	2	23/4	23/4	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	32						
3	2	6	6	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	33						
4	3	25/4	25/4	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	34						
4	3	13/2	13/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	35						
4	3	27/4	27/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	36						
4	3	7	7	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	37						
4	3	29/4	29/4	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	38						
4	3	15/2	15/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	39						
4	3	31/4	31/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	40						
4	3	8	8	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	41						
4	3	33/4	33/4	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	42						
4	3	17/2	17/2	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	43						
4	3	35/4	35/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	44						
4	3	9	9	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	45						
4	3	25/4	25/4	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	46						
4	3	27/4	27/4	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	47						
4	3	29/4	29/4	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	48						
4	3	31/4	31/4	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	49						
4	3	33/4	33/4	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	50						
4	3	35/4	35/4	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	51						
5	4	37/4	37/4	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	52						
5	4	39/4	39/4	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	53						
5	4	21/2	21/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	54						
5	4	43/4	43/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	55						
5	4	11	11	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	56						
5	4	45/4	45/4	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	57						
5	4	23/2	23/2	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	58						
5	4	47/4	47/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	59						
5	4	12	12	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	60						
5	4	37/4	37/4	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	61						
5	4	39/4	39/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	62						
5	4	10	10	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	63						
5	4	21/2	21/2	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	64						
5	4	43/4	43/4	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	65						
5	4	11	11	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	66						
5	4	45/4	45/4	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	67						
5	4	23/2	23/2	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	68						
5	4	47/4	47/4	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	69						
5	4	12	12	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	70						
6	5	49/4	49/4	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	71						
6	5	25/2	25/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	72						
6	5	51/4	51/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	73						
6	5	13	13	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	74						
6	5	53/4	53/4	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	75						
6	5	27/2	27/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	76						
6	5	55/4	55/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	77						
6	5	14	14	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	78						
6	5	57/4	57/4	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	79						
6	5	29/2	29/2	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	80						
6	5	59/4	59/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	81						
6	5	15	15	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	82						
6	5	49/4	49/4	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	83						
6	5	51/4	51/4	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	84						
6	5	53/4	53/4	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	85						
6	5	55/4	55/4	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	86						
6	5	57/4	57/4	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	87						
6	5	59/4	59/4	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	88						
7	6	61/4	61/4	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	89						
7	6	31/2	31/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	90						
7	6	63/4	63/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	91						
7	6	16	16	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	92						
7	6	65/4	65/4	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	93						
7	6	33/2	33/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	94						
7	6	67/4	67/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	95						
7	6	17	17	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	96						
7	6	69/4	69/4	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	97						
7	6	35/2	35/2	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	98						
