mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible
24	21	165/2	169/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	293							
24	21	83	85	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	294							
24	21	167/2	171/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	295							
24	21	84	86	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	296							
24	21	169/2	173/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	297							
24	21	85	87	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	298							
24	21	171/2	175/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	299							
25	22	86	88	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	300							
25	22	173/2	177/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	301							
25	22	87	89	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	302							
25	22	175/2	179/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	303							
25	22	88	90	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	304							
25	22	177/2	181/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	305							
25	22	89	91	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	306							
25	22	179/2	183/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	307							
25	22	86	88	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	308							
25	22	173/2	177/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	309							
25	22	87	89	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	310							
25	22	175/2	179/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	311							
25	22	88	90	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	312							
25	22	177/2	181/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	313							
25	22	89	91	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	314							
25	22	179/2	183/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	315							
26	23	90	92	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	316							
26	23	181/2	185/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	317							
26	23	91	93	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	318							
26	23	183/2	187/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	319							
26	23	92	94	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	320							
26	23	185/2	189/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	321							
26	23	93	95	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	322							
26	23	187/2	191/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	323							
26	23	90	92	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	324							
26	23	181/2	185/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	325							
26	23	91	93	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	326							
26	23	183/2	187/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	327							
26	23	92	94	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	328							
26	23	185/2	189/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	329							
26	23	93	95	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	330							
26	23	187/2	191/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	331							
27	24		96	2.0	1	0	0	Chord	2/2	1	1	1/2	1/2	1	332							
27	24		96	0.5	1	0	0	Chord	2/2	2	1	1/8	1/8	1	333							
27	24		193/2	0.5	1	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	334							
27	24		97	0.5	1	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	335							
27	24		195/2	0.5	1	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	336							
28	24	94	98	2.0	2	0	0	Chord	2/2	1	1	1/2	1/2	1	337							
28	24	94	98	2.0	2	0	0	Chord	2/2	2	1	1/2	1/2	1	338							
