mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	StaffText	3/4	1	1	0						4a. Les agréments de la même Sarabande.						
1	1	0	0	0.0	0	0	Tempo	3/4	1	1	0							𝅘𝅥=55	55.0	𝅘𝅥	55.0	0.0	
1	1	0	0	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	0								
1	1	1/2	1/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1								
1	1	1	1	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2	ornamentMordent							
1	1	2	2	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	3								
1	1	17/8	17/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	4								
1	1	9/4	9/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	5								
1	1	19/8	19/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	6								
1	1	5/2	5/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	7								
1	1	21/8	21/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	8								
1	1	11/4	11/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	9								
1	1	23/8	23/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	10								
1	1	0	0	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	11								
1	1	1	1	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	12								
1	1	0	0	1.0	0	0	Chord	3/4	1	3	1/4		1/4	1	13								
1	1	0	0	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	14								
1	1	0	0	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	15								
1	1	1	1	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	16								
1	1	0	0	3.0	0	0	Chord	3/4	2	3	3/4		1/2	3/2	17								
2	2	3	3	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	18								
2	2	7/2	7/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	19								
2	2	15/4	15/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	20								
2	2	4	4	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	21								
2	2	5	5	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	22	ornamentShortTrill							
2	2	23/4	23/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	23								
2	2	47/8	47/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	24								
2	2	3	3	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	25								
2	2	4	4	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	26								
2	2	4	4	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	27								
2	2	3	3	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	28								
2	2	3	3	3.0	0	0	Chord	3/4	2	3	3/4		1/2	3/2	29								
3	3	6	6	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	30								
3	3	25/4	25/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	31								
3	3	13/2	13/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	32								
3	3	7	7	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	33								
3	3	15/2	15/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	34								
3	3	61/8	61/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	35								
3	3	31/4	31/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	36								
3	3	63/8	63/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	37								
3	3	8	8	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	38	ornamentTrill							
3	3	35/4	35/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	39								
3	3	71/8	71/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	40								
3	3	6	6	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	41								
3	3	7	7	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	42								
3	3	6	6	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	43								
3	3	7	7	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	44								
3	3	6	6	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	45								
3	3	7	7	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	46								
3	3	6	6	3.0	0	0	Chord	3/4	2	3	3/4		1/2	3/2	47								
4	4	9	9	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	48	ornamentTrill							
4	4	21/2	21/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	49								
4	4	11	11	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	50								
4	4	11	11	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	51								
4	4	9	9	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	52								
4	4	9	9	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	53								
4	4	9	9	3.0	0	0	Chord	3/4	2	3	3/4		1/2	3/2	54								
5	5	12	12	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	55								
5	5	25/2	25/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	56								
5	5	51/4	51/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	57								
5	5	13	13	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	58								
5	5	13	13	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	59	ornamentMordent							
5	5	29/2	29/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	60								
5	5	12	12	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	61								
5	5	13	13	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	62								
5	5	12	12	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	63								
5	5	13	13	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	64								
5	5	12	12	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	65								
5	5	13	13	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	66								
5	5	12	12	3.0	0	0	Chord	3/4	2	3	3/4		1/2	3/2	67								
6	6	15	15	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	68								
6	6	61/4	61/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	69								
6	6	31/2	31/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	70								
6	6	63/4	63/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	71								
6	6	16	16	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	72								
