mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible
16	15	173/2	185/2	0.5		5/8	5/8	Chord	3/2	1	1	1/8		1/8	1	303						
16	15	87	93	0.5		3/4	3/4	Chord	3/2	1	1	1/8		1/8	1	304						
16	15	175/2	187/2	0.5		7/8	7/8	Chord	3/2	1	1	1/8		1/8	1	305						
16	15	88	94	0.5		1	1	Chord	3/2	1	1	1/8		1/8	1	306						
16	15	177/2	189/2	0.5		9/8	9/8	Chord	3/2	1	1	1/8		1/8	1	307						
16	15	89	95	1.0		5/4	5/4	Chord	3/2	1	1	1/4		1/4	1	308						
16	15	169/2	181/2	0.5		1/8	1/8	Chord	3/2	1	2	1/8		1/8	1	309						
16	15	85	91	0.5		1/4	1/4	Chord	3/2	1	2	1/8		1/8	1	310						
16	15	171/2	183/2	0.5		3/8	3/8	Chord	3/2	1	2	1/8		1/8	1	311						
16	15	86	92	2.0		1/2	1/2	Chord	3/2	1	2	1/2		1/2	1	312						
16	15	179/2	191/2	0.5		11/8	11/8	Chord	3/2	1	2	1/8		1/8	1	313						
16	15	84	90	1.0		0	0	Chord	3/2	2	1	1/4		1/4	1	314						
16	15	85	91	1.0		1/4	1/4	Chord	3/2	2	1	1/4		1/4	1	315						
16	15	86	92	1.0		1/2	1/2	Chord	3/2	2	1	1/4		1/4	1	316						
16	15	87	93	0.5		3/4	3/4	Chord	3/2	2	1	1/8		1/8	1	317						
16	15	175/2	187/2	0.5		7/8	7/8	Chord	3/2	2	1	1/8		1/8	1	318						
16	15	88	94	2.0		1	1	Chord	3/2	2	1	1/2		1/2	1	319						
16	15	84	90	1.0		0	0	Chord	3/2	2	2	1/4		1/4	1	320						
16	15	85	91	1.0		1/4	1/4	Chord	3/2	2	2	1/4		1/4	1	321						
16	15	86	92	3.0		1/2	1/2	Chord	3/2	2	2	3/4		1/2	3/2	322						
16	15	89	95	1.0		5/4	5/4	Chord	3/2	2	2	1/4		1/4	1	323						
17	16	90	96	0.5		0	0	Chord	3/2	1	1	1/8		1/8	1	324	ornamentShortTrill					
17	16	181/2	193/2	0.5		1/8	1/8	Chord	3/2	1	1	1/8		1/8	1	325						
17	16	91	97	0.5		1/4	1/4	Chord	3/2	1	1	1/8		1/8	1	326						
17	16	183/2	195/2	0.5		3/8	3/8	Chord	3/2	1	1	1/8		1/8	1	327						
17	16	92	98	2.0		1/2	1/2	Chord	3/2	1	1	1/2		1/2	1	328						
17	16	94	100	2.0		1	1	Chord	3/2	1	1	1/2		1/2	1	329						
17	16	185/2	197/2	1.5		5/8	5/8	Chord	3/2	1	2	3/8		1/4	3/2	330						
17	16	94	100	2.0		1	1	Chord	3/2	1	2	1/2		1/2	1	331						
17	16	185/2	197/2	0.5		5/8	5/8	Chord	3/2	1	3	1/8		1/8	1	332						
17	16	93	99	0.5		3/4	3/4	Chord	3/2	1	3	1/8		1/8	1	333						
17	16	187/2	199/2	0.5		7/8	7/8	Chord	3/2	1	3	1/8		1/8	1	334						
17	16	94	100	2.0		1	1	Chord	3/2	1	3	1/2		1/2	1	335						
17	16	93	99	1.0		3/4	3/4	Chord	3/2	1	4	1/4		1/4	1	336						
17	16	94	100	2.0		1	1	Chord	3/2	1	4	1/2		1/2	1	337						
17	16	94	100	2.0		1	1	Chord	3/2	2	1	1/2		1/2	1	338						
17	16	90	96	2.0		0	0	Chord	3/2	2	2	1/2		1/2	1	339						
17	16	92	98	2.0		1/2	1/2	Chord	3/2	2	2	1/2		1/2	1	340						
17	16	189/2	201/2	0.5		9/8	9/8	Chord	3/2	2	2	1/8		1/8	1	341						
17	16	95	101	0.5		5/4	5/4	Chord	3/2	2	2	1/8		1/8	1	342						
17	16	191/2	203/2	0.5		11/8	11/8	Chord	3/2	2	2	1/8		1/8	1	343						
18	17	197/2	209/2	0.5		5/8	5/8	Chord	3/2	1	1	1/8		1/8	1	344						
18	17	99	105	0.5		3/4	3/4	Chord	3/2	1	1	1/8		1/8	1	345						
18	17	199/2	211/2	0.5		7/8	7/8	Chord	3/2	1	1	1/8		1/8	1	346						
18	17	197/2	209/2	1.5		5/8	5/8	Chord	3/2	1	2	3/8		1/4	3/2	347						
18	17	98	104	2.0		1/2	1/2	Chord	3/2	1	3	1/2		1/2	1	348						
18	17	100	106	0.5		1	1	Chord	3/2	1	3	1/8		1/8	1	349						
18	17	201/2	213/2	0.5		9/8	9/8	Chord	3/2	1	3	1/8		1/8	1	350						
18	17	101	107	0.5		5/4	5/4	Chord	3/2	1	3	1/8		1/8	1	351						
18	17	203/2	215/2	0.5		11/8	11/8	Chord	3/2	1	3	1/8		1/8	1	352						
18	17	193/2	205/2	1.5		1/8	1/8	Chord	3/2	1	4	3/8		1/4	3/2	353						
18	17	99	105	1.0		3/4	3/4	Chord	3/2	1	4	1/4		1/4	1	354						
18	17	193/2	205/2	0.5		1/8	1/8	Chord	3/2	2	1	1/8		1/8	1	355						
18	17	97	103	0.5		1/4	1/4	Chord	3/2	2	1	1/8		1/8	1	356						
18	17	195/2	207/2	0.5		3/8	3/8	Chord	3/2	2	1	1/8		1/8	1	357						
18	17	96	102	2.0		0	0	Chord	3/2	2	2	1/2		1/2	1	358						
18	17	98	104	0.5		1/2	1/2	Chord	3/2	2	2	1/8		1/8	1	359						
18	17	197/2	209/2	0.5		5/8	5/8	Chord	3/2	2	2	1/8		1/8	1	360						
18	17	99	105	0.5		3/4	3/4	Chord	3/2	2	2	1/8		1/8	1	361						
18	17	199/2	211/2	0.5		7/8	7/8	Chord	3/2	2	2	1/8		1/8	1	362						
18	17	100	106	0.5		1	1	Chord	3/2	2	2	1/8		1/8	1	363						
18	17	201/2	213/2	0.5		9/8	9/8	Chord	3/2	2	2	1/8		1/8	1	364						
18	17	101	107	0.5		5/4	5/4	Chord	3/2	2	2	1/8		1/8	1	365						
18	17	203/2	215/2	0.5		11/8	11/8	Chord	3/2	2	2	1/8		1/8	1	366						
19	18	102	108	0.5		0	0	Chord	3/2	1	3	1/8		1/8	1	367						
19	18	205/2	217/2	0.5		1/8	1/8	Chord	3/2	1	3	1/8		1/8	1	368						
19	18	103	109	0.5		1/4	1/4	Chord	3/2	1	3	1/8		1/8	1	369						
19	18	207/2	219/2	0.5		3/8	3/8	Chord	3/2	1	3	1/8		1/8	1	370						
19	18	104	110	0.5		1/2	1/2	Chord	3/2	1	3	1/8		1/8	1	371						
19	18	209/2	221/2	0.5		5/8	5/8	Chord	3/2	1	3	1/8		1/8	1	372						
19	18	105	111	0.5		3/4	3/4	Chord	3/2	1	3	1/8		1/8	1	373						
19	18	211/2	223/2	0.5		7/8	7/8	Chord	3/2	1	3	1/8		1/8	1	374						
19	18	106	112	0.5		1	1	Chord	3/2	1	3	1/8		1/8	1	375						
19	18	213/2	225/2	0.5		9/8	9/8	Chord	3/2	1	3	1/8		1/8	1	376						
19	18	107	113	0.5		5/4	5/4	Chord	3/2	1	3	1/8		1/8	1	377						
19	18	215/2	227/2	0.5		11/8	11/8	Chord	3/2	1	3	1/8		1/8	1	378						
19	18	102	108	3.0		0	0	Chord	3/2	2	1	3/4		1/2	3/2	379						
19	18	105	111	1.0		3/4	3/4	Chord	3/2	2	1	1/4		1/4	1	380						
19	18	107	113	1.0		5/4	5/4	Chord	3/2	2	1	1/4		1/4	1	381						
19	18	103	109	1.0		1/4	1/4	Chord	3/2	2	2	1/4		1/4	1	382						
19	18	104	110	2.0		1/2	1/2	Chord	3/2	2	2	1/2		1/2	1	383						
19	18	106	112	2.0		1	1	Chord	3/2	2	2	1/2		1/2	1	384						
20	19	108	114	0.5		0	0	Chord	3/2	1	3	1/8		1/8	1	385						
20	19	217/2	229/2	0.5		1/8	1/8	Chord	3/2	1	3	1/8		1/8	1	386						
20	19	109	115	0.5		1/4	1/4	Chord	3/2	1	3	1/8		1/8	1	387						
20	19	219/2	231/2	0.5		3/8	3/8	Chord	3/2	1	3	1/8		1/8	1	388						
20	19	110	116	0.5		1/2	1/2	Chord	3/2	1	3	1/8		1/8	1	389						
20	19	221/2	233/2	0.5		5/8	5/8	Chord	3/2	1	3	1/8		1/8	1	390						
20	19	111	117	0.5		3/4	3/4	Chord	3/2	1	3	1/8		1/8	1	391						
20	19	223/2	235/2	0.5		7/8	7/8	Chord	3/2	1	3	1/8		1/8	1	392						
20	19	112	118	0.5		1	1	Chord	3/2	1	3	1/8		1/8	1	393						
20	19	225/2	237/2	0.5		9/8	9/8	Chord	3/2	1	3	1/8		1/8	1	394						
20	19	113	119	0.5		5/4	5/4	Chord	3/2	1	3	1/8		1/8	1	395						
20	19	227/2	239/2	0.5		11/8	11/8	Chord	3/2	1	3	1/8		1/8	1	396						
20	19	109	115	1.0		1/4	1/4	Chord	3/2	2	1	1/4		1/4	1	397						
20	19	111	117	1.0		3/4	3/4	Chord	3/2	2	1	1/4		1/4	1	398						
20	19	113	119	1.0		5/4	5/4	Chord	3/2	2	1	1/4		1/4	1	399						
20	19	108	114	2.0		0	0	Chord	3/2	2	2	1/2		1/2	1	400						
20	19	110	116	2.0		1/2	1/2	Chord	3/2	2	2	1/2		1/2	1	401						
20	19	112	118	2.0		1	1	Chord	3/2	2	2	1/2		1/2	1	402						
21	20	114	120	0.5		0	0	Chord	3/2	1	1	1/8		1/8	1	403						
21	20	229/2	241/2	0.5		1/8	1/8	Chord	3/2	1	1	1/8		1/8	1	404						
21	20	115	121	0.5		1/4	1/4	Chord	3/2	1	1	1/8		1/8	1	405						
21	20	231/2	243/2	0.5		3/8	3/8	Chord	3/2	1	1	1/8		1/8	1	406						
21	20	116	122	0.5		1/2	1/2	Chord	3/2	1	1	1/8		1/8	1	407						
21	20	233/2	245/2	0.5		5/8	5/8	Chord	3/2	1	1	1/8		1/8	1	408						
21	20	117	123	0.5		3/4	3/4	Chord	3/2	1	1	1/8		1/8	1	409						
21	20	235/2	247/2	0.5		7/8	7/8	Chord	3/2	1	1	1/8		1/8	1	410						
21	20	118	124	0.5		1	1	Chord	3/2	1	1	1/8		1/8	1	411						
21	20	237/2	249/2	0.5		9/8	9/8	Chord	3/2	1	1	1/8		1/8	1	412						
21	20	119	125	0.5		5/4	5/4	Chord	3/2	1	1	1/8		1/8	1	413						
21	20	239/2	251/2	0.5		11/8	11/8	Chord	3/2	1	1	1/8		1/8	1	414						
21	20	115	121	1.0		1/4	1/4	Chord	3/2	2	1	1/4		1/4	1	415						
21	20	116	122	1.0		1/2	1/2	Chord	3/2	2	1	1/4		1/4	1	416						
21	20	117	123	1.0		3/4	3/4	Chord	3/2	2	1	1/4		1/4	1	417						
21	20	118	124	1.0		1	1	Chord	3/2	2	1	1/4		1/4	1	418						
21	20	119	125	1.0		5/4	5/4	Chord	3/2	2	1	1/4		1/4	1	419						
21	20	114	120	6.0		0	0	Chord	3/2	2	2	3/2		1	3/2	420						
22	21	120	126	2.0		0	0	Chord	3/2	1	1	1/2		1/2	1	421						
22	21	245/2	257/2	0.5		5/8	5/8	Chord	3/2	1	1	1/8		1/8	1	422						
22	21	123	129	0.5		3/4	3/4	Chord	3/2	1	1	1/8		1/8	1	423						
22	21	247/2	259/2	0.5		7/8	7/8	Chord	3/2	1	1	1/8		1/8	1	424						
22	21	122	128	2.0		1/2	1/2	Chord	3/2	1	2	1/2		1/2	1	425						
22	21	241/2	253/2	0.5		1/8	1/8	Chord	3/2	2	1	1/8		1/8	1	426						
22	21	121	127	0.5		1/4	1/4	Chord	3/2	2	1	1/8		1/8	1	427						
22	21	243/2	255/2	0.5		3/8	3/8	Chord	3/2	2	1	1/8		1/8	1	428						
22	21	122	128	2.0		1/2	1/2	Chord	3/2	2	1	1/2		1/2	1	429						
22	21	249/2	261/2	0.5		9/8	9/8	Chord	3/2	2	1	1/8		1/8	1	430						
22	21	125	131	0.5		5/4	5/4	Chord	3/2	2	1	1/8		1/8	1	431						
22	21	251/2	263/2	0.5		11/8	11/8	Chord	3/2	2	1	1/8		1/8	1	432						
22	21	120	126	4.0		0	0	Chord	3/2	2	2	1		1	1	433						
22	21	124	130	2.0		1	1	Chord	3/2	2	2	1/2		1/2	1	434						
22	21	241/2	253/2	1.5		1/8	1/8	Chord	3/2	2	3	3/8		1/4	3/2	435						
22	21	122	128	2.0		1/2	1/2	Chord	3/2	2	3	1/2		1/2	1	436						
22	21	249/2	261/2	1.5		9/8	9/8	Chord	3/2	2	3	3/8		1/4	3/2	437						
22	21	121	127	1.0		1/4	1/4	Chord	3/2	2	4	1/4		1/4	1	438						
22	21	122	128	2.0		1/2	1/2	Chord	3/2	2	4	1/2		1/2	1	439						
22	21	125	131	1.0		5/4	5/4	Chord	3/2	2	4	1/4		1/4	1	440						
23	22	253/2	265/2	0.5		1/8	1/8	Chord	3/2	1	1	1/8		1/8	1	441						
23	22	127	133	0.5		1/4	1/4	Chord	3/2	1	1	1/8		1/8	1	442						
23	22	255/2	267/2	0.5		3/8	3/8	Chord	3/2	1	1	1/8		1/8	1	443						
23	22	261/2	273/2	0.5		9/8	9/8	Chord	3/2	1	1	1/8		1/8	1	444						
23	22	131	137	0.5		5/4	5/4	Chord	3/2	1	1	1/8		1/8	1	445						
23	22	263/2	275/2	0.5		11/8	11/8	Chord	3/2	1	1	1/8		1/8	1	446						
23	22	126	132	2.0		0	0	Chord	3/2	1	2	1/2		1/2	1	447						
23	22	130	136	2.0		1	1	Chord	3/2	1	2	1/2		1/2	1	448						
23	22	261/2	273/2	1.5		9/8	9/8	Chord	3/2	1	3	3/8		1/4	3/2	449						
23	22	131	137	1.0		5/4	5/4	Chord	3/2	1	4	1/4		1/4	1	450						
23	22	126	132	2.0		0	0	Chord	3/2	2	1	1/2		1/2	1	451						
23	22	257/2	269/2	0.5		5/8	5/8	Chord	3/2	2	1	1/8		1/8	1	452						
23	22	129	135	0.5		3/4	3/4	Chord	3/2	2	1	1/8		1/8	1	453						
23	22	259/2	271/2	0.5		7/8	7/8	Chord	3/2	2	1	1/8		1/8	1	454						
23	22	126	132	2.0		0	0	Chord	3/2	2	2	1/2		1/2	1	455						
23	22	128	134	4.0		1/2	1/2	Chord	3/2	2	2	1		1	1	456						
23	22	126	132	2.0		0	0	Chord	3/2	2	3	1/2		1/2	1	457						
23	22	257/2	269/2	1.5		5/8	5/8	Chord	3/2	2	3	3/8		1/4	3/2	458						
23	22	130	136	2.0		1	1	Chord	3/2	2	3	1/2		1/2	1	459						
23	22	126	132	2.0		0	0	Chord	3/2	2	4	1/2		1/2	1	460						
23	22	129	135	1.0		3/4	3/4	Chord	3/2	2	4	1/4		1/4	1	461						
23	22	130	136	2.0		1	1	Chord	3/2	2	4	1/2		1/2	1	462						
24	23	132	138	2.0		0	0	Chord	3/2	1	1	1/2		1/2	1	463						
24	23	134	140	2.0		1/2	1/2	Chord	3/2	1	1	1/2		1/2	1	464						
24	23	136	142	1.5		1	1	Chord	3/2	1	1	3/8		1/4	3/2	465						
24	23	275/2	287/2	0.5		11/8	11/8	Chord	3/2	1	1	1/8		1/8	1	466						
24	23	265/2	277/2	0.5		1/8	1/8	Chord	3/2	1	2	1/8		1/8	1	467						
24	23	133	139	0.5		1/4	1/4	Chord	3/2	1	2	1/8		1/8	1	468						
24	23	267/2	279/2	0.5		3/8	3/8	Chord	3/2	1	2	1/8		1/8	1	469						
24	23	134	140	2.0		1/2	1/2	Chord	3/2	1	2	1/2		1/2	1	470						
24	23	136	142	0.5		1	1	Chord	3/2	1	2	1/8		1/8	1	471						
24	23	273/2	285/2	1.5		9/8	9/8	Chord	3/2	1	2	3/8		1/4	3/2	472						
24	23	133	139	1.0		1/4	1/4	Chord	3/2	1	3	1/4		1/4	1	473						
24	23	137	143	1.0		5/4	5/4	Chord	3/2	1	3	1/4		1/4	1	474						
24	23	132	138	1.0		0	0	Chord	3/2	2	1	1/4		1/4	1	475						
24	23	133	139	1.0		1/4	1/4	Chord	3/2	2	1	1/4		1/4	1	476						
24	23	269/2	281/2	0.5		5/8	5/8	Chord	3/2	2	1	1/8		1/8	1	477						
24	23	135	141	0.5		3/4	3/4	Chord	3/2	2	1	1/8		1/8	1	478						
24	23	271/2	283/2	0.5		7/8	7/8	Chord	3/2	2	1	1/8		1/8	1	479						
24	23	136	142	2.0		1	1	Chord	3/2	2	1	1/2		1/2	1	480						
24	23	132	138	1.0		0	0	Chord	3/2	2	2	1/4		1/4	1	481						
24	23	133	139	1.0		1/4	1/4	Chord	3/2	2	2	1/4		1/4	1	482						
24	23	134	140	0.5		1/2	1/2	Chord	3/2	2	2	1/8		1/8	1	483						
24	23	135	141	1.0		3/4	3/4	Chord	3/2	2	2	1/4		1/4	1	484						
24	23	137	143	1.0		5/4	5/4	Chord	3/2	2	2	1/4		1/4	1	485						
25	24		144	2.0	1	0	0	Chord	3/2	1	1	1/2		1/2	1	486						
25	24		293/2	0.5	1	5/8	5/8	Chord	3/2	1	1	1/8		1/8	1	487						
25	24		147	0.5	1	3/4	3/4	Chord	3/2	1	1	1/8		1/8	1	488						
25	24		295/2	0.5	1	7/8	7/8	Chord	3/2	1	1	1/8		1/8	1	489						
25	24		148	0.5	1	1	1	Chord	3/2	1	1	1/8		1/8	1	490						
25	24		297/2	0.5	1	9/8	9/8	Chord	3/2	1	1	1/8		1/8	1	491						
25	24		149	0.5	1	5/4	5/4	Chord	3/2	1	1	1/8		1/8	1	492						
25	24		299/2	0.5	1	11/8	11/8	Chord	3/2	1	1	1/8		1/8	1	493						
25	24		289/2	0.5	1	1/8	1/8	Chord	3/2	1	2	1/8		1/8	1	494						
25	24		145	0.5	1	1/4	1/4	Chord	3/2	1	2	1/8		1/8	1	495						
25	24		291/2	0.5	1	3/8	3/8	Chord	3/2	1	2	1/8		1/8	1	496						
25	24		146	4.0	1	1/2	1/2	Chord	3/2	1	2	1		1	1	497						
25	24		289/2	0.5	1	1/8	1/8	Chord	3/2	2	1	1/8		1/8	1	498						
25	24		145	0.5	1	1/4	1/4	Chord	3/2	2	1	1/8		1/8	1	499						
25	24		291/2	0.5	1	3/8	3/8	Chord	3/2	2	1	1/8		1/8	1	500						
25	24		146	4.0	1	1/2	1/2	Chord	3/2	2	1	1		1	1	501						
25	24		144	4.0	1	0	0	Chord	3/2	2	2	1		1	1	502						
25	24		148	0.5	1	1	1	Chord	3/2	2	2	1/8		1/8	1	503						
25	24		297/2	0.5	1	9/8	9/8	Chord	3/2	2	2	1/8		1/8	1	504						
25	24		149	0.5	1	5/4	5/4	Chord	3/2	2	2	1/8		1/8	1	505						
25	24		299/2	0.5	1	11/8	11/8	Chord	3/2	2	2	1/8		1/8	1	506						
26	24	138	150	2.0	2	0	0	Chord	3/2	1	1	1/2		1/2	1	507						
26	24	281/2	305/2	0.5	2	5/8	5/8	Chord	3/2	1	1	1/8		1/8	1	508						
26	24	141	153	0.5	2	3/4	3/4	Chord	3/2	1	1	1/8		1/8	1	509						
26	24	283/2	307/2	0.5	2	7/8	7/8	Chord	3/2	1	1	1/8		1/8	1	510						
26	24	142	154	2.0	2	1	1	Chord	3/2	1	1	1/2		1/2	1	511						
26	24	277/2	301/2	0.5	2	1/8	1/8	Chord	3/2	1	2	1/8		1/8	1	512						
26	24	139	151	0.5	2	1/4	1/4	Chord	3/2	1	2	1/8		1/8	1	513						
26	24	279/2	303/2	0.5	2	3/8	3/8	Chord	3/2	1	2	1/8		1/8	1	514						
26	24	140	152	4.0	2	1/2	1/2	Chord	3/2	1	2	1		1	1	515						
26	24	277/2	301/2	0.5	2	1/8	1/8	Chord	3/2	2	1	1/8		1/8	1	516						
26	24	139	151	0.5	2	1/4	1/4	Chord	3/2	2	1	1/8		1/8	1	517						
26	24	279/2	303/2	0.5	2	3/8	3/8	Chord	3/2	2	1	1/8		1/8	1	518						
26	24	140	152	4.0	2	1/2	1/2	Chord	3/2	2	1	1		1	1	519						
26	24	138	150	6.0	2	0	0	Chord	3/2	2	2	3/2		1	3/2	520						
