mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text
29	28	42	42	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	257		
29	28	41	41	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	258		
29	28	165/4	165/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	259		
29	28	83/2	83/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	260		
29	28	167/4	167/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	261		
29	28	42	42	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	262		
29	28	169/4	169/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	263		
30	29	85/2	85/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	264		
30	29	171/4	171/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	265		
30	29	43	43	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	266		
30	29	173/4	173/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	267		
30	29	87/2	87/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	268		
30	29	175/4	175/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	269		
30	29	85/2	85/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	270		
30	29	43	43	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	271		
30	29	87/2	87/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	272		
31	30	44	44	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	273		
31	30	177/4	177/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	274		
31	30	89/2	89/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	275		
31	30	179/4	179/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	276		
31	30	45	45	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	277		
31	30	181/4	181/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	278		
31	30	44	44	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	279		
31	30	89/2	89/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	280		
31	30	45	45	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	281		
32	31	91/2	91/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	282		
32	31	183/4	183/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	283		
32	31	46	46	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	284		
32	31	185/4	185/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	285		
32	31	93/2	93/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	286		
32	31	187/4	187/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	287		
32	31	91/2	91/2	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	288		
32	31	183/4	183/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	289		
32	31	46	46	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	290		
32	31	185/4	185/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	291		
