mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible
4	3	10	10	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	26						
4	3	21/2	21/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	27						
4	3	11	11	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	28						
4	3	23/2	23/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	29						
4	3	12	12	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	30						
4	3	25/2	25/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	31						
4	3	9	9	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	32						
4	3	19/2	19/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	33						
4	3	10	10	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	34						
4	3	21/2	21/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	35						
4	3	11	11	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	36						
4	3	23/2	23/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	37						
4	3	12	12	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	38						
4	3	25/2	25/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	39						
5	4	13	13	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	40						
5	4	27/2	27/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	41						
5	4	14	14	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	42						
5	4	29/2	29/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	43						
5	4	15	15	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	44						
5	4	31/2	31/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	45						
5	4	16	16	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	46						
5	4	33/2	33/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	47						
5	4	13	13	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	48						
5	4	14	14	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	49						
5	4	15	15	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	50						
5	4	16	16	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	51						
6	5	17	17	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	52						
6	5	35/2	35/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	53						
6	5	18	18	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	54						
6	5	37/2	37/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	55						
6	5	19	19	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	56						
6	5	39/2	39/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	57						
6	5	20	20	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	58						
6	5	41/2	41/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	59						
6	5	17	17	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	60						
6	5	18	18	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	61						
6	5	19	19	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	62						
6	5	20	20	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	63						
7	6	21	21	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	64						
7	6	43/2	43/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	65						
7	6	22	22	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	66						
7	6	45/2	45/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	67						
7	6	23	23	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	68						
7	6	47/2	47/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	69						
7	6	24	24	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	70						
7	6	49/2	49/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	71						
7	6	21	21	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	72						
7	6	43/2	43/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	73						
7	6	22	22	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	74						
7	6	45/2	45/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	75						
7	6	23	23	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	76						
7	6	24	24	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	77						
8	7	25	25	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	78						
8	7	51/2	51/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	79						
8	7	26	26	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	80						
8	7	53/2	53/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	81						
8	7	27	27	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	82						
8	7	55/2	55/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	83						
8	7	28	28	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	84						
8	7	57/2	57/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	85						
8	7	25	25	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	86						
8	7	26	26	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	87						
8	7	27	27	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	88						
8	7	28	28	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	89						
9	8	29	29	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	90						
9	8	59/2	59/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	91						
9	8	30	30	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	92						
9	8	61/2	61/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	93						
9	8	31	31	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	94						
9	8	63/2	63/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	95						
9	8	32	32	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	96						
9	8	65/2	65/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	97						
9	8	29	29	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	98						
9	8	59/2	59/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	99						
9	8	30	30	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	100						
9	8	61/2	61/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	101						
9	8	31	31	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	102						
9	8	32	32	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	103						
10	9	33	33	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	104						
10	9	67/2	67/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	105						
10	9	34	34	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	106						
10	9	69/2	69/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	107						
10	9	35	35	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	108						
10	9	71/2	71/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	109						
10	9	36	36	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	110						
10	9	73/2	73/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	111						
10	9	33	33	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	112						
10	9	67/2	67/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	113						
10	9	34	34	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	114						
10	9	69/2	69/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	115						
10	9	35	35	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	116						
10	9	71/2	71/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	117						
10	9	36	36	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	118						
10	9	73/2	73/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	119						
11	10	37	37	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	120						
11	10	75/2	75/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	121						
11	10	38	38	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	122						
11	10	77/2	77/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	123						
11	10	39	39	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	124						
11	10	79/2	79/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	125						
11	10	40	40	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	126						
11	10	81/2	81/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	127						
11	10	37	37	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	128						
11	10	75/2	75/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	129						
11	10	38	38	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	130						
11	10	77/2	77/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	131						
11	10	39	39	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	132						
11	10	79/2	79/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	133						
11	10	40	40	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	134						
11	10	81/2	81/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	135						
12	11	41	41	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	136						
12	11	83/2	83/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	137						
12	11	42	42	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	138						
12	11	85/2	85/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	139						
12	11	43	43	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	140						
12	11	87/2	87/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	141						
12	11	44	44	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	142						
12	11	89/2	89/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	143						
12	11	41	41	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	144						
12	11	83/2	83/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	145						
12	11	42	42	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	146						
12	11	85/2	85/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	147						
12	11	43	43	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	148						
12	11	44	44	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	149						
13	12	45	45	3.0	0	0	Chord	2/2	1	1	3/4	1/2	3/2	150						
13	12	45	45	3.0	0	0	Chord	2/2	2	1	3/4	1/2	3/2	151						
14	12	48	48	1.0	0	3/4	Chord	2/2	1	1	1/4	1/4	1	152						
14	12	48	48	0.5	0	3/4	Chord	2/2	2	1	1/8	1/8	1	153						
14	12	97/2	97/2	0.5	1/8	7/8	Chord	2/2	2	1	1/8	1/8	1	154						
15	13	49	49	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	155						
15	13	99/2	99/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	156						
15	13	50	50	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	157						
15	13	101/2	101/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	158						
15	13	51	51	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	159						
15	13	103/2	103/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	160						
15	13	52	52	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	161						
15	13	105/2	105/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	162						
15	13	49	49	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	163						
15	13	50	50	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	164						
15	13	101/2	101/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	165						
15	13	51	51	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	166						
15	13	52	52	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	167						
16	14	53	53	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	168						
16	14	107/2	107/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	169						
16	14	54	54	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	170						
16	14	109/2	109/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	171						
16	14	55	55	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	172						
16	14	111/2	111/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	173						
16	14	56	56	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	174						
16	14	113/2	113/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	175						
16	14	53	53	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	176						
16	14	54	54	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	177						
16	14	55	55	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	178						
16	14	56	56	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	179						
17	15	57	57	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	180						
17	15	115/2	115/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	181						
17	15	58	58	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	182						
17	15	117/2	117/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	183						
17	15	59	59	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	184						
17	15	119/2	119/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	185						
17	15	60	60	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	186						
17	15	121/2	121/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	187						
17	15	57	57	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	188						
17	15	58	58	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	189						
17	15	117/2	117/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	190						
17	15	59	59	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	191						
17	15	119/2	119/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	192						
17	15	60	60	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	193						
17	15	121/2	121/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	194						
18	16	61	61	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	195						
18	16	123/2	123/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	196						
18	16	62	62	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	197						
18	16	125/2	125/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	198						
18	16	63	63	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	199						
18	16	64	64	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	200						
18	16	129/2	129/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	201						
18	16	61	61	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	202						
18	16	123/2	123/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	203						
18	16	62	62	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	204						
18	16	125/2	125/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	205						
18	16	63	63	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	206						
18	16	127/2	127/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	207						
18	16	64	64	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	208						
18	16	129/2	129/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	209						
19	17	65	65	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	210						
19	17	66	66	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	211						
19	17	67	67	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	212						
19	17	68	68	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	213						
19	17	65	65	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	214						
19	17	131/2	131/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	215						
19	17	66	66	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	216						
19	17	133/2	133/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	217						
19	17	67	67	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	218						
19	17	135/2	135/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	219						
19	17	68	68	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	220						
19	17	137/2	137/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	221						
20	18	69	69	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	222						
20	18	139/2	139/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	223						
20	18	70	70	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	224						
20	18	141/2	141/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	225						
20	18	71	71	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	226						
20	18	143/2	143/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	227						
20	18	72	72	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	228						
20	18	145/2	145/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	229						
20	18	69	69	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	230						
20	18	70	70	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	231						
20	18	141/2	141/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	232						
20	18	71	71	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	233						
20	18	143/2	143/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	234						
20	18	72	72	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	235						
20	18	145/2	145/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	236						
21	19	73	73	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	237						
21	19	147/2	147/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	238						
21	19	74	74	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	239						
21	19	149/2	149/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	240						
21	19	75	75	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	241						
21	19	151/2	151/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	242						
21	19	76	76	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	243						
21	19	153/2	153/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	244						
21	19	73	73	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	245						
21	19	74	74	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	246						
21	19	75	75	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	247						
21	19	76	76	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	248						
22	20	77	77	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	249						
22	20	155/2	155/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	250						
22	20	78	78	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	251						
22	20	157/2	157/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	252						
22	20	79	79	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	253						
22	20	159/2	159/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	254						
22	20	80	80	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	255						
22	20	161/2	161/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	256						
22	20	77	77	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	257						
22	20	155/2	155/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	258						
22	20	78	78	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	259						
22	20	157/2	157/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	260						
22	20	79	79	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	261						
22	20	159/2	159/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	262						
22	20	80	80	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	263						
22	20	161/2	161/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	264						
23	21	81	81	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	265						
23	21	163/2	163/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	266						
23	21	82	82	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	267						
23	21	165/2	165/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	268						
23	21	83	83	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	269						
23	21	167/2	167/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	270						
23	21	84	84	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	271						
23	21	169/2	169/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	272						
23	21	81	81	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	273						
23	21	163/2	163/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	274						
23	21	82	82	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	275						
23	21	165/2	165/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	276						
23	21	83	83	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	277						
23	21	167/2	167/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	278						
23	21	84	84	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	279						
23	21	169/2	169/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	280						
24	22	85	85	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	281						
24	22	171/2	171/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	282						
24	22	86	86	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	283						
24	22	173/2	173/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	284						
24	22	87	87	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	285						
24	22	175/2	175/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	286						
24	22	88	88	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	287						
24	22	177/2	177/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	288						
24	22	85	85	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	289						
24	22	171/2	171/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	290						
24	22	86	86	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	291						
24	22	173/2	173/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	292						
24	22	87	87	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	293						
24	22	175/2	175/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	294						
24	22	88	88	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	295						
