mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	9/8	1	1	0							𝅘𝅥=120	120.0	𝅘𝅥	120.0	0.0	
1	1	0	0	0.0	0	0	StaffText	9/8	1	1	0						"<font size=""10""/><font face=""Times New Roman""/>Johann Sebastian Bach
BWV 811"						
1	1	3/2	3/2	0.0	3/8	3/8	StaffText	9/8	1	1	0						"<font size=""12""/><font face=""Times New Roman""/><b>1. Prélude</b>"						
1	1	3/2	3/2	0.5	3/8	3/8	Chord	9/8	1	1	1/8		1/8	1	0								
1	1	2	2	0.5	1/2	1/2	Chord	9/8	1	1	1/8		1/8	1	1								
1	1	5/2	5/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8		1/8	1	2								
1	1	3	3	0.5	3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	3								
1	1	7/2	7/2	0.5	7/8	7/8	Chord	9/8	1	1	1/8		1/8	1	4								
1	1	4	4	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	5								
1	1	3/2	3/2	1.5	3/8	3/8	Chord	9/8	1	2	3/8		1/4	3/2	6								
1	1	3	3	1.5	3/4	3/4	Chord	9/8	1	2	3/8		1/4	3/2	7								
1	1	1/2	1/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	8								
1	1	1	1	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	9								
1	1	3/2	3/2	1.5	3/8	3/8	Chord	9/8	2	1	3/8		1/4	3/2	10								
1	1	3	3	1.5	3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	11								
1	1	1/2	1/2	1.0	1/8	1/8	Chord	9/8	2	2	1/4		1/4	1	12								
1	1	3/2	3/2	1.5	3/8	3/8	Chord	9/8	2	2	3/8		1/4	3/2	13								
1	1	3	3	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	14								
1	1	0	0	3.0	0	0	Chord	9/8	2	3	3/4		1/2	3/2	15								
1	1	3	3	1.5	3/4	3/4	Chord	9/8	2	3	3/8		1/4	3/2	16								
2	2	9/2	9/2	0.0	0	0	StaffText	9/8	1	1	0						"<font size=""17""/><font face=""Times New Roman""/><b>Englische Suite Nr. 6 in d-Moll.</b>"						
2	2	9/2	9/2	1.0	0	0	Chord	9/8	1	1	1/4		1/4	1	17								
2	2	11/2	11/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8		1/8	1	18								
2	2	6	6	0.5	3/8	3/8	Chord	9/8	1	1	1/8		1/8	1	19								
2	2	13/2	13/2	0.5	1/2	1/2	Chord	9/8	1	1	1/8		1/8	1	20								
2	2	7	7	0.5	5/8	5/8	Chord	9/8	1	1	1/8		1/8	1	21								
2	2	15/2	15/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	22								
2	2	8	8	0.5	7/8	7/8	Chord	9/8	1	1	1/8		1/8	1	23								
2	2	17/2	17/2	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	24								
2	2	9/2	9/2	1.0	0	0	Chord	9/8	1	2	1/4		1/4	1	25								
2	2	11/2	11/2	0.5	1/4	1/4	Chord	9/8	1	2	1/8		1/8	1	26								
2	2	6	6	1.5	3/8	3/8	Chord	9/8	1	2	3/8		1/4	3/2	27								
2	2	15/2	15/2	1.5	3/4	3/4	Chord	9/8	1	2	3/8		1/4	3/2	28								
2	2	6	6	1.5	3/8	3/8	Chord	9/8	1	3	3/8		1/4	3/2	29								
2	2	5	5	1.0	1/8	1/8	Chord	9/8	2	1	1/4		1/4	1	30								
2	2	15/2	15/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	31								
2	2	9/2	9/2	1.5	0	0	Chord	9/8	2	2	3/8		1/4	3/2	32								
2	2	15/2	15/2	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	33								
2	2	9/2	9/2	3.0	0	0	Chord	9/8	2	3	3/4		1/2	3/2	34								
2	2	15/2	15/2	1.5	3/4	3/4	Chord	9/8	2	3	3/8		1/4	3/2	35								
3	3	9	9	0.5	0	0	Chord	9/8	1	1	1/8		1/8	1	36								
3	3	19/2	19/2	0.5	1/8	1/8	Chord	9/8	1	1	1/8		1/8	1	37								
3	3	10	10	0.5	1/4	1/4	Chord	9/8	1	1	1/8		1/8	1	38								
3	3	21/2	21/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	39								
3	3	12	12	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	40								
3	3	9	9	1.5	0	0	Chord	9/8	1	2	3/8		1/4	3/2	41								
3	3	21/2	21/2	1.5	3/8	3/8	Chord	9/8	1	2	3/8		1/4	3/2	42								
3	3	12	12	1.5	3/4	3/4	Chord	9/8	1	2	3/8		1/4	3/2	43								
3	3	21/2	21/2	0.5	3/8	3/8	Chord	9/8	1	3	1/8		1/8	1	44								
3	3	11	11	0.5	1/2	1/2	Chord	9/8	1	3	1/8		1/8	1	45								
3	3	23/2	23/2	0.5	5/8	5/8	Chord	9/8	1	3	1/8		1/8	1	46								
3	3	12	12	1.5	3/4	3/4	Chord	9/8	1	3	3/8		1/4	3/2	47								
3	3	9	9	3.0	0	0	Chord	9/8	2	1	3/4		1/2	3/2	48								
3	3	12	12	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	49								
3	3	25/2	25/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	50								
3	3	13	13	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	51								
3	3	11	11	1.0	1/2	1/2	Chord	9/8	2	2	1/4		1/4	1	52								
3	3	9	9	3.0	0	0	Chord	9/8	2	3	3/4		1/2	3/2	53								
3	3	12	12	1.5	3/4	3/4	Chord	9/8	2	3	3/8		1/4	3/2	54								
4	4	27/2	27/2	1.0	0	0	Chord	9/8	1	1	1/4		1/4	1	55								
4	4	15	15	0.5	3/8	3/8	Chord	9/8	1	1	1/8		1/8	1	56								
4	4	31/2	31/2	0.5	1/2	1/2	Chord	9/8	1	1	1/8		1/8	1	57								
4	4	16	16	0.5	5/8	5/8	Chord	9/8	1	1	1/8		1/8	1	58								
4	4	33/2	33/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	59								
4	4	17	17	0.5	7/8	7/8	Chord	9/8	1	1	1/8		1/8	1	60								
4	4	35/2	35/2	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	61								
4	4	27/2	27/2	1.0	0	0	Chord	9/8	1	2	1/4		1/4	1	62								
4	4	15	15	1.5	3/8	3/8	Chord	9/8	1	2	3/8		1/4	3/2	63								
4	4	33/2	33/2	1.5	3/4	3/4	Chord	9/8	1	2	3/8		1/4	3/2	64								
4	4	27/2	27/2	0.5	0	0	Chord	9/8	1	3	1/8		1/8	1	65								
4	4	14	14	0.5	1/8	1/8	Chord	9/8	1	3	1/8		1/8	1	66								
4	4	29/2	29/2	0.5	1/4	1/4	Chord	9/8	1	3	1/8		1/8	1	67								
4	4	31/2	31/2	1.0	1/2	1/2	Chord	9/8	1	3	1/4		1/4	1	68								
4	4	17	17	1.0	7/8	7/8	Chord	9/8	1	3	1/4		1/4	1	69								
4	4	27/2	27/2	3.0	0	0	Chord	9/8	2	1	3/4		1/2	3/2	70								
4	4	33/2	33/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	71								
4	4	14	14	1.0	1/8	1/8	Chord	9/8	2	2	1/4		1/4	1	72								
4	4	27/2	27/2	3.0	0	0	Chord	9/8	2	3	3/4		1/2	3/2	73								
4	4	33/2	33/2	1.5	3/4	3/4	Chord	9/8	2	3	3/8		1/4	3/2	74								
5	5	18	18	0.5	0	0	Chord	9/8	1	1	1/8		1/8	1	75								
5	5	37/2	37/2	0.5	1/8	1/8	Chord	9/8	1	1	1/8		1/8	1	76								
5	5	19	19	0.5	1/4	1/4	Chord	9/8	1	1	1/8		1/8	1	77								
5	5	39/2	39/2	0.5	3/8	3/8	Chord	9/8	1	1	1/8		1/8	1	78								
5	5	20	20	0.5	1/2	1/2	Chord	9/8	1	1	1/8		1/8	1	79								
5	5	41/2	41/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8		1/8	1	80								
5	5	21	21	0.5	3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	81								
5	5	43/2	43/2	0.5	7/8	7/8	Chord	9/8	1	1	1/8		1/8	1	82								
5	5	22	22	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	83								
5	5	18	18	1.5	0	0	Chord	9/8	1	2	3/8		1/4	3/2	84								
5	5	39/2	39/2	1.5	3/8	3/8	Chord	9/8	1	2	3/8		1/4	3/2	85								
5	5	21	21	1.5	3/4	3/4	Chord	9/8	1	2	3/8		1/4	3/2	86								
5	5	37/2	37/2	1.0	1/8	1/8	Chord	9/8	1	3	1/4		1/4	1	87								
5	5	18	18	3.0	0	0	Chord	9/8	2	1	3/4		1/2	3/2	88								
5	5	21	21	1.5	3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	89								
5	5	39/2	39/2	3.0	3/8	3/8	Chord	9/8	2	2	3/4		1/2	3/2	90								
5	5	18	18	3.0	0	0	Chord	9/8	2	3	3/4		1/2	3/2	91								
5	5	21	21	1.5	3/4	3/4	Chord	9/8	2	3	3/8		1/4	3/2	92								
6	6	45/2	45/2	0.5	0	0	Chord	9/8	1	1	1/8		1/8	1	93								
6	6	23	23	0.5	1/8	1/8	Chord	9/8	1	1	1/8		1/8	1	94								
6	6	47/2	47/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8		1/8	1	95								
6	6	24	24	1.5	3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	96	ornamentMordent							
6	6	51/2	51/2	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	97								
6	6	45/2	45/2	1.0	0	0	Chord	9/8	1	2	1/4		1/4	1	98								
6	6	45/2	45/2	1.5	0	0	Chord	9/8	2	1	3/8		1/4	3/2	99								
6	6	45/2	45/2	1.5	0	0	Chord	9/8	2	2	3/8		1/4	3/2	100								
6	6	24	24	0.25	3/8	3/8	Chord	9/8	2	2	1/16		1/16	1	101								
6	6	97/4	97/4	0.25	7/16	7/16	Chord	9/8	2	2	1/16		1/16	1	102								
6	6	49/2	49/2	0.25	1/2	1/2	Chord	9/8	2	2	1/16		1/16	1	103								
6	6	99/4	99/4	0.25	9/16	9/16	Chord	9/8	2	2	1/16		1/16	1	104								
6	6	25	25	0.5	5/8	5/8	Chord	9/8	2	2	1/8		1/8	1	105								
6	6	51/2	51/2	0.5	3/4	3/4	Chord	9/8	2	2	1/8		1/8	1	106								
6	6	26	26	0.5	7/8	7/8	Chord	9/8	2	2	1/8		1/8	1	107								
