mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	StaffText	3/4	1	1	0						4. Sarabande						
1	1	0	0	0.0	0	0	Tempo	3/4	1	1	0							𝅘𝅥=98	98.0	𝅘𝅥	98.0	0.0	
1	1	0	0	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	0								
1	1	3/4	3/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	1								
1	1	7/8	7/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	2								
1	1	1	1	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	3								
1	1	0	0	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	4								
1	1	1	1	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	5								
1	1	0	0	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	6								
1	1	1	1	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	7								
1	1	0	0	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	8								
1	1	1	1	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	9								
2	2	3	3	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	10								
2	2	7/2	7/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	11								
2	2	4	4	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	12								
2	2	3	3	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	13								
2	2	7/2	7/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	14								
2	2	4	4	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	15								
2	2	3	3	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	16								
2	2	4	4	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	17								
2	2	3	3	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	18								
2	2	4	4	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	19								
3	3	6	6	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	20								
3	3	13/2	13/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	21								
3	3	7	7	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	22								
3	3	15/2	15/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	23								
3	3	8	8	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	24								
3	3	17/2	17/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	25								
3	3	6	6	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	26								
3	3	7	7	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	27								
3	3	8	8	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	28								
3	3	6	6	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	29								
3	3	7	7	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	30								
3	3	8	8	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	31								
3	3	6	6	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	32								
3	3	7	7	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	33								
3	3	8	8	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	34								
4	4	9	9	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	35	ornamentShortTrill							
4	4	10	10	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	36								
4	4	21/2	21/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	37								
4	4	11	11	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	38								
4	4	9	9	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	39								
4	4	10	10	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	40								
4	4	11	11	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	41								
4	4	9	9	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	42								
4	4	10	10	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	43								
4	4	11	11	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	44								
4	4	9	9	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	45								
4	4	10	10	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	46								
4	4	11	11	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	47								
5	5	12	12	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	48								
5	5	51/4	51/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	49								
5	5	103/8	103/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	50								
5	5	13	13	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	51	ornamentShortTrill							
5	5	29/2	29/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	52								
5	5	12	12	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	53								
5	5	13	13	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	54								
5	5	12	12	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	55								
5	5	13	13	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	56								
5	5	12	12	0.75	0	0	Chord	3/4	2	2	3/16		1/8	3/2	57								
5	5	51/4	51/4	0.125	3/16	3/16	Chord	3/4	2	2	1/32		1/32	1	58								
5	5	103/8	103/8	0.125	7/32	7/32	Chord	3/4	2	2	1/32		1/32	1	59								
5	5	13	13	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	60								
6	6	15	15	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	61								
6	6	15	15	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	62								
6	6	61/4	61/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	63								
6	6	31/2	31/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	64								
6	6	16	16	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	65								
6	6	15	15	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	66								
6	6	16	16	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	67								
6	6	15	15	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	68								
6	6	16	16	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	69								
6	6	15	15	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	70								
6	6	31/2	31/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	71								
6	6	16	16	1.5	1/4	1/4	Chord	3/4	2	2	3/8		1/4	3/2	72								0
6	6	35/2	35/2	0.25	5/8	5/8	Chord	3/4	2	2	1/16		1/16	1	73								0
6	6	71/4	71/4	0.25	11/16	11/16	Chord	3/4	2	2	1/16		1/16	1	74								
7	7	18	18	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	75								
7	7	37/2	37/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	76								
7	7	19	19	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	77								
7	7	39/2	39/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	78								
7	7	20	20	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	79								
7	7	41/2	41/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	80								
7	7	18	18	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	81								
7	7	37/2	37/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	82								
7	7	19	19	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	83								
7	7	39/2	39/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	84								
7	7	20	20	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	85								
7	7	41/2	41/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	86								
7	7	18	18	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	87								
7	7	37/2	37/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	88								
7	7	19	19	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	89								
7	7	39/2	39/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	90								
7	7	20	20	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	91								
7	7	18	18	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	92								
7	7	37/2	37/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	93								
7	7	19	19	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	94								
7	7	39/2	39/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	95								
7	7	20	20	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	96								
7	7	41/2	41/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	97								
8	8	21	21	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	98								
8	8	43/2	43/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	99								
8	8	22	22	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	100								
