mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible
19	17	201/2	201/2	0.5	1	1	Chord	3/2	1	1	1/8		1/8	1	321						
19	17	101	101	0.5	9/8	9/8	Chord	3/2	1	1	1/8		1/8	1	322						
19	17	203/2	203/2	0.5	5/4	5/4	Chord	3/2	1	1	1/8		1/8	1	323						
19	17	102	102	0.5	11/8	11/8	Chord	3/2	1	1	1/8		1/8	1	324						
19	17	195/2	195/2	1.0	1/4	1/4	Chord	3/2	2	1	1/4		1/4	1	325						
19	17	197/2	197/2	0.5	1/2	1/2	Chord	3/2	2	1	1/8		1/8	1	326						
19	17	99	99	0.5	5/8	5/8	Chord	3/2	2	1	1/8		1/8	1	327						
19	17	199/2	199/2	0.5	3/4	3/4	Chord	3/2	2	1	1/8		1/8	1	328						
19	17	100	100	0.5	7/8	7/8	Chord	3/2	2	1	1/8		1/8	1	329						
19	17	201/2	201/2	0.5	1	1	Chord	3/2	2	1	1/8		1/8	1	330						
19	17	101	101	0.5	9/8	9/8	Chord	3/2	2	1	1/8		1/8	1	331						
19	17	203/2	203/2	0.5	5/4	5/4	Chord	3/2	2	1	1/8		1/8	1	332						
19	17	102	102	0.5	11/8	11/8	Chord	3/2	2	1	1/8		1/8	1	333						
19	17	193/2	193/2	1.5	0	0	Chord	3/2	2	2	3/8		1/4	3/2	334						
19	17	98	98	0.5	3/8	3/8	Chord	3/2	2	2	1/8		1/8	1	335						
19	17	97	97	1.5	1/8	1/8	Chord	3/2	2	3	3/8		1/4	3/2	336						
20	18	205/2	205/2	1.5	0	0	Chord	3/2	1	1	3/8		1/4	3/2	337	ornamentMordent					
20	18	104	104	0.5	3/8	3/8	Chord	3/2	1	1	1/8		1/8	1	338						
20	18	209/2	209/2	1.5	1/2	1/2	Chord	3/2	1	1	3/8		1/4	3/2	339						
20	18	106	106	0.5	7/8	7/8	Chord	3/2	1	1	1/8		1/8	1	340	ornamentShortTrill					
20	18	213/2	213/2	1.5	1	1	Chord	3/2	1	1	3/8		1/4	3/2	341						
20	18	108	108	0.5	11/8	11/8	Chord	3/2	1	1	1/8		1/8	1	342						
20	18	105	105	0.5	5/8	5/8	Chord	3/2	1	2	1/8		1/8	1	343						
20	18	211/2	211/2	1.0	3/4	3/4	Chord	3/2	1	2	1/4		1/4	1	344						
20	18	213/2	213/2	2.0	1	1	Chord	3/2	1	2	1/2		1/2	1	345						
20	18	205/2	205/2	0.5	0	0	Chord	3/2	2	1	1/8		1/8	1	346						
20	18	103	103	0.5	1/8	1/8	Chord	3/2	2	1	1/8		1/8	1	347						
20	18	207/2	207/2	0.5	1/4	1/4	Chord	3/2	2	1	1/8		1/8	1	348						
20	18	104	104	0.5	3/8	3/8	Chord	3/2	2	1	1/8		1/8	1	349						
20	18	209/2	209/2	1.0	1/2	1/2	Chord	3/2	2	1	1/4		1/4	1	350						
20	18	211/2	211/2	1.0	3/4	3/4	Chord	3/2	2	1	1/4		1/4	1	351						
20	18	213/2	213/2	2.0	1	1	Chord	3/2	2	1	1/2		1/2	1	352						
20	18	213/2	213/2	1.0	1	1	Chord	3/2	2	2	1/4		1/4	1	353						
20	18	215/2	215/2	1.0	5/4	5/4	Chord	3/2	2	2	1/4		1/4	1	354						
21	19	217/2	217/2	3.0	0	0	Chord	3/2	1	1	3/4		1/2	3/2	355						
21	19	223/2	223/2	2.0	3/4	3/4	Chord	3/2	1	1	1/2		1/2	1	356						
21	19	227/2	227/2	0.5	5/4	5/4	Chord	3/2	1	1	1/8		1/8	1	357						
21	19	114	114	0.5	11/8	11/8	Chord	3/2	1	1	1/8		1/8	1	358						
21	19	110	110	0.5	3/8	3/8	Chord	3/2	1	2	1/8		1/8	1	359						
21	19	221/2	221/2	0.5	1/2	1/2	Chord	3/2	1	2	1/8		1/8	1	360						
21	19	111	111	0.5	5/8	5/8	Chord	3/2	1	2	1/8		1/8	1	361						
21	19	223/2	223/2	0.5	3/4	3/4	Chord	3/2	1	2	1/8		1/8	1	362						
21	19	112	112	0.5	7/8	7/8	Chord	3/2	1	2	1/8		1/8	1	363						
21	19	225/2	225/2	2.0	1	1	Chord	3/2	1	2	1/2		1/2	1	364						
21	19	113	113	1.5	9/8	9/8	Chord	3/2	1	3	3/8		1/4	3/2	365						
21	19	217/2	217/2	0.5	0	0	Chord	3/2	2	1	1/8		1/8	1	366						
21	19	109	109	0.5	1/8	1/8	Chord	3/2	2	1	1/8		1/8	1	367						
21	19	219/2	219/2	0.5	1/4	1/4	Chord	3/2	2	1	1/8		1/8	1	368						
21	19	110	110	0.5	3/8	3/8	Chord	3/2	2	1	1/8		1/8	1	369						
21	19	221/2	221/2	0.5	1/2	1/2	Chord	3/2	2	1	1/8		1/8	1	370						
21	19	111	111	0.5	5/8	5/8	Chord	3/2	2	1	1/8		1/8	1	371						
21	19	223/2	223/2	0.5	3/4	3/4	Chord	3/2	2	1	1/8		1/8	1	372						
21	19	112	112	0.5	7/8	7/8	Chord	3/2	2	1	1/8		1/8	1	373						
21	19	225/2	225/2	2.0	1	1	Chord	3/2	2	1	1/2		1/2	1	374						
21	19	225/2	225/2	1.0	1	1	Chord	3/2	2	2	1/4		1/4	1	375						
21	19	227/2	227/2	1.0	5/4	5/4	Chord	3/2	2	2	1/4		1/4	1	376						
22	20	229/2	229/2	3.0	0	0	Chord	3/2	1	1	3/4		1/2	3/2	377						
22	20	235/2	235/2	2.0	3/4	3/4	Chord	3/2	1	1	1/2		1/2	1	378						
22	20	116	116	0.5	3/8	3/8	Chord	3/2	1	2	1/8		1/8	1	379						
22	20	233/2	233/2	0.5	1/2	1/2	Chord	3/2	1	2	1/8		1/8	1	380						
22	20	117	117	0.5	5/8	5/8	Chord	3/2	1	2	1/8		1/8	1	381						
22	20	235/2	235/2	2.0	3/4	3/4	Chord	3/2	1	2	1/2		1/2	1	382						
22	20	229/2	229/2	2.0	0	0	Chord	3/2	2	1	1/2		1/2	1	383						
22	20	233/2	233/2	1.0	1/2	1/2	Chord	3/2	2	1	1/4		1/4	1	384						
22	20	235/2	235/2	2.0	3/4	3/4	Chord	3/2	2	1	1/2		1/2	1	385						
22	20	231/2	231/2	2.0	1/4	1/4	Chord	3/2	2	2	1/2		1/2	1	386						
22	20	235/2	235/2	2.0	3/4	3/4	Chord	3/2	2	2	1/2		1/2	1	387						
