mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	3/8	1	1	0						𝅘𝅥.=76	114.0	𝅘𝅥.	76.0	0.0	
1	1	0	0	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	0							
1	1	1/4	1/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1							
1	1	1/2	1/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	2							
1	1	3/4	3/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	3							
1	1	1	1	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	4							
1	1	5/4	5/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	5							
2	2	3/2	3/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	6							
2	2	2	2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	7							
2	2	5/2	5/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	8							
3	3	3	3	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	9							
3	3	7/2	7/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	10							
3	3	4	4	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	11							
4	4	9/2	9/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	12							
4	4	5	5	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	13							
4	4	11/2	11/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	14							
5	5	6	6	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	15							
5	5	13/2	13/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	16							
5	5	7	7	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	17							
5	5	6	6	0.25	0	0	Chord	3/8	1	2	1/16		1/16	1	18							
5	5	25/4	25/4	0.25	1/16	1/16	Chord	3/8	1	2	1/16		1/16	1	19							
5	5	13/2	13/2	0.25	1/8	1/8	Chord	3/8	1	2	1/16		1/16	1	20							
5	5	27/4	27/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16		1/16	1	21							
5	5	7	7	0.25	1/4	1/4	Chord	3/8	1	2	1/16		1/16	1	22							
5	5	29/4	29/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16		1/16	1	23							
6	6	15/2	15/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	24							
6	6	31/4	31/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	25							
6	6	8	8	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	26							
6	6	33/4	33/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	27							
6	6	17/2	17/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	28							
6	6	35/4	35/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	29							
6	6	15/2	15/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	30							
6	6	8	8	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	31							
6	6	17/2	17/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	32							
7	7	9	9	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	33							
7	7	37/4	37/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	34							
7	7	19/2	19/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	35							
7	7	39/4	39/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	36							
7	7	10	10	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	37							
7	7	41/4	41/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	38							
7	7	9	9	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	39							
7	7	19/2	19/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	40							
7	7	10	10	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	41							
8	8	21/2	21/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	42							
8	8	43/4	43/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	43							
8	8	11	11	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	44							
8	8	45/4	45/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	45							
8	8	23/2	23/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	46							
8	8	47/4	47/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	47							
8	8	21/2	21/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	48							
8	8	11	11	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	49							
